Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,DEF_POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
Liverpool Senior Men,"Louis Rogerson-Evans, Dante Sofia, Torin Dubiel, Kaphel Ulett-Waul, Andre Gayle","Liverpool Senior Men|0,1,12,5,9",7,12.1,724.0,37,16,26,61.5,0,4,0.0,5,11,45.5,0,0,0,0,0,0,7,0,28,37.8,33.2,97.8,84.4,13.3,3.07,9
Leicester Warriors Senior Men,"Ashley Kalugin-Ugo, Jaguar Jackson, Malik Alechicus Legania, Prince Banda, Malachi Nelson","Leicester Warriors Senior Men|10,4,5,6,9",1,7.4,446.0,5,2,13,15.4,0,5,0.0,1,2,50.0,0,0,0,0,0,0,4,0,16,17.9,16.3,28.0,98.0,-70.1,0.67,-11
Oxford Hoops Senior Men,"Adam Marzec, Jamie Cummins, Patrick Wrencher Jr, Oskars Berzins, Brandon Read Strahan","Oxford Hoops Senior Men|14,23,33,5,9",2,5.9,356.0,14,6,10,60.0,2,2,100.0,0,1,0.0,0,0,0,0,0,0,2,0,7,12.4,15.8,112.5,44.4,68.1,2.36,7
Liverpool Senior Men,"Louis Rogerson-Evans, Kieran Forsythe, Torin Dubiel, Kaphel Ulett-Waul, Andre Gayle","Liverpool Senior Men|0,00,12,5,9",4,5.7,344.0,16,5,12,41.7,2,5,40.0,4,5,80.0,0,0,0,0,0,0,6,0,21,20.2,20.3,79.2,103.6,-24.3,2.79,-5
Oxford Hoops Senior Men,"Mukhtar Adelakun, Adam Marzec, Mohamed Keita Sakine, Patrick Wrencher Jr, Oskars Berzins","Oxford Hoops Senior Men|10,14,18,33,5",2,4.6,275.0,9,4,6,66.7,0,1,0.0,1,3,33.3,0,0,0,0,0,0,5,0,12,12.3,18.3,73.1,65.5,7.5,1.96,-3
Oxford Hoops Senior Men,"Adam Marzec, Alejandro Prescott-Cornejo, Jamie Cummins, Patrick Wrencher Jr, Brandon Read Strahan","Oxford Hoops Senior Men|14,15,23,33,9",2,4.5,273.0,12,4,6,66.7,1,2,50.0,3,3,100.0,0,0,0,0,0,0,4,0,11,11.3,12.5,106.0,87.9,18.1,2.64,1
Worcester Wolves Senior Men,"Humberto Ferreira, Daijaun Julianni Antonio, Earl Burgess, Wilfrid Santhe, Emmanuel Yeboah","Worcester Wolves Senior Men|10,2,21,6,9",3,4.1,244.0,11,3,9,33.3,0,1,0.0,5,8,62.5,0,0,0,0,0,0,3,0,8,15.5,13.4,70.9,59.5,11.4,2.7,3
Worcester Wolves Senior Men,"Humberto Ferreira, Georgios Stergiopoulos, Daijaun Julianni Antonio, Earl Burgess, Wilfrid Santhe","Worcester Wolves Senior Men|10,13,2,21,6",2,4.1,244.0,9,3,8,37.5,0,3,0.0,3,3,100.0,0,0,0,0,0,0,4,0,9,13.3,10.3,67.6,87.2,-19.6,2.21,0
Oxford Hoops Senior Men,"Mukhtar Adelakun, Adam Marzec, Patrick Wrencher Jr, Oskars Berzins, Brandon Read Strahan","Oxford Hoops Senior Men|10,14,33,5,9",1,4.0,241.0,13,4,7,57.1,0,2,0.0,5,5,100.0,0,0,0,0,0,0,1,0,2,10.2,9.0,127.5,22.2,105.2,3.24,11
Worcester Wolves Senior Men,"Luan Ferreira, Georgios Stergiopoulos, Earl Burgess, Wilfrid Santhe, Emmanuel Yeboah","Worcester Wolves Senior Men|12,13,21,6,9",1,3.9,234.0,5,2,5,40.0,1,4,25.0,0,0,0,0,0,0,0,0,0,2,0,6,7.0,11.0,71.4,54.5,16.9,1.28,-1
