Canonical,Team,Numbers,Variations
Y. Bonilla Silva,ANGELES DE CIUDAD DE MÉXICO,2,Y. Bonilla Silva
W. Yoakum,ANGELES DE CIUDAD DE MÉXICO,3,W. Yoakum
T. Brown,ANGELES DE CIUDAD DE MÉXICO,4,T. Brown
D. Willis Orozco,ANGELES DE CIUDAD DE MÉXICO,9,D. Willis Orozco
J. Calloway,ANGELES DE CIUDAD DE MÉXICO,10,J. Calloway
S. Phillips,ANGELES DE CIUDAD DE MÉXICO,1,S. Phillips
J. Gohlke,ANGELES DE CIUDAD DE MÉXICO,8,J. Gohlke
A. Paige,ANGELES DE CIUDAD DE MÉXICO,13,A. Paige
S. Leday,ANGELES DE CIUDAD DE MÉXICO,16,S. Leday
D. Martinez Ficachi,ANGELES DE CIUDAD DE MÉXICO,22,D. Martinez Ficachi
D. Carrera,ANGELES DE CIUDAD DE MÉXICO,37,D. Carrera
D. Jennings,ANGELES DE CIUDAD DE MÉXICO,44,D. Jennings
K. Iverson,RAYOS DE HERMOSILLO,3,K. Iverson
T. Clark,RAYOS DE HERMOSILLO,27,T. Clark
R. Goodwin,RAYOS DE HERMOSILLO,33,R. Goodwin
S. Kenney,RAYOS DE HERMOSILLO,3/34,S. Kenney
J. Montgomery,RAYOS DE HERMOSILLO,36,J. Montgomery
B. Martinez Campa,RAYOS DE HERMOSILLO,9,B. Martinez Campa
A. Tona Cedano,RAYOS DE HERMOSILLO,10,A. Tona Cedano
B. Griggs,RAYOS DE HERMOSILLO,11,B. Griggs
C. Christon,RAYOS DE HERMOSILLO,12,C. Christon
V. Davila Soto,RAYOS DE HERMOSILLO,31,V. Davila Soto
S. Maxwell,RAYOS DE HERMOSILLO,35,S. Maxwell
T. Mc Callum,ASTROS DE JALISCO,0,T. Mc Callum
M. Mckinney,ASTROS DE JALISCO,3,M. Mckinney
K. Rodriguez Carrazco,ASTROS DE JALISCO,12,K. Rodriguez Carrazco
J. Michael Martin,ASTROS DE JALISCO,13,J. Michael Martin
M. Mitchell,ASTROS DE JALISCO,21,M. Mitchell
M. Andriassi Quintana,ASTROS DE JALISCO,7,M. Andriassi Quintana
L. Alvarez Montoya,ASTROS DE JALISCO,8,L. Alvarez Montoya
B. Jefferson,ASTROS DE JALISCO,10,B. Jefferson
A. Chaney,ASTROS DE JALISCO,11,A. Chaney
H. Grant Iv,ASTROS DE JALISCO,22,H. Grant Iv
F. Hernandez Lopez,ASTROS DE JALISCO,24,F. Hernandez Lopez
K. Matute Perner,ASTROS DE JALISCO,50,K. Matute Perner
I. Hamilton,CABALLEROS DE CULIACAN,4,I. Hamilton
C. Vogt,CABALLEROS DE CULIACAN,7,C. Vogt
N. Allen,CABALLEROS DE CULIACAN,11,N. Allen
J. Hughes Iii,CABALLEROS DE CULIACAN,24,J. Hughes Iii
J. Cumberland,CABALLEROS DE CULIACAN,34,J. Cumberland
I. Avalos Bonilla,CABALLEROS DE CULIACAN,34/5,I. Avalos Bonilla
D. Wallace,CABALLEROS DE CULIACAN,8,D. Wallace
L. Peters,CABALLEROS DE CULIACAN,14,L. Peters
R. Valle Ramirez,CABALLEROS DE CULIACAN,33,R. Valle Ramirez
O. Akonobi,CABALLEROS DE CULIACAN,33/45,O. Akonobi
A. Pruitt,ZONKEYS DE TIJUANA,0,A. Pruitt
A. Williams,ZONKEYS DE TIJUANA,1,A. Williams
F. Jaimes Nava,ZONKEYS DE TIJUANA,4,F. Jaimes Nava
J. Grayer,ZONKEYS DE TIJUANA,7,J. Grayer
J. Webster,ZONKEYS DE TIJUANA,11,J. Webster
T. Allen,ZONKEYS DE TIJUANA,2,T. Allen
C. Mitchell,ZONKEYS DE TIJUANA,3,C. Mitchell
K. Rodriguez Avila,ZONKEYS DE TIJUANA,6,K. Rodriguez Avila
M. Durr,ZONKEYS DE TIJUANA,14,M. Durr
A. Olivas Baca,ZONKEYS DE TIJUANA,17,A. Olivas Baca
J. Jimenez Cornejo,ZONKEYS DE TIJUANA,23,J. Jimenez Cornejo
J. Burns,ZONKEYS DE TIJUANA,77,J. Burns
J. Frame,PIONEROS DE LOS MOCHIS,0,J. Frame
K. Allen,PIONEROS DE LOS MOCHIS,4,K. Allen
I. Williams,PIONEROS DE LOS MOCHIS,5,I. Williams
M. Carter,PIONEROS DE LOS MOCHIS,6,M. Carter
A. Harrison,PIONEROS DE LOS MOCHIS,11,A. Harrison
