game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
2661892,,ANGELES DE CIUDAD DE MÉXICO,119,43,77,31,47,12,30,21,27,8,30,38,24,13,4,14,29,22,4,91.1,91.0
2661892,,RAYOS DE HERMOSILLO,89,32,65,27,42,5,23,20,29,7,28,35,19,3,4,24,25,25,4,91.0,91.0
2661893,,ASTROS DE JALISCO,93,32,71,24,42,8,29,21,24,14,22,36,20,11,1,10,21,17,1,74.5,75.0
2661893,,CABALLEROS DE CULIACAN,75,27,59,19,35,8,24,13,22,11,27,38,12,5,1,21,18,21,1,75.5,75.0
2661895,,ZONKEYS DE TIJUANA,84,30,66,24,42,6,24,18,25,9,27,36,17,11,7,13,18,22,0,77.8,78.1
2661895,,PIONEROS DE LOS MOCHIS,91,33,65,22,40,11,25,14,15,5,32,37,16,4,0,15,22,16,7,78.3,78.0
2661894,,HALCONES DE OBREGON,92,34,72,25,51,9,21,15,16,16,31,47,16,6,4,11,17,20,1,71.1,72.3
2661894,,OSTIONEROS DE GUAYMAS,79,30,69,23,44,7,25,12,15,10,22,32,15,9,1,11,20,17,4,73.5,72.3
2661896,,ANGELES DE CIUDAD DE MÉXICO,112,33,73,21,44,12,29,34,45,18,28,46,21,10,7,13,24,28,3,84.3,84.5
2661896,,RAYOS DE HERMOSILLO,103,36,78,29,50,7,28,24,28,16,26,42,27,9,3,14,30,23,7,84.8,84.5
2661897,,ASTROS DE JALISCO,110,44,76,25,48,19,28,3,6,11,19,30,27,9,2,11,22,14,4,75.5,74.4
2661897,,CABALLEROS DE CULIACAN,90,28,60,17,31,11,29,23,26,12,21,33,13,7,4,17,16,22,2,73.4,74.4
2661899,,ZONKEYS DE TIJUANA,86,34,73,26,47,8,26,10,17,12,30,42,22,4,4,9,20,20,2,74.4,74.2
2661899,,PIONEROS DE LOS MOCHIS,82,29,64,23,41,6,23,18,25,9,29,38,9,6,2,11,22,20,4,73.9,74.2
2661898,,HALCONES DE OBREGON,87,29,58,20,39,9,19,20,26,9,28,37,10,10,5,14,23,21,2,71.5,72.2
2661898,,OSTIONEROS DE GUAYMAS,77,25,60,20,39,5,21,22,27,9,25,34,6,10,2,13,21,22,5,72.8,72.2
2661901,,CABALLEROS DE CULIACAN,92,32,86,19,52,13,34,15,18,23,31,54,19,7,9,22,26,16,9,89.2,79.7
2661901,,ASTROS DE JALISCO,96,29,80,20,56,9,24,29,36,16,30,46,21,11,9,14,18,25,9,90.1,79.7
2661900,,RAYOS DE HERMOSILLO,97,32,68,25,43,7,25,26,34,9,30,39,19,11,8,14,21,23,2,84.4,85.1
2661900,,ANGELES DE CIUDAD DE MÉXICO,96,37,81,29,57,8,24,14,19,15,30,45,16,9,2,15,24,21,8,85.8,85.1
2661902,,OSTIONEROS DE GUAYMAS,85,27,57,19,34,8,23,23,31,5,20,25,16,5,1,9,19,20,4,71.7,70.8
2661902,,HALCONES DE OBREGON,95,37,66,27,46,10,20,11,18,13,29,42,22,5,4,12,24,18,1,70.0,70.8
2661903,,PIONEROS DE LOS MOCHIS,69,27,65,23,39,4,26,11,14,10,25,35,11,6,3,13,19,15,1,71.2,70.3
2661903,,ZONKEYS DE TIJUANA,77,24,65,12,31,12,34,17,21,17,29,46,17,7,1,15,15,19,3,69.4,70.3
2661905,,CABALLEROS DE CULIACAN,84,28,63,18,37,10,26,18,23,9,27,36,16,1,6,14,16,21,2,75.0,75.2
2661905,,ASTROS DE JALISCO,89,32,67,19,38,13,29,12,15,9,28,37,16,7,2,14,21,16,6,75.5,75.2
2661904,,RAYOS DE HERMOSILLO,88,31,67,19,41,12,26,14,17,6,33,39,19,8,5,19,23,18,4,84.0,84.4
2661904,,ANGELES DE CIUDAD DE MÉXICO,99,36,82,26,48,10,34,17,26,18,31,49,25,12,4,13,18,22,5,84.9,84.4
2661906,,OSTIONEROS DE GUAYMAS,70,26,61,19,34,7,27,11,17,5,24,29,18,5,1,14,17,15,4,74.4,75.1
2661906,,HALCONES DE OBREGON,102,38,67,27,47,11,20,15,16,5,33,38,16,12,4,10,16,16,1,75.9,75.1
2661907,,PIONEROS DE LOS MOCHIS,80,29,64,18,34,11,30,11,14,10,23,33,12,7,2,17,21,13,4,74.1,74.3
2661907,,ZONKEYS DE TIJUANA,95,32,63,20,34,12,29,19,24,11,26,37,17,8,4,15,15,20,2,74.5,74.3
2663840,,RAYOS DE HERMOSILLO,105,34,72,21,39,13,33,24,33,8,28,36,25,7,6,13,18,24,3,87.9,87.6
2663840,,ANGELES DE CIUDAD DE MÉXICO,120,45,86,33,51,12,35,18,25,16,32,48,26,9,3,10,27,17,6,87.4,87.6
2663847,,PIONEROS DE LOS MOCHIS,89,30,60,20,38,10,22,19,20,7,32,39,14,6,1,13,16,14,2,71.8,72.9
2663847,,ZONKEYS DE TIJUANA,72,29,70,23,45,6,25,8,14,11,23,34,13,6,2,12,15,15,1,74.1,72.9
2664520,,ZONKEYS DE TIJUANA,104,39,79,28,44,11,35,15,17,10,33,43,24,9,5,5,16,16,3,78.2,76.3
2664520,,PIONEROS DE LOS MOCHIS,76,27,72,19,38,8,34,14,17,12,29,41,14,3,3,10,16,16,5,74.4,76.3
2665653,,ANGELES DE CIUDAD DE MÉXICO,98,38,75,25,49,13,26,9,14,7,28,35,25,8,6,14,18,15,2,84.6,85.8
2665653,,ZONKEYS DE TIJUANA,107,41,84,30,52,11,32,14,17,14,33,47,16,11,2,13,16,15,6,86.9,85.7
2665654,,ASTROS DE JALISCO,83,31,60,24,39,7,21,14,22,11,33,44,15,8,4,17,23,14,3,72.7,73.6
2665654,,HALCONES DE OBREGON,73,27,72,21,46,6,26,13,22,17,22,39,9,9,3,13,17,21,4,74.6,73.6
2665655,,ASTROS DE JALISCO,84,30,72,18,40,12,32,12,17,17,26,43,11,3,6,12,21,20,5,71.5,70.5
2665655,,HALCONES DE OBREGON,86,32,71,23,49,9,22,13,19,15,25,40,16,7,5,8,21,19,6,69.5,70.5
2665656,,ANGELES DE CIUDAD DE MÉXICO,78,24,79,17,48,7,31,23,35,18,28,46,10,12,1,7,18,20,5,80.1,81.5
2665656,,ZONKEYS DE TIJUANA,97,34,69,18,37,16,32,13,17,8,43,51,25,4,5,18,22,18,1,83.0,81.5
2665658,,ZONKEYS DE TIJUANA,88,33,74,21,41,12,33,10,14,13,21,34,20,9,7,14,23,17,3,77.9,77.1
2665658,,ANGELES DE CIUDAD DE MÉXICO,93,33,74,24,49,9,25,18,26,21,30,51,16,9,3,15,18,22,7,76.3,77.1
2665657,,HALCONES DE OBREGON,92,31,73,20,44,11,29,19,21,10,28,38,18,9,3,8,11,20,3,77.0,78.3
2665657,,ASTROS DE JALISCO,91,38,72,31,51,7,21,8,11,8,32,40,18,4,3,14,21,10,3,79.5,78.3
2665660,,ZONKEYS DE TIJUANA,87,33,78,24,43,9,35,12,16,18,23,41,15,5,2,18,23,19,3,81.6,82.3
2665660,,ANGELES DE CIUDAD DE MÉXICO,115,42,71,29,41,13,30,18,19,6,27,33,20,7,3,13,21,22,2,82.9,82.3
2665659,,HALCONES DE OBREGON,76,26,54,21,34,5,20,19,31,9,22,31,12,8,6,15,20,23,1,70.7,71.0
2665659,,ASTROS DE JALISCO,93,33,63,24,47,9,16,18,19,9,23,32,16,10,1,12,24,19,6,71.4,71.0
2667245,,ZONKEYS DE TIJUANA,109,42,82,29,52,13,30,12,16,17,41,58,28,11,4,19,17,16,0,87.4,87.8
2667245,,ANGELES DE CIUDAD DE MÉXICO,87,33,82,22,44,11,38,10,11,9,25,34,16,10,0,14,16,17,4,88.2,87.8
2667244,,HALCONES DE OBREGON,70,24,63,11,29,13,34,9,10,12,29,41,17,6,3,15,14,15,4,67.6,67.0
2667244,,ASTROS DE JALISCO,73,30,70,20,38,10,32,3,5,12,28,40,13,8,4,9,15,13,3,66.4,67.0
2668506,,ASTROS DE JALISCO,87,33,59,28,41,5,18,16,24,5,29,34,17,7,2,11,26,23,1,72.5,73.1
2668506,,HALCONES DE OBREGON,78,25,61,18,35,7,26,21,31,9,25,34,8,7,1,11,23,26,2,73.6,73.0
2668507,,ANGELES DE CIUDAD DE MÉXICO,78,31,72,25,50,6,22,10,15,9,28,37,16,7,6,9,24,19,4,75.5,71.3
2668507,,ZONKEYS DE TIJUANA,71,24,66,17,43,7,23,16,25,20,33,53,11,6,4,12,20,23,6,66.2,70.9
2669254,,ANGELES DE CIUDAD DE MÉXICO,82,32,75,22,45,10,30,8,16,11,20,31,12,5,1,6,15,21,4,74.0,71.9
2669254,,ZONKEYS DE TIJUANA,97,37,66,25,39,12,27,11,13,10,36,46,15,4,4,11,22,15,1,69.8,71.9
