Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
HALCONES DE OBREGON,23,J. Adaway,,11,33.7,371.2,219,19.9,79,143,55.2,29,62,46.8,32,38,84.2,7,42,49,27,9,4,14,19,65.4,68.6,21.5,126.1,26.3,7.4,2.0,12.4,7.1,12.7,1.3,1.1,8.1,0.27,11.65,8.0,3.65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONKEYS DE TIJUANA,11,J. Webster,,21,34.2,718.5,290,13.8,110,221,49.8,29,65,44.6,41,61,67.2,28,83,111,134,31,5,42,47,56.3,58.5,17.8,100.1,17.9,4.0,3.9,11.7,7.7,29.7,2.2,0.7,14.5,0.28,10.97,5.47,5.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HALCONES DE OBREGON,13,J.  Perkins,,2,24.1,48.2,33,16.5,12,26,46.2,9,19,47.4,0,0,0,0,4,4,7,0,0,1,3,63.5,63.5,26.0,122.2,23.1,13.3,0.0,8.1,4.2,30.5,0.0,0.0,3.7,0.0,10.7,8.61,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGELES DE CIUDAD DE MÉXICO,2,Y. Bonilla Silva,,14,22.2,310.5,160,11.4,66,114,57.9,5,18,27.8,23,38,60.5,26,64,90,50,21,20,15,22,60.1,61.2,18.4,109.8,12.9,1.5,7.4,20.2,13.5,22.4,3.1,5.8,10.3,0.33,9.26,5.01,4.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAYOS DE HERMOSILLO,32,D. Mcneill,,1,22.2,22.2,17,17.0,5,8,62.5,0,0,0,7,7,100.0,0,4,4,3,4,0,3,3,62.5,76.7,26.5,120.7,19.9,0.0,0.0,16.8,9.0,18.7,8.7,0.0,21.3,0.88,8.12,1.72,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTROS DE JALISCO,12,K. Rodriguez,,3,29.1,87.2,42,14.0,16,31,51.6,9,18,50.0,1,2,50.0,2,7,9,4,2,2,5,4,66.1,65.9,19.9,113.9,18.6,8.0,2.5,8.5,5.6,7.0,1.2,2.6,13.6,0.06,8.09,4.63,3.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HALCONES DE OBREGON,3,C. Zinaich,,11,24.4,268.9,137,12.5,47,111,42.3,7,36,19.4,36,47,76.6,29,65,94,18,14,13,12,17,45.5,52.0,24.7,95.4,16.7,4.4,11.6,26.9,19.1,11.4,2.8,4.8,8.4,0.42,7.71,4.23,3.48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGELES DE CIUDAD DE MÉXICO,4,T. Brown,,14,34.0,476.2,306,21.9,99,233,42.5,35,96,36.5,73,83,88.0,7,41,48,62,17,0,35,27,50.0,56.8,25.1,100.5,24.7,7.7,1.3,8.4,4.7,18.0,1.6,0.0,11.5,0.36,7.7,5.47,2.22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTROS DE JALISCO,11,A. Chaney,,18,26.3,472.8,212,11.8,69,174,39.7,31,73,42.5,43,51,84.3,12,54,66,91,26,2,40,52,48.6,54.0,23.1,89.7,15.6,5.4,2.7,11.5,7.3,30.8,2.9,0.5,16.9,0.29,7.69,2.68,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIONEROS DE LOS MOCHIS,3,Q. Davis,,1,38.0,38.0,33,33.0,14,21,66.7,1,3,33.3,4,9,44.4,2,5,7,2,1,1,4,3,69.0,66.1,28.1,114.0,33.6,3.1,5.0,9.4,7.5,9.1,1.0,1.7,13.8,0.43,7.25,4.74,2.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTROS DE JALISCO,3,M. Mckinney,,13,22.4,291.3,155,11.9,59,105,56.2,18,28,64.3,19,25,76.0,6,24,30,34,11,3,16,36,64.8,66.8,20.5,117.4,15.3,2.8,2.2,8.2,5.3,20.0,2.0,1.1,12.1,0.24,7.15,2.97,4.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
