gameId,tno,teamName,period,periodType,pno,player,shirtNumber,actionType,subType,result,made,x,y,actionNumber
2702542,1,Bristol Flyers,2,REGULAR,5,M. Delpeche,21,2pt,layup,1,1,9.3599996566772,44.919998168945,249
2702542,1,Bristol Flyers,2,REGULAR,7,Z. Anderson,4,3pt,jumpshot,0,0,22.309999465942,91.23999786377,254
2702542,1,Bristol Flyers,2,REGULAR,2,O. McCormack,13,3pt,jumpshot,0,0,29.020000457764,22.60000038147,272
2702542,1,Bristol Flyers,2,REGULAR,7,Z. Anderson,4,2pt,layup,1,1,8.5799999237061,57.909999847412,288
2702542,1,Bristol Flyers,2,REGULAR,12,D. Brodie,51,2pt,layup,0,0,8.5799999237061,44.630001068115,306
2702542,1,Bristol Flyers,2,REGULAR,8,J. Brown,9,2pt,tipinlayup,0,0,6,50,308
2702542,1,Bristol Flyers,2,REGULAR,12,D. Brodie,51,2pt,jumpshot,0,0,9.9799995422363,80.230003356934,311
2702542,1,Bristol Flyers,2,REGULAR,12,D. Brodie,51,2pt,layup,1,1,7.6399998664856,51.130001068115,315
2702542,1,Bristol Flyers,2,REGULAR,6,W. Yoakum,3,2pt,layup,0,0,7.4899997711182,46.889999389648,324
2702542,1,Bristol Flyers,2,REGULAR,12,D. Brodie,51,2pt,layup,0,0,7.8000001907349,49.150001525879,338
2702542,1,Bristol Flyers,2,REGULAR,7,Z. Anderson,4,3pt,jumpshot,1,1,25.430000305176,87.569999694824,343
2702542,1,Bristol Flyers,2,REGULAR,8,J. Brown,9,3pt,jumpshot,0,0,28.860000610352,25.420000076294,347
2702542,1,Bristol Flyers,2,REGULAR,10,J. Anderson,22,3pt,jumpshot,0,0,24.799999237061,14.689999580383,349
2702542,1,Bristol Flyers,2,REGULAR,12,D. Brodie,51,2pt,dunk,0,0,7.1799998283386,56.5,361
2702542,1,Bristol Flyers,2,REGULAR,11,M. Dugalic,25,2pt,layup,0,0,9.1999998092651,46.049999237061,365
2702542,1,Bristol Flyers,2,REGULAR,6,W. Yoakum,3,2pt,jumpshot,1,1,21.680000305176,33.900001525879,386
2702542,1,Bristol Flyers,3,REGULAR,10,J. Anderson,22,3pt,jumpshot,1,1,68.330001831055,33.330001831055,402
2702542,1,Bristol Flyers,3,REGULAR,10,J. Anderson,22,3pt,jumpshot,0,0,72.540000915527,88.419998168945,411
2702542,1,Bristol Flyers,3,REGULAR,2,O. McCormack,13,3pt,jumpshot,1,1,69.419998168945,73.730003356934,427
2702542,1,Bristol Flyers,3,REGULAR,4,C. Holden,7,3pt,jumpshot,0,0,68.800003051758,30.790000915527,433
2702542,1,Bristol Flyers,3,REGULAR,7,Z. Anderson,4,2pt,layup,0,0,92.360000610352,46.610000610352,473
2702542,1,Bristol Flyers,3,REGULAR,6,W. Yoakum,3,2pt,jumpshot,1,1,93.290000915527,24.290000915527,477
2702542,1,Bristol Flyers,3,REGULAR,11,M. Dugalic,25,2pt,layup,0,0,92.199996948242,45.200000762939,495
2702542,1,Bristol Flyers,3,REGULAR,7,Z. Anderson,4,3pt,jumpshot,1,1,69.730003356934,27.680000305176,499
2702542,1,Bristol Flyers,3,REGULAR,11,M. Dugalic,25,2pt,layup,1,1,92.040000915527,51.130001068115,503
2702542,1,Bristol Flyers,3,REGULAR,5,M. Delpeche,21,2pt,jumpshot,0,0,84.559997558594,63.279998779297,523
2702542,1,Bristol Flyers,3,REGULAR,8,J. Brown,9,3pt,jumpshot,0,0,77.540000915527,7.6300001144409,525
2702542,1,Bristol Flyers,3,REGULAR,6,W. Yoakum,3,3pt,jumpshot,1,1,83.620002746582,97.180000305176,530
2702542,1,Bristol Flyers,3,REGULAR,2,O. McCormack,13,3pt,jumpshot,1,1,75.51000213623,96.889999389648,568
2702542,1,Bristol Flyers,3,REGULAR,10,J. Anderson,22,3pt,jumpshot,0,0,72.069999694824,21.190000534058,583
2702542,1,Bristol Flyers,3,REGULAR,10,J. Anderson,22,3pt,jumpshot,0,0,66.769996643066,28.530000686646,590
2702542,1,Bristol Flyers,4,REGULAR,2,O. McCormack,13,3pt,jumpshot,0,0,69.269996643066,21.469999313354,615
2702542,1,Bristol Flyers,4,REGULAR,12,D. Brodie,51,2pt,layup,1,1,89.860000610352,46.889999389648,627
2702542,1,Bristol Flyers,4,REGULAR,2,O. McCormack,13,3pt,jumpshot,0,0,68.48999786377,21.75,636
2702542,1,Bristol Flyers,4,REGULAR,6,W. Yoakum,3,2pt,jumpshot,0,0,80.660003662109,62.430000305176,638
2702542,1,Bristol Flyers,4,REGULAR,2,O. McCormack,13,2pt,jumpshot,1,1,84.709999084473,48.590000152588,654
2702542,1,Bristol Flyers,4,REGULAR,4,C. Holden,7,2pt,layup,1,1,93.599998474121,58.189998626709,659
2702542,1,Bristol Flyers,4,REGULAR,10,J. Anderson,22,3pt,jumpshot,0,0,80.970001220703,95.76000213623,670
2702542,1,Bristol Flyers,4,REGULAR,10,J. Anderson,22,3pt,jumpshot,1,1,82.220001220703,6.7800002098083,676
2702542,1,Bristol Flyers,4,REGULAR,7,Z. Anderson,4,2pt,jumpshot,0,0,91.730003356934,26.270000457764,680
2702542,1,Bristol Flyers,4,REGULAR,7,Z. Anderson,4,3pt,jumpshot,0,0,83.620002746582,96.889999389648,683
2702542,1,Bristol Flyers,4,REGULAR,5,M. Delpeche,21,2pt,layup,0,0,92.819999694824,47.180000305176,719
2702542,1,Bristol Flyers,4,REGULAR,11,M. Dugalic,25,3pt,jumpshot,0,0,75.51000213623,15.539999961853,723
2702542,1,Bristol Flyers,4,REGULAR,5,M. Delpeche,21,2pt,dunk,1,1,91.889999389648,57.909999847412,728
2702542,1,Bristol Flyers,4,REGULAR,10,J. Anderson,22,3pt,jumpshot,0,0,64.589996337891,58.470001220703,741
2702542,1,Bristol Flyers,4,REGULAR,5,M. Delpeche,21,2pt,tipinlayup,0,0,94,50,743
2702542,1,Bristol Flyers,4,REGULAR,3,P. Landolfi,40,2pt,jumpshot,1,1,87.050003051758,55.930000305176,753
2702542,1,Bristol Flyers,4,REGULAR,11,M. Dugalic,25,2pt,jumpshot,0,0,83.150001525879,70.339996337891,761
2702542,1,Bristol Flyers,4,REGULAR,10,J. Anderson,22,2pt,jumpshot,0,0,84.23999786377,65.25,767
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,1,P. Nixon,2,2pt,layup,0,0,92.669998168945,42.369998931885,16
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,1,P. Nixon,2,2pt,jumpshot,1,1,83.620002746582,66.379997253418,38
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,9,J. Deloach,23,3pt,jumpshot,0,0,67.23999786377,52.259998321533,42
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,8,W. Lee,4,2pt,layup,1,1,93.449996948242,50.849998474121,47
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,3,J. Ratinho,9,2pt,layup,1,1,92.669998168945,50.560001373291,51
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,8,W. Lee,4,2pt,dunk,1,1,92.360000610352,59.599998474121,114
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,1,P. Nixon,2,3pt,jumpshot,0,0,66.930000305176,54.799999237061,122
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,4,R. Glasgow Jr,11,3pt,jumpshot,0,0,66.610000610352,42.939998626709,130
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,5,M. Ochereobia,15,2pt,layup,1,1,93.76000213623,50.849998474121,140
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,8,W. Lee,4,2pt,dunk,1,1,90.639999389648,55.930000305176,144
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,1,P. Nixon,2,3pt,jumpshot,1,1,68.48999786377,26.549999237061,148
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,4,R. Glasgow Jr,11,2pt,jumpshot,0,0,86.580001831055,62.709999084473,158
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,8,W. Lee,4,2pt,tipinlayup,0,0,94,50,160
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,3,J. Ratinho,9,3pt,jumpshot,0,0,74.879997253418,87.569999694824,180
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,7,R. Chatman III,3,2pt,jumpshot,0,0,91.730003356934,66.949996948242,188
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,3,J. Ratinho,9,2pt,layup,0,0,92.980003356934,48.869998931885,192
2702542,2,B. Braun Sheffield Sharks,1,REGULAR,10,N. Kern Jr,24,2pt,layup,0,0,89.389999389648,52.540000915527,207
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,1,P. Nixon,2,3pt,jumpshot,0,0,74.730003356934,93.790000915527,224
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,3,J. Ratinho,9,2pt,layup,0,0,91.730003356934,53.389999389648,238
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,1,P. Nixon,2,3pt,jumpshot,0,0,71.919998168945,83.900001525879,252
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,3,J. Ratinho,9,2pt,layup,0,0,90.800003051758,60.169998168945,286
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,10,N. Kern Jr,24,2pt,layup,0,0,89.699996948242,45.200000762939,290
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,8,W. Lee,4,2pt,jumpshot,0,0,84.870002746582,61.299999237061,304
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,12,D. Williams,1,2pt,layup,1,1,90.169998168945,54.520000457764,310
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,3,J. Ratinho,9,3pt,jumpshot,0,0,74.569999694824,89.830001831055,313
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,12,D. Williams,1,3pt,jumpshot,1,1,72.699996948242,84.459999084473,317
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,12,D. Williams,1,2pt,layup,1,1,92.360000610352,50,327
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,10,N. Kern Jr,24,2pt,jumpshot,1,1,91.580001831055,77.970001220703,337
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,4,R. Glasgow Jr,11,3pt,jumpshot,1,1,76.599998474121,88.139999389648,341
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,8,W. Lee,4,3pt,jumpshot,0,0,69.730003356934,78.25,345
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,12,D. Williams,1,2pt,layup,0,0,88.769996643066,52.540000915527,359
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,7,R. Chatman III,3,3pt,jumpshot,0,0,66.610000610352,59.599998474121,373
2702542,2,B. Braun Sheffield Sharks,2,REGULAR,8,W. Lee,4,2pt,jumpshot,0,0,86.430000305176,48.310001373291,378
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,12,D. Williams,1,3pt,jumpshot,0,0,28.549999237061,25.139999389648,407
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,4,R. Glasgow Jr,11,3pt,jumpshot,0,0,32.919998168945,62.990001678467,409
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,1,P. Nixon,2,2pt,jumpshot,0,0,11.229999542236,49.150001525879,418
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,1,P. Nixon,2,3pt,jumpshot,0,0,33.540000915527,39.549999237061,429
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,3,J. Ratinho,9,3pt,jumpshot,0,0,30.579999923706,75.419998168945,431
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,1,P. Nixon,2,2pt,jumpshot,0,0,8.4200000762939,20.059999465942,435
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,7,R. Chatman III,3,3pt,jumpshot,0,0,27.610000610352,88.139999389648,478
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,7,R. Chatman III,3,2pt,jumpshot,0,0,22,50,492
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,9,J. Deloach,23,2pt,layup,1,1,10.140000343323,48.590000152588,501
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,12,D. Williams,1,2pt,layup,0,0,7.6399998664856,46.330001831055,527
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,3,J. Ratinho,9,3pt,jumpshot,0,0,19.5,96.050003051758,533
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,12,D. Williams,1,3pt,jumpshot,1,1,21.840000152588,90.680000305176,554
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,8,W. Lee,4,3pt,jumpshot,0,0,15.60000038147,96.050003051758,581
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,1,P. Nixon,2,3pt,jumpshot,0,0,20.120000839233,7.0599999427795,585
2702542,2,B. Braun Sheffield Sharks,3,REGULAR,3,J. Ratinho,9,3pt,jumpshot,0,0,58.029998779297,72.029998779297,595
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,1,P. Nixon,2,2pt,layup,1,1,9.1999998092651,47.180000305176,640
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,12,D. Williams,1,3pt,jumpshot,0,0,31.510000228882,70.900001525879,652
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,10,N. Kern Jr,24,3pt,jumpshot,0,0,33.389999389648,62.430000305176,666
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,1,P. Nixon,2,2pt,layup,0,0,7.6399998664856,59.319999694824,674
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,12,D. Williams,1,3pt,jumpshot,0,0,29.950000762939,22.60000038147,678
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,1,P. Nixon,2,3pt,jumpshot,1,1,24.959999084473,88.699996948242,682
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,9,J. Deloach,23,2pt,layup,1,1,8.2700004577637,53.950000762939,705
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,1,P. Nixon,2,3pt,jumpshot,0,0,27.610000610352,82.48999786377,713
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,12,D. Williams,1,3pt,jumpshot,0,0,21.219999313354,92.089996337891,717
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,10,N. Kern Jr,24,3pt,jumpshot,0,0,15.60000038147,96.889999389648,721
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,9,J. Deloach,23,2pt,layup,1,1,9.0500001907349,56.779998779297,726
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,9,J. Deloach,23,3pt,jumpshot,1,1,12.949999809265,96.889999389648,758
2702542,2,B. Braun Sheffield Sharks,4,REGULAR,12,D. Williams,1,2pt,jumpshot,1,1,14.039999961853,29.10000038147,764
2702543,1,Leicester Riders,1,REGULAR,9,T. Evee,3,3pt,jumpshot,1,1,32.639999389648,50.959999084473,7
2702543,1,Leicester Riders,1,REGULAR,4,S. Johnson,20,2pt,pullupjumpshot,0,0,18.909999847412,63.389999389648,12
2702543,1,Leicester Riders,1,REGULAR,4,S. Johnson,20,2pt,drivinglayup,0,0,6.4299998283386,44.75,32
2702543,1,Leicester Riders,1,REGULAR,12,O. Sulaiman,10,2pt,layup,0,0,8.3000001907349,44.459999084473,45
2702543,1,Leicester Riders,1,REGULAR,9,T. Evee,3,3pt,jumpshot,0,0,31.860000610352,58.869998931885,85
2702543,1,Leicester Riders,1,REGULAR,7,F. Boardman-Raffet,77,3pt,jumpshot,1,1,26.549999237061,14.239999771118,106
2702543,1,Leicester Riders,1,REGULAR,8,M. Mitchell Jr,1,3pt,jumpshot,0,0,34.979999542236,33.159999847412,114
2702543,1,Leicester Riders,1,REGULAR,11,E. Akot,9,2pt,pullupjumpshot,0,0,25.770000457764,40.790000915527,116
2702543,1,Leicester Riders,1,REGULAR,11,E. Akot,9,2pt,drivinglayup,1,1,6.5799999237061,48.139999389648,124
2702543,1,Leicester Riders,1,REGULAR,1,D. Shelton,2,2pt,drivinglayup,0,0,6.9000000953674,54.919998168945,142
2702543,1,Leicester Riders,1,REGULAR,3,V. Ndoukou,25,3pt,jumpshot,0,0,31.540000915527,78.360000610352,163
2702543,1,Leicester Riders,2,REGULAR,11,E. Akot,9,2pt,jumpshot,0,0,15.010000228882,83.449996948242,224
2702543,1,Leicester Riders,2,REGULAR,11,E. Akot,9,2pt,drivinglayup,1,1,6.2699999809265,46.720001220703,232
2702543,1,Leicester Riders,2,REGULAR,8,M. Mitchell Jr,1,2pt,drivinglayup,0,0,5.8000001907349,43.900001525879,274
2702543,1,Leicester Riders,2,REGULAR,13,N. Martin,41,2pt,tipinlayup,1,1,6,50,276
2702543,1,Leicester Riders,2,REGULAR,11,E. Akot,9,2pt,stepbackjumpshot,1,1,24.209999084473,63.389999389648,301
2702543,1,Leicester Riders,2,REGULAR,8,M. Mitchell Jr,1,2pt,drivinglayup,1,1,6.9000000953674,46.439998626709,304
2702543,1,Leicester Riders,2,REGULAR,8,M. Mitchell Jr,1,2pt,jumpshot,0,0,11.109999656677,89.940002441406,312
2702543,1,Leicester Riders,2,REGULAR,7,F. Boardman-Raffet,77,3pt,jumpshot,1,1,25.770000457764,83.730003356934,325
2702543,1,Leicester Riders,2,REGULAR,11,E. Akot,9,2pt,drivinglayup,0,0,9.5500001907349,43.049999237061,329
2702543,1,Leicester Riders,2,REGULAR,8,M. Mitchell Jr,1,2pt,drivinglayup,0,0,9.5500001907349,43.900001525879,340
2702543,1,Leicester Riders,2,REGULAR,4,S. Johnson,20,2pt,drivinglayup,0,0,8.6099996566772,47.569999694824,367
2702543,1,Leicester Riders,3,REGULAR,11,E. Akot,9,2pt,jumpshot,0,0,85.050003051758,51.240001678467,386
2702543,1,Leicester Riders,3,REGULAR,12,O. Sulaiman,10,2pt,drivinglayup,1,1,94.099998474121,52.939998626709,396
2702543,1,Leicester Riders,3,REGULAR,13,N. Martin,41,2pt,drivinglayup,1,1,92.540000915527,56.330001831055,398
2702543,1,Leicester Riders,3,REGULAR,11,E. Akot,9,2pt,drivinglayup,0,0,91.919998168945,45.590000152588,402
2702543,1,Leicester Riders,3,REGULAR,13,N. Martin,41,2pt,drivinglayup,1,1,93.949996948242,52.659999847412,420
2702543,1,Leicester Riders,3,REGULAR,9,T. Evee,3,2pt,drivinglayup,1,1,93.480003356934,53.5,424
2702543,1,Leicester Riders,3,REGULAR,12,O. Sulaiman,10,2pt,drivinglayup,1,1,93.169998168945,48.979999542236,438
2702543,1,Leicester Riders,3,REGULAR,4,S. Johnson,20,2pt,drivinglayup,1,1,93.629997253418,52.939998626709,454
2702543,1,Leicester Riders,3,REGULAR,11,E. Akot,9,3pt,jumpshot,0,0,70.699996948242,24.409999847412,493
2702543,1,Leicester Riders,3,REGULAR,4,S. Johnson,20,2pt,jumpshot,0,0,82.559997558594,80.059997558594,513
2702543,1,Leicester Riders,3,REGULAR,1,D. Shelton,2,2pt,layup,1,1,92.540000915527,48.700000762939,519
2702543,1,Leicester Riders,3,REGULAR,11,E. Akot,9,2pt,drivinglayup,1,1,93.319999694824,50.959999084473,542
2702543,1,Leicester Riders,4,REGULAR,7,F. Boardman-Raffet,77,2pt,drivinglayup,1,1,94.569999694824,52.090000152588,565
2702543,1,Leicester Riders,4,REGULAR,8,M. Mitchell Jr,1,3pt,jumpshot,1,1,73.980003356934,90.790000915527,574
2702543,1,Leicester Riders,4,REGULAR,1,D. Shelton,2,2pt,dunk,1,1,94.410003662109,51.240001678467,576
2702543,1,Leicester Riders,4,REGULAR,1,D. Shelton,2,2pt,stepbackjumpshot,1,1,93.480003356934,56.610000610352,590
2702543,1,Leicester Riders,4,REGULAR,9,T. Evee,3,3pt,stepbackjumpshot,1,1,76.319999694824,85.98999786377,619
2702543,1,Leicester Riders,4,REGULAR,4,S. Johnson,20,2pt,drivinglayup,0,0,93.480003356934,39.380001068115,643
2702543,1,Leicester Riders,4,REGULAR,1,D. Shelton,2,2pt,drivinglayup,0,0,91.919998168945,48.700000762939,648
2702543,1,Leicester Riders,4,REGULAR,9,T. Evee,3,3pt,jumpshot,1,1,75.540000915527,16.5,654
2702543,1,Leicester Riders,4,REGULAR,9,T. Evee,3,3pt,jumpshot,1,1,68.830001831055,76.099998474121,699
2702543,1,Leicester Riders,4,REGULAR,9,T. Evee,3,2pt,drivinglayup,0,0,92.699996948242,44.180000305176,715
2702543,1,Leicester Riders,4,REGULAR,4,S. Johnson,20,2pt,layup,0,0,90.360000610352,56.610000610352,718
2702543,1,Leicester Riders,4,REGULAR,11,E. Akot,9,2pt,jumpshot,0,0,76.790000915527,73.559997558594,723
2702543,1,Leicester Riders,4,REGULAR,9,T. Evee,3,2pt,drivinglayup,1,1,94.099998474121,54.349998474121,728
2702543,1,Leicester Riders,4,REGULAR,9,T. Evee,3,3pt,jumpshot,0,0,73.669998168945,12.539999961853,756
2702543,1,Leicester Riders,4,REGULAR,4,S. Johnson,20,2pt,drivinglayup,0,0,93.629997253418,51.240001678467,765
2702543,2,London Lions,1,REGULAR,12,K. McGusty,23,3pt,jumpshot,0,0,70.550003051758,76.099998474121,8
2702543,2,London Lions,1,REGULAR,5,J. Scott,1,2pt,drivinglayup,1,1,93.169998168945,50.680000305176,10
2702543,2,London Lions,1,REGULAR,13,S. Reynolds Jr,33,3pt,jumpshot,1,1,67.580001831055,35.709999084473,26
2702543,2,London Lions,1,REGULAR,5,J. Scott,1,2pt,hookshot,0,0,82.089996337891,53.790000915527,68
2702543,2,London Lions,1,REGULAR,7,M. Soluade,6,3pt,jumpshot,0,0,68.98999786377,33.729999542236,83
2702543,2,London Lions,1,REGULAR,5,J. Scott,1,2pt,dunk,0,0,91.76000213623,50.959999084473,104
2702543,2,London Lions,1,REGULAR,10,T. Phillip,22,2pt,drivinglayup,0,0,93.790000915527,45.880001068115,112
2702543,2,London Lions,1,REGULAR,5,J. Scott,1,2pt,layup,0,0,95.51000213623,44.459999084473,118
2702543,2,London Lions,1,REGULAR,5,J. Scott,1,2pt,tipinlayup,1,1,94,50,120
2702543,2,London Lions,1,REGULAR,11,J. Williams,13,2pt,hookshot,1,1,91.139999389648,48.419998168945,123
2702543,2,London Lions,1,REGULAR,7,M. Soluade,6,3pt,jumpshot,0,0,75.540000915527,84.860000610352,126
2702543,2,London Lions,1,REGULAR,5,J. Scott,1,2pt,drivinglayup,1,1,91.449996948242,51.529998779297,141
2702543,2,London Lions,1,REGULAR,14,D. Williams,31,3pt,jumpshot,0,0,73.51000213623,83.730003356934,149
2702543,2,London Lions,1,REGULAR,10,T. Phillip,22,2pt,drivinglayup,1,1,94.569999694824,48.700000762939,165
2702543,2,London Lions,1,REGULAR,10,T. Phillip,22,3pt,jumpshot,1,1,64.150001525879,55.479999542236,180
2702543,2,London Lions,2,REGULAR,12,K. McGusty,23,2pt,drivinglayup,0,0,94.410003662109,56.889999389648,193
2702543,2,London Lions,2,REGULAR,12,K. McGusty,23,2pt,drivinglayup,1,1,93.480003356934,56.610000610352,197
2702543,2,London Lions,2,REGULAR,14,D. Williams,31,2pt,layup,0,0,91.139999389648,55.479999542236,201
2702543,2,London Lions,2,REGULAR,3,C. Sandy,3,2pt,drivinglayup,1,1,94.569999694824,50.400001525879,205
2702543,2,London Lions,2,REGULAR,12,K. McGusty,23,2pt,drivinglayup,1,1,94.26000213623,47.569999694824,222
2702543,2,London Lions,2,REGULAR,3,C. Sandy,3,2pt,floatingjumpshot,0,0,86.459999084473,66.5,226
2702543,2,London Lions,2,REGULAR,3,C. Sandy,3,3pt,jumpshot,1,1,77.879997253418,93.620002746582,230
2702543,2,London Lions,2,REGULAR,3,C. Sandy,3,2pt,drivinglayup,1,1,94.26000213623,47.290000915527,233
2702543,2,London Lions,2,REGULAR,13,S. Reynolds Jr,33,2pt,floatingjumpshot,0,0,79.440002441406,46.439998626709,248
2702543,2,London Lions,2,REGULAR,13,S. Reynolds Jr,33,2pt,floatingjumpshot,0,0,90.830001831055,66.5,250
2702543,2,London Lions,2,REGULAR,13,S. Reynolds Jr,33,2pt,jumpshot,0,0,91.290000915527,36.270000457764,255
2702543,2,London Lions,2,REGULAR,13,S. Reynolds Jr,33,3pt,jumpshot,0,0,69.300003051758,80.339996337891,257
2702543,2,London Lions,2,REGULAR,13,S. Reynolds Jr,33,2pt,drivinglayup,1,1,95.199996948242,52.090000152588,267
2702543,2,London Lions,2,REGULAR,7,M. Soluade,6,3pt,jumpshot,0,0,80.529998779297,8.0200004577637,281
2702543,2,London Lions,2,REGULAR,3,C. Sandy,3,2pt,tipinlayup,0,0,94,50,283
2702543,2,London Lions,2,REGULAR,1,A. Rai,21,3pt,jumpshot,1,1,67.889999389648,57.459999084473,291
2702543,2,London Lions,2,REGULAR,8,E. Price,10,2pt,drivinglayup,0,0,95.349998474121,44.459999084473,302
2702543,2,London Lions,2,REGULAR,8,E. Price,10,3pt,jumpshot,0,0,71.330001831055,78.080001831055,319
2702543,2,London Lions,2,REGULAR,1,A. Rai,21,2pt,tipinlayup,0,0,94,50,321
2702543,2,London Lions,2,REGULAR,8,E. Price,10,2pt,drivinglayup,0,0,94.099998474121,46.159999847412,327
2702543,2,London Lions,2,REGULAR,5,J. Scott,1,3pt,jumpshot,1,1,67.73999786377,56.330001831055,346
