country,league,season,scraped_at,Player,player_url,player_name,Nationality,height,position,age,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT_pct,2PA,2PM,2P_pct,3PA,3PM,3P_pct,TO,team,team_abbrev,team_url
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:00.235231,Ianuale Nicolo 198-SF-24,https://basketball.eurobasket.com/player/Ianuale-Nicolo/446270,Nicolo Ianuale,ITA,198,SF,24,27,5.5,25.2,7.9,3.2,1.2,2.0,1.9,0.2,0.7,3.4,1.1,0.6,54.5,3.3,1.7,51.5,3.8,1.3,34.2,1.4,Piombino,PIOM,https://basketball.eurobasket.com/team/Solbat-Piombino/12339
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:00.484181,Isotta Nicolo 184-G-23,https://basketball.eurobasket.com/player/Isotta-Nicolo/479290,Nicolo Isotta,SUI,184,G,23,12,9.0,17.6,8.6,3.3,0.2,3.2,0.9,0.0,0.6,1.8,2.0,1.8,90.0,2.9,1.4,48.3,3.1,1.3,41.9,0.6,Montecatini,MONT,https://basketball.eurobasket.com/team/Gema-Montecatini/2317
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:00.762787,Ivanovskis Emils 188-G-21,https://basketball.eurobasket.com/player/Ivanovskis-Emils/774512,Emils Ivanovskis,ITA,188,G,21,16,3.2,13.8,3.6,0.8,0.1,0.8,1.0,0.1,0.4,1.2,0.8,0.6,75.0,0.9,0.3,33.3,1.6,0.8,50.0,0.6,Lumezzane,LUME,https://basketball.eurobasket.com/team/Luxarm-Lumezzane/4192
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:01.025071,Jackson Darryl 189-SG-40,https://basketball.eurobasket.com/player/Jackson-Darryl/124928,Darryl Jackson,,189,SG,40,28,14.3,28.5,15.0,2.3,0.1,2.2,2.6,0.0,0.7,1.5,3.3,3.2,97.0,5.0,2.3,46.0,5.9,2.4,40.7,1.9,Montecatini,MONT,https://basketball.eurobasket.com/team/Gema-Montecatini/2317
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:01.283387,Jakstas Rolandas 202-PF-33,https://basketball.eurobasket.com/player/Jakstas-Rolandas/157078,Rolandas Jakstas,LTU,202,PF,33,30,17.0,27.7,12.8,7.4,1.9,5.4,2.7,0.4,0.6,3.1,4.2,3.2,76.2,6.3,3.2,50.8,2.6,1.1,42.3,2.9,Ravenna,RAVE,https://basketball.eurobasket.com/team/Orasi-Ravenna/6524
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:01.539455,Jasaitis Simas 201-SF-44,https://basketball.eurobasket.com/player/Jasaitis-Simas/31422,Simas Jasaitis,LTU,201,SF,44,26,12.8,27.1,11.3,5.6,1.0,4.6,1.4,0.3,0.3,2.0,1.6,1.4,87.5,5.7,2.7,47.4,3.3,1.5,45.5,1.0,Orlandina,ORLA,https://basketball.eurobasket.com/team/Orlandina-Basket-Capo-dOrlando/3422
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:01.801817,Jovovic Matija 198-SF-27,https://basketball.eurobasket.com/player/Jovovic-Matija/446605,Matija Jovovic,ITA,198,SF,27,24,5.5,21.2,6.3,3.0,1.0,2.0,1.0,0.1,0.5,2.8,1.5,1.1,73.3,2.4,1.3,54.2,2.8,0.9,32.1,0.7,Luiss Roma,LUIS,https://basketball.eurobasket.com/team/Luiss-Roma/4479
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:02.059502,Kamate Youssouf 208-F/C-20,https://basketball.eurobasket.com/player/Kamate-Youssouf/662843,Youssouf Kamate,ITA,208,F/C,20,20,3.1,8.0,3.0,2.3,1.0,1.3,0.1,0.4,0.2,1.5,0.9,0.5,55.6,2.0,1.3,65.0,0.0,0.0,0.0,0.6,Fabo Herons,FABO,https://basketball.eurobasket.com/team/Fabo-Herons-Montecatini/67182
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:02.323427,Kancleris Modestas 206-F-25,https://basketball.eurobasket.com/player/Kancleris-Modestas/428835,Modestas Kancleris,LTU,206,F,25,25,21.3,24.6,16.0,9.4,2.5,6.9,1.8,1.3,0.9,2.8,4.3,2.3,53.5,11.0,6.6,60.0,0.6,0.2,33.3,2.0,Vigevano,VIGE,https://basketball.eurobasket.com/team/Elachem-Vigevano-1955/2059
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:02.603215,Kekovic Lazar 204-SF-27,https://basketball.eurobasket.com/player/Kekovic-Lazar/368800,Lazar Kekovic,,204,SF,27,26,9.8,25.3,10.4,5.3,1.4,3.9,1.3,0.2,0.4,2.5,2.1,1.7,81.0,6.3,3.3,52.4,2.4,0.7,29.2,1.9,Lumezzane,LUME,https://basketball.eurobasket.com/team/Luxarm-Lumezzane/4192
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:02.862930,Klyuchnyk Dimitri 211-C-25,https://basketball.eurobasket.com/player/Klyuchnyk-Dimitri/400300,Dimitri Klyuchnyk,UKR,211,C,25,30,8.3,19.9,8.4,5.7,2.2,3.6,0.5,0.4,0.2,3.6,2.4,1.6,66.7,5.1,3.1,60.8,0.7,0.2,28.6,2.0,Livorno Pielle,LIVO,https://basketball.eurobasket.com/team/Caffe-Toscano-Pielle-Livorno/21058
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:03.122589,Korlatovic Armin 205-F/C-19,https://basketball.eurobasket.com/player/Korlatovic-Armin/660454,Armin Korlatovic,BIH,205,F/C,19,30,6.2,16.9,5.1,3.9,1.3,2.6,0.2,0.2,0.4,2.2,1.5,1.1,73.3,3.2,1.9,59.4,0.2,0.1,50.0,0.9,Piacenza Basket,PIAC,https://basketball.eurobasket.com/team/Bakery-Basket-Piacenza/18423
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:03.395696,Korsunov Kirill 201-PF-26,https://basketball.eurobasket.com/player/Korsunov-Kirill/401967,Kirill Korsunov,EST,201,PF,26,28,5.5,19.7,5.4,3.0,0.7,2.3,0.8,0.0,0.6,1.7,2.0,1.8,90.0,2.2,0.8,36.4,2.0,0.7,35.0,0.9,Fiorenzuola,FIOR,https://basketball.eurobasket.com/team/Fiorenzuola-Bees/7045
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:03.653713,Kouassi Christian 208-C/F-22,https://basketball.eurobasket.com/player/Kouassi-Christian/681445,Christian Kouassi,ITA,208,C/F,22,4,2.3,14.0,5.3,3.8,1.5,2.3,0.0,0.0,0.5,2.3,2.5,1.3,52.0,5.8,2.0,34.5,0.3,0.0,0.0,0.8,Livorno Pielle,LIVO,https://basketball.eurobasket.com/team/Caffe-Toscano-Pielle-Livorno/21058
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:03.909994,Kupstas Tautvydas 193-G-26,https://basketball.eurobasket.com/player/Kupstas-Tautvydas/385025,Tautvydas Kupstas,LTU,193,G,26,30,9.3,31.6,11.6,3.5,0.8,2.7,1.8,0.0,0.9,2.4,2.1,1.4,66.7,5.1,2.1,41.2,5.4,2.0,37.0,1.4,Imola ACosta,IMOL,https://basketball.eurobasket.com/team/Andrea-Costa-Imola-Basket/307
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:04.171384,Labovic Bozidar 191-SG-26,https://basketball.eurobasket.com/player/Labovic-Bozidar/387535,Bozidar Labovic,,191,SG,26,8,2.1,8.5,2.4,0.6,0.3,0.4,0.6,0.0,0.0,0.5,0.5,0.4,80.0,0.8,0.6,75.0,1.1,0.3,27.3,0.1,Piazza Armer.,PIAZ,https://basketball.eurobasket.com/team/Siaz-Basket-Piazza-Armerina/67178
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:04.416701,Lagana Matteo 189-G-25,https://basketball.eurobasket.com/player/Lagana-Matteo/368862,Matteo Lagana,ITA,189,G,25,15,8.5,23.6,7.9,2.4,0.2,2.2,2.9,0.1,0.5,1.9,1.6,1.4,87.5,1.7,0.7,41.2,4.9,1.7,34.7,0.5,Caserta Pap.,CASE,https://basketball.eurobasket.com/team/Paperdi-Caserta/283
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:04.678123,Leggio Gianmarco 202-F-32,https://basketball.eurobasket.com/player/Leggio-Gianmarco/229263,Gianmarco Leggio,ITA,202,F,32,28,9.6,22.8,10.0,3.1,0.9,2.2,1.1,0.6,0.2,3.1,1.4,1.1,78.6,3.1,1.9,61.3,3.7,1.7,45.9,0.9,RO Virtus 1960,RO V,https://basketball.eurobasket.com/team/Virtus-GVM-Roma-1960/67096
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:04.939392,Lenti Giovanni 200-C/F-30,https://basketball.eurobasket.com/player/Lenti-Giovanni/255546,Giovanni Lenti,ITA,200,C/F,30,29,10.7,24.1,8.1,4.5,1.8,2.7,1.0,0.1,0.4,2.1,3.7,2.8,75.7,3.9,2.3,59.0,1.2,0.3,25.0,1.0,RO Virtus 1960,RO V,https://basketball.eurobasket.com/team/Virtus-GVM-Roma-1960/67096
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:05.309719,Leonardini Marco 182-G-17,https://basketball.eurobasket.com/player/Leonardini-Marco/695140,Marco Leonardini,ITA,182,G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:05.586929,Leone Andrea 180-PG-19,https://basketball.eurobasket.com/player/Leone-Andrea/794235,Andrea Leone,ITA,180,PG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:05.837234,Leoni Lorenzo 202-C-19,https://basketball.eurobasket.com/player/Leoni-Lorenzo/726926,Lorenzo Leoni,ITA,202,C,19,29,3.3,9.9,3.5,2.1,0.9,1.2,0.3,0.2,0.3,1.9,0.9,0.5,55.6,2.6,1.5,57.7,0.0,0.0,0.0,0.6,Desio,DESI,https://basketball.eurobasket.com/team/Rimadesio-Desio/292
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:06.091427,Leonzio Ennio 191-G-32,https://basketball.eurobasket.com/player/Leonzio-Ennio/242010,Ennio Leonzio,ITA,191,G,32,26,15.3,26.3,14.0,3.5,0.1,3.4,2.9,0.0,0.5,1.4,4.0,3.9,97.5,5.2,2.3,44.2,4.7,1.8,38.3,2.2,Livorno Pielle,LIVO,https://basketball.eurobasket.com/team/Caffe-Toscano-Pielle-Livorno/21058
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:06.351668,Lepichev Simeon 207-F/C-31,https://basketball.eurobasket.com/player/Lepichev-Simeon/227772,Simeon Lepichev,BUL,207,F/C,31,30,11.0,23.8,9.6,5.0,1.3,3.7,1.3,0.3,0.6,2.2,1.4,0.9,64.3,6.8,4.1,60.3,0.7,0.2,28.6,1.4,Piazza Armer.,PIAZ,https://basketball.eurobasket.com/team/Siaz-Basket-Piazza-Armerina/67178
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:06.625026,Ligabue Davide 193-F/G-19,https://basketball.eurobasket.com/player/Ligabue-Davide/736015,Davide Ligabue,ITA,193,F/G,19,1,-1.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fidenza,FIDE,https://basketball.eurobasket.com/team/Foppiani-FSL-Ship-and-Log-Fidenza/5063
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:07.015459,Lo Biondo Andrea 206-F-28,https://basketball.eurobasket.com/player/Lo-Biondo-Andrea/390880,Andrea Lo Biondo,ITA,206,F,28,27,14.8,25.1,8.8,7.6,1.6,6.0,1.9,0.4,0.5,1.7,1.8,1.5,83.3,3.4,2.2,64.7,2.1,1.0,47.6,1.4,Caserta Pap.,CASE,https://basketball.eurobasket.com/team/Paperdi-Caserta/283
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:07.276012,Lombardi Alessandro 181-G-19,https://basketball.eurobasket.com/player/Lombardi-Alessandro/794217,Alessandro Lombardi,ITA,181,G,19,2,-1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Piacenza Basket,PIAC,https://basketball.eurobasket.com/team/Bakery-Basket-Piacenza/18423
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:07.534887,Lomtazde Luka,https://basketball.eurobasket.com/player/Lomtazde-Luka/794771,Luka Lomtazde,ITA,,,,28,2.1,9.8,3.2,1.4,0.4,1.0,0.1,0.0,0.2,1.5,1.2,0.7,58.3,1.6,1.0,62.5,0.5,0.2,40.0,0.6,Pesaro Loreto,PESA,https://basketball.eurobasket.com/team/Italservice-Loreto-Pesaro/309
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:07.792291,Longo Valerio 205-F/C-22,https://basketball.eurobasket.com/player/Longo-Valerio/622418,Valerio Longo,ITA,205,F/C,22,29,1.8,8.7,1.9,1.8,0.8,1.0,0.3,0.1,0.2,1.8,0.4,0.3,75.0,1.3,0.8,61.5,0.0,0.0,0.0,0.4,Faenza,FAEN,https://basketball.eurobasket.com/team/Blacks-Faenza/5083
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:08.038060,Lorenzetti Antonio 196-C-31,https://basketball.eurobasket.com/player/Lorenzetti-Antonio/260578,Antonio Lorenzetti,ITA,196,C,31,26,3.6,16.3,5.6,3.7,1.4,2.3,0.6,0.0,0.4,3.2,1.8,1.0,55.6,4.7,2.3,48.9,0.1,0.0,0.0,1.2,Chiusi,CHIU,https://basketball.eurobasket.com/team/Umana-San-Giobbe-Chiusi/57318
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:08.288610,Lucarelli Jacopo 197-F/G-30,https://basketball.eurobasket.com/player/Lucarelli-Jacopo/255547,Jacopo Lucarelli,ITA,197,F/G,30,28,9.9,20.8,9.6,3.8,0.6,3.2,0.9,0.3,0.9,2.2,1.7,1.5,88.2,3.6,2.1,58.3,3.5,1.3,37.1,1.1,Livorno Pielle,LIVO,https://basketball.eurobasket.com/team/Caffe-Toscano-Pielle-Livorno/21058
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:08.550927,Lucas Diego 178-PG-29,https://basketball.eurobasket.com/player/Lucas-Diego/328633,Diego Lucas,ITA,178,PG,29,30,12.6,26.5,13.3,2.0,0.2,1.8,4.0,0.0,1.0,1.4,2.3,2.1,91.3,6.2,3.3,53.2,5.0,1.6,32.0,1.6,San Severo,SAN ,https://basketball.eurobasket.com/team/Allianz-Padiopzienza-Cestistica-San-Severo/3525
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:08.815021,Lucchini Filippo 201-F-19,https://basketball.eurobasket.com/player/Lucchini-Filippo/777415,Filippo Lucchini,ITA,201,F,19,3,0.3,1.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,42.9,0.0,0.0,0.0,0.0,Vigevano,VIGE,https://basketball.eurobasket.com/team/Elachem-Vigevano-1955/2059
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:09.096373,Luzza Angelo 198-F-30,https://basketball.eurobasket.com/player/Luzza-Angelo/304130,Angelo Luzza,ITA,198,F,30,8,1.4,11.0,2.8,1.8,0.8,1.0,0.8,0.0,0.5,2.3,0.8,0.1,12.5,2.0,1.1,55.0,0.8,0.1,12.5,0.5,Piazza Armer.,PIAZ,https://basketball.eurobasket.com/team/Siaz-Basket-Piazza-Armerina/67178
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:09.382270,Ly-Lee Keller Cedric 204-F/C-24,https://basketball.eurobasket.com/player/Ly-Lee-Keller-Cedric/486956,Cedric Ly-Lee Keller,CMR,204,F/C,24,26,4.7,10.1,3.7,3.1,1.4,1.7,0.3,0.3,0.5,2.2,1.4,0.9,64.3,2.1,1.2,57.1,0.3,0.1,33.3,0.8,,,
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:09.663716,Lytvyn Pavlo,https://basketball.eurobasket.com/player/Lytvyn-Pavlo/803030,Pavlo Lytvyn,ITA,,,,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quarrata,QUAR,https://basketball.eurobasket.com/team/Dany-Basket-Quarrata/21870
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:09.951601,Machniz Matteo 182-PG-18,https://basketball.eurobasket.com/player/Machniz-Matteo/794237,Matteo Machniz,ITA,182,PG,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:10.319572,Madia Jacopo 178-G-19,https://basketball.eurobasket.com/player/Madia-Jacopo/794221,Jacopo Madia,ITA,178,G,19,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Piacenza Basket,PIAC,https://basketball.eurobasket.com/team/Bakery-Basket-Piacenza/18423
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:10.616830,Maggioli Matteo,https://basketball.eurobasket.com/player/Maggioli-Matteo/757342,Matteo Maggioli,ITA,,,,1,-4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Jesi,JESI,https://basketball.eurobasket.com/team/General-Contractor-Jesi/2101
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:10.907896,Maglietti Lucas 181-PG-23,https://basketball.eurobasket.com/player/Maglietti-Lucas/513856,Lucas Maglietti,,181,PG,23,29,9.8,28.3,8.9,3.2,0.2,3.0,4.1,0.0,1.6,3.1,2.4,1.6,66.7,3.9,1.9,48.7,4.1,1.2,29.3,1.9,Jesi,JESI,https://basketball.eurobasket.com/team/General-Contractor-Jesi/2101
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:11.213202,Maiga Ousmane 199-SF-21,https://basketball.eurobasket.com/player/Maiga-Ousmane/690729,Ousmane Maiga,MLI,199,SF,21,28,3.4,15.7,5.0,2.3,0.6,1.7,0.5,0.0,0.5,2.6,0.8,0.6,75.0,1.0,0.6,60.0,2.9,1.0,34.5,0.5,Latina,LATI,https://basketball.eurobasket.com/team/Benacquista-Assicurazioni-Latina-Basket/2311
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:11.498088,Majcunic Ivan 193-SG-30,https://basketball.eurobasket.com/player/Majcunic-Ivan/278640,Ivan Majcunic,CRO,193,SG,30,29,9.0,25.3,8.8,2.5,0.6,1.9,1.3,0.1,1.0,1.4,1.4,1.0,71.4,3.1,1.6,51.6,3.8,1.5,39.5,0.7,RO Virtus 1960,RO V,https://basketball.eurobasket.com/team/Virtus-GVM-Roma-1960/67096
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:11.774671,Mane Maodo 218-C-18,https://basketball.eurobasket.com/player/Mane-Maodo/726533,Maodo Mane,ITA,218,C,18,27,7.3,14.9,4.5,4.4,1.8,2.7,0.1,1.0,0.4,1.9,2.1,1.0,47.6,2.8,1.7,60.7,0.1,0.0,0.0,1.2,Fidenza,FIDE,https://basketball.eurobasket.com/team/Foppiani-FSL-Ship-and-Log-Fidenza/5063
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:12.040784,Mantynen Joel 199-F-24,https://basketball.eurobasket.com/player/Mantynen-Joel/484837,Joel Mantynen,FIN,199,F,24,27,18.5,33.3,18.1,8.0,1.6,6.4,2.4,0.4,0.7,3.0,6.1,5.1,83.6,7.6,2.9,38.2,7.9,2.4,30.4,2.8,Fidenza,FIDE,https://basketball.eurobasket.com/team/Foppiani-FSL-Ship-and-Log-Fidenza/5063
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:12.299578,Marangoni Tommaso 198-SF-23,https://basketball.eurobasket.com/player/Marangoni-Tommaso/524602,Tommaso Marangoni,ITA,198,SF,23,28,6.5,24.8,9.1,2.1,0.5,1.5,1.0,0.0,0.8,2.0,1.5,1.1,73.3,2.5,1.5,60.0,5.4,1.7,31.5,0.9,Vicenza,VICE,https://basketball.eurobasket.com/team/Civitus-Allian-Vicenza/202
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:12.543380,Marani Francesco,https://basketball.eurobasket.com/player/Marani-Francesco/807639,Francesco Marani,ITA,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabriano,FABR,https://basketball.eurobasket.com/team/Ristopro-Fabriano/9413
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:12.791884,Marchet Isacco 184-PG-19,https://basketball.eurobasket.com/player/Marchet-Isacco/723030,Isacco Marchet,ITA,184,PG,19,20,0.8,10.7,3.4,0.5,0.2,0.3,0.3,0.1,0.4,1.9,0.7,0.4,57.1,0.8,0.3,37.5,2.4,0.8,33.3,0.3,Vicenza,VICE,https://basketball.eurobasket.com/team/Civitus-Allian-Vicenza/202
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:13.042691,Marchini Davide 188-PG-31,https://basketball.eurobasket.com/player/Marchini-Davide/280391,Davide Marchini,ITA,188,PG,31,28,8.3,21.3,10.7,1.5,0.2,1.3,2.6,0.0,0.5,3.1,2.2,2.0,90.9,4.2,2.3,54.8,4.0,1.4,35.0,1.6,Ferrara,FERR,https://basketball.eurobasket.com/team/Adamant-Ferrara/13152
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:13.294680,Marcius Aleksandar 208-C-36,https://basketball.eurobasket.com/player/Marcius-Aleksandar/183888,Aleksandar Marcius,CRO,208,C,36,26,14.3,22.7,9.2,7.5,2.8,4.7,0.7,0.6,0.5,2.8,3.8,2.6,68.4,5.0,3.3,66.0,0.1,0.0,0.0,2.5,Treviglio,TREV,https://basketball.eurobasket.com/team/Treviglio-Brianza-Basket/2102
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:46.721432,Marcucci Francesco 202-F-20,https://basketball.eurobasket.com/player/Marcucci-Francesco/604938,Francesco Marcucci,ITA,202,F,20,30,8.4,29.2,7.8,6.4,1.9,4.5,1.1,0.1,1.0,1.9,1.4,0.7,50.0,4.3,2.0,46.5,3.7,1.0,27.0,1.6,Monferrato,MONF,https://basketball.eurobasket.com/team/Novipiu-Monferrato-Basket/4159
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:46.971635,Mariani Guido 194-G-32,https://basketball.eurobasket.com/player/Mariani-Guido/229054,Guido Mariani,ARG,194,G,32,9,16.1,31.1,15.6,4.4,0.4,4.0,3.4,0.2,0.4,2.8,3.0,2.7,90.0,3.4,1.8,52.9,6.8,3.1,45.6,1.9,Fiorenzuola,FIOR,https://basketball.eurobasket.com/team/Fiorenzuola-Bees/7045
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:47.223005,Markovic Nikola 197-SF-26,https://basketball.eurobasket.com/player/Markovic-Nikola/448661,Nikola Markovic,,197,SF,26,30,12.4,28.6,10.3,5.6,0.8,4.8,2.6,0.2,0.8,2.5,2.7,2.1,77.8,5.1,2.4,47.1,3.7,1.1,29.7,1.7,Piazza Armer.,PIAZ,https://basketball.eurobasket.com/team/Siaz-Basket-Piazza-Armerina/67178
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:47.481074,Martini Giulio 206-C-24,https://basketball.eurobasket.com/player/Martini-Giulio/544288,Giulio Martini,ITA,206,C,24,28,6.3,14.4,8.3,2.6,0.9,1.7,0.2,0.1,0.3,2.4,1.9,1.1,57.9,5.7,3.5,61.4,0.2,0.0,0.0,1.4,Agrigento,AGRI,https://basketball.eurobasket.com/team/Moncada-Energy-Agrigento/7032
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:47.748414,Martini Lucio 210-C-22,https://basketball.eurobasket.com/player/Martini-Lucio/654806,Lucio Martini,ITA,210,C,22,26,9.2,16.8,7.3,5.0,1.8,3.1,0.3,0.7,0.2,2.1,2.2,1.4,63.6,5.1,2.9,56.9,0.0,0.0,0.0,1.0,Fidenza,FIDE,https://basketball.eurobasket.com/team/Foppiani-FSL-Ship-and-Log-Fidenza/5063
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:48.001676,Martinoni Niccolo 203-F/C-37,https://basketball.eurobasket.com/player/Martinoni-Niccolo/77702,Niccolo Martinoni,ITA,203,F/C,37,25,22.6,31.1,18.2,7.1,2.4,4.8,1.3,0.7,0.8,2.8,6.4,5.3,82.8,8.7,5.0,57.5,2.8,1.0,35.7,1.6,Monferrato,MONF,https://basketball.eurobasket.com/team/Novipiu-Monferrato-Basket/4159
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:48.263212,Mastrangelo Nicola 196-G/F-27,https://basketball.eurobasket.com/player/Mastrangelo-Nicola/406146,Nicola Mastrangelo,ITA,196,G/F,27,26,10.8,24.1,10.3,3.3,0.8,2.5,1.8,0.1,0.8,1.8,2.0,1.4,70.0,4.7,2.3,48.9,3.4,1.4,41.2,0.6,Fabo Herons,FABO,https://basketball.eurobasket.com/team/Fabo-Herons-Montecatini/67182
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:48.529003,Mastroianni Mattia 203-F-32,https://basketball.eurobasket.com/player/Mastroianni-Mattia/262115,Mattia Mastroianni,ITA,203,F,32,25,8.6,23.9,9.1,2.9,0.4,2.5,1.1,0.3,0.6,2.1,2.8,2.3,82.1,2.9,1.6,55.2,3.6,1.2,33.3,0.8,Legnano,LEGN,https://basketball.eurobasket.com/team/SAE-Scientifica-Legnano/9960
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:48.784892,Matrone Ferdinando 208-F/C-30,https://basketball.eurobasket.com/player/Matrone-Ferdinando/229041,Ferdinando Matrone,ITA,208,F/C,30,8,7.9,22.1,4.9,5.9,0.8,5.1,0.8,0.8,0.0,2.5,2.6,1.3,50.0,3.3,1.6,48.5,0.5,0.1,20.0,1.8,Nocera,NOCE,https://basketball.eurobasket.com/team/Power-Basket-Nocera-Inferiore/30969
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:49.052171,Matuet Deng 204-F/C-17,https://basketball.eurobasket.com/player/Matuet-Deng/794226,Deng Matuet,ITA,204,F/C,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:49.330770,Mazburss Krisjanis 192-F-18,https://basketball.eurobasket.com/player/Mazburss-Krisjanis/729989,Krisjanis Mazburss,LAT,192,F,18,15,1.3,5.5,1.5,0.6,0.3,0.3,0.1,0.0,0.1,0.6,0.7,0.6,85.7,0.3,0.1,33.3,0.8,0.2,25.0,0.1,Fiorenzuola,FIOR,https://basketball.eurobasket.com/team/Fiorenzuola-Bees/7045
Italy,Serie B Nazionale,2025-2026,2026-05-07T18:14:49.589741,Mazzantini Saverio 195-/F-31,https://basketball.eurobasket.com/player/Mazzantini-Saverio/274497,Saverio Mazzantini,ITA,195,/F,31,27,8.7,25.6,8.2,3.1,0.9,2.2,1.1,0.1,0.6,2.1,2.1,1.7,81.0,2.7,1.4,51.9,2.6,1.2,46.2,0.9,Vigevano,VIGE,https://basketball.eurobasket.com/team/Elachem-Vigevano-1955/2059
