country,league,season,scraped_at,Player,player_url,player_name,Nationality,height,position,age,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT_pct,2PA,2PM,2P_pct,3PA,3PM,3P_pct,TO,team,team_abbrev,team_url
Austria,BSL,2025-2026,2026-05-07T12:16:55.179207,Abou-Ahmed Magdy 185-G-24,https://basketball.eurobasket.com/player/Abou-Ahmed-Magdy/484475,Magdy Abou-Ahmed,AUT,185,G,24,16,1.3,7.9,2.1,0.8,0.4,0.4,1.0,0.0,0.4,1.2,0.1,0.1,100.0,0.5,0.3,60.0,1.6,0.5,31.3,0.3,Oberwart,OBER,https://basketball.eurobasket.com/team/Unger-Steel-Gunners-Oberwart/1380
Austria,BSL,2025-2026,2026-05-07T12:16:55.428720,Amato Isaiah 196-G-25,https://basketball.eurobasket.com/player/Amato-Isaiah/570289,Isaiah Amato,USA,196,G,25,14,8.9,29.1,8.2,4.1,1.0,3.1,4.9,0.4,1.4,2.5,2.0,1.2,60.0,6.7,3.1,46.3,1.2,0.3,25.0,2.3,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:16:55.705440,Amine Ilias 188-G-17,https://basketball.eurobasket.com/player/Amine-Ilias/748059,Ilias Amine,AUT,188,G,17,2,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
Austria,BSL,2025-2026,2026-05-07T12:16:55.960155,Archie Jacorie 198-SF-27,https://basketball.eurobasket.com/player/Archie-Jacorie/459129,Jacorie Archie,USA,198,SF,27,14,12.1,30.6,12.2,5.9,0.9,4.9,1.7,0.8,1.3,2.4,1.1,0.7,63.6,4.1,2.0,48.8,7.0,2.5,35.7,0.7,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:16:56.225610,Asceric Luka 202-G-29,https://basketball.eurobasket.com/player/Asceric-Luka/333562,Luka Asceric,,202,G,29,18,15.5,30.6,14.6,4.3,0.2,4.1,5.1,0.2,1.0,2.0,2.8,2.4,85.7,3.3,1.6,48.5,6.8,3.0,44.1,1.8,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:16:56.482639,Asuke Godfrey 194-F-17,https://basketball.eurobasket.com/player/Asuke-Godfrey/795296,Godfrey Asuke,AUT,194,F,17,4,1.5,19.3,5.3,2.3,0.3,2.0,1.8,0.3,0.3,3.3,2.5,1.3,52.0,1.5,1.3,86.7,2.0,0.5,25.0,2.0,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:16:56.732091,Asuzu Kwemtochuckwu -PF-16,https://basketball.eurobasket.com/player/Asuzu-Kwemtochuckwu/811930,Kwemtochuckwu Asuzu,AUT,,,,4,0.3,6.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:16:56.984868,Azor Marcus 188-G-26,https://basketball.eurobasket.com/player/Azor-Marcus/495867,Marcus Azor,USA,188,G,26,25,20.8,29.5,19.4,4.6,1.0,3.6,6.1,0.3,2.2,1.9,4.6,3.5,76.1,10.6,6.3,59.4,2.8,1.1,39.3,2.8,Wels,WELS,https://basketball.eurobasket.com/team/BC-Raiffeisen-Flyers-Wels/1121
Austria,BSL,2025-2026,2026-05-07T12:16:57.241212,Bajo Darko 205-F/C-27,https://basketball.eurobasket.com/player/Bajo-Darko/335258,Darko Bajo,CRO,205,F/C,27,15,7.1,21.5,7.1,4.3,1.3,3.0,0.9,0.8,0.5,2.2,2.9,2.1,72.4,4.5,2.5,55.6,0.3,0.0,0.0,1.2,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:16:57.496726,Bajramovic Mirza 190-G-18,https://basketball.eurobasket.com/player/Bajramovic-Mirza/714632,Mirza Bajramovic,AUT,190,G,18,6,0.0,4.5,0.5,0.3,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,100.0,0.3,0.2,66.7,0.3,0.0,0.0,0.2,Kapfenberg,KAPF,https://basketball.eurobasket.com/team/HEFTE-HELFEN-Bulls-Kapfenberg/2082
Austria,BSL,2025-2026,2026-05-07T12:16:57.758031,Bakic Leon 194-G-19,https://basketball.eurobasket.com/player/Bakic-Leon/713227,Leon Bakic,AUT,194,G,19,4,-0.5,4.8,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.3,60.0,0.5,0.0,0.0,0.0,St.Poelten,ST.P,https://basketball.eurobasket.com/team/SKN-St-Poelten-Basketball/672
Austria,BSL,2025-2026,2026-05-07T12:16:58.016369,Beganovic Majid 190-G-20,https://basketball.eurobasket.com/player/Beganovic-Majid/759646,Majid Beganovic,AUT,190,G,20,3,-3.3,7.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.7,0.3,17.6,2.0,0.0,0.0,0.7,Furstenfeld,FURS,https://basketball.eurobasket.com/team/CITIES-Panthers-Furstenfeld/1381
Austria,BSL,2025-2026,2026-05-07T12:16:58.270807,Benczak Lenny 194-SG-17,https://basketball.eurobasket.com/player/Benczak-Lenny/713246,Lenny Benczak,AUT,194,SG,17,20,2.2,17.1,5.2,1.6,0.4,1.2,0.7,0.2,0.4,1.8,1.4,1.1,78.6,2.5,1.1,44.0,2.0,0.7,35.0,1.4,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:16:58.521374,Bitkin Mykyta 183-G-21,https://basketball.eurobasket.com/player/Bitkin-Mykyta/632936,Mykyta Bitkin,UKR,183,G,21,9,2.0,5.4,1.7,0.9,0.2,0.7,0.7,0.0,0.3,0.6,0.4,0.3,75.0,0.3,0.3,100.0,0.3,0.2,66.7,0.8,Traiskirchen,TRAI,https://basketball.eurobasket.com/team/druckat-Traiskirchen-Lions/630
Austria,BSL,2025-2026,2026-05-07T12:16:58.790590,Bjelanovic Filip 200-F/G-24,https://basketball.eurobasket.com/player/Bjelanovic-Filip/374892,Filip Bjelanovic,CRO,200,F/G,24,20,16.6,34.4,22.0,6.3,1.8,4.5,2.6,0.5,2.2,3.1,5.8,4.4,75.9,8.7,4.8,55.2,8.4,2.7,32.1,2.9,Furstenfeld,FURS,https://basketball.eurobasket.com/team/CITIES-Panthers-Furstenfeld/1381
Austria,BSL,2025-2026,2026-05-07T12:16:59.037294,Bjeletic Dragan 205-C-33,https://basketball.eurobasket.com/player/Bjeletic-Dragan/276450,Dragan Bjeletic,MNT,205,C,33,20,13.1,27.5,12.6,6.8,1.8,5.1,1.9,0.2,0.3,2.2,3.8,3.0,78.9,5.8,3.4,58.6,2.5,1.0,40.0,1.8,Klosterneuburg,KLOS,https://basketball.eurobasket.com/team/BK-Karbon-X-Dukes-Klosterneuburg/1120
Austria,BSL,2025-2026,2026-05-07T12:16:59.285560,Blazevic Benjamin 204-C-30,https://basketball.eurobasket.com/player/Blazevic-Benjamin/247588,Benjamin Blazevic,AUT,204,C,30,16,3.8,20.1,5.3,4.5,1.6,2.9,0.9,0.3,0.3,3.6,3.5,2.6,74.3,3.2,1.4,43.8,0.1,0.0,0.0,1.0,Klosterneuburg,KLOS,https://basketball.eurobasket.com/team/BK-Karbon-X-Dukes-Klosterneuburg/1120
Austria,BSL,2025-2026,2026-05-07T12:16:59.542778,Bliem Phillip 201-F-21,https://basketball.eurobasket.com/player/Bliem-Phillip/711911,Phillip Bliem,AUT,201,F,21,6,0.5,3.2,0.0,0.7,0.0,0.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
Austria,BSL,2025-2026,2026-05-07T12:16:59.821822,Boum Souley 190-G-27,https://basketball.eurobasket.com/player/Boum-Souley/431058,Souley Boum,,190,G,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:17:00.075443,Boumann Vincent 206-C-30,https://basketball.eurobasket.com/player/Boumann-Vincent/395267,Vincent Boumann,USA,206,C,30,2,7.0,18.5,8.0,7.0,2.5,4.5,0.5,0.0,1.5,2.0,5.0,2.0,40.0,6.0,3.0,50.0,0.0,0.0,0.0,2.0,Klosterneuburg,KLOS,https://basketball.eurobasket.com/team/BK-Karbon-X-Dukes-Klosterneuburg/1120
Austria,BSL,2025-2026,2026-05-07T12:17:00.395646,Boya Aristide 216-C-27,https://basketball.eurobasket.com/player/Boya-Aristide/421026,Aristide Boya,CMR,216,C,27,21,4.4,13.8,5.5,3.6,1.6,2.0,0.3,0.5,0.2,2.0,2.5,1.6,64.0,3.5,2.0,57.1,0.0,0.0,0.0,1.4,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:00.657085,Brewer Tevin 173-PG-27,https://basketball.eurobasket.com/player/Brewer-Tevin/458874,Tevin Brewer,USA,173,PG,27,25,17.4,35.6,19.4,2.6,0.6,2.0,8.5,0.0,1.5,2.1,3.0,2.5,83.3,9.8,4.8,49.0,6.7,2.4,35.8,2.9,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
Austria,BSL,2025-2026,2026-05-07T12:17:00.957484,Brown Judah 198-F-24,https://basketball.eurobasket.com/player/Brown-Judah/438800,Judah Brown,USA,198,F,24,24,15.5,33.2,17.2,5.4,0.8,4.7,1.7,1.0,1.0,1.7,5.0,4.0,80.0,6.5,3.4,52.3,6.0,2.2,36.7,1.7,St.Poelten,ST.P,https://basketball.eurobasket.com/team/SKN-St-Poelten-Basketball/672
Austria,BSL,2025-2026,2026-05-07T12:17:01.268002,Burgholzer Simon 176-G-19,https://basketball.eurobasket.com/player/Burgholzer-Simon/711887,Simon Burgholzer,AUT,176,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Austria,BSL,2025-2026,2026-05-07T12:17:01.595936,Cotton Tekele 188-SG-33,https://basketball.eurobasket.com/player/Cotton-Tekele/234066,Tekele Cotton,USA,188,SG,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:17:01.879930,Cvetkova Lukas 192-G-19,https://basketball.eurobasket.com/player/Cvetkova-Lukas/705824,Lukas Cvetkova,AUT,192,G,19,21,5.1,24.2,8.4,1.4,0.4,1.0,2.7,0.3,1.2,2.3,2.0,1.8,90.0,3.5,1.6,45.7,4.5,1.1,24.4,1.3,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:17:02.145826,Cvetkovski Filip 184-G-21,https://basketball.eurobasket.com/player/Cvetkovski-Filip/720114,Filip Cvetkovski,MKD,184,G,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Austria,BSL,2025-2026,2026-05-07T12:17:02.422248,Czerapowicz David 192-G-27,https://basketball.eurobasket.com/player/Czerapowicz-David/349322,David Czerapowicz,,192,G,27,8,12.6,38.0,16.3,3.9,0.9,3.0,2.9,0.0,1.4,1.0,1.5,1.5,100.0,4.8,1.8,37.5,10.0,3.8,38.0,1.5,Furstenfeld,FURS,https://basketball.eurobasket.com/team/CITIES-Panthers-Furstenfeld/1381
Austria,BSL,2025-2026,2026-05-07T12:17:02.685390,Demirel Dogus 200-F-21,https://basketball.eurobasket.com/player/Demirel-Dogus/624664,Dogus Demirel,AUT,200,F,21,24,5.5,17.1,4.5,3.9,1.1,2.8,1.7,0.3,0.3,1.7,1.8,1.3,72.2,2.5,1.2,48.0,1.2,0.3,25.0,0.8,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:02.966594,Derado Alan 190-G-22,https://basketball.eurobasket.com/player/Derado-Alan/642759,Alan Derado,AUT,190,G,22,22,1.1,8.0,1.6,1.0,0.3,0.7,0.7,0.0,0.4,1.3,0.3,0.2,66.7,0.7,0.3,42.9,0.5,0.3,60.0,0.5,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
Austria,BSL,2025-2026,2026-05-07T12:17:03.256831,Dietz Erik 202-F-18,https://basketball.eurobasket.com/player/Dietz-Erik/705827,Erik Dietz,AUT,202,F,18,9,4.1,12.8,5.2,2.4,0.4,2.0,0.4,0.7,0.7,2.1,2.1,1.0,47.6,3.2,2.1,65.6,0.0,0.0,0.0,1.0,Traiskirchen,TRAI,https://basketball.eurobasket.com/team/druckat-Traiskirchen-Lions/630
Austria,BSL,2025-2026,2026-05-07T12:17:03.522555,Diggs Quincy 198-F-36,https://basketball.eurobasket.com/player/Diggs-Quincy/204265,Quincy Diggs,,198,F,36,5,3.8,11.8,3.6,2.4,0.0,2.4,2.0,0.0,0.2,0.2,1.2,0.4,33.3,1.4,0.4,28.6,2.6,0.8,30.8,0.6,Oberwart,OBER,https://basketball.eurobasket.com/team/Unger-Steel-Gunners-Oberwart/1380
Austria,BSL,2025-2026,2026-05-07T12:17:03.792104,Dittrich Luca 196-F-20,https://basketball.eurobasket.com/player/Dittrich-Luca/664682,Luca Dittrich,AUT,196,F,20,10,0.1,4.6,0.5,0.4,0.1,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.1,50.0,0.5,0.1,20.0,0.3,Wels,WELS,https://basketball.eurobasket.com/team/BC-Raiffeisen-Flyers-Wels/1121
Austria,BSL,2025-2026,2026-05-07T12:17:04.060951,Dokmanovic Milan 204-PF-25,https://basketball.eurobasket.com/player/Dokmanovic-Milan/445491,Milan Dokmanovic,HUN,204,PF,25,24,8.4,26.6,8.0,4.8,1.4,3.4,1.6,0.3,0.8,1.9,1.6,1.2,75.0,5.4,2.8,51.9,1.6,0.4,25.0,1.0,Furstenfeld,FURS,https://basketball.eurobasket.com/team/CITIES-Panthers-Furstenfeld/1381
Austria,BSL,2025-2026,2026-05-07T12:17:04.306910,Dramac Luka 193-G-19,https://basketball.eurobasket.com/player/Dramac-Luka/711912,Luka Dramac,AUT,193,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Austria,BSL,2025-2026,2026-05-07T12:17:04.549033,Duach Joshua 197-F/G-23,https://basketball.eurobasket.com/player/Duach-Joshua/514004,Joshua Duach,AUS,197,F/G,23,25,9.1,23.9,12.6,3.1,0.3,2.8,1.9,0.2,0.8,1.9,3.2,2.5,78.1,5.6,3.0,53.6,3.8,1.4,36.8,2.2,Wels,WELS,https://basketball.eurobasket.com/team/BC-Raiffeisen-Flyers-Wels/1121
Austria,BSL,2025-2026,2026-05-07T12:17:04.797325,Edwards Justin 192-G-33,https://basketball.eurobasket.com/player/Edwards-Justin/233716,Justin Edwards,CAN,192,G,33,8,8.1,25.5,9.1,4.8,0.8,4.0,2.8,0.1,1.9,2.4,2.6,2.3,88.5,4.9,2.1,42.9,4.1,0.9,22.0,1.8,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:05.042048,Fazekas Csaba 196-F/G-27,https://basketball.eurobasket.com/player/Fazekas-Csaba/366266,Csaba Fazekas,HUN,196,F/G,27,22,4.7,22.5,7.2,2.4,0.5,2.0,1.9,0.0,0.3,1.8,0.6,0.5,83.3,2.7,1.4,51.9,3.8,1.3,34.2,1.5,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:05.292503,Feiel Jamie 192-G-19,https://basketball.eurobasket.com/player/Feiel-Jamie/700828,Jamie Feiel,AUT,192,G,19,24,3.4,22.4,8.6,2.0,0.7,1.3,2.0,0.0,0.5,3.4,3.1,2.5,80.6,3.0,1.2,40.0,3.3,1.3,39.4,2.0,Traiskirchen,TRAI,https://basketball.eurobasket.com/team/druckat-Traiskirchen-Lions/630
Austria,BSL,2025-2026,2026-05-07T12:17:05.536083,Fields Taye 193-F-23,https://basketball.eurobasket.com/player/Fields-Taye/605654,Taye Fields,USA,193,F,23,24,16.7,28.7,12.2,7.6,3.5,4.2,3.5,0.7,1.8,3.1,2.5,1.6,64.0,7.7,5.0,64.9,0.7,0.2,28.6,2.0,Kapfenberg,KAPF,https://basketball.eurobasket.com/team/HEFTE-HELFEN-Bulls-Kapfenberg/2082
Austria,BSL,2025-2026,2026-05-07T12:17:05.777437,Friedrich Daniel 181-G-34,https://basketball.eurobasket.com/player/Friedrich-Daniel/158084,Daniel Friedrich,AUT,181,G,34,21,11.0,31.4,13.0,3.2,0.5,2.7,6.5,0.3,1.3,2.0,4.0,2.7,67.5,7.8,4.0,51.3,3.7,0.7,18.9,3.3,Gmunden,GMUN,https://basketball.eurobasket.com/team/Raiffeisen-Swans-Gmunden/1382
Austria,BSL,2025-2026,2026-05-07T12:17:06.019939,Fueloep Lukas 191-SF-19,https://basketball.eurobasket.com/player/Fueloep-Lukas/731865,Lukas Fueloep,AUT,191,SF,19,3,0.3,3.7,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oberwart,OBER,https://basketball.eurobasket.com/team/Unger-Steel-Gunners-Oberwart/1380
Austria,BSL,2025-2026,2026-05-07T12:17:06.261402,Fueloep Matthias 185-G-17,https://basketball.eurobasket.com/player/Fueloep-Matthias/795303,Matthias Fueloep,AUT,185,G,17,2,-0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Oberwart,OBER,https://basketball.eurobasket.com/team/Unger-Steel-Gunners-Oberwart/1380
Austria,BSL,2025-2026,2026-05-07T12:17:06.513952,Gauster Moritz 196-F-20,https://basketball.eurobasket.com/player/Gauster-Moritz/711755,Moritz Gauster,AUT,196,F,20,6,-0.3,3.5,0.7,0.3,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.3,100.0,0.7,0.0,0.0,0.3,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
Austria,BSL,2025-2026,2026-05-07T12:17:06.757448,Gerald Peyton 206-F-23,https://basketball.eurobasket.com/player/Gerald-Peyton/559263,Peyton Gerald,USA,206,F,23,25,17.2,33.3,17.0,8.0,3.1,5.0,1.5,0.7,2.0,2.4,4.8,3.4,70.8,11.2,6.0,53.6,1.8,0.5,27.8,2.0,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
Austria,BSL,2025-2026,2026-05-07T12:17:07.001217,Gil Starlin 198-F-23,https://basketball.eurobasket.com/player/Gil-Starlin/521156,Starlin Gil,AUT,198,F,23,24,3.6,17.1,6.8,2.6,0.7,2.0,0.8,0.3,0.8,2.6,1.0,0.7,70.0,1.4,0.6,42.9,4.5,1.7,37.8,1.3,Wels,WELS,https://basketball.eurobasket.com/team/BC-Raiffeisen-Flyers-Wels/1121
Austria,BSL,2025-2026,2026-05-07T12:17:07.262436,Glas Gregor 197-SG-25,https://basketball.eurobasket.com/player/Glas-Gregor/401907,Gregor Glas,SLO,197,SG,25,4,11.5,23.8,14.0,3.3,0.5,2.8,3.0,0.5,1.0,2.3,4.0,3.3,82.5,3.5,2.0,57.1,5.8,2.3,39.7,2.3,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:17:07.509050,Gomes Keven 211-C-30,https://basketball.eurobasket.com/player/Gomes-Keven/366156,Keven Gomes,POR,211,C,30,6,1.5,13.2,3.8,2.8,0.7,2.2,0.2,0.5,0.0,2.5,0.8,0.5,62.5,3.3,1.7,51.5,0.0,0.0,0.0,1.3,Wels,WELS,https://basketball.eurobasket.com/team/BC-Raiffeisen-Flyers-Wels/1121
Austria,BSL,2025-2026,2026-05-07T12:17:07.762288,Goranovic Marko 204-C-25,https://basketball.eurobasket.com/player/Goranovic-Marko/401753,Marko Goranovic,AUT,204,C,25,13,0.9,13.8,4.6,2.1,0.7,1.4,0.5,0.1,0.4,2.8,1.7,0.7,41.2,3.2,1.6,50.0,0.5,0.2,40.0,1.2,Vienna,VIEN,https://basketball.eurobasket.com/team/BC-Vienna/2913
Austria,BSL,2025-2026,2026-05-07T12:17:08.001244,Grafinger Maximilian 183-G-18,https://basketball.eurobasket.com/player/Grafinger-Maximilian/713220,Maximilian Grafinger,AUT,183,G,18,15,0.2,8.3,1.5,0.5,0.3,0.2,0.4,0.0,0.1,0.8,0.4,0.3,75.0,0.6,0.4,66.7,0.8,0.1,12.5,0.4,St.Poelten,ST.P,https://basketball.eurobasket.com/team/SKN-St-Poelten-Basketball/672
Austria,BSL,2025-2026,2026-05-07T12:17:08.247350,Grafl Lenny 182-G-20,https://basketball.eurobasket.com/player/Grafl-Lenny/663528,Lenny Grafl,AUT,182,G,20,3,0.0,3.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:08.506710,Green Quinton 201-G-27,https://basketball.eurobasket.com/player/Green-Quinton/463956,Quinton Green,USA,201,G,27,24,11.8,27.8,17.0,4.4,0.8,3.6,0.8,0.4,1.1,3.0,4.0,3.0,75.0,3.9,2.1,53.8,7.9,3.3,41.8,1.4,Kapfenberg,KAPF,https://basketball.eurobasket.com/team/HEFTE-HELFEN-Bulls-Kapfenberg/2082
Austria,BSL,2025-2026,2026-05-07T12:17:08.754113,Grgic Daniel 204-F-21,https://basketball.eurobasket.com/player/Grgic-Daniel/579234,Daniel Grgic,CRO,204,F,21,25,5.0,22.4,7.4,2.2,0.5,1.7,1.2,0.2,0.4,2.4,1.6,1.2,75.0,1.3,0.6,46.2,4.0,1.7,42.5,0.6,Kapfenberg,KAPF,https://basketball.eurobasket.com/team/HEFTE-HELFEN-Bulls-Kapfenberg/2082
Austria,BSL,2025-2026,2026-05-07T12:17:09.000651,Gross Alex 208-C/F-26,https://basketball.eurobasket.com/player/Gross-Alex/489573,Alex Gross,USA,208,C/F,26,9,6.3,18.0,5.3,3.9,1.0,2.9,0.8,0.7,0.4,1.6,0.9,0.7,77.8,4.3,2.3,53.5,0.0,0.0,0.0,1.0,Kapfenberg,KAPF,https://basketball.eurobasket.com/team/HEFTE-HELFEN-Bulls-Kapfenberg/2082
Austria,BSL,2025-2026,2026-05-07T12:17:09.244196,Gruber Max 183-G-20,https://basketball.eurobasket.com/player/Gruber-Max/795302,Max Gruber,AUT,183,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Austria,BSL,2025-2026,2026-05-07T12:17:09.488511,Guettl Benedikt 190-G-32,https://basketball.eurobasket.com/player/Guettl-Benedikt/229659,Benedikt Guettl,AUT,190,G,32,2,9.5,20.5,8.0,4.0,0.5,3.5,4.0,0.0,0.0,1.5,0.0,0.0,0.0,2.5,1.0,40.0,3.5,2.0,57.1,2.0,Traiskirchen,TRAI,https://basketball.eurobasket.com/team/druckat-Traiskirchen-Lions/630
Austria,BSL,2025-2026,2026-05-07T12:17:09.735224,Gydra Arvydas 206-F-36,https://basketball.eurobasket.com/player/Gydra-Arvydas/110613,Arvydas Gydra,LTU,206,F,36,24,10.6,24.0,10.3,5.0,1.4,3.6,1.3,0.2,0.4,1.7,1.7,1.6,94.1,2.7,1.3,48.1,4.6,2.0,43.5,0.8,Gmunden,GMUN,https://basketball.eurobasket.com/team/Raiffeisen-Swans-Gmunden/1382
Austria,BSL,2025-2026,2026-05-07T12:17:09.979321,Haberler Luis 197-F-18,https://basketball.eurobasket.com/player/Haberler-Luis/713647,Luis Haberler,AUT,197,F,18,4,1.3,7.8,1.3,0.3,0.0,0.3,0.8,0.3,0.3,0.5,0.0,0.0,0.0,0.5,0.3,60.0,1.0,0.3,30.0,0.0,St.Poelten,ST.P,https://basketball.eurobasket.com/team/SKN-St-Poelten-Basketball/672
Austria,BSL,2025-2026,2026-05-07T12:17:10.226257,Hadzifejzovic Sead 202-F/C-37,https://basketball.eurobasket.com/player/Hadzifejzovic-Sead/172226,Sead Hadzifejzovic,BIH,202,F/C,37,16,17.2,26.1,19.0,8.1,3.1,4.9,1.7,0.1,1.0,3.0,6.4,4.3,67.2,9.9,6.5,65.7,2.1,0.6,28.6,3.3,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:10.596282,Hahn Lukas 190-PG-27,https://basketball.eurobasket.com/player/Hahn-Lukas/392202,Lukas Hahn,AUT,190,PG,27,13,8.1,28.6,8.9,3.3,0.5,2.8,5.0,0.0,0.6,1.9,1.1,1.0,90.9,4.8,2.0,41.7,4.7,1.3,27.7,2.1,Eisenstadt,EISE,https://basketball.eurobasket.com/team/Coldmaris-BBC-Nord-Dragonz-Eisenstadt/37257
Austria,BSL,2025-2026,2026-05-07T12:17:10.844623,Heigl Raphael 188-F-16,https://basketball.eurobasket.com/player/Heigl-Raphael/796725,Raphael Heigl,AUT,188,F,16,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Kapfenberg,KAPF,https://basketball.eurobasket.com/team/HEFTE-HELFEN-Bulls-Kapfenberg/2082
Austria,BSL,2025-2026,2026-05-07T12:17:11.147134,Hinterhofer Tobias 198-C-18,https://basketball.eurobasket.com/player/Hinterhofer-Tobias/713222,Tobias Hinterhofer,AUT,198,C,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Austria,BSL,2025-2026,2026-05-07T12:17:11.414314,Hoeger Yves 185-G-21,https://basketball.eurobasket.com/player/Hoeger-Yves/624076,Yves Hoeger,AUT,185,G,21,10,1.8,8.0,1.2,0.9,0.2,0.7,1.0,0.0,0.7,1.2,0.2,0.1,50.0,0.5,0.1,20.0,0.4,0.3,75.0,0.2,UBSC Graz,UBSC,https://basketball.eurobasket.com/team/UBSC-Raiffeisen-Graz/1385
