# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 476
# Qualified players exported: 225
# Total stints used: 11984
# Garbage time stints excluded: 414
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Phoenix Hagen,11,Marvin Omonigho Omuvwie,1008,5.37,3.97,9.34
BBC Bayreuth,22,Leroy Ikenna Ikejiaku,889,2.78,6.09,8.87
Bozic Estriche Knights Kirchheim,11,Tyrel Maurice Morgan,1119,2.71,5.77,8.47
Artland Dragons,9,Connor Van Anthony,1843,5.08,2.2,7.28
VfL SparkassenStars Bochum,1,Antonio Deshon Williams,1541,3.31,3.81,7.12
EPG Baskets Koblenz,0,Decorian Jeffries,1385,2.24,3.75,5.99
Eisbären Bremerhaven,11,Lorenz Brenneke,610,4.43,1.54,5.97
HAKRO Merlins Crailsheim,4,Brock Boone Gardner,1373,3.56,2.15,5.71
Eisbären Bremerhaven,3,Jacob David Biss,1345,3.68,1.79,5.47
BG Göttingen,44,Julius Böhmer,1472,0.4,5.02,5.42
BG Göttingen,3,Jordan Sears,1622,1.29,3.82,5.11
GIESSEN 46ers,12,Robin Benzing,1642,2.14,2.84,4.97
Tigers Tübingen,21,Connor McDonald Nelson,310,3.54,1.15,4.69
Eisbären Bremerhaven,2,Raphael Falkenthal,951,1.56,2.85,4.42
Phoenix Hagen,19,Marinus Lucas N'Guessan,927,2.15,2.16,4.32
PS Karlsruhe LIONS,5,Tyrese Williams,1371,3.27,0.95,4.22
HAKRO Merlins Crailsheim,0,Tyreese Blunt,1545,1.38,2.81,4.19
Bayer Giants Leverkusen,4,Lok Lol Wur,632,1.88,2.29,4.17
GIESSEN 46ers,13,Jonathan Maier,887,-0.36,4.44,4.08
Phoenix Hagen,2,Dennis Nawrocki,1154,3.26,0.68,3.94
Artland Dragons,7,Timo Lanmüller,1663,2.15,1.77,3.92
HAKRO Merlins Crailsheim,10,Gianni Otto,910,1.89,1.75,3.64
Phoenix Hagen,10,Fabian Bleck,1186,-1.03,4.65,3.62
RheinStars Köln,23,Michael Jordan Miller,1312,1.25,2.31,3.56
Phoenix Hagen,0,Marcus Henri Graves,1547,0.77,2.77,3.54
Bozic Estriche Knights Kirchheim,3,Charles Tyrone Harris Jr.,1392,4.31,-0.77,3.54
VfL SparkassenStars Bochum,11,Dravon Mangum,1303,2.13,1.39,3.52
GIESSEN 46ers,3,Aiden Warnholtz,1251,3.0,0.24,3.24
Paderborn Baskets,71,Jonathan Klussmann,1454,2.84,0.28,3.12
BG Göttingen,9,Kevin Buckingham,368,3.59,-0.56,3.02
Bozic Estriche Knights Kirchheim,9,Tylan James Pope,1597,3.81,-0.97,2.84
GIESSEN 46ers,55,Simon Krajcovic,1445,0.33,2.45,2.78
HAKRO Merlins Crailsheim,26,Marvin Ogunsipe,1411,2.17,0.58,2.75
Artland Dragons,25,Benjamin Forrest Burnham,1877,2.07,0.66,2.74
PS Karlsruhe LIONS,25,David Opowu Ejah,1877,0.57,2.11,2.67
BG Göttingen,0,Nils Owen Schmitz,974,0.86,1.73,2.58
BG Göttingen,35,Wesley Nelson Dreamer,612,1.14,1.39,2.54
Tigers Tübingen,10,Isaiah Jevon Sanders,791,1.43,1.01,2.44
Bozic Estriche Knights Kirchheim,4,Gian Bahattin Aydinoglu,1124,-0.81,3.16,2.36
Bayer Giants Leverkusen,3,Luca Finn Kahl,1150,1.02,1.32,2.34
SBB Baskets,2,Travis Henson,498,-1.38,3.7,2.32
RheinStars Köln,11,Timothy Nehemiah Davis,360,-0.82,3.05,2.23
GIESSEN 46ers,47,Abu Kigab,258,1.74,0.43,2.17
VfL SparkassenStars Bochum,0,Myreon Lamar Jones JR,1536,0.68,1.44,2.12
Eisbären Bremerhaven,90,Jannis von Seckendorff,1292,2.36,-0.28,2.07
PS Karlsruhe LIONS,23,Maurice Marko Pluskota,1217,1.85,0.17,2.02
SBB Baskets,21,Modestas Paulauskas,300,0.0,1.97,1.98
HAKRO Merlins Crailsheim,99,Vincent Malik Shahid,1025,2.02,-0.07,1.95
Eisbären Bremerhaven,0,Elijah Jahi Miller,1681,1.99,-0.08,1.91
BG Göttingen,20,Janis Jünemann,772,-2.16,3.99,1.83
HAKRO Merlins Crailsheim,20,Nicholas Christian Welp,252,1.68,0.1,1.79
PS Karlsruhe LIONS,4,Isaiah Rayshaud Hart,1606,0.3,1.46,1.76
GIESSEN 46ers,18,Till Gloger,1059,0.9,0.85,1.75
SBB Baskets,24,Nigel Pruitt,594,3.13,-1.49,1.65
Phoenix Hagen,30,Jeffrey Carroll,1463,2.66,-1.02,1.64
Nürnberg Falcons BC,33,Brandton Dean Chatfield,971,-0.36,1.82,1.46
RheinStars Köln,4,Zachary Richard Watson,708,1.04,0.4,1.43
SBB Baskets,28,Alieu Ceesay,983,1.69,-0.27,1.42
Uni Baskets Münster,1,Timetric Jerome Hodges,432,0.79,0.6,1.39
Bayer Giants Leverkusen,21,John Williams Jr,1342,0.34,1.02,1.36
Eisbären Bremerhaven,7,Adrian Breitlauch,1225,2.82,-1.48,1.34
Tigers Tübingen,17,Lukas Max Milner,1061,0.08,1.05,1.13
Nürnberg Falcons BC,5,Tim Köpple,1019,1.21,-0.18,1.03
HAKRO Merlins Crailsheim,7,Nico Santana Mojica,496,-0.0,1.01,1.01
