Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
GIESSEN 46ers,Kyle Anthony Castlin,7,Kyle Anthony Castlin,39,30.8,1200.7,588.0,15.1,218.0,431.0,50.6,49.0,133.0,36.8,103.0,131.0,78.6,57.0,166.0,223.0,51.0,35.0,9.0,63.0,98.0,474.9,20.6,19.6,1.7,7.4,112,700.0,17.9,23.3,54,3.6,39,4,66.2,46.8,15,2.75,-1.3,4.06,3.7,3.0,180.0,126.0,70,118.0,43.0,36.4,0.0,0.0,0,89.0,8.0,19.0,28.0,0.0,10.0,89.0,133.0,85.0
GIESSEN 46ers,Robin Benzing,12,Robin Benzing,39,23.9,933.4,478.0,12.3,147.0,359.0,40.9,56.0,179.0,31.3,128.0,156.0,82.1,20.0,79.0,99.0,79.0,40.0,20.0,43.0,100.0,432.6,24.1,15.9,2.6,3.3,159,637.0,16.3,21.2,35,3.2,22,14,62.1,32.2,11,4.19,-0.94,5.12,2.8,2.7,115.0,62.0,53.9,65.0,29.0,44.6,0.0,0.0,0,44.0,4.0,18.0,15.0,0.0,5.0,40.0,73.0,86.0
GIESSEN 46ers,Simon Krajcovic,55,Simon Krajcovic,39,22.7,885.4,296.0,7.6,92.0,225.0,40.9,34.0,115.0,29.6,78.0,103.0,75.7,20.0,101.0,121.0,170.0,29.0,1.0,74.0,101.0,311.3,18.3,9.9,5.7,4.0,373,669.0,17.2,22.3,38,3.5,25,15,60.1,37.6,11,1.02,-3.07,4.09,1.8,1.8,80.0,45.0,56.2,30.0,13.0,43.3,0.0,0.0,0,39.0,23.0,45.0,17.0,0.0,7.0,21.0,40.0,37.0
Bozic Estriche Knights Kirchheim,Lucas Mayer,8,Lucas Mayer,38,25.8,980.2,418.0,11.0,159.0,354.0,44.9,48.0,156.0,30.8,52.0,92.0,56.5,22.0,156.0,178.0,98.0,35.0,10.0,100.0,105.0,453.6,24.1,14.2,3.3,6.1,214,632.0,16.6,21.5,21,1.9,18,10,46.9,25.4,11,-1.41,-5.47,4.07,3.0,2.9,146.0,88.0,60.3,52.0,23.0,44.2,0.0,0.0,0,66.0,23.0,44.0,38.0,0.0,13.0,50.0,73.0,78.0
GIESSEN 46ers,Till Gloger,18,Till Gloger,38,16.4,624.4,330.0,8.7,143.0,219.0,65.3,1.0,4.0,25,43.0,72.0,59.7,49.0,68.0,117.0,17.0,11.0,3.0,18.0,66.0,210.9,17.6,11.0,0.6,3.9,41,371.0,9.8,12.3,10,1.7,6,2,72.7,6.9,6,3.3,-0.32,3.62,3.9,2.8,181.0,122.0,67.4,34.0,20.0,58.8,0.0,0.0,0,31.0,0.0,3.0,11.0,0.0,2.0,62.0,31.0,66.0
GIESSEN 46ers,Luis Elias König Figge,14,Luis Elias König Figge,38,15.2,577.7,222.0,5.8,70.0,157.0,44.6,20.0,57.0,35.1,62.0,85.0,72.9,32.0,72.0,104.0,28.0,36.0,1.0,29.0,79.0,183.7,16.6,7.4,0.9,3.5,60,282.0,7.4,9.4,13,1.9,10,3,57.4,14.3,7,2.11,-3.6,5.71,3.0,3.6,92.0,48.0,52.2,8.0,2.0,25,0.0,0.0,0,25.0,2.0,7.0,14.0,0.0,5.0,24.0,44.0,52.0
GIESSEN 46ers,Jonathan Maier,13,Jonathan Maier,38,13.4,507.9,215.0,5.7,80.0,163.0,49.1,3.0,9.0,33.3,52.0,67.0,77.6,70.0,103.0,173.0,8.0,9.0,11.0,28.0,83.0,144.5,14.8,7.2,0.3,5.8,20,235.0,6.2,7.8,4,1.3,5,4,29.6,6.8,3,-1.14,-3.82,2.68,5.0,4.0,117.0,62.0,53,37.0,15.0,40.5,0.0,0.0,0,30.0,0.0,5.0,13.0,0.0,3.0,73.0,15.0,32.0
Bozic Estriche Knights Kirchheim,Aeneas Jung,19,Aeneas Jung,38,17.0,645.7,169.0,4.4,59.0,118.0,50,7.0,34.0,20.6,44.0,69.0,63.8,37.0,88.0,125.0,27.0,13.0,10.0,31.0,107.0,136.7,11.0,5.8,0.9,4.3,55,224.0,5.9,7.6,12,2.0,9,0,66.7,9.0,6,-2.68,-6.85,4.17,3.9,4.2,75.0,49.0,65.3,9.0,3.0,33.3,0.0,0.0,0,15.0,0.0,9.0,8.0,0.0,7.0,33.0,37.0,25.0
Bozic Estriche Knights Kirchheim,Nil Failenschmid Clavera,15,Nil Failenschmid Clavera,38,18.2,692.3,160.0,4.2,57.0,119.0,47.9,28.0,68.0,41.2,18.0,24.0,75,29.0,53.0,82.0,24.0,16.0,18.0,9.0,68.0,105.2,7.9,5.5,0.8,2.8,49,209.0,5.5,7.1,2,0.5,6,2,14.5,6.9,4,1.16,-3.39,4.55,3.4,4.3,39.0,26.0,66.7,12.0,3.0,25,0.0,0.0,0,4.0,1.0,3.0,3.0,0.0,2.0,21.0,43.0,36.0
BG Göttingen,Jordan Sears,3,Jordan Sears,37,23.9,885.6,610.0,16.5,208.0,489.0,42.5,82.0,237.0,34.6,112.0,132.0,84.8,26.0,107.0,133.0,124.0,46.0,11.0,85.0,98.0,581.8,34.2,21.4,4.4,4.7,283,893.0,24.1,31.3,67,4.5,47,21,59.6,62.2,15,5.0,0.69,4.3,2.4,1.9,185.0,96.0,51.9,67.0,30.0,44.8,0.0,0.0,0,80.0,36.0,36.0,27.0,0.0,14.0,58.0,133.0,117.0
Bozic Estriche Knights Kirchheim,Tylan James Pope,9,Tylan James Pope,37,26.6,985.5,595.0,16.1,236.0,445.0,53,54.0,129.0,41.9,69.0,98.0,70.4,71.0,160.0,231.0,49.0,47.0,26.0,52.0,91.0,450.4,23.8,20.3,1.7,7.9,88,683.0,18.5,23.3,37,3.7,29,12,54.0,34.3,10,6.02,0.93,5.09,4.0,2.3,234.0,151.0,64.5,82.0,31.0,37.8,0.0,0.0,0,69.0,4.0,17.0,22.0,0.0,3.0,107.0,87.0,83.0
PS Karlsruhe LIONS,David Opowu Ejah,25,David Opowu Ejah,37,30.1,1112.3,540.0,14.6,192.0,424.0,45.3,57.0,167.0,34.1,99.0,140.0,70.7,63.0,234.0,297.0,56.0,39.0,28.0,63.0,73.0,466.2,22.0,19.1,2.0,10.5,135,675.0,18.2,23.8,47,3.1,29,15,66.0,38.6,15,1.88,-1.3,3.18,4.6,3.0,193.0,106.0,54.9,64.0,29.0,45.3,0.0,0.0,0,67.0,8.0,15.0,33.0,0.0,5.0,84.0,89.0,102.0
HAKRO Merlins Crailsheim,Anthony Malik Gaines,9,Anthony Malik Gaines,37,28.1,1038.7,505.0,13.6,187.0,396.0,47.2,36.0,127.0,28.3,95.0,142.0,66.9,76.0,165.0,241.0,124.0,53.0,11.0,72.0,77.0,436.3,21.9,17.3,4.3,8.3,311,816.0,22.1,28.0,52,3.7,36,14,61.7,48.2,14,5.34,-0.48,5.82,3.4,2.5,234.0,139.0,59.4,35.0,12.0,34.3,0.0,0.0,0,93.0,4.0,31.0,19.0,0.0,12.0,90.0,153.0,111.0
Phoenix Hagen,Jeffrey Carroll,30,Jeffrey Carroll,37,21.1,779.0,474.0,12.8,170.0,336.0,50.6,59.0,155.0,38.1,75.0,92.0,81.5,27.0,126.0,153.0,51.0,29.0,3.0,44.0,43.0,377.7,24.3,15.9,1.7,5.1,111,585.0,15.8,19.6,37,3.4,20,14,70.7,29.2,11,5.48,0.93,4.55,3.4,2.9,113.0,76.0,67.3,68.0,35.0,51.5,0.0,0.0,0,25.0,12.0,18.0,20.0,0.0,3.0,58.0,103.0,88.0
Artland Dragons,Connor Van Anthony,9,Connor Van Anthony,37,28.5,1053.1,396.0,10.7,134.0,269.0,49.8,41.0,96.0,42.7,87.0,103.0,84.5,31.0,78.0,109.0,252.0,43.0,2.0,83.0,114.0,351.7,17.5,13.8,8.8,3.8,574,970.0,26.2,33.7,83,4.2,57,28,59.9,87.3,20,2.24,0.45,1.8,1.1,1.1,108.0,66.0,61.1,65.0,27.0,41.5,0.0,0.0,0,53.0,15.0,42.0,33.0,0.0,6.0,47.0,73.0,57.0
Phoenix Hagen,Tim Uhlemann,21,Tim Uhlemann,37,18.6,689.8,361.0,9.8,134.0,265.0,50.6,61.0,158.0,38.6,32.0,50.0,64,38.0,127.0,165.0,42.0,33.0,10.0,39.0,65.0,276.5,20.1,12.1,1.4,5.5,96,457.0,12.4,15.3,21,3.0,13,3,73.3,14.3,7,5.81,0.44,5.37,4.1,3.3,76.0,61.0,80.3,31.0,12.0,38.7,0.0,0.0,0,30.0,2.0,18.0,13.0,0.0,5.0,56.0,48.0,66.0
BG Göttingen,Hendrik Helge Drescher,10,Hendrik Helge Drescher,37,22.3,824.4,341.0,9.2,124.0,273.0,45.4,46.0,143.0,32.2,47.0,60.0,78.3,40.0,141.0,181.0,61.0,27.0,11.0,59.0,88.0,305.7,19.3,12.0,2.1,6.4,141,482.0,13.0,16.9,26,2.0,16,7,68.1,25.1,13,1.41,-2.87,4.27,3.8,3.6,116.0,75.0,64.7,14.0,3.0,21.4,0.0,0.0,0,35.0,3.0,17.0,27.0,0.0,3.0,49.0,19.0,56.0
HAKRO Merlins Crailsheim,Tyreese Blunt,0,Tyreese Blunt,37,25.6,946.0,337.0,9.1,115.0,311.0,37,76.0,229.0,33.2,31.0,44.0,70.5,44.0,53.0,97.0,40.0,29.0,2.0,20.0,93.0,294.1,16.2,11.6,1.4,3.3,85,422.0,11.4,14.5,24,2.2,13,3,83.8,14.3,11,0.36,-2.92,3.27,2.7,4.3,71.0,39.0,54.9,11.0,0.0,0,0.0,0.0,0,27.0,9.0,5.0,6.0,0.0,6.0,60.0,86.0,102.0
Artland Dragons,Nathan Joseph Petrone,1,Nathan Joseph Petrone,37,16.6,615.6,287.0,7.8,94.0,221.0,42.5,51.0,138.0,37,48.0,56.0,85.7,17.0,48.0,65.0,57.0,10.0,1.0,34.0,52.0,252.1,21.4,10.0,2.0,2.3,136,423.0,11.4,14.7,17,1.1,18,5,42.1,22.2,15,0.01,-0.68,0.7,2.5,3.1,52.0,30.0,57.7,31.0,13.0,41.9,0.0,0.0,0,21.0,6.0,10.0,17.0,0.0,2.0,19.0,50.0,20.0
BG Göttingen,Daniel Kirchner,4,Daniel Kirchner,37,20.5,756.8,282.0,7.6,102.0,255.0,40,37.0,132.0,28,41.0,57.0,71.9,35.0,61.0,96.0,186.0,25.0,3.0,100.0,124.0,331.3,22.8,9.9,6.5,3.4,407,689.0,18.6,24.2,35,2.7,28,11,53.3,39.8,13,-1.53,-3.81,2.28,1.6,2.0,92.0,57.0,62,31.0,8.0,25.8,0.0,0.0,0,52.0,15.0,67.0,25.0,0.0,8.0,29.0,51.0,39.0
