Canonical,Team,Numbers,Variations
Marcus Carr,Fitness First Würzburg Baskets,5,Marcus Carr
Davion Mintz,Fitness First Würzburg Baskets,10,Davion Mintz
Brae Ivey,Fitness First Würzburg Baskets,11,Brae Ivey
Christian Skladanowski,Fitness First Würzburg Baskets,19,Christian Skladanowski
Johnathan Stove,Fitness First Würzburg Baskets,22,Johnathan Stove
Eddy Edigin Jr,Fitness First Würzburg Baskets,27,Eddy Edigin Jr
Charles Thompson,Fitness First Würzburg Baskets,32,Charles Thompson
Alen Pjanic,Fitness First Würzburg Baskets,35,Alen Pjanic
David Muenkat,Fitness First Würzburg Baskets,55,David Muenkat
Khyri Thomas,SYNTAINICS MBC,0,Khyri Thomas
Moritz Heck,SYNTAINICS MBC,3,Moritz Heck
Marcus Foster,SYNTAINICS MBC,5,Marcus Foster
Kresimir Nikic,SYNTAINICS MBC,9,Kresimir Nikic
Akeem Vargas,SYNTAINICS MBC,11,Akeem Vargas
RJ Gunn,SYNTAINICS MBC,21,RJ Gunn
Charles Callison,SYNTAINICS MBC,23,Charles Callison
Stephon Jelks,SYNTAINICS MBC,30,Stephon Jelks
Spencer Reaves,SYNTAINICS MBC,31,Spencer Reaves
Collin Welp,SYNTAINICS MBC,40,Collin Welp
Jure Planinic,SYNTAINICS MBC,44,Jure Planinic
John Bryant,SYNTAINICS MBC,54,John Bryant
Ibi Watson,BMA365 Bamberg Baskets,2,Ibi Watson
Marcus Weathers,MLP Academics Heidelberg,0,Marcus Weathers
Noah Koch,MLP Academics Heidelberg,1,Noah Koch
Niklas Würzner,MLP Academics Heidelberg,2,Niklas Würzner
Dusan Neskovic,MLP Academics Heidelberg,7,Dusan Neskovic
Samuell Williamson,MLP Academics Heidelberg,10,Samuell Williamson
Erol Ersek,MLP Academics Heidelberg,11,Erol Ersek
Osun Osunniyi,MLP Academics Heidelberg,12,Osun Osunniyi
Marcel Keßen,MLP Academics Heidelberg,15,Marcel Keßen
Michael Weathers,MLP Academics Heidelberg,20,Michael Weathers
Mateo Seric,MLP Academics Heidelberg,21,Mateo Seric
Booker Coplin,MHP RIESEN Ludwigsburg,30/9,Booker Coplin
TJ Crockett Jr.,ROSTOCK SEAWOLVES,0,TJ Crockett Jr.
Elias Baggette,ROSTOCK SEAWOLVES,4,Elias Baggette
D'Shawn Schwartz,ROSTOCK SEAWOLVES,5,D'Shawn Schwartz
Luis Wulff,ROSTOCK SEAWOLVES,6,Luis Wulff
DeAndre Lansdowne,ROSTOCK SEAWOLVES,9,DeAndre Lansdowne
Lukasz Kolenda,ROSTOCK SEAWOLVES,10,Lukasz Kolenda
Jonas Zilinskas,ROSTOCK SEAWOLVES,14,Jonas Zilinskas
Sid-Marlon Theis,ROSTOCK SEAWOLVES,19,Sid-Marlon Theis
Owen Klassen,ROSTOCK SEAWOLVES,29,Owen Klassen
Bent Leuchten,ROSTOCK SEAWOLVES,51,Bent Leuchten
Andy van Vliet,ROSTOCK SEAWOLVES,81,Andy van Vliet
Tavian Dunn-Martin,Science City Jena,0,Tavian Dunn-Martin
Great Osobor,Science City Jena,1,Great Osobor
Chris Carter,Science City Jena,5,Chris Carter
Robin Christen,Science City Jena,8,Robin Christen
Joe Wieskamp,Science City Jena,10,Joe Wieskamp
Keith Braxton JR,Science City Jena,13,Keith Braxton JR
Naz Bohannon,Science City Jena,15,Naz Bohannon
Lorenz Bank,Science City Jena,25,Lorenz Bank
Sam Griesel,ALBA BERLIN,5,Player 5; Sam Griesel
Jonas Mattisseck,ALBA BERLIN,9,Player 9
Norris Agbakoko,ALBA BERLIN,17,Player 17
Malik Osborne,ratiopharm ulm,10,Player 10
Christopher Ledlum,ratiopharm ulm,4,Player 4
Justin Bean,ALBA BERLIN,34,Player 34
Tobias Jensen,ALBA BERLIN,7,Player 7
Mark Smith,ratiopharm ulm,13,Player 13
Len Schoormann,ratiopharm ulm,1,Player 1
Malte Delow,ALBA BERLIN,6,Malte Delow; Player 6
J'wan Roberts,ALBA BERLIN,13,Player 13; J'wan Roberts
Kevin Yebo,NINERS Chemnitz,0,Kevin Yebo
Nike Sibande,NINERS Chemnitz,2,Nike Sibande
Corey Davis,NINERS Chemnitz,5,Corey Davis
Kaza Kajami-Keane,NINERS Chemnitz,10,Kaza Kajami-Keane
Kostja Mushidi,NINERS Chemnitz,11,Kostja Mushidi
Amadou Sow,NINERS Chemnitz,12,Amadou Sow
Luca Kellig,NINERS Chemnitz,13,Luca Kellig
Ty Brewer,NINERS Chemnitz,15,Ty Brewer
Yordan Minchev,NINERS Chemnitz,91,Player 91
Oscar da Silva,FC Bayern München Basketball,1,Oscar da Silva
Xavier Rathan-Mayes,FC Bayern München Basketball,4,Xavier Rathan-Mayes
Niels Giffey,FC Bayern München Basketball,5,Niels Giffey
Leon Kratzer,FC Bayern München Basketball,8,Leon Kratzer
Justinian Jessup,FC Bayern München Basketball,10,Justinian Jessup
Vladimir Lucic,FC Bayern München Basketball,11,Vladimir Lucic
Andreas Obst,FC Bayern München Basketball,13,Andreas Obst
Justus Hollatz,FC Bayern München Basketball,21,Justus Hollatz
Isiaha Mike,FC Bayern München Basketball,22,Isiaha Mike
Nikolas Sermpezis,FC Bayern München Basketball,30,Nikolas Sermpezis
Wenyen Gabriel,FC Bayern München Basketball,32,Wenyen Gabriel
Kamar Baldwin,FC Bayern München Basketball,44,Kamar Baldwin
Adrian Worthy,Basketball Löwen Braunschweig,0,Adrian Worthy
David NGuessan,Basketball Löwen Braunschweig,1,David NGuessan
Benjamin Schröder,Basketball Löwen Braunschweig,2,Benjamin Schröder
Luka Scuka,Basketball Löwen Braunschweig,5,Luka Scuka
Ferdinand Zylka,Basketball Löwen Braunschweig,6,Ferdinand Zylka
Joshua Obiesie,Basketball Löwen Braunschweig,8,Joshua Obiesie
Romario Holloway,Basketball Löwen Braunschweig,11,Romario Holloway
Barra Njie,Basketball Löwen Braunschweig,13,Barra Njie
Philipp Hartwich,Basketball Löwen Braunschweig,15,Philipp Hartwich
Leonhard Laar,Basketball Löwen Braunschweig,21,Leonhard Laar
Grant Sherfield,Basketball Löwen Braunschweig,25,Grant Sherfield
Chip Flanigan,Basketball Löwen Braunschweig,30,Chip Flanigan
Kevin McClain,MLP Academics Heidelberg,3,Kevin McClain
Eric Reed II,MLP Academics Heidelberg,43,Eric Reed II
Dakarai Tucker,EWE Baskets Oldenburg,7,Dakarai Tucker
Player 15,ALBA BERLIN,15,Player 15
Nenad Dimitrijevic,FC Bayern München Basketball,0,Nenad Dimitrijevic
Johannes Voigtmann,FC Bayern München Basketball,7,Johannes Voigtmann
David McCormack,FC Bayern München Basketball,33,David McCormack
Moritz Krimmer,BMA365 Bamberg Baskets,27,Player 27; Moritz Krimmer
Tomislav Zubcic,EWE Baskets Oldenburg,33,Player 33
Alex O'Connell,ALBA BERLIN,3,Player 3; Alex O'Connell
Moses Wood,ALBA BERLIN,11,Moses Wood
Kyle Lofton,EWE Baskets Oldenburg,0,Kyle Lofton
Bennet Hundt,ALBA BERLIN,33,Bennet Hundt
