Canonical,Team,Numbers,Variations
Behnam Yakhchali Dehkordi,VET-CONCEPT Gladiators Trier,8,Behnam Yakhchali Dehkordi
Marco Hollersbacher,VET-CONCEPT Gladiators Trier,9,Marco Hollersbacher
Marten Linßen,VET-CONCEPT Gladiators Trier,12,Player 12; Marten Linßen
Jordan Roland,VET-CONCEPT Gladiators Trier,15,Player 15; Jordan Roland
Urald King,VET-CONCEPT Gladiators Trier,20,Player 20; Urald King
Evans Rapieque,VET-CONCEPT Gladiators Trier,21,Evans Rapieque
Nolan Adekunle,VET-CONCEPT Gladiators Trier,22,Nolan Adekunle; Player 22
JJ Mann,VET-CONCEPT Gladiators Trier,24,JJ Mann
Maik Zirbes,VET-CONCEPT Gladiators Trier,33,Maik Zirbes
Eli Brooks,VET-CONCEPT Gladiators Trier,55,Eli Brooks; Player 55
Zachery Cooks,Telekom Baskets Bonn,3,Zachery Cooks
Jeff Garrett Jr.,Telekom Baskets Bonn,4,Jeff Garrett Jr.
Kenan Reinhart,Telekom Baskets Bonn,8,Kenan Reinhart
Kur Jongkuch,Telekom Baskets Bonn,15,Kur Jongkuch
Christopher Clemons,EWE Baskets Oldenburg,3,Christopher Clemons; Player 3
Brian Fobbs,EWE Baskets Oldenburg,4,Brian Fobbs
Ralph Hounnou,EWE Baskets Oldenburg,5,Ralph Hounnou
James Woodard,EWE Baskets Oldenburg,10,James Woodard; Player 10
Nicholas Tischler,EWE Baskets Oldenburg,11,Nicholas Tischler; Player 11
Michale Kyser,EWE Baskets Oldenburg,12,Player 12; Michale Kyser
Jonil Fugett,EWE Baskets Oldenburg,19,Jonil Fugett
Seth Hinrichs,EWE Baskets Oldenburg,21,Seth Hinrichs
Eral Penn,EWE Baskets Oldenburg,22,Eral Penn
Filip Stanic,EWE Baskets Oldenburg,65,Filip Stanic
Lukas Herzog,Fitness First Würzburg Baskets,1,Lukas Herzog
Leo Saffer,Fitness First Würzburg Baskets,3,Leo Saffer
