# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 191
# Qualified players exported: 90
# Total stints used: 2186
# Garbage time stints excluded: 172
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Myerscough College EABL,13,S. Latidan,799,4.47,2.7,7.17
City of London Academy - Southwark EABL,15,A. Nwokolo,619,3.66,3.29,6.95
Charnwood College Riders EABL,7,L. Boothe,334,4.11,2.27,6.37
City of London Academy - Southwark EABL,13,T. Gass,595,2.33,3.19,5.52
Myerscough College EABL,11,H. Sheehan,630,3.3,2.05,5.35
Manchester Magic Academy EABL,8,J. Walton,766,3.14,2.1,5.24
City of London Academy - Southwark EABL,8,D. Banjoko,1206,1.49,3.75,5.24
Itchen College EABL,5,B. Cope,622,1.98,3.23,5.21
Manchester Magic Academy EABL,12,L. Clayton,379,2.42,2.56,4.98
City of London Academy - Southwark EABL,5,D. Patel,406,3.53,1.42,4.95
Myerscough College EABL,9,O. Esingle,671,3.07,1.81,4.88
Myerscough College EABL,8,C. Sanchez Falette,618,0.53,4.24,4.78
Itchen College EABL,4,J. Ofman,434,2.6,1.87,4.47
Charnwood College Riders EABL,15,Z. Gleadell-Smith,562,1.96,2.41,4.37
Manchester Magic Academy EABL,13,O. Babalola,819,2.83,1.48,4.31
Itchen College EABL,6,E. Round,747,1.73,2.54,4.27
Oaklands Wolves EABL,10,L. Mcintosh,635,5.8,-1.7,4.11
Charnwood College Riders EABL,6,T. Curran,789,2.96,0.82,3.78
Itchen College EABL,8,E. Lotriet,525,1.9,1.87,3.77
Manchester Magic Academy EABL,7,H. Blake,497,1.61,2.13,3.74
Manchester Magic Academy EABL,5,A. Sagay Isiorho,287,1.15,2.49,3.65
Myerscough College EABL,1,J. Bobkowski,483,0.29,3.18,3.47
Barking Abbey EABL,23,J. Mendes,634,0.41,2.99,3.41
Itchen College EABL,11,M. Yeates,341,2.69,0.52,3.22
Barking Abbey EABL,5,M. Filho,484,0.47,2.69,3.17
Itchen College EABL,15,D. Cimochowski,426,0.35,2.34,2.69
