Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"G. Angoy, J. Agbeze, J. Hyland, P. Basioudis",4,7.5,2,1,4,25.0,0,0,0,0,0,0,3,2,5,1,0,0,3,0,4,3,5,1.2,35.2,56.4,152.5,-96.1,25.0,25.0,100.0,37.5,0,0,0,4,1,25,0,0,0,2,0,1,0,2,0,2
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"B. Rose, J. Agbeze, L. Duru, P. Walsh",2,5.0,5,2,2,100.0,0,0,0,1,2,50.0,2,1,3,0,1,1,0,3,1,0,5,2.5,40.3,64.4,69.4,-5.0,100.0,86.8,0.0,0.0,0,0,0,2,2,100,0,0,0,0,0,0,0,2,1,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"J. Agbeze, L. Duru, P. Basioudis, P. Walsh",1,4.8,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0.0,0.0,107.8,95.5,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"J. Agbeze, J. Hyland, L. Duru, P. Basioudis",3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,23.8,164.2,-140.4,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"B. Rose, D. Pittaway, G. Singh, P. Walsh",1,4.4,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0.0,0.0,0.0,158.5,-158.5,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"J. Hyland, L. Duru, P. Basioudis, P. Walsh",1,3.6,1,0,0,0,0,0,0,1,2,50.0,0,0,0,0,0,0,0,1,1,0,1,1.0,9.2,55.1,116.0,-60.8,0,56.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"B. Rose, G. Singh, I. Gisbourne, P. Walsh",2,3.3,0,0,0,0,0,0,0,0,2,0.0,0,2,2,0,0,1,2,1,3,0,0,0.0,0.0,18.4,84.3,-66.0,0,0.0,0,69.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"G. Angoy, J. Agbeze, L. Duru, S. Chikukwa",1,3.3,0,0,1,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0,0.0,103.4,113.2,-9.9,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"D. Pittaway, J. Agbeze, J. Ogbeide, P. Basioudis",1,3.2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0.0,0.0,42.9,106.0,-63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Camara,BMET City of Birmingham Rockets EABL,12/21,A. Camara,"D. Pittaway, J. Agbeze, P. Basioudis, P. Walsh",1,3.2,2,1,1,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2.0,22.2,155.6,166.5,-11.0,100.0,100.0,0.0,0.0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0
