game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
2759720,2025-10-08,BMET City of Birmingham Rockets EABL,71,26,80,20,47,6,33,13,21,24,31,55,19,10,6,28,10,18,1,89.5,89.8
2759720,2025-10-08,Derby College Trailblazers EABL,89,35,86,24,58,11,28,8,11,21,37,58,25,23,1,24,18,10,6,90.1,89.8
2759721,2025-10-08,Manchester Magic Academy EABL,81,34,70,27,48,7,22,6,12,9,16,25,22,17,2,15,12,17,3,78.0,77.4
2759721,2025-10-08,Charnwood College Riders EABL,77,29,58,20,35,9,23,10,16,19,32,51,10,6,3,34,17,12,2,76.8,77.4
2759723,2025-10-08,SGS College EABL,67,25,75,16,45,9,30,8,10,20,27,47,15,14,3,23,20,13,8,79.1,77.6
2759723,2025-10-08,Myerscough College EABL,87,32,71,29,52,3,19,20,37,29,32,61,15,17,8,21,13,20,3,76.1,77.6
2759742,2025-10-08,Barking Abbey EABL,75,32,65,30,49,2,16,9,13,10,25,35,19,16,2,15,22,17,2,72.7,72.8
2759742,2025-10-08,HHS Reading Rockets EABL,60,20,59,14,37,6,22,14,18,17,26,43,7,7,2,26,18,22,2,72.9,72.8
2759745,2025-10-08,City of London Academy - Southwark EABL,76,25,60,24,43,1,17,25,35,22,26,48,13,14,5,25,25,30,1,75.3,73.2
2759745,2025-10-08,Itchen College EABL,68,23,61,17,35,6,26,16,30,26,22,48,15,12,1,26,31,24,5,71.2,73.2
2759725,2025-10-15,BMET City of Birmingham Rockets EABL,92,38,66,30,50,8,16,8,14,12,37,49,17,11,4,33,15,14,1,89.4,86.3
2759725,2025-10-15,SGS College EABL,83,31,79,21,52,10,27,11,22,22,21,43,16,18,1,20,15,15,4,83.2,86.3
2759758,2025-10-15,Itchen College EABL,108,45,79,38,60,7,19,11,20,24,25,49,27,21,4,15,7,20,4,75.6,77.1
2759758,2025-10-15,Copleston High School EABL,57,24,58,17,36,7,22,2,4,10,19,29,12,8,4,32,20,7,4,78.5,77.1
2759729,2025-10-15,Myerscough College EABL,60,21,72,20,50,1,22,17,28,37,26,63,15,16,7,26,10,24,2,70.4,75.4
2759729,2025-10-15,Manchester Magic Academy EABL,71,29,65,20,46,9,19,4,4,9,25,34,18,12,2,26,24,10,7,80.4,75.4
2759751,2025-10-15,City of London Academy - Southwark EABL,59,23,57,22,43,1,14,12,25,23,31,54,14,15,1,30,19,23,1,72.0,73.6
2759751,2025-10-15,Barking Abbey EABL,53,17,61,13,34,4,27,15,21,18,23,41,9,14,1,26,24,19,1,75.1,73.6
2759760,2025-11-12,Copleston High School EABL,44,16,52,12,25,4,27,8,14,10,25,35,6,6,2,38,17,17,2,82.7,82.4
