Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Alpha Diallo,AS Monaco,11,Alpha Diallo,"Daniel Theis, Elie Okobo, Mike James, Nikola Mirotic",1,12.0,6,2,3,66.7,0,0,0,2,2,100.0,1,0,1,1,1,0,0,2,3,3,9,9.0,40.9,140.7,208.1,-67.4,66.7,77.3,50.0,0.0,0,0,0,3,2,66.7,0,0,0,0,0,0,0,0,0,0,2,4
Alpha Diallo,AS Monaco,11,Alpha Diallo,"Jaron Blossomgame, Kevarrius Hayes, Matthew Strazel, Mike James",1,6.7,2,1,2,50.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,2.0,18.6,65.1,82.0,-16.9,50.0,50.0,0.0,33.3,0,0,0,2,1,50,0,0,0,0,0,0,0,0,1,0,0,0
Alpha Diallo,AS Monaco,11,Alpha Diallo,"Jaron Blossomgame, Mike James, Nemanja Nedovic, Nikola Mirotic",1,2.9,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.0,38.2,210.3,44.4,165.9,100.0,100.0,0.0,0.0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,2,0
Alpha Diallo,AS Monaco,11,Alpha Diallo,"Elie Okobo, Jaron Blossomgame, Kevarrius Hayes, Mike James",1,1.5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,66.7,148.4,-81.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Diallo,AS Monaco,11,Alpha Diallo,"Daniel Theis, Mike James, Nikola Mirotic, Terry Tarpey",1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,66.7,100.0,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Theis,AS Monaco,10,Daniel Theis,"Alpha Diallo, Elie Okobo, Mike James, Nikola Mirotic",1,12.0,10,5,6,83.3,0,1,0.0,0,2,0.0,2,0,2,1,0,0,0,1,5,2,12,12.0,54.5,140.7,208.1,-67.4,83.3,72.7,20.0,0.0,0,0,0,5,5,100,1,0,0,0,0,0,0,0,0,2,4,0
Daniel Theis,AS Monaco,10,Daniel Theis,"Elie Okobo, Matthew Strazel, Nemanja Nedovic, Nikola Mirotic",1,4.4,5,1,1,100.0,1,1,100.0,2,2,100.0,1,2,3,0,0,0,0,0,1,0,5,5.0,64.0,179.3,166.8,12.5,150.0,133.0,0.0,0.0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,3,0
Daniel Theis,AS Monaco,10,Daniel Theis,"Elie Okobo, Jaron Blossomgame, Matthew Strazel, Nemanja Nedovic",1,1.9,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,80.0,111.7,-31.7,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Theis,AS Monaco,10,Daniel Theis,"Elie Okobo, Jaron Blossomgame, Matthew Strazel, Mike James",1,1.6,2,1,1,100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2.0,103.6,103.6,103.6,0.0,100.0,100.0,0.0,0.0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Theis,AS Monaco,10,Daniel Theis,"Elie Okobo, Matthew Strazel, Mike James, Nikola Mirotic",1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,209.3,-209.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
