game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
EL_E2025_10,2025-10-01,LDLC ASVEL Villeurbanne,77,28,65,20,39,8,26,13,16,9,25,34,13,5,1,11,22,0,0,73.1,74.1
EL_E2025_10,2025-10-01,Valencia Basket,80,26,70,14,35,12,35,16,23,17,27,44,21,6,3,14,22,0,0,75.1,74.1
EL_E2025_8,2025-10-01,Fenerbahce Beko Istanbul,96,33,62,18,27,15,35,15,21,4,26,30,25,7,4,16,24,0,0,83.2,82.3
EL_E2025_8,2025-10-01,Paris Basketball,77,25,71,12,40,13,31,14,22,13,27,40,11,10,1,17,21,0,0,81.3,82.3
EL_E2025_9,2025-10-01,AS Monaco,84,35,68,30,50,5,18,9,12,8,23,31,19,4,4,11,22,0,0,74.2,73.5
EL_E2025_9,2025-10-01,Zalgiris Kaunas,89,33,66,21,41,12,25,11,16,7,20,27,21,5,2,8,18,0,0,72.8,73.5
EL_E2025_7,2025-09-30,Virtus Bologna,74,27,57,19,35,8,22,12,17,6,20,26,15,2,2,10,19,0,0,68.1,68.3
EL_E2025_7,2025-09-30,Real Madrid,68,29,66,26,43,3,23,7,11,9,24,33,12,7,3,10,19,0,0,68.6,68.3
EL_E2025_2,2025-09-30,Baskonia Vitoria-Gasteiz,96,34,72,19,31,15,41,13,16,12,18,30,24,7,3,13,23,0,0,78.1,76.2
EL_E2025_2,2025-09-30,Olympiacos Piraeus,102,32,72,25,46,7,26,31,32,17,23,40,19,10,0,9,16,0,0,74.3,76.2
EL_E2025_6,2025-09-30,Panathinaikos AKTOR Athens,87,31,60,26,42,5,18,20,23,6,18,24,27,5,3,9,20,0,0,71.0,70.1
EL_E2025_6,2025-09-30,FC Bayern Munich,79,28,65,20,37,8,28,15,21,15,17,32,23,3,2,13,27,0,0,69.2,70.1
EL_E2025_3,2025-09-30,Crvena Zvezda Meridianbet Belgrade,82,34,65,28,46,6,19,8,13,9,19,28,19,8,0,10,21,0,0,70.8,71.7
EL_E2025_3,2025-09-30,EA7 Emporio Armani Milan,92,34,60,23,36,11,24,13,18,8,21,29,18,8,0,13,16,0,0,72.7,71.7
EL_E2025_1,2025-09-30,Anadolu Efes Istanbul,85,32,66,23,37,9,29,12,15,13,23,36,15,6,1,14,21,0,0,71.3,71.5
EL_E2025_1,2025-09-30,Maccabi Rapyd Tel Aviv,78,28,65,21,38,7,27,15,17,11,18,29,20,8,3,12,20,0,0,71.7,71.5
EL_E2025_4,2025-09-30,Dubai Basketball,89,34,65,23,45,11,20,10,12,9,19,28,21,5,0,8,19,0,0,66.8,66.1
EL_E2025_4,2025-09-30,Partizan Mozzart Bet Belgrade,76,26,61,19,43,7,18,17,21,14,17,31,16,4,2,11,16,0,0,65.4,66.1
EL_E2025_5,2025-09-30,Hapoel IBI Tel Aviv,103,38,65,25,41,13,24,14,15,8,16,24,19,8,5,12,19,0,0,74.4,71.5
EL_E2025_5,2025-09-30,FC Barcelona,87,32,63,22,38,10,25,13,17,13,17,30,18,9,1,13,16,0,0,68.6,71.5
