# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 172
# Qualified players exported: 119
# Total stints used: 5322
# Garbage time stints excluded: 225
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Рилски спортист,35,Христо Бъчков,1426,2.87,4.43,7.29
Локомотив Пловдив,9,Томислав Минков,1868,4.56,2.61,7.17
Локомотив Пловдив,14,Кхалил Милър,1780,1.91,4.8,6.71
Балкан,7,Илиян Пищиков,1270,4.06,1.12,5.19
Балкан,0,Джамари Блекмон,1521,1.98,3.05,5.03
Спартак Плевен,8,Айзея Юмипиг,300,0.7,4.27,4.98
Черно море Тича,0,Алонзо Гафни,1436,1.13,3.44,4.57
Ботев 2012 Враца,41,Дейвид Хоутън,1600,1.81,2.53,4.34
Рилски спортист,1,Деян Карамфилов,1399,1.42,2.7,4.12
Рилски спортист,0,Алън Арнет,1524,4.08,-0.08,4.0
Черно море Тича,3,Джелани Уотсън-Гейл,1567,3.63,0.34,3.97
Спартак Плевен,24,Ноел Браун,1152,3.85,0.06,3.91
Балкан,10,Джоунс Пагенкопф,780,2.13,1.71,3.83
Берое-Стара Загора,13,Дешон Пърсънс,529,0.44,3.14,3.58
Черно море Тича,24,Георги Боянов,1572,1.98,1.5,3.48
Балкан,12,Тадж Грийн,828,0.35,3.09,3.44
Рилски спортист,77,Красимир Петров,770,2.7,0.7,3.4
Балкан,34,Димитър Димитров,1344,2.12,1.23,3.35
Черно море Тича,8,Николай Стоянов,1483,3.07,-0.02,3.05
Спартак Плевен,1,Джейлан Макклауд,1023,4.54,-1.71,2.83
Берое-Стара Загора,19,Милен Захариев,1698,1.86,0.85,2.71
Локомотив Пловдив,21,Йоанис Кикрилис,1419,1.24,1.29,2.54
Балкан,6,Кортни Алекзандър,339,0.65,1.84,2.49
Черно море Тича,21,Иван Карачич,507,0.77,1.46,2.23
Рилски спортист,8,Чавдар Костов,1117,2.19,-0.25,1.94
Академик Бултекс 99,1,Джакуез Йоу,1356,-0.38,2.25,1.88
Спартак Плевен,4,Мартин Сотиров,1507,-1.9,3.74,1.84
Миньор 2015,8,Игор Кесар,1288,2.22,-0.39,1.83
Рилски спортист,3,Джонатан Дейвис,740,1.74,0.03,1.76
Шумен,5,Майкъл Марш,881,0.59,1.09,1.68
Миньор 2015,31,Остин Прайс,413,1.53,0.05,1.59
Черно море Тича,13,Марин Маринов,443,0.13,1.43,1.56
Балкан,9,Алекс Симеонов,963,-0.66,2.14,1.48
Черно море Тича,5,Ламонт Уест,1552,2.56,-1.09,1.46
Миньор 2015,34,Алекс Уандие,1226,1.19,0.27,1.46
Локомотив Пловдив,24,Шоу Андерсън,1685,2.03,-0.72,1.31
Миньор 2015,12,Филип Бакич,759,0.72,0.55,1.28
Балкан,3,Демонд Робинсън,1016,-0.18,1.39,1.2
Спартак Плевен,21,Кавон Скот,1530,0.08,1.05,1.12
Локомотив Пловдив,5,Грант Сингълтън,1135,3.41,-2.3,1.12
Рилски спортист,4,Джейлън Томас,565,0.94,-0.01,0.93
Рилски спортист,12,Александър Георгиев,1426,0.22,0.63,0.85
Рилски спортист,7,Майкъл Едуардс,1475,1.8,-1.01,0.79
Левски,9,Андон Вачев,794,-1.24,2.01,0.77
Левски,1,Владимир Нанкински,342,-0.35,1.03,0.68
Берое-Стара Загора,13,Джален Бенджамин,870,0.85,-0.17,0.68
Шумен,33,Джейлън Барр,1344,-0.34,0.95,0.6
Рилски спортист,23,Мирослав Васов,1207,-1.12,1.62,0.5
Академик Бултекс 99,11,Николай Михайлов,1091,1.72,-1.26,0.45
Академик Бултекс 99,10,Васил Бачев,1458,0.07,0.32,0.39
Спартак Плевен,2,Мартин Русев,1131,-2.07,2.31,0.25
Левски,0,Стоян Кайнаров,734,0.3,-0.06,0.24
Ботев 2012 Враца,1,Михаил Калинов,1864,2.35,-2.12,0.23
Балкан,1,Травис Макконико,811,1.04,-1.12,-0.08
Ботев 2012 Враца,6,Иво Корестилов,1088,-0.69,0.59,-0.1
Спартак Плевен,32,Джон Флорвиъс,256,-0.87,0.73,-0.14
Балкан,22,Константин Тошков,1318,-2.59,2.41,-0.18
Миньор 2015,16,Лазар Станкович,1152,0.02,-0.3,-0.28
Миньор 2015,23,Монтавиус Мърфи,1104,-1.17,0.85,-0.31
Академик Бултекс 99,4,Райт-Рииво Лаане,501,0.52,-0.88,-0.37
Левски,7,Момчил Кадиев,491,-2.26,1.78,-0.48
Левски,15,Максим Бочев,455,-2.42,1.85,-0.57
Спартак Плевен,6,Джулиен Люйс,532,-1.78,1.2,-0.58
Спартак Плевен,22,Виктор Гергов,615,-4.44,3.38,-1.06
Балкан,33,Николай Грозев,1149,-1.51,0.42,-1.09
Ботев 2012 Враца,77,Георги Герганов,1865,-1.48,0.36,-1.12
Берое-Стара Загора,15,Кристиян Желев,656,-2.36,1.15,-1.21
Шумен,88,Владислав Станев,637,-1.36,0.13,-1.23
Берое-Стара Загора,86,Николай Иванов,534,-1.61,0.31,-1.3
Левски,33,Димитър Маринчешки,779,-0.12,-1.27,-1.38
Локомотив Пловдив,0,Девърл Рамзи,1772,-1.03,-0.36,-1.39
Черно море Тича,1,Михаил Молдов,253,0.1,-1.55,-1.44
Локомотив Пловдив,33,Кръстомир Михов,1695,0.42,-1.94,-1.51
Академик Бултекс 99,9,Демаркъс Шарп,489,-0.3,-1.32,-1.63
Берое-Стара Загора,9,Брет Риид,1265,-0.53,-1.16,-1.68
Левски,6,Лъчезар Димитров,1258,0.03,-1.77,-1.74
Спартак Плевен,28,Павлин Иванов,797,-0.77,-1.01,-1.78
Ботев 2012 Враца,24,Станислав Хинков,874,-2.53,0.64,-1.89
Академик Бултекс 99,33,Петър Ралчев,399,-3.68,1.79,-1.89
Берое-Стара Загора,27,Александър Матушев,1211,1.79,-3.75,-1.96
Черно море Тича,15,Цветомир Чернокожев,841,-1.67,-0.43,-2.09
Ботев 2012 Враца,5,Ивайло Христов,315,-1.98,-0.13,-2.11
Ботев 2012 Враца,44,Марк Шопов,252,-0.71,-1.46,-2.16
Черно море Тича,35,Венцислав Петков,1054,-3.99,1.77,-2.22
Ботев 2012 Враца,33,Стефан Михайлов,1762,-1.64,-0.63,-2.28
Балкан,24,Андрей Иванов,412,-1.34,-1.03,-2.37
Академик Бултекс 99,32,Роджър Хемпфил,523,-2.62,0.23,-2.39
Рилски спортист,3,Камау Стоукс,563,-1.8,-0.84,-2.64
Академик Бултекс 99,13,Асен Великов,749,-2.35,-0.32,-2.67
Миньор 2015,4,Константин Паисиев,565,-0.9,-1.83,-2.73
Шумен,2,Уилям Елис,1045,-1.66,-1.26,-2.92
Шумен,10,Мирослав Денчев,964,-3.32,0.33,-2.99
Берое-Стара Загора,7,Дейлън Уилямс,1134,-0.87,-2.15,-3.01
Черно море Тича,17,Даръл Дейвис,447,-0.18,-2.94,-3.11
Локомотив Пловдив,3,Куинтън Минси,297,-2.66,-0.5,-3.16
Черно море Тича,11,Деанте Джонсън,321,-2.16,-1.04,-3.2
Академик Бултекс 99,20,Ватанго Донзо,289,-2.72,-0.71,-3.43
Ботев 2012 Враца,2,Кортни Александър ii,713,-1.96,-1.67,-3.63
Левски,42,Златин Георгиев,1254,-6.15,2.48,-3.67
Берое-Стара Загора,3,Дариъс Куинсбери,1079,-1.13,-2.62,-3.75
Берое-Стара Загора,34,Кристиян Челенков,635,-1.49,-2.27,-3.76
Берое-Стара Загора,40,Айзък Джесъп,253,-2.75,-1.01,-3.76
Шумен,7,Баръш Мустафа,1121,-3.58,-0.33,-3.91
Миньор 2015,15,Васил Попов,1357,-1.54,-2.41,-3.95
Академик Бултекс 99,14,Обрад Томич,1255,-1.87,-2.08,-3.95
Шумен,44,Костадин Лазаров,1581,0.16,-4.18,-4.02
Берое-Стара Загора,10,Александър Милов,729,-3.95,-0.42,-4.37
Берое-Стара Загора,12,Мартин Йорданов,576,-3.33,-1.15,-4.48
Левски,32,Александър Александров,1200,-1.17,-3.45,-4.62
Левски,44,Седариан Рейнс,1183,-1.45,-3.23,-4.68
Шумен,4,Андрия Блатанчич,913,-2.34,-2.51,-4.85
Миньор 2015,24,Лъчезар Тошков,1628,-2.09,-2.88,-4.97
Рилски спортист,11,Иван Димитров,386,-2.94,-2.66,-5.6
Спартак Плевен,5,Николай Титков,934,-1.98,-3.69,-5.67
Миньор 2015,2,Джордан Тали,810,-1.48,-5.03,-6.51
Шумен,9,Клемен Вуга,524,-3.5,-3.07,-6.56
Спартак Плевен,0,Маюм Буом,506,-5.36,-1.62,-6.97
Локомотив Пловдив,16,Георги Кендеров,641,-1.33,-6.13,-7.46
Левски,23,Марио Боянов,1235,-1.2,-6.55,-7.74
