game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
BGNBL_38e6a80d-5483-11f1-9ec0-bf4515b49830,2026-06-05,Балкан,81,28,74,21,44,7,30,18,25,16,24,40,16,10,2,7,25,0,0,73.2,75.0
BGNBL_38e6a80d-5483-11f1-9ec0-bf4515b49830,2026-06-05,Локомотив Пловдив,80,25,54,20,31,5,23,25,32,6,26,32,14,4,2,15,19,0,0,76.9,75.0
BGNBL_135dbb85-5483-11f1-8c44-29d1ca563aec,2026-06-01,Локомотив Пловдив,84,27,67,17,40,10,27,20,25,12,22,34,20,7,3,8,19,0,0,71.3,71.5
BGNBL_135dbb85-5483-11f1-8c44-29d1ca563aec,2026-06-01,Балкан,78,29,63,20,37,9,26,11,17,8,23,31,22,6,4,11,25,0,0,71.8,71.5
BGNBL_be685db1-5482-11f1-8edc-e37f0ebf70ff,2026-05-30,Локомотив Пловдив,82,25,54,15,29,10,25,22,26,3,24,27,13,6,3,13,19,0,0,75.0,74.6
BGNBL_be685db1-5482-11f1-8edc-e37f0ebf70ff,2026-05-30,Балкан,77,28,64,20,37,8,27,13,18,7,24,31,20,6,1,11,22,0,0,74.2,74.6
BGNBL_2a1d0d2b-5484-11f1-b71d-fbc5a2476d77,2026-05-25,Черно море Тича,94,35,68,28,39,7,29,17,26,10,21,31,16,4,1,14,26,0,0,82.4,82.0
BGNBL_2a1d0d2b-5484-11f1-b71d-fbc5a2476d77,2026-05-25,Рилски спортист,100,29,60,18,32,11,28,31,38,3,22,25,22,11,2,9,28,0,0,81.6,82.0
BGNBL_f1d68a31-5481-11f1-a8e1-776a02e30fab,2026-05-25,Балкан,88,27,68,19,33,8,35,26,29,17,30,47,15,9,2,16,17,0,0,76.6,78.9
BGNBL_f1d68a31-5481-11f1-a8e1-776a02e30fab,2026-05-25,Локомотив Пловдив,73,26,64,18,37,8,27,13,16,7,20,27,19,8,3,18,24,0,0,81.3,78.9
BGNBL_414b3d81-5484-11f1-87f2-a5e2cc5ff404,2026-05-23,Рилски спортист,108,39,70,23,42,16,28,14,18,7,25,32,28,8,4,12,23,0,0,82.2,82.1
BGNBL_414b3d81-5484-11f1-87f2-a5e2cc5ff404,2026-05-23,Черно море Тича,99,34,67,25,44,9,23,22,26,9,23,32,18,9,1,13,22,0,0,82.1,82.1
BGNBL_5dcdac1e-47f1-11f1-9fbc-3fe27a3b3267,2026-05-17,Локомотив Пловдив,99,33,66,23,40,10,26,23,29,7,26,33,24,8,2,9,26,0,0,80.0,78.9
BGNBL_5dcdac1e-47f1-11f1-9fbc-3fe27a3b3267,2026-05-17,Рилски спортист,88,28,58,24,41,4,17,28,36,6,25,31,19,4,5,10,21,0,0,77.8,78.9
BGNBL_9d28f6c2-47f0-11f1-ad84-0d10abb28d1b,2026-05-15,Локомотив Пловдив,99,33,67,20,37,13,30,20,26,8,27,35,28,8,2,10,22,0,0,79.3,81.7
BGNBL_9d28f6c2-47f0-11f1-ad84-0d10abb28d1b,2026-05-15,Рилски спортист,89,32,63,25,39,7,24,18,30,6,24,30,25,6,1,14,23,0,0,84.2,81.7
BGNBL_3cf2fe91-4ac0-11f1-8691-eddfb342fac9,2026-05-14,Черно море Тича,59,22,61,16,31,6,30,9,17,12,22,34,14,6,3,11,21,0,0,66.3,67.7
BGNBL_3cf2fe91-4ac0-11f1-8691-eddfb342fac9,2026-05-14,Балкан,77,27,63,16,39,11,24,12,20,12,26,38,13,6,3,11,18,0,0,69.2,67.7
BGNBL_ef816167-47ef-11f1-9dd5-d9528bebc55e,2026-05-12,Рилски спортист,97,36,69,27,39,9,30,16,19,8,30,38,25,8,6,7,21,0,0,75.2,76.4
BGNBL_ef816167-47ef-11f1-9dd5-d9528bebc55e,2026-05-12,Локомотив Пловдив,75,22,65,14,36,8,29,23,29,12,23,35,17,1,4,13,16,0,0,77.6,76.4
BGNBL_f02e9e3f-47ef-11f1-a383-95563024d97b,2026-05-11,Балкан,80,23,53,15,36,8,17,26,32,6,26,32,13,3,3,10,23,0,0,69.4,71.9
BGNBL_f02e9e3f-47ef-11f1-a383-95563024d97b,2026-05-11,Черно море Тича,78,28,64,14,32,14,32,8,22,7,19,26,15,5,4,9,28,0,0,74.5,71.9
BGNBL_3290ae21-47ef-11f1-b223-370a7b3d7e37,2026-05-10,Рилски спортист,87,34,68,26,42,8,26,11,18,11,22,33,14,5,0,6,19,0,0,69.8,69.0
BGNBL_3290ae21-47ef-11f1-b223-370a7b3d7e37,2026-05-10,Локомотив Пловдив,79,30,58,19,29,11,29,8,13,5,22,27,20,4,2,10,21,0,0,68.2,68.9
BGNBL_334bb0b4-47ef-11f1-95bb-633b20cbc9d5,2026-05-09,Балкан,91,30,58,21,37,9,21,22,34,7,32,39,21,6,9,20,24,0,0,85.7,76.2
BGNBL_334bb0b4-47ef-11f1-95bb-633b20cbc9d5,2026-05-09,Черно море Тича,89,32,77,21,48,11,29,14,23,11,22,33,19,10,4,11,29,0,0,85.8,76.2
BGNBL_da8fe67e-40f2-11f1-b7ea-6306d6586cab,2026-05-04,Черно море Тича,94,31,72,17,28,14,44,18,25,16,18,34,19,9,2,10,20,0,0,72.9,72.9
BGNBL_da8fe67e-40f2-11f1-b7ea-6306d6586cab,2026-05-04,Спартак Плевен,91,28,53,19,25,9,28,26,29,4,19,23,20,3,1,12,23,0,0,72.9,72.9
BGNBL_739cc210-40f0-11f1-83d1-7d1b84a0fb24,2026-05-02,Берое-Стара Загора,80,27,62,22,40,5,22,21,24,9,26,35,15,6,3,8,21,0,0,69.3,72.8
BGNBL_739cc210-40f0-11f1-83d1-7d1b84a0fb24,2026-05-02,Рилски спортист,90,33,67,26,43,7,24,17,23,7,21,28,24,3,6,7,18,0,0,76.4,72.8
BGNBL_74561f7c-40f0-11f1-ab28-d7a0370a7058,2026-05-02,Ботев 2012 Враца,67,24,63,15,38,9,25,10,16,7,26,33,14,5,1,11,15,0,0,72.4,72.1
BGNBL_74561f7c-40f0-11f1-ab28-d7a0370a7058,2026-05-02,Локомотив Пловдив,86,33,63,24,40,9,23,11,15,7,27,34,18,8,6,9,15,0,0,71.8,72.1
BGNBL_62cce7d3-40ef-11f1-aef9-13e16b7f3c43,2026-04-30,Локомотив Пловдив,79,30,66,26,49,4,17,15,19,9,31,40,16,7,2,10,18,0,0,74.2,76.6
BGNBL_62cce7d3-40ef-11f1-aef9-13e16b7f3c43,2026-04-30,Ботев 2012 Враца,76,26,68,17,38,9,30,15,21,9,25,34,13,7,4,12,18,0,0,79.1,76.6
BGNBL_62115d38-40ef-11f1-927f-e764c1bb3175,2026-04-30,Рилски спортист,89,38,73,29,43,9,30,4,9,6,29,35,23,7,7,10,19,0,0,79.7,84.8
BGNBL_62115d38-40ef-11f1-927f-e764c1bb3175,2026-04-30,Берое-Стара Загора,69,25,67,21,51,4,16,15,23,8,25,33,12,5,0,14,15,0,0,81.4,84.8
BGNBL_9c072436-1821-11f1-b99f-c34b19b717a9,2026-04-25,Локомотив Пловдив,109,40,75,26,42,14,33,15,20,10,28,38,29,6,4,8,21,0,0,79.7,80.7
BGNBL_9c072436-1821-11f1-b99f-c34b19b717a9,2026-04-25,Миньор 2015,94,34,71,23,39,11,32,15,20,6,21,27,22,2,0,9,20,0,0,81.8,80.7
BGNBL_9cab38d2-1821-11f1-b8d1-ed79ca5a5114,2026-04-25,Рилски спортист,109,36,64,18,34,18,30,19,22,7,24,31,27,4,3,7,23,0,0,73.2,73.9
BGNBL_9cab38d2-1821-11f1-b8d1-ed79ca5a5114,2026-04-25,Спартак Плевен,88,31,64,22,34,9,30,17,22,6,21,27,19,2,1,8,24,0,0,74.6,73.8
BGNBL_9d45e565-1821-11f1-94c1-f9e71a4934e9,2026-04-25,Балкан,93,33,61,23,36,10,25,17,22,6,26,32,27,5,2,16,18,0,0,80.3,77.4
BGNBL_9d45e565-1821-11f1-94c1-f9e71a4934e9,2026-04-25,Ботев 2012 Враца,86,30,66,20,39,10,27,16,24,9,22,31,18,10,3,8,20,0,0,74.7,77.4
