Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Андрей Чалъков,Академик Бултекс 99,24,Андрей Чалъков,"Иван Комитски, Максим Чоков, Петър Ралчев, Роджър Хемпфил",1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183.7,219.0,-35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Андрей Чалъков,Академик Бултекс 99,24,Андрей Чалъков,"Кирил Иванов, Максим Чоков, Петър Ралчев, Роджър Хемпфил",1,1.9,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,232.6,100.0,132.6,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Андрей Чалъков,Академик Бултекс 99,24,Андрей Чалъков,"Иван Комитски, Максим Чоков, Максим Чоков, Петър Ралчев",1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,150.0,194.3,-44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Андрей Чалъков,Академик Бултекс 99,24,Андрей Чалъков,"Джакуез Йоу, Петър Ралчев, Райт-Рииво Лаане, Роджър Хемпфил",1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,53.2,0.0,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Андрей Чалъков,Академик Бултекс 99,24,Андрей Чалъков,"Джакуез Йоу, Максим Чоков, Петър Ралчев, Роджър Хемпфил",1,1.0,2,1,2,50.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,2.0,73.0,146.0,0.0,146.0,50.0,50.0,0.0,33.3,2,1,50,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Джакуез Йоу, Николай Михайлов, Обрад Томич",12,76.5,12,4,16,25.0,1,9,11.1,3,4,75.0,2,3,5,14,4,0,15,8,30,30,42,3.5,28.4,107.5,118.0,-10.4,28.1,33.8,350.0,32.1,5,2,40,2,1,50,1,0,0,2,0,12,3,0,0,0,6,4
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Джакуез Йоу, Константин Паисиев, Обрад Томич",5,31.6,1,0,6,0.0,0,3,0.0,1,2,50.0,1,4,5,5,4,0,3,3,9,6,7,1.4,11.2,89.6,114.3,-24.7,0.0,7.3,0,20.2,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Джакуез Йоу, Николай Михайлов, Роджър Хемпфил",9,24.1,3,1,7,14.3,1,4,25.0,0,0,0,1,1,2,6,1,0,7,2,12,13,16,1.8,34.4,137.5,161.6,-24.0,21.4,21.4,600.0,35.0,3,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Демаркъс Шарп, Джакуез Йоу, Обрад Томич",3,23.8,11,4,7,57.1,2,5,40.0,1,2,50.0,0,0,0,2,1,0,1,4,9,3,14,4.7,33.2,123.1,115.3,7.8,71.4,69.8,50.0,9.2,2,2,100,0,0,0,0,0,0,1,1,1,0,0,0,0,5,4
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Джакуез Йоу, Обрад Томич, Роджър Хемпфил",6,13.7,4,1,1,100.0,1,1,100.0,1,2,50.0,0,1,1,2,2,0,1,3,3,4,8,1.3,25.3,97.9,95.3,2.6,150.0,106.4,200.0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Ватанго Донзо, Джакуез Йоу, Обрад Томич",3,13.4,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0.0,0.0,81.0,85.2,-4.1,0.0,0.0,0,33.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Николай Михайлов, Обрад Томич, Роджър Хемпфил",6,12.3,2,1,3,33.3,0,1,0.0,0,0,0,0,0,0,3,1,0,0,1,3,8,10,1.7,43.5,91.4,136.9,-45.5,33.3,33.3,300.0,0.0,1,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Джакуез Йоу, Николай Михайлов, Петър Ралчев, Роджър Хемпфил",4,10.8,4,2,2,100.0,0,0,0,0,1,0.0,0,0,0,3,0,0,2,0,4,5,9,2.2,43.6,92.1,102.5,-10.4,100.0,82.0,150.0,26.9,2,2,100,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Ватанго Донзо, Джакуез Йоу, Николай Михайлов",4,10.3,3,1,3,33.3,1,2,50.0,0,0,0,0,1,1,1,0,1,0,2,3,2,5,1.2,22.4,121.1,135.5,-14.4,50.0,50.0,100.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Васил Бачев, Максим Чоков, Обрад Томич, Роджър Хемпфил",5,8.5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0.0,0.0,48.1,121.7,-73.6,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Асен Великов,Академик Бултекс 99,13,Асен Великов,"Ватанго Донзо, Джакуез Йоу, Обрад Томич, Петър Ралчев",3,8.3,0,0,1,0.0,0,0,0,0,2,0.0,0,0,0,2,0,0,2,0,4,5,5,1.7,30.2,90.5,131.2,-40.8,0.0,0.0,0,34.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
