Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Локомотив Пловдив,Томислав Минков,9,Томислав Минков,35,29.7,1038.8,460.0,13.1,181.0,302.0,59.9,26.0,71.0,36.6,72.0,103.0,69.9,40.0,108.0,148.0,62.0,19.0,6.0,47.0,85.0,340.1,17.1,17.2,2.3,5.5,137,597.0,17.1,22.3,2,0.4,4,3,18.8,5.3,5,1.51,-1.84,3.35,3.1,3.1,191.0,129.0,67.5,28.0,19.0,67.9,1.0,0.0,0,66.0,2.0,10.0,28.0,0.0,9.0,50.0,127.0,57.0
Локомотив Пловдив,Шоу Андерсън,24,Шоу Андерсън,35,26.5,926.3,437.0,12.5,149.0,321.0,46.4,81.0,205.0,39.5,58.0,73.0,79.5,30.0,101.0,131.0,38.0,19.0,10.0,29.0,91.0,338.0,19.0,16.3,1.4,4.9,74,511.0,14.6,19.1,12,3.0,7,4,68.5,8.8,4,2.11,-0.93,3.04,3.4,3.5,63.0,37.0,58.7,35.0,18.0,51.4,16.0,7.0,43.8,21.0,7.0,15.0,12.0,0.0,2.0,66.0,73.0,67.0
Локомотив Пловдив,Йоанис Кикрилис,21,Йоанис Кикрилис,35,21.9,767.9,203.0,5.8,74.0,181.0,40.9,36.0,111.0,32.4,19.0,27.0,70.4,12.0,60.0,72.0,42.0,16.0,4.0,28.0,74.0,200.5,13.6,7.6,1.6,2.7,81,284.0,8.1,10.6,0,0.0,3,2,0.0,3.9,3,-2.1,-5.06,2.96,2.7,4.5,33.0,21.0,63.6,27.0,14.0,51.9,9.0,3.0,33.3,6.0,4.0,17.0,5.0,0.0,6.0,14.0,50.0,32.0
Локомотив Пловдив,Кхалил Милър,14,Кхалил Милър,34,28.7,974.5,524.0,15.4,176.0,354.0,49.7,38.0,104.0,36.5,134.0,172.0,77.9,100.0,297.0,397.0,43.0,65.0,69.0,35.0,93.0,350.1,18.7,19.5,1.6,14.8,85,609.0,17.9,22.7,16,1.6,10,11,53.9,15.8,10,8.69,2.06,6.63,5.0,3.2,163.0,107.0,65.6,39.0,14.0,35.9,3.0,2.0,66.7,40.0,0.0,12.0,13.0,0.0,10.0,118.0,75.0,100.0
Рилски спортист,Христо Бъчков,35,Христо Бъчков,34,22.2,753.6,416.0,12.2,170.0,271.0,62.7,8.0,26.0,30.8,68.0,102.0,66.7,72.0,161.0,233.0,65.0,31.0,40.0,48.0,121.0,280.2,19.2,15.8,2.5,8.9,143,559.0,16.4,21.3,9,2.2,6,2,65.4,7.9,4,7.07,0.22,6.85,5.0,2.6,201.0,141.0,70.1,29.0,15.0,51.7,2.0,1.0,50,46.0,0.0,12.0,23.0,0.0,13.0,76.0,94.0,108.0
Рилски спортист,Алън Арнет,0,Алън Арнет,34,23.8,809.0,387.0,11.4,122.0,239.0,51,14.0,57.0,24.6,129.0,152.0,84.9,20.0,99.0,119.0,84.0,34.0,17.0,38.0,62.0,310.9,19.9,14.7,3.2,4.5,166,553.0,16.3,21.0,8,1.3,4,6,60.2,8.6,6,5.77,-0.02,5.79,2.9,2.8,112.0,76.0,67.9,54.0,27.0,50,13.0,4.0,30.8,50.0,2.0,19.0,17.0,0.0,2.0,41.0,123.0,70.0
Рилски спортист,Майкъл Едуардс,7,Майкъл Едуардс,34,23.4,795.8,376.0,11.1,152.0,271.0,56.1,25.0,70.0,35.7,47.0,72.0,65.3,52.0,137.0,189.0,21.0,20.0,28.0,36.0,101.0,275.2,17.9,14.3,0.8,7.2,45,421.0,12.4,16.0,6,1.2,3,4,63.0,5.8,5,2.39,-1.74,4.13,4.8,3.9,149.0,104.0,69.8,25.0,11.0,44,3.0,2.0,66.7,26.0,1.0,10.0,15.0,0.0,11.0,65.0,56.0,71.0
Рилски спортист,Александър Георгиев,12,Александър Георгиев,34,22.0,748.1,347.0,10.2,119.0,215.0,55.3,36.0,92.0,39.1,73.0,101.0,72.3,41.0,98.0,139.0,54.0,17.0,4.0,27.0,67.0,235.6,16.3,13.2,2.1,5.3,114,461.0,13.6,17.5,4,2.0,2,2,69.4,2.9,2,5.03,0.81,4.22,3.4,3.1,85.0,59.0,69.4,22.0,10.0,45.5,1.0,0.0,0,27.0,0.0,9.0,12.0,0.0,6.0,61.0,55.0,60.0
Локомотив Пловдив,Кръстомир Михов,33,Кръстомир Михов,34,27.1,923.0,342.0,10.1,102.0,243.0,42,35.0,118.0,29.7,103.0,123.0,83.7,25.0,85.0,110.0,82.0,21.0,4.0,51.0,68.0,310.2,17.5,12.8,3.1,4.1,172,514.0,15.1,19.2,10,1.7,7,5,54.3,9.2,6,-0.16,-3.19,3.03,2.6,3.5,85.0,50.0,58.8,20.0,7.0,35,19.0,5.0,26.3,30.0,6.0,26.0,20.0,0.0,5.0,38.0,92.0,71.0
Рилски спортист,Деян Карамфилов,1,Деян Карамфилов,34,22.0,746.8,264.0,7.8,81.0,182.0,44.5,29.0,79.0,36.7,73.0,80.0,91.2,8.0,59.0,67.0,197.0,46.0,1.0,69.0,90.0,267.1,18.5,10.0,7.5,2.6,406,670.0,19.7,25.5,3,0.8,1,5,46.9,4.2,4,4.06,-0.53,4.59,1.0,1.5,53.0,34.0,64.2,44.0,16.0,36.4,36.0,15.0,41.7,26.0,14.0,42.0,23.0,0.0,4.0,11.0,71.0,49.0
Рилски спортист,Красимир Петров,77,Красимир Петров,34,12.6,429.8,172.0,5.1,46.0,128.0,35.9,14.0,54.0,25.9,66.0,95.0,69.5,11.0,34.0,45.0,75.0,14.0,2.0,47.0,61.0,197.6,23.8,6.5,2.9,1.7,143,315.0,9.3,12.0,0,0,0,0,0,0.0,0,-2.03,-4.9,2.86,2.0,3.2,57.0,25.0,43.9,14.0,7.0,50,19.0,6.0,31.6,20.0,6.0,27.0,17.0,0.0,3.0,10.0,41.0,30.0
Локомотив Пловдив,Георги Кендеров,16,Георги Кендеров,34,10.7,365.2,120.0,3.5,50.0,89.0,56.2,6.0,28.0,21.4,14.0,26.0,53.8,19.0,33.0,52.0,18.0,6.0,3.0,20.0,62.0,97.4,13.9,4.5,0.7,1.9,35,155.0,4.6,5.8,0,0,0,0,0,0.0,0,-2.97,-6.11,3.14,3.4,4.0,54.0,40.0,74.1,6.0,3.0,50,0.0,0.0,0,7.0,1.0,3.0,13.0,0.0,4.0,25.0,17.0,13.0
Рилски спортист,Иван Димитров,11,Иван Димитров,34,6.8,230.4,89.0,2.6,32.0,71.0,45.1,7.0,29.0,24.1,18.0,30.0,60,5.0,26.0,31.0,10.0,5.0,2.0,13.0,23.0,88.5,19.9,3.4,0.4,1.2,24,113.0,3.3,4.3,0,0,0,0,0,0.0,0,-2.18,-5.07,2.89,3.2,4.5,34.0,21.0,61.8,5.0,2.0,40,0.0,0.0,0,13.0,1.0,9.0,4.0,0.0,0.0,8.0,12.0,10.0
Локомотив Пловдив,Илиян Илиев,7,Илиян Илиев,34,1.3,43.9,12.0,0.4,3.0,11.0,27.3,1.0,4.0,25,5.0,7.0,71.4,0.0,4.0,4.0,2.0,0.0,0.0,4.0,8.0,17.4,20.6,0.4,0.1,0.1,2,14.0,0.4,0.5,0,0,0,0,0,0.0,0,-11.83,-12.41,0.58,3.0,4.6,4.0,1.0,25,3.0,1.0,33.3,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,3.0
Балкан,Джамари Блекмон,0,Джамари Блекмон,33,25.4,837.1,355.0,10.8,111.0,256.0,43.4,41.0,117.0,35,92.0,100.0,92,20.0,46.0,66.0,90.0,38.0,3.0,34.0,54.0,301.4,18.9,14.0,3.6,2.6,193,548.0,16.6,21.7,10,1.7,10,2,46.0,10.9,6,3.92,-1.29,5.2,1.9,3.0,79.0,52.0,65.8,52.0,16.0,30.8,35.0,10.0,28.6,38.0,9.0,16.0,13.0,0.0,5.0,31.0,80.0,72.0
Балкан,Димитър Димитров,34,Димитър Димитров,33,22.3,736.9,350.0,10.6,128.0,272.0,47.1,39.0,108.0,36.1,55.0,89.0,61.8,39.0,110.0,149.0,63.0,25.0,11.0,37.0,93.0,296.8,21.1,13.8,2.5,5.9,118,468.0,14.2,18.5,0,0.0,5,0,0.0,5.0,3,2.92,-2.62,5.55,3.7,3.3,114.0,62.0,54.4,28.0,17.0,60.7,9.0,2.0,22.2,36.0,2.0,15.0,12.0,0.0,10.0,67.0,35.0,52.0
Рилски спортист,Мирослав Васов,23,Мирослав Васов,33,19.2,633.8,302.0,9.2,110.0,226.0,48.7,51.0,116.0,44,31.0,43.0,72.1,25.0,49.0,74.0,31.0,16.0,2.0,23.0,56.0,233.2,19.0,11.5,1.2,2.8,63,365.0,11.1,13.9,3,1.0,3,2,38.7,3.9,3,2.89,-0.14,3.03,2.9,3.6,71.0,46.0,64.8,25.0,9.0,36,21.0,11.0,52.4,31.0,8.0,15.0,7.0,0.0,1.0,30.0,51.0,57.0
Балкан,Константин Тошков,22,Константин Тошков,33,22.4,738.4,264.0,8.0,77.0,176.0,43.8,24.0,68.0,35.3,86.0,105.0,81.9,17.0,100.0,117.0,123.0,39.0,2.0,61.0,77.0,255.6,18.1,10.4,4.9,4.6,264,528.0,16.0,20.9,17,2.8,7,11,71.8,13.8,6,3.24,-3.44,6.67,2.2,2.5,68.0,44.0,64.7,29.0,7.0,24.1,21.0,8.0,38.1,27.0,10.0,37.0,20.0,0.0,4.0,15.0,88.0,52.0
Балкан,Алекс Симеонов,9,Алекс Симеонов,33,15.9,523.2,201.0,6.1,64.0,151.0,42.4,25.0,72.0,34.7,48.0,62.0,77.4,36.0,64.0,100.0,37.0,25.0,5.0,27.0,73.0,162.5,16.3,7.9,1.5,4.0,77,278.0,8.4,11.0,13,2.2,6,6,75.2,9.6,6,2.1,-3.68,5.78,3.4,3.7,55.0,31.0,56.4,14.0,7.0,50,2.0,0.0,0,11.0,0.0,11.0,10.0,0.0,6.0,31.0,33.0,51.0
Балкан,Николай Грозев,33,Николай Грозев,33,19.5,644.3,183.0,5.5,75.0,162.0,46.3,22.0,79.0,27.8,11.0,19.0,57.9,21.0,49.0,70.0,30.0,15.0,2.0,13.0,68.0,155.9,12.7,7.2,1.2,2.8,61,244.0,7.4,9.6,0,0.0,1,0,0.0,1.0,1,-0.54,-4.97,4.43,2.9,4.5,68.0,46.0,67.6,10.0,5.0,50,1.0,0.0,0,13.0,0.0,10.0,2.0,0.0,1.0,29.0,62.0,38.0
Локомотив Пловдив,Девърл Рамзи,0,Девърл Рамзи,32,29.4,942.2,490.0,15.3,174.0,406.0,42.9,44.0,125.0,35.2,98.0,118.0,83.1,19.0,96.0,115.0,234.0,41.0,3.0,67.0,93.0,485.7,26.9,18.3,8.7,4.3,461,951.0,29.7,35.5,20,2.0,16,14,45.1,24.2,10,3.71,0.3,3.41,1.3,1.4,116.0,60.0,51.7,139.0,65.0,46.8,68.0,31.0,45.6,50.0,32.0,35.0,26.0,0.0,6.0,41.0,115.0,90.0
Балкан,Илиян Пищиков,7,Илиян Пищиков,32,21.6,690.7,306.0,9.6,97.0,218.0,44.5,46.0,127.0,36.2,66.0,80.0,82.5,6.0,46.0,52.0,62.0,23.0,4.0,37.0,56.0,272.8,20.7,12.1,2.5,2.1,121,427.0,13.3,16.9,16,2.3,10,0,80.0,10.0,7,2.34,-2.26,4.6,2.2,3.0,69.0,43.0,62.3,17.0,7.0,41.2,16.0,5.0,31.2,21.0,5.0,12.0,18.0,0.0,7.0,27.0,98.0,75.0
Локомотив Пловдив,Ради Глухчев,13,Ради Глухчев,32,0.7,23.3,10.0,0.3,3.0,7.0,42.9,3.0,6.0,50,1.0,4.0,25,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,7.4,16.7,0.4,0.0,0.1,2,12.0,0.4,0.4,1,1.0,0,2,56.8,0.9,1,-0.41,-0.25,-0.16,3.0,4.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Черно море Тича,Николай Стоянов,8,Николай Стоянов,31,25.4,786.5,303.0,9.8,111.0,217.0,51.2,26.0,65.0,40,55.0,81.0,67.9,36.0,52.0,88.0,62.0,26.0,4.0,42.0,70.0,248.3,16.6,12.7,2.6,3.7,128,431.0,13.9,18.1,5,0.6,5,8,29.3,11.5,8,0.72,-2.66,3.38,2.6,3.4,130.0,72.0,55.4,8.0,2.0,25,3.0,2.0,66.7,44.0,2.0,19.0,18.0,0.0,5.0,36.0,77.0,67.0
Черно море Тича,Цветомир Чернокожев,15,Цветомир Чернокожев,31,14.7,456.2,187.0,6.0,69.0,126.0,54.8,16.0,45.0,35.6,33.0,64.0,51.6,39.0,51.0,90.0,15.0,12.0,2.0,20.0,40.0,129.8,14.9,7.9,0.6,3.8,30,217.0,7.0,9.1,5,2.5,2,0,125.0,2.0,2,0.58,-2.03,2.62,3.7,3.9,75.0,51.0,68,0.0,0.0,0,3.0,2.0,66.7,24.0,2.0,3.0,9.0,0.0,8.0,42.0,21.0,34.0
