Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Локомотив Пловдив,14,Кхалил Милър,,34,28.7,974.6,524,15.4,176,354,49.7,38,104,36.5,134,172,77.9,100,297,397,43,65,69,35,93,55.1,61.0,22.3,112.8,20.1,4.0,12.3,33.5,23.4,7.4,3.4,6.9,7.5,0.49,12.83,6.61,6.21,163,107,65.6,39,14,35.9,3,2,66.7,12,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Черно море Тича,3,Джелани Уотсън-Гейл,,29,29.1,845.0,407,14.0,138,311,44.4,71,180,39.4,60,74,81.1,16,77,93,202,45,0,61,75,55.8,59.2,21.9,100.6,18.4,8.1,2.4,11.4,6.9,39.0,2.8,0.0,15.1,0.24,12.16,7.02,5.14,79,47,59.5,33,13,39.4,52,23,44.2,36,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Локомотив Пловдив,5,Грант Сингълтън,,25,25.1,626.6,385,15.4,131,271,48.3,54,147,36.7,69,83,83.1,10,87,97,149,31,2,47,49,58.3,62.6,26.5,108.6,20.2,7.7,1.9,15.3,8.9,41.2,2.5,0.3,13.3,0.31,12.03,7.13,4.91,104,67,64.4,14,8,57.1,44,18,40.9,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Балкан,10,Джоунс Пагенкопф,,18,24.3,437.0,197,10.9,68,155,43.9,18,63,28.6,43,57,75.4,14,60,74,108,26,2,29,37,49.7,54.7,22.3,94.2,14.4,4.6,4.1,15.5,10.2,38.0,3.1,0.5,13.9,0.37,10.68,4.69,5.98,65,42,64.6,23,7,30.4,27,8,29.6,17,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Локомотив Пловдив,0,Девърл Рамзи,,32,29.4,942.2,490,15.3,174,406,42.9,44,125,35.2,98,118,83.1,19,96,115,234,41,3,67,93,48.3,53.5,26.0,93.3,19.9,5.1,2.4,11.2,7.0,42.5,2.3,0.3,12.8,0.29,10.08,5.43,4.65,116,60,51.7,139,65,46.8,68,31,45.6,35,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Балкан,1,Травис Макконико,,16,27.1,433.5,233,14.6,77,176,43.8,32,91,35.2,47,60,78.3,11,67,78,85,26,7,52,46,52.8,57.6,27.0,91.6,18.8,7.3,3.2,18.2,10.9,36.7,3.2,1.7,20.4,0.34,9.95,4.07,5.88,50,35,70,28,8,28.6,46,17,37,29,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Черно море Тича,5,Ламонт Уест,,30,27.6,828.3,493,16.4,161,307,52.4,50,133,37.6,121,156,77.6,42,145,187,64,47,13,65,88,60.6,65.6,24.3,111.9,21.5,5.8,6.3,22.0,14.1,13.2,3.0,1.7,14.8,0.51,9.83,5.5,4.33,112,84,75,39,20,51.3,33,11,33.3,22,28,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Ботев 2012 Враца,77,Георги Герганов,,28,36.3,1017.2,615,22.0,207,445,46.5,52,146,35.6,149,247,60.3,31,125,156,153,57,1,73,80,52.4,55.5,29.4,98.1,29.1,6.9,3.7,14.9,9.3,28.7,3.0,0.1,11.6,0.56,9.76,5.25,4.51,183,114,62.3,91,32,35.2,56,23,41.1,34,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Рилски спортист,35,Христо Бъчков,,34,22.2,753.6,416,12.2,170,271,62.7,8,26,30.8,68,102,66.7,72,161,233,65,31,40,48,121,64.2,65.8,22.2,114.3,15.8,1.0,12.4,25.2,19.1,15.0,2.1,5.5,13.2,0.38,9.13,4.61,4.52,201,141,70.1,29,15,51.7,2,1,50,12,23,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Рилски спортист,1,Деян Карамфилов,,34,22.0,746.8,264,7.8,81,182,44.5,29,79,36.7,73,80,91.2,8,59,67,197,46,1,69,90,52.5,60.8,17.7,92.2,10.0,3.0,1.4,9.3,5.5,38.0,3.2,0.1,24.1,0.44,9.07,4.14,4.93,53,34,64.2,44,16,36.4,36,15,41.7,42,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
