Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Solent Kestrels Senior Men,5,Andre Arissol,,18,31.8,572.4,334,18.6,117,266,44.0,41,125,32.8,59,74,79.7,20,67,87,73,56,5,57,31,51.7,55.9,25.8,93.9,23.0,8.6,3.4,11.1,7.3,23.4,4.8,0.8,16.0,0.28,17.07,8.09,8.98,49,34,69.4,7,3,42.9,0,0,0,26,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnet Bulldogs Senior Men,6,Sable Cooper,,17,31.9,542.3,379,22.3,132,294,44.9,46,130,35.4,69,85,81.2,14,91,105,62,57,5,46,39,52.7,57.2,29.1,100.4,27.4,9.4,2.7,18.6,10.3,22.2,5.2,0.9,12.2,0.29,16.2,9.0,7.2,79,51,64.6,10,6,60,2,2,100,18,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Solent Kestrels Senior Men,11,Luke Busumbru,,12,29.2,350.8,128,10.7,47,90,52.2,7,22,31.8,27,48,56.2,15,62,77,62,16,10,21,14,56.1,57.6,15.4,96.9,13.2,2.3,4.0,17.9,10.7,27.2,2.2,2.5,15.9,0.53,15.29,6.83,8.46,37,22,59.5,3,3,100,0,0,0,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnet Bulldogs Senior Men,0,Chuck Duru,,1,27.1,27.1,23,23.0,9,15,60.0,2,6,33.3,3,3,100.0,2,1,3,4,3,0,2,4,66.7,70.5,23.1,125.5,22.6,5.9,6.3,4.0,5.3,27.2,4.6,0.0,10.9,0.2,15.28,9.09,6.19,4,3,75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham City University Senior Men,11,Reiss Faure-Daley,,21,28.7,603.5,253,12.0,89,237,37.6,54,155,34.8,21,30,70.0,20,90,110,157,101,3,72,60,48.9,50.6,20.3,78.5,13.8,8.5,3.0,14.6,8.5,41.7,7.6,0.5,22.3,0.13,14.65,5.62,9.02,22,15,68.2,15,4,26.7,11,3,27.3,56,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Solent Kestrels Senior Men,6,Ethan Round,,20,27.3,545.7,251,12.6,88,214,41.1,48,137,35.0,27,32,84.4,19,76,95,61,34,3,29,30,52.3,55.0,19.5,97.6,15.6,8.5,3.3,13.5,8.4,19.0,3.0,0.5,11.3,0.15,13.81,6.7,7.12,35,18,51.4,5,4,80,1,0,0,18,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
St Helens Saints Senior Men,14,Disraeli Lufadeju,,21,34.2,718.4,464,22.1,155,339,45.7,51,133,38.3,103,127,81.1,46,112,158,91,61,3,71,63,53.2,58.8,26.7,99.6,26.1,7.5,6.5,15.8,11.1,23.8,4.0,0.4,15.2,0.37,13.63,8.64,4.99,91,67,73.6,22,9,40.9,6,2,33.3,30,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Magic Senior Men I,8,Jack Walton,,23,32.6,749.2,438,19.0,158,360,43.9,79,189,41.8,43,60,71.7,11,70,81,118,37,0,71,28,54.9,56.7,26.4,95.8,23.8,10.3,1.6,9.3,5.6,29.3,2.5,0.0,15.5,0.17,13.29,8.36,4.93,48,30,62.5,56,29,51.8,11,8,72.7,38,25,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheffield Arrows Senior Men,23,Diogo Soares,,22,37.1,816.6,292,13.3,113,239,47.3,43,126,34.1,23,50,46.0,50,160,210,115,51,33,44,56,56.3,55.9,15.2,95.7,15.6,6.7,5.9,18.6,12.3,21.5,2.9,3.4,14.4,0.21,13.1,7.41,5.69,76,54,71.1,0,0,0,1,0,0,20,16,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Worcester Wolves Senior Men,21,Earl Burgess,,24,29.6,709.3,442,18.4,181,323,56.0,9,27,33.3,71,100,71.0,101,146,247,42,29,19,40,47,57.4,60.2,23.9,108.6,22.6,1.4,14.5,21.3,17.9,11.9,2.0,2.7,9.8,0.31,12.95,8.1,4.85,159,110,69.2,19,10,52.6,0,0,0,14,16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
