# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 478
# Qualified players exported: 226
# Total stints used: 6302
# Garbage time stints excluded: 300
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Birmingham City University Senior Men,11,Reiss Faure-Daley,1199,4.38,5.37,9.75
Solent Kestrels Senior Men,6,Ethan Round,1055,4.77,3.73,8.5
CoLA Southwark Pride Senior Men,13,Toby Gass,690,3.35,3.32,6.66
Solent Kestrels Senior Men,5,Andre Arissol,1107,2.04,4.26,6.3
Worcester Wolves Senior Men,21,Earl Burgess,1317,4.53,1.63,6.17
Barking Abbey Senior Men I,5,Micael Filho,481,-0.3,5.74,5.43
Manchester Magic Senior Men I,10,Pharroh Gordon,335,4.17,1.17,5.34
Barnet Bulldogs Senior Men,22,Robert Mccowan,572,4.12,1.11,5.23
Myerscough Basketball Academy Senior Men I,0,Harry Sheehan,1057,3.44,1.72,5.16
Birmingham City University Senior Men,10,Vivaldo Ferreira,619,3.1,1.74,4.85
Sheffield Arrows Senior Men,23,Diogo Soares,1601,4.02,0.77,4.79
London Stars Senior Men,83,Dayvantia Campbell-Deeble,256,3.1,1.45,4.55
Sheffield Sharks Senior Men,12,Sedale Hanson-Young,1271,2.3,2.12,4.42
Richmond Knights Senior Men,14,Kai Hypolite-Sealy,680,0.47,3.82,4.3
St Helens Saints Senior Men,9,Connor Murtagh,1047,1.72,2.56,4.29
Barnet Bulldogs Senior Men,6,Sable Cooper,1067,3.21,1.05,4.26
Barnet Bulldogs Senior Men,32,Leome Francis,397,0.35,3.9,4.25
Birmingham City University Senior Men,17,Conroy Hayden,879,2.04,2.2,4.25
Manchester Magic Senior Men I,5,Osarumwense Fortune Iguma,706,1.5,2.74,4.24
Barking Abbey Senior Men I,10,Kervy Mabaya,788,3.51,0.72,4.23
Worcester Wolves Senior Men,9,Emmanuel Yeboah,895,2.63,1.51,4.14
Manchester Magic Senior Men I,13,Daniel Davies,939,2.72,1.41,4.12
Barnet Bulldogs Senior Men,21,Samuel Williams,719,0.74,3.27,4.0
Myerscough Basketball Academy Senior Men I,9,Olivier Esingle,874,2.01,1.97,3.98
Barnet Bulldogs Senior Men,8,Tobi Ojuri,541,3.61,0.21,3.82
Birmingham City University Senior Men,16,Emeka Akim Nweke,293,1.61,2.19,3.8
St Helens Saints Senior Men,10,Kieran Jones,830,2.79,0.98,3.77
Manchester Magic Senior Men I,3,Oluwademilade Babalola,607,0.53,3.04,3.56
Solent Kestrels Senior Men,4,Jakub Ofman,767,1.64,1.87,3.51
Manchester Magic Senior Men I,15,Bailey Goodall,1063,2.68,0.81,3.49
Worcester Wolves Senior Men,10,Humberto Ferreira,1322,-0.46,3.88,3.42
