Canonical,Team,Numbers,Variations
Barack Manfo-Marc,CoLA Southwark Pride Senior Men,11/9,Barack Manfo-Marc
Alex Morenti,CoLA Southwark Pride Senior Men,12,Alex Morenti
Chung Sing Alvin Wong,Oxford Hoops Senior Men,2,Chun Sing Alvin Wong; Chung Sing Alvin Wong
Callum Martin,Leicester Warriors Senior Men,6,Callum Martin
Kunal Bagga,Sheffield Arrows Senior Men,12/8,Kunal Bagga; K Bagga
Miles Felletti-O’Donnell,Teesside Lions Senior Men,23/34/48,Miles Felletti-O’Donnell
Zewelanji Sinkala,Birmingham City University Senior Men,2/5/8,Zewelanji Sinkala; Zewe Sinkala
David Okereke,Oxford Hoops Senior Men,1,David Okereke
7 Temilola,Greenwich Titans Senior Men,13,7 Temilola
R Nunn,CoLA Southwark Pride Senior Men,7/8,R Nunn
G. vasiliausuas,Greenwich Titans Senior Men,7,G Vasiliausuas
Joshua Alimi,London Elite Senior Men I,0/4,Joshua Alimi
Tega Agbede,London Elite Senior Men I,1/11/12/22,Tega Agbede
Jonathan Amui,Richmond Knights Senior Men,17,Jonahtan Amui; Jonathan Amui
a. a,Barnet Bulldogs Senior Men,9,A A
Malcolm Sung,Worcester Wolves Senior Men,7,Malcolm Sung
Elhadji Ndaw,Teesside Lions Senior Men,31/77,Elhadji Ndaw
Sayomi Laditan-Adebiyi,Myerscough Basketball Academy Senior Men I,24,Sayomi Laditan-Adebiyi; Solomi Laditan-Adebiyi
Cameron Thomas,London Elite Senior Men I,6/8,Cameron Thomas
Aaron Brooks,London Lions Senior Men II,2/5/7/8,Aaron Brooks
Lucas Williams,London Lions Senior Men II,5,Lucas Williams
Nestor Saa,London Lions Senior Men II,21,N Saa; Nestor Saa
Kamarni Steadman,Worcester Wolves Senior Men,25,Kamarni Steadman
Rhys Hageith,St Helens Saints Senior Men,7,Rhys Hageith
Gytis Vasiliauskas,Greenwich Titans Senior Men,7/8,Gytis Vasiliauskas
Brandon Read Strahan,Oxford Hoops Senior Men,9,Brandon Read Strahan
Jamie Cummins,Oxford Hoops Senior Men,23,Jamie Cummins
Lucas Morris,Manchester Magic Senior Men I,9,Lucas Morris
Stefan Rosier,Cardiff Met Archers Senior Men I,7/8,Stefan Rosier
J. Granam,Birmingham City University Senior Men,8,J Granam
S. Barnaby,Birmingham City University Senior Men,12,S Barnaby
Kingston Miller,Leicester Warriors Senior Men,11/12/14/15/7,Kingston Miller
Richard Radu,Solent Kestrels Senior Men,11/4,Richard Radu
Javen Osei-Owusu,Solent Kestrels Senior Men,7,Javen Osei-Owusu
Marley Edwards,Solent Kestrels Senior Men,12,Marley Edwards
Ramsay Quidam,London Elite Senior Men I,10,Ramsay Quidam; R Quidam
Haroldas Kmitas,London Stars Senior Men,0/6,Haroldas Kmitas
Reece Griffiths,Liverpool Senior Men,4/7,Reece Griffiths
Akobuike Orlu,Cobham Cobras Senior Men,0,Akobuike Orlu
Nathaniel Ebifemi,London Elite Senior Men I,8,Nathaniel Ebifemi
Bakary Coulibali,London Elite Senior Men I,16/50,Bakary Coulibali
Harrun Handuleh,Sheffield Arrows Senior Men,10/14/15/25/30/4/5/8,Harrun Handuleh; H Handuleh
Ruben Solomon,CoLA Southwark Pride Senior Men,11/4/8,Ruben Solomon
Jodeci Grant,CoLA Southwark Pride Senior Men,5,Jodeci Grant
Daniel Ekwukoma,CoLA Southwark Pride Senior Men,8,Daniel Ekwukoma
Ronan Johnson,CoLA Southwark Pride Senior Men,10/9,Ronan Johnson
Tamunodimeari Ibiama,CoLA Southwark Pride Senior Men,11,Tamunodimeari Ibiama
Alexander Nwabueze,Barking Abbey Senior Men I,14/22/24/30/4/41/44,Alexander Nwabueze
Tim Mears,Leicester Warriors Senior Men,13,Tim Mears
Michael Hood,Teesside Lions Senior Men,29,Michael Hood
Adam Moore,Sheffield Arrows Senior Men,12,Adam Moore
Shaun Sebastian,Greenwich Titans Senior Men,6,S Sebastian; Shaun Sebastian
Babawale Oyeyemi,Richmond Knights Senior Men,16,Babawale Oyeyemi
Aaron Williams,Richmond Knights Senior Men,0/24/8,Aaron Williams
Macaulay Jones,Cardiff Met Archers Senior Men I,6/9,Macaulay Jones
Nataniel Ebifeni,London Elite Senior Men I,13,Nataniel Ebifeni
Troy Castilo,Cobham Cobras Senior Men,21,Troy Castilo
Lewis Bennett,London Lions Senior Men II,4,Lewis Bennett; L Bennett
Thomas Ellwood,St Helens Saints Senior Men,11/13,Thomas Ellwood
Aleksander Meszek,Teesside Lions Senior Men,20,Aleksander Meszek
B. Dave,Greenwich Titans Senior Men,1,B Dave
Miles Moore,Sheffield Sharks Senior Men,31,Miles Moore
Jezzrael Sapigao,Oxford Hoops Senior Men,19,Jezzrael Sapigao
A Thibault,London Lions Senior Men II,0,A Thibault
A Duonn,London Lions Senior Men II,2,A Duonn
Z Mwanki,London Lions Senior Men II,3,Z Mwanki
F Heath,London Lions Senior Men II,5,F Heath
L Ogdan,London Lions Senior Men II,7,L Ogdan
J Mensan,London Lions Senior Men II,8,J Mensan
L Thomson,CoLA Southwark Pride Senior Men,6,L Thomson
S Shirwac,CoLA Southwark Pride Senior Men,9,S Shirwac
B Owoloshile,CoLA Southwark Pride Senior Men,10,B Owoloshile
Troy Castillo,Cobham Cobras Senior Men,21/60,Troy Castillo
Alex Cisse,Myerscough Basketball Academy Senior Men I,4,Alex Cisse
Junior Sanchez,Myerscough Basketball Academy Senior Men I,6,Junior Sanchez
I. Askwith,Sheffield Arrows Senior Men,14,I Askwith
Ritvars Lacitis,Leicester Warriors Senior Men,7,Ritvars Lacitis
Taiwo Hamilton,Leicester Warriors Senior Men,6/8,Taiwo Hamilton; T Hamilton
Michael Tuck,Sheffield Sharks Senior Men,47,Mike Tuck; Michael Tuck
Dziugas Nemunaitis,London Lions Senior Men II,24/5,Dziugas Nemunaitis
Leonardo Pelaez Diaz,Barnet Bulldogs Senior Men,13/21,Leonardo Pelaez Diaz
Alejandro Prescott-Cornejo,Oxford Hoops Senior Men,15,Alejandro Prescott-Cornejo
Isaac Ashwith,Sheffield Arrows Senior Men,11/12/5,Isaac Ashwith
Sam Mamuini,Teesside Lions Senior Men,46/5,Sam Mamuini
Louis Thompson,CoLA Southwark Pride Senior Men,6,Louis Thompson
Taiwo Badmus,Richmond Knights Senior Men,2,Taiwo Badmus
Kadir Crawford,St Helens Saints Senior Men,4,K Crawford; Kadir Crawford
Abdul-Malik Akewushola,Worcester Wolves Senior Men,16,Abdul-Malik Akewushola
Brandon Daye,Greenwich Titans Senior Men,1,Brandon Daye
Myles Messenger,London Lions Senior Men II,10/14,Myles Messenger
K. Jezewskiok,Greenwich Titans Senior Men,43,K Jezewskiok
D. Gmebarenedhin,Greenwich Titans Senior Men,9,D Gmebarenedhin
Luca Lara Sanchez,Manchester Magic Senior Men I,11/9,Luca Lara Sanchez
Andrew Nkwolo,CoLA Southwark Pride Senior Men,15,A Nkwolo; Andrew Nkwolo
A Noore,Sheffield Arrows Senior Men,14,A Noore
Teddy Barns,Greenwich Titans Senior Men,6,Teddy Barns
Dawit Ghebremedhin,Greenwich Titans Senior Men,9,Dawit Ghebremedhin
Kamil Jezewski,Greenwich Titans Senior Men,43,Kamil Jezewski
Jubrio Azeeez,CoLA Southwark Pride Senior Men,4,Jubrio Azeeez
Brian Nguru,CoLA Southwark Pride Senior Men,12/8,Brian Nguru
Leonard Mustre,Cobham Cobras Senior Men,85,Leonard Mustre
Andreas Lycoudis,Sheffield Arrows Senior Men,25,Andreas Lycoudis; A Lycoudis
Nathan Diboe Weaver,St Helens Saints Senior Men,10/11/13,Nathan Diboe Weaver
Jubril Azeez,CoLA Southwark Pride Senior Men,9,Jubril Azeez
Bradley Kaboza,London Stars Senior Men,53,Bradley Kaboza
Ravi Edirimuni,Cardiff Met Archers Senior Men I,6,Ravi Edirimuni
Ruben Cryer,CoLA Southwark Pride Senior Men,10,Ruben Cryer
Yunis Antonelli,Richmond Knights Senior Men,7,Yunis Antonelli
Alhaji Allie Fullah,London Elite Senior Men I,23,Alhaji Allie Fullah
Kevin Perez Pineda,London Lions Senior Men II,10,Kevin Perez Pineda
Matthew Kakou,London Lions Senior Men II,24,Mathew Kakou; Matthew Kakou
Roy Keeling,Sheffield Arrows Senior Men,14,Roy Keeling
Riley Nunn,CoLA Southwark Pride Senior Men,11,Riley Nunn
A Fulha,London Elite Senior Men I,23,A Fulha
J. Harvey,London Elite Senior Men I,26,J Harvey
I. Ahmed,London Elite Senior Men I,11,I Ahmed
Rodney Osei-Nyarko,London Stars Senior Men,0,Rodney Osei-Nyarko
Martynas Paulauskas,London Stars Senior Men,30,Martynas Paulauskas
Jordan Franck,London Elite Senior Men I,14,Jordan Franck
Noah Binun,London Elite Senior Men I,18,N Binun; Noah Binun
James Harvey Otch-Alam,London Elite Senior Men I,26,James Harvey Otch-Alam
I. Klaraci,Barking Abbey Senior Men I,28,I Klaraci
Kimbe Ngabala,Barking Abbey Senior Men I,24/7,Kimbe Ngabala
