Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ALBA BERLIN,8,Player 8,,1,20.4,20.4,21,21.0,6,14,42.9,4,10,40.0,5,6,83.3,0,2,2,4,2,0,1,1,57.1,63.1,41.7,119.0,28.8,13.7,0.0,13.5,6.4,43.0,5.0,0.0,5.7,0.43,18.25,10.9,7.34,3,2,66.7,1,0,0,10,4,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHP RIESEN Ludwigsburg,3,Stefan Smith,,1,36.5,36.5,35,35.0,6,16,37.5,4,9,44.4,19,20,95.0,0,4,4,5,3,0,4,4,50.0,70.6,35.8,121.5,40.1,10.3,0.0,14.1,7.4,26.2,4.2,0.0,13.9,1.25,17.04,10.63,6.41,6,1,16.7,1,1,100,9,4,44.4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fitness First Würzburg Baskets,10,Davion Mintz,,1,26.3,26.3,21,21.0,7,10,70.0,4,4,100.0,3,4,75.0,0,4,4,1,2,0,2,1,90.0,89.3,27.0,152.6,30.0,5.7,0.0,14.5,8.7,13.4,4.4,0.0,14.5,0.4,16.63,5.77,10.86,3,2,66.7,3,1,33.3,4,4,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Bayern München Basketball,0,Nenad Dimitrijevic,,1,31.0,31.0,24,24.0,6,12,50.0,2,4,50.0,10,12,83.3,1,4,5,7,0,0,2,4,58.3,69.4,27.3,124.5,28.7,4.8,3.6,13.5,8.7,52.6,0.0,0.0,10.4,1.0,15.46,10.32,5.14,3,2,66.7,5,2,40,4,2,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Bayern München Basketball,44,Kamar Baldwin,,1,19.4,19.4,12,12.0,5,8,62.5,1,2,50.0,1,2,50.0,0,3,3,3,3,1,1,2,68.8,67.6,23.7,121.5,15.9,2.7,0.0,18.2,10.2,28.6,8.2,5.7,10.1,0.25,15.36,7.26,8.1,4,2,50,2,2,100,2,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telekom Baskets Bonn,4,Jeff Garrett Jr,,1,24.5,24.5,20,20.0,7,9,77.8,6,8,75.0,0,0,0,1,4,5,0,2,2,3,4,111.1,111.1,21.4,166.7,26.4,10.6,4.4,27.2,13.4,0.0,4.2,9.9,25.0,0.0,14.82,11.73,3.09,1,1,100,0,0,0,8,6,75,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASTA Vechta,11,Alonzo Verge Jr,,3,29.3,88.0,73,24.3,27,50,54.0,3,9,33.3,16,19,84.2,3,11,14,16,4,0,6,7,57.0,62.5,34.5,113.4,32.1,4.0,4.4,16.3,10.4,40.3,2.4,0.0,9.3,0.38,14.32,7.4,6.92,30,20,66.7,11,4,36.4,9,3,33.3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLP Academics Heidelberg,0,Damariae Horne,,1,31.6,31.6,23,23.0,8,16,50.0,3,6,50.0,4,5,80.0,2,2,4,5,1,0,4,2,59.4,63.2,32.4,103.6,35.2,9.2,6.7,6.5,6.6,34.6,1.5,0.0,18.0,0.31,13.19,6.65,6.54,4,3,75,6,2,33.3,6,3,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNTAINICS MBC,23,Charles Callison,,1,28.1,28.1,29,29.0,11,13,84.6,7,8,87.5,0,0,0,0,0,0,2,0,0,2,0,111.5,111.5,26.1,193.3,39.9,11.0,0.0,0.0,0.0,21.3,0.0,0.0,13.3,0.0,12.95,17.48,-4.53,3,2,66.7,2,2,100,8,7,87.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EWE Baskets Oldenburg,3,Christopher Clemons,,4,31.4,125.6,76,19.0,23,57,40.4,14,35,40.0,16,18,88.9,3,14,17,14,9,0,9,8,52.6,58.5,27.2,102.8,25.5,11.7,2.8,15.9,8.7,22.6,3.8,0.0,12.2,0.32,12.55,5.74,6.81,14,6,42.9,8,3,37.5,35,14,40,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ALBA BERLIN,6,Malte Delow,,4,21.8,87.3,56,14.0,19,30,63.3,8,14,57.1,10,12,83.3,3,8,11,7,5,0,8,6,76.7,79.4,21.5,129.4,18.7,4.7,4.3,10.7,7.6,15.4,3.0,0.0,18.5,0.4,12.55,6.54,6.01,15,10,66.7,1,1,100,14,8,57.1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BMA365 Bamberg Baskets,24,Cobe Williams,,5,28.0,139.9,88,17.6,28,58,48.3,15,27,55.6,17,23,73.9,6,10,16,30,9,0,11,16,61.2,64.6,27.0,111.2,22.6,6.9,5.6,8.4,7.0,38.6,3.4,0.0,13.9,0.4,12.46,7.01,5.45,18,8,44.4,13,5,38.5,27,15,55.6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Bayern München Basketball,21,Justus Hollatz,,3,18.7,56.2,32,10.7,13,15,86.7,4,5,80.0,2,2,100.0,4,5,9,7,2,0,2,9,100.0,100.8,14.5,179.0,13.7,2.1,8.8,9.5,9.2,22.5,1.9,0.0,11.2,0.13,12.36,7.67,4.69,8,7,87.5,2,2,100,5,4,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artland Dragons,25,Benjamin Forrest Burnham,,36,29.2,1052.7,730,20.3,289,470,61.5,67,150,44.7,85,120,70.8,87,267,354,82,46,33,77,67,68.6,69.8,26.2,121.7,26.1,5.4,10.4,31.4,21.0,14.8,2.3,3.1,12.8,0.26,12.14,8.62,3.52,247,182,73.7,73,40,54.8,150,67,44.7,21,43,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BMA365 Bamberg Baskets,2,Ibi Watson,,4,30.8,123.1,64,16.0,20,35,57.1,13,21,61.9,11,12,91.7,7,16,23,14,3,0,8,9,75.7,79.4,19.1,132.6,20.9,6.8,7.3,15.0,11.4,20.1,1.3,0.0,16.6,0.34,12.14,7.75,4.39,6,4,66.7,8,3,37.5,21,13,61.9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Bayern München Basketball,16,Stefan Jovic,,1,15.8,15.8,5,5.0,2,2,100.0,1,1,100.0,0,0,0,0,2,2,4,1,0,1,1,125.0,125.0,8.9,166.7,6.6,1.3,0.0,12.7,6.8,30.8,3.2,0.0,33.3,0.0,11.96,6.5,5.47,0,0,0,1,1,100,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NINERS Chemnitz,10,Kaza Kajami-Keane,,1,24.0,24.0,12,12.0,4,6,66.7,4,6,66.7,0,0,0,1,2,3,5,1,0,0,4,100.0,100.0,11.6,200.0,15.4,7.7,6.2,10.8,8.6,39.1,2.2,0.0,0.0,0.0,11.55,8.61,2.93,0,0,0,0,0,0,6,4,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VET-CONCEPT Gladiators Trier,55,Eli Brooks,,3,28.8,86.3,60,20.0,23,45,51.1,7,17,41.2,7,8,87.5,5,4,9,18,2,0,7,5,58.9,61.8,29.4,108.1,26.7,7.6,7.0,5.1,6.0,39.1,1.3,0.0,12.6,0.18,11.52,10.17,1.36,26,15,57.7,2,1,50,17,7,41.2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
