Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Phoenix Hagen,Jeffrey Carroll,30,Jeffrey Carroll,45,20.8,934.1,551.0,12.2,197.0,401.0,49.1,70.0,186.0,37.6,87.0,108.0,80.6,36.0,146.0,182.0,60.0,33.0,5.0,57.0,62.0,450.7,24.4,15.3,1.7,5.1,124,675.0,15.0,18.8,43,3.1,25,14,69.0,36.2,14,4.32,0.26,4.06,3.5,2.9,130.0,85.0,65.4,85.0,42.0,49.4,186.0,70.0,37.6,27.0,12.0,21.0,29.0,0.0,4.0,60.0,107.0,111.0
Phoenix Hagen,Tim Uhlemann,21,Tim Uhlemann,45,19.1,858.7,453.0,10.1,166.0,324.0,51.2,80.0,198.0,40.4,41.0,59.0,69.5,47.0,150.0,197.0,53.0,37.0,12.0,46.0,79.0,335.0,19.7,12.6,1.5,5.5,124,577.0,12.8,16.1,29,2.9,18,3,75.1,19.3,10,6.15,1.13,5.02,4.1,3.0,89.0,70.0,78.7,37.0,16.0,43.2,198.0,80.0,40.4,35.0,3.0,21.0,17.0,1.0,4.0,70.0,58.0,80.0
Phoenix Hagen,Marcus Henri Graves,0,Marcus Henri Graves,44,24.6,1081.7,596.0,13.5,190.0,465.0,40.9,95.0,270.0,35.2,121.0,145.0,83.4,29.0,129.0,158.0,238.0,47.0,3.0,98.0,108.0,573.9,26.8,16.6,6.6,4.4,526,1122.0,25.5,31.2,57,3.8,38,23,59.2,52.1,15,5.17,0.9,4.28,1.9,1.7,161.0,81.0,50.3,34.0,14.0,41.2,270.0,95.0,35.2,58.0,47.0,70.0,17.0,0.0,6.0,56.0,123.0,78.0
Bozic Estriche Knights Kirchheim,Lucas Mayer,8,Lucas Mayer,44,26.3,1155.8,494.0,11.2,187.0,412.0,45.4,63.0,191.0,33,57.0,101.0,56.4,24.0,175.0,199.0,116.0,40.0,10.0,115.0,121.0,525.5,23.7,14.6,3.4,5.9,267,761.0,17.3,22.4,21,1.9,18,10,46.9,25.4,11,-1.13,-5.1,3.97,2.9,2.9,158.0,96.0,60.8,63.0,28.0,44.4,191.0,63.0,33,73.0,33.0,54.0,41.0,0.0,13.0,59.0,89.0,106.0
Phoenix Hagen,Bjarne Kraushaar,4,Bjarne Kraushaar,44,25.6,1126.6,389.0,8.8,130.0,295.0,44.1,40.0,123.0,32.5,89.0,115.0,77.4,24.0,95.0,119.0,266.0,43.0,0.0,78.0,94.0,383.6,17.2,10.8,7.4,3.3,588,977.0,22.2,27.2,54,3.9,32,23,64.1,45.1,14,2.79,-1.0,3.79,1.3,2.1,132.0,74.0,56.1,40.0,16.0,40,123.0,40.0,32.5,65.0,19.0,47.0,15.0,0.0,11.0,35.0,53.0,54.0
Phoenix Hagen,Fabian Bleck,10,Fabian Bleck,44,20.3,892.1,239.0,5.4,97.0,191.0,50.8,12.0,44.0,27.3,33.0,51.0,64.7,85.0,130.0,215.0,66.0,36.0,6.0,39.0,102.0,160.7,9.1,6.7,1.8,6.0,151,390.0,8.9,10.9,17,2.1,10,4,72.3,13.8,8,1.91,-3.04,4.94,3.9,4.3,132.0,80.0,60.6,15.0,5.0,33.3,44.0,12.0,27.3,19.0,0.0,17.0,16.0,2.0,1.0,41.0,22.0,35.0
Bozic Estriche Knights Kirchheim,Aeneas Jung,19,Aeneas Jung,44,16.7,736.1,203.0,4.6,68.0,134.0,50.7,8.0,38.0,21.1,59.0,93.0,63.4,47.0,98.0,145.0,30.0,15.0,12.0,33.0,129.0,154.5,10.9,6.0,0.9,4.3,67,270.0,6.1,8.0,13,1.9,9,2,65.8,9.9,7,-2.44,-6.62,4.18,4.0,4.1,87.0,57.0,65.5,9.0,3.0,33.3,38.0,8.0,21.1,19.0,0.0,10.0,8.0,1.0,6.0,41.0,41.0,29.0
Bozic Estriche Knights Kirchheim,Nil Failenschmid Clavera,15,Nil Failenschmid Clavera,44,17.4,764.1,165.0,3.8,59.0,129.0,45.7,29.0,75.0,38.7,18.0,24.0,75,30.0,56.0,86.0,29.0,19.0,20.0,9.0,74.0,113.8,7.8,4.9,0.9,2.5,70,235.0,5.3,6.9,2,0.5,6,2,14.5,6.9,4,0.98,-3.68,4.66,3.3,4.4,41.0,26.0,63.4,13.0,4.0,30.8,75.0,29.0,38.7,4.0,1.0,3.0,3.0,0.0,2.0,16.0,42.0,36.0
Phoenix Hagen,Dominick Jordan von Waaden,13,Dominick Jordan von Waaden,44,10.8,473.5,129.0,2.9,40.0,96.0,41.7,30.0,79.0,38,19.0,23.0,82.6,15.0,27.0,42.0,19.0,15.0,2.0,14.0,61.0,100.9,10.8,3.6,0.5,1.2,45,174.0,4.0,4.8,16,3.2,9,2,81.0,9.9,5,0.37,-3.72,4.09,2.7,4.4,11.0,7.0,63.6,6.0,3.0,50,79.0,30.0,38,2.0,5.0,7.0,2.0,0.0,2.0,14.0,19.0,34.0
Bozic Estriche Knights Kirchheim,Tylan James Pope,9,Tylan James Pope,43,27.1,1165.0,676.0,15.7,267.0,522.0,51.1,65.0,163.0,39.9,77.0,108.0,71.3,77.0,206.0,283.0,56.0,60.0,35.0,59.0,110.0,529.5,23.7,19.9,1.7,8.3,115,791.0,18.4,23.3,39,3.2,31,14,52.5,37.2,12,5.53,0.25,5.28,4.2,2.6,258.0,164.0,63.6,101.0,38.0,37.6,163.0,65.0,39.9,76.0,6.0,19.0,24.0,1.0,2.0,109.0,96.0,103.0
