Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
Phoenix Hagen,"Bjarne Kraushaar, Dennis Nawrocki, Fabian Bleck, Marcus Henri Graves, Tim Uhlemann",PS Karlsruhe LIONS,"David Opowu Ejah, Isaiah Rayshaud Hart, Kilian Binapfl, Tyrese Williams, Wesley Chima Oba",2,767,12.8,25.4,24,9,23,39.1,5,12,41.7,1,1,100,1,8,9,7,3,1,3,6,23,9,22,40.9,3,9,33.3,2,2,100,2,13,15,7,2,2,5,2,25.4,25.1,94.6,91.6,3,91.6,94.6,-3,1,9,4,44.4,2,0,0,12,5,41.7,9,4,44.4,4,2,50,9,3,33.3,2,1,0,0,3,2,0,0,0,7,2,4,2,3
RheinStars Köln,"Björn Rohwer, Cedric Cezell Russell Jr, Kenny André Calliste Kéannou Baptiste, Maximilian Begue, Michael Jordan Miller",VfL SparkassenStars Bochum,"Antonio Deshon Williams, Dravon Mangum, Kilian Dietz, Lars Kamp, Myreon Lamar Jones JR",1,772,12.9,25.3,22,8,23,34.8,4,15,26.7,2,4,50,6,9,15,3,1,1,8,6,27,10,21,47.6,4,11,36.4,3,4,75,0,8,8,5,7,1,2,5,25.9,24.8,85,109,-24,109,85,24,-5,6,4,66.7,2,0,0,15,4,26.7,6,4,66.7,4,2,50,11,4,36.4,4,3,0,0,1,1,0,0,7,3,2,0,13,12
Uni Baskets Münster,"Julian Lamont Larry, Neil Masnic, Nicholas Khalil Mc Mullen, Paul Viefhues, Timetric Jerome Hodges",GIESSEN 46ers,"Daniel Alexander Norl, Jonathan Maier, Kyle Anthony Castlin, Robin Benzing, Simon Krajcovic",1,737,12.3,22.7,19,8,20,40,2,10,20,1,2,50,3,9,12,3,4,0,3,4,20,8,23,34.8,2,12,16.7,2,3,66.7,3,9,12,4,0,0,4,3,20.7,24.3,91.9,82.3,9.6,82.3,91.9,-9.6,-1,9,6,66.7,1,0,0,10,2,20,9,5,55.6,2,1,50,12,2,16.7,2,0,0,0,4,0,0,0,4,2,5,4,0,5
Tigers Tübingen,"Bernard Joel Pelote III, Kaya Kaan Hakan Bayram, Melkisedek Kwaku Moreaux, Miles Lamar Tention, Patrick Etienne Fardy Emilien",Artland Dragons,"Amir Jabbar Hinton, Benjamin Forrest Burnham, Connor Van Anthony, Linus Ruf, Timo Lanmüller",1,698,11.6,21.8,23,7,19,36.8,2,10,20,7,9,77.8,2,3,5,7,1,1,2,5,36,14,18,77.8,5,6,83.3,3,4,75,1,11,12,8,1,0,2,8,23.0,20.7,100.1,174,-73.9,174,100.1,73.9,-13,4,2,50,5,3,60,10,2,20,9,7,77.8,3,2,66.7,6,5,83.3,0,1,0,0,0,1,0,0,2,6,3,3,4,2
Artland Dragons,"Amir Jabbar Hinton, Benjamin Forrest Burnham, Connor Van Anthony, Linus Ruf, Timo Lanmüller",EPG Baskets Koblenz,"Badu Buck, Decorian Jeffries, Devonte Jasai McCall, Julian Lamont Larry, Marko Bacak",1,641,10.7,21.3,19,6,15,40,1,4,25,6,9,66.7,3,7,10,3,2,1,5,3,18,7,16,43.8,2,5,40,2,4,50,0,8,8,4,3,0,3,6,21.3,20.8,89.1,86.7,2.4,86.7,89.1,-2.4,1,4,4,100,7,1,14.3,4,1,25,7,3,42.9,4,2,50,5,2,40,0,5,0,0,2,1,0,0,2,5,6,0,2,4
HAKRO Merlins Crailsheim,"Anthony Malik Gaines, Brock Boone Gardner, Marvin Ogunsipe, Tyreese Blunt, Xavier Trent Johnson",GIESSEN 46ers,"Daniel Alexander Norl, Kyle Anthony Castlin, Simon Krajcovic, Till Gloger, Viktor Kovacevic",2,685,11.4,20.8,30,11,21,52.4,6,14,42.9,2,2,100,4,9,13,8,3,0,2,3,17,7,17,41.2,3,7,42.9,0,0,0,0,6,6,2,1,0,5,6,19.6,22.0,153.1,77.3,75.8,77.3,153.1,-75.8,13,6,5,83.3,1,0,0,14,6,42.9,8,4,50,2,0,0,7,3,42.9,1,0,0,1,2,2,0,0,6,6,9,0,3,2
BMA365 Bamberg Baskets,"Cobe Williams, Demarcus Demonia, Ejiofor Onu, Ibi Watson, Richard Balint",MLP Academics Heidelberg,"Kevin McClain, Marcus Weathers, Michael Weathers, Osun Osunniyi, Samuell Williamson",1,573,9.6,19.6,18,5,17,29.4,3,9,33.3,5,6,83.3,4,7,11,2,5,0,5,6,15,5,12,41.7,2,6,33.3,3,3,100,0,6,6,5,3,0,6,4,19.5,19.3,92.3,77.6,14.6,77.6,92.3,-14.6,3,4,2,50,4,0,0,9,3,33.3,5,3,60,1,0,0,6,2,33.3,2,1,0,0,3,3,0,0,6,3,10,0,6,4
HAKRO Merlins Crailsheim,"Anthony Malik Gaines, Brock Boone Gardner, Keyshaun Darrius Langley, Marvin Ogunsipe, Tyreese Blunt",Bozic Estriche Knights Kirchheim,"Lucas Mayer, Nicolas Bretzel, Phillip Montreal Russelll, Tylan James Pope, Tyrel Maurice Morgan",1,528,8.8,17.9,18,7,15,46.7,2,6,33.3,2,3,66.7,0,5,5,5,4,0,1,4,16,7,14,50,1,2,50,1,3,33.3,2,8,10,2,0,1,5,5,17.3,18.2,103.9,88,15.9,88,103.9,-15.9,2,8,4,50,1,1,100,6,2,33.3,8,5,62.5,4,1,25,2,1,50,0,1,0,0,1,3,0,1,0,7,1,3,2,0
Bayer Giants Leverkusen,"Dennis Heinzmann, Donte Nicholas, John Williams Jr, Kobe Langley, Sebastian Brach",Nürnberg Falcons BC,"Brandton Dean Chatfield, Carter Dean Whitt, Evan Derek Taylor, Tom Stoiber, Vincent Friederici",1,753,12.6,17.8,19,7,18,38.9,3,11,27.3,2,2,100,3,4,7,2,0,2,3,4,30,13,22,59.1,4,7,57.1,0,2,0,3,7,10,8,2,0,0,6,18.3,18.8,103.5,160,-56.4,160,103.5,56.4,-11,2,2,100,5,2,40,11,3,27.3,7,4,57.1,8,5,62.5,7,4,57.1,0,2,0,1,0,0,0,0,0,3,0,4,8,2
BG Göttingen,"Daniel Kirchner, Janis Jünemann, Mathis Mönninghoff, Wesley Nelson Dreamer, Zach Jackson",BBC Bayreuth,"Cantia Jevon Rahming, KeVaughn Allen, Lenny Liedtke, Rayshawn Rene Mart, Willem Brandwijk",1,508,8.5,17.5,24,8,15,53.3,4,7,57.1,4,5,80,3,3,6,6,2,0,4,6,19,6,10,60,2,3,66.7,5,7,71.4,1,4,5,3,1,0,5,5,18.0,17.0,133.4,111.7,21.7,111.7,133.4,-21.7,5,8,4,50,0,0,0,7,4,57.1,6,4,66.7,1,0,0,3,2,66.7,1,3,0,0,3,0,0,0,2,1,3,2,6,4
