Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"F. Alihodzic, J. Ratinho, N. Kern Jr, R. Chatman III",9,70.0,34,13,24,54.2,7,13,53.8,1,3,33.3,1,9,10,9,1,1,2,5,25,0,34,3.8,27.1,119.7,0,119.7,68.8,67.1,69.2,5.5,9,5,55.6,3,1,33.3,1,0,0,0,0,1,1,0,0,5,6,6
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Deloach, J. Ratinho, M. James, R. Chatman III",8,54.4,26,8,18,44.4,5,7,71.4,5,6,83.3,0,2,2,7,3,1,2,4,22,0,26,3.2,24.8,104.1,0,104.1,58.3,63.0,87.5,6.7,7,2,28.6,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"F. Alihodzic, J. Ratinho, N. Kern Jr, Prentiss Nixon",10,42.3,14,5,10,50.0,3,6,50.0,1,2,50.0,0,3,3,5,2,1,2,2,12,0,14,1.4,17.4,103.0,0,103.0,65.0,64.3,100.0,11.2,3,2,66.7,1,0,0,1,0,0,0,0,1,1,0,0,3,3,8
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Ratinho, M. Ochereobia, N. Kern Jr, R. Glasgow Jr",14,37.5,21,7,12,58.3,3,6,50.0,4,4,100.0,1,6,7,1,2,0,5,1,17,0,21,1.5,31.6,117.3,0,117.3,70.8,76.3,14.3,25.3,2,2,100,0,0,0,0,0,0,0,0,2,3,0,0,3,2,2
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Ratinho, M. Ochereobia, N. Kern Jr, Prentiss Nixon",12,34.6,17,6,10,60.0,2,4,50.0,3,3,100.0,2,2,4,1,2,0,4,3,13,0,17,1.4,24.8,112.2,0,112.2,70.0,75.1,16.7,24.5,2,1,50,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Deloach, J. Ratinho, R. Chatman III, R. Glasgow Jr",6,31.0,5,2,8,25.0,1,4,25.0,0,0,0,1,6,7,7,0,0,1,2,8,0,5,0.8,8.8,115.8,0,115.8,31.2,31.2,350.0,6.2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Ratinho, M. Ochereobia, N. Kern Jr, R. Chatman III",10,29.4,9,4,13,30.8,1,8,12.5,0,0,0,0,0,0,1,0,1,2,1,14,0,9,0.9,15.4,97.8,0,97.8,34.6,34.6,25.0,12.5,0,0,0,2,1,50,1,0,0,0,0,1,1,0,0,0,0,3
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Deloach, J. Ratinho, N. Kern Jr, R. Chatman III",7,26.9,12,5,6,83.3,2,3,66.7,0,0,0,1,0,1,1,1,2,4,1,9,0,12,1.7,23.3,108.6,0,108.6,100.0,100.0,20.0,36.4,2,2,100,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Ratinho, M. Ochereobia, R. Chatman III, R. Glasgow Jr",10,25.4,21,8,12,66.7,3,5,60.0,2,2,100.0,0,5,5,1,0,1,1,1,13,0,21,2.1,46.3,130.0,0,130.0,79.2,81.5,12.5,6.7,4,4,100,2,1,50,0,0,0,0,0,1,0,0,0,3,9,3
D. Williams,B. Braun Sheffield Sharks,1/15/31,D. Williams,"J. Deloach, J. Ratinho, Prentiss Nixon, R. Chatman III",6,24.5,2,0,3,0.0,0,1,0.0,2,2,100.0,1,3,4,1,2,0,1,1,4,0,2,0.3,4.4,100.5,0,100.5,0.0,25.8,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
