Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Lions,21,Aaryndeep Rai,,1,26.1,26.1,7,7.0,3,5,60.0,1,1,100.0,0,1,0.0,3,4,7,1,2,3,2,3,70.0,64.3,13.1,94.1,10.1,1.4,15.3,22.7,18.8,5.2,4.4,12.4,26.9,0.2,12.06,3.61,8.45,4,2,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,13,Patrick Robinson,,32,26.2,837.5,641,20.0,218,381,57.2,29,69,42.0,176,241,73.0,44,87,131,142,29,4,68,53,61.0,65.8,28.1,115.5,24.3,2.6,5.7,11.6,8.6,28.9,1.7,0.4,12.3,0.63,10.44,7.31,3.14,190,122,64.2,10,9,90,1,0,0,21,37,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,15,Chaundee Brown Jr,,20,23.6,471.6,256,12.8,98,173,56.6,31,75,41.3,29,38,76.3,18,63,81,24,10,3,12,37,65.6,67.5,20.5,126.9,17.3,5.1,5.0,15.5,10.5,8.7,1.1,0.7,5.9,0.22,9.0,4.38,4.63,69,53,76.8,10,9,90,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,12,Kino Lily Jr,,35,34.7,1213.9,638,18.2,230,498,46.2,128,282,45.4,50,62,80.6,18,69,87,149,38,1,67,39,59.0,60.7,22.1,107.7,23.4,10.3,1.8,6.3,4.1,20.4,1.6,0.1,11.3,0.12,8.8,6.98,1.82,47,22,46.8,53,26,49.1,42,23,54.8,30,30,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,1,Joel Scott,,25,23.2,579.3,325,13.0,119,217,54.8,20,48,41.7,67,90,74.4,61,78,139,28,16,8,24,55,59.4,63.3,23.0,115.8,17.8,2.6,13.7,16.1,15.0,8.4,1.5,1.5,8.6,0.41,8.62,4.18,4.44,120,80,66.7,17,12,70.6,1,0,0,8,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,22,Tarik Phillip,,34,20.0,681.2,321,9.4,106,244,43.4,31,98,31.6,78,102,76.5,23,95,118,123,43,3,59,62,49.8,55.6,24.5,92.3,12.9,3.9,4.4,16.5,10.7,29.8,3.4,0.5,17.0,0.42,8.05,2.43,5.62,80,50,62.5,25,9,36,15,6,40,33,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester Riders,13,Donald Carey Jr,,16,32.3,516.3,259,16.2,81,183,44.3,32,85,37.6,65,73,89.0,13,59,72,114,28,0,63,28,53.0,60.2,24.5,93.1,20.9,6.9,2.9,14.1,8.4,36.5,2.8,0.0,22.7,0.4,8.02,4.11,3.9,51,31,60.8,11,5,45.5,9,6,66.7,35,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Eagles,3,Ray'sean Taylor,,35,29.5,1033.8,626,17.9,203,441,46.0,71,211,33.6,149,186,80.1,28,131,159,163,53,3,73,92,54.1,59.9,26.2,105.1,22.0,7.4,3.0,15.6,9.0,28.4,2.6,0.3,12.3,0.42,7.83,4.27,3.56,121,88,72.7,35,14,40,55,19,34.5,42,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Braun Sheffield Sharks,1,Dirk Williams,,35,31.8,1112.8,520,14.9,192,405,47.4,85,211,40.3,51,70,72.9,15,122,137,98,34,29,52,60,57.9,59.7,20.4,106.6,19.4,7.9,1.6,12.6,7.3,14.9,1.6,2.8,10.7,0.17,7.69,4.45,3.24,90,58,64.4,34,17,50,17,5,29.4,23,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Basketball,0,Patrick Smith Jr,,35,26.4,923.5,484,13.8,165,359,46.0,80,192,41.7,74,86,86.0,31,102,133,125,36,6,61,57,57.1,61.0,22.0,105.7,17.4,6.9,3.8,12.0,8.0,21.6,2.0,0.6,13.3,0.24,7.48,4.65,2.82,62,36,58.1,25,15,60,14,5,35.7,26,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,33,Shavar Reynolds Jr,,30,21.7,649.9,300,10.0,113,241,46.9,23,56,41.1,51,58,87.9,22,31,53,130,19,1,47,73,51.7,56.3,23.1,95.7,13.7,2.6,4.4,5.6,5.0,33.6,1.6,0.2,15.0,0.24,7.47,2.62,4.86,57,31,54.4,66,32,48.5,1,0,0,30,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,22,Joseph Anderson,,32,29.9,957.8,397,12.4,148,368,40.2,59,191,30.9,42,55,76.4,13,62,75,165,57,1,46,49,48.2,50.6,20.9,90.6,16.2,7.8,1.5,7.8,4.5,30.5,3.1,0.1,10.5,0.15,7.31,3.11,4.2,69,48,69.6,29,11,37.9,14,7,50,30,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,23,Kameron Mcgusty,,24,22.3,534.3,244,10.2,92,212,43.4,16,53,30.2,44,64,68.8,8,57,65,83,29,5,34,40,47.2,50.8,24.4,89.0,14.0,3.0,1.9,12.7,7.5,25.9,2.9,1.0,12.4,0.3,7.25,1.97,5.28,54,32,59.3,61,26,42.6,8,2,25,18,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,99,Skyler White,,35,24.7,864.2,464,13.3,157,355,44.2,97,242,40.1,53,73,72.6,42,138,180,57,23,33,34,95,57.9,59.9,20.5,110.2,16.1,8.4,5.1,17.8,11.3,9.9,1.3,3.4,8.1,0.21,7.2,4.95,2.25,53,35,66,9,6,66.7,4,3,75,16,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,23,Jaxon Brenchley,,35,26.3,918.9,355,10.1,129,274,47.1,50,135,37.0,47,65,72.3,45,101,146,92,37,8,25,50,56.2,58.7,15.0,108.4,12.3,4.7,5.2,12.3,8.6,14.2,2.0,0.8,7.6,0.24,7.07,4.64,2.42,85,55,64.7,2,1,50,4,3,75,12,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,7,Ronald Polite Iii,,35,26.1,913.2,496,14.2,174,337,51.6,37,104,35.6,111,141,78.7,32,90,122,199,31,9,87,92,57.1,62.1,24.1,102.0,18.2,3.8,4.2,11.0,7.7,36.3,1.8,0.9,17.9,0.42,7.06,4.29,2.77,112,81,72.3,31,13,41.9,5,2,40,38,28,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Caledonia Gladiators,10,Ria'n Holland,,1,32.1,32.1,15,15.0,3,6,50.0,3,5,60.0,6,7,85.7,0,5,5,1,2,0,1,2,75.0,82.6,14.4,148.8,18.9,6.3,0.0,15.6,9.4,4.3,3.2,0.0,9.9,1.17,6.78,3.88,2.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Basketball,11,Jordan Johnson,,34,21.9,743.1,477,14.0,165,367,45.0,56,150,37.3,91,118,77.1,15,67,82,167,28,2,70,46,52.6,56.9,29.2,97.6,17.6,5.5,2.3,9.8,6.1,38.5,1.9,0.2,14.3,0.32,6.66,4.09,2.57,100,61,61,25,10,40,17,7,41.2,40,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,2,Chasson Jermar Randle,,13,19.2,249.6,117,9.0,40,82,48.8,21,52,40.4,16,17,94.1,4,24,28,23,5,1,14,27,61.6,65.4,20.1,113.1,12.5,5.6,2.0,11.1,6.8,16.8,1.1,0.5,13.5,0.21,6.64,2.44,4.19,17,12,70.6,3,1,33.3,3,1,33.3,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,5,Frankie Policelli,,34,25.4,862.0,427,12.6,139,329,42.2,93,243,38.3,56,73,76.7,34,173,207,36,44,16,44,73,56.4,59.1,19.8,105.4,15.2,8.6,4.2,22.4,13.1,6.1,2.5,1.7,10.9,0.22,6.63,4.18,2.46,51,33,64.7,5,2,40,8,4,50,14,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
