Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ERA Basketball Nymburk,10,Sir Jabari Rice,,23,19.7,454.0,341,14.8,104,190,54.7,31,83,37.3,102,122,83.6,24,59,83,96,34,18,57,45,62.9,70.0,27.9,113.4,18.0,4.4,6.5,14.1,10.5,31.9,3.7,4.2,19.0,0.64,13.73,7.06,6.67,60,47,78.3,7,3,42.9,6,2,33.3,31,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,19,Ondřej Sehnal,,44,22.4,985.7,484,11.0,166,344,48.3,78,197,39.6,74,120,61.7,23,155,178,288,40,0,99,74,59.6,61.0,21.4,97.6,13.8,5.6,2.8,17.4,10.4,42.1,2.0,0.0,20.0,0.35,12.7,6.52,6.19,65,46,70.8,20,8,40,24,7,29.2,70,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,32,Jay Shumate,,41,20.9,858.7,422,10.3,147,278,52.9,66,158,41.8,62,79,78.5,66,103,169,78,30,39,29,63,64.7,67.5,16.9,123.5,12.9,4.8,9.1,13.3,11.3,13.2,1.8,5.0,8.5,0.28,11.88,6.67,5.21,70,55,78.6,6,3,50,9,3,33.3,17,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,17,Jaromír Bohačík,,45,22.4,1008.4,582,12.9,191,410,46.6,111,281,39.5,89,117,76.1,39,95,134,155,47,5,73,106,60.1,63.1,22.5,108.9,16.1,7.8,4.6,10.6,7.7,22.8,2.3,0.5,13.7,0.29,11.31,6.22,5.09,56,42,75,20,13,65,31,14,45.2,41,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,2,Jhamir Brickus,,18,18.8,338.1,114,6.3,43,93,46.2,18,47,38.3,10,12,83.3,15,49,64,87,17,4,25,33,55.9,58.0,15.6,92.5,7.8,3.2,5.6,15.4,10.9,33.3,2.5,1.2,20.3,0.13,10.6,4.86,5.74,21,14,66.7,12,7,58.3,6,2,33.3,14,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,7,Marcus Armani Santos - Silva,,31,15.4,477.8,264,8.5,110,168,65.5,0,0,0,44,80,55.0,76,109,185,47,44,17,26,84,65.5,65.0,20.2,115.2,10.6,0.0,18.7,26.2,22.5,15.6,4.6,4.1,11.3,0.48,10.35,4.61,5.74,109,79,72.5,12,9,75,0,0,0,11,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BK KVIS Pardubice,4,Jamonda Roshawn Bryant,,53,26.6,1407.5,1036,19.5,334,745,44.8,91,275,33.1,277,315,87.9,51,181,232,194,97,7,135,141,50.9,58.6,31.9,101.7,25.1,6.7,4.2,14.9,9.6,27.0,3.5,0.5,13.3,0.42,10.35,5.34,5.01,214,126,58.9,107,45,42.1,69,19,27.5,54,68,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BK Olomoucko,24,Lamb Autrey,,9,34.1,306.8,146,16.2,55,104,52.9,10,35,28.6,26,32,81.2,7,46,53,53,15,2,23,11,57.7,61.8,22.1,103.5,22.3,5.3,3.1,16.8,10.7,27.7,2.7,0.6,16.3,0.31,9.92,4.94,4.98,27,21,77.8,26,15,57.7,9,6,66.7,15,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,77,Vojtěch Hruban,,42,16.8,706.9,390,9.3,139,270,51.5,46,116,39.7,66,82,80.5,39,79,118,86,45,18,41,75,60.0,63.7,20.7,112.4,11.4,3.4,6.4,12.2,9.4,17.7,3.1,2.7,11.8,0.3,9.92,4.88,5.04,56,39,69.6,35,16,45.7,6,4,66.7,25,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BK KVIS Pardubice,3,Robert Lee Bonham,,49,25.2,1237.2,794,16.2,248,615,40.3,102,315,32.4,196,226,86.7,40,152,192,207,93,8,139,109,48.6,55.6,30.5,93.0,20.8,8.2,3.8,14.2,9.0,31.0,3.8,0.7,16.3,0.37,9.39,4.53,4.86,128,79,61.7,68,27,39.7,157,54,34.4,77,53,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
PUMPA Basket Brno,33,Ross Anthony Williams,,11,26.4,290.3,229,20.8,77,169,45.6,37,90,41.1,38,43,88.4,4,26,30,46,9,1,30,17,56.5,60.9,31.7,105.1,27.4,10.8,1.8,9.4,5.9,28.5,1.6,0.4,13.8,0.25,9.01,6.03,2.98,26,14,53.8,31,17,54.8,44,16,36.4,23,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BK KVIS Pardubice,23,Zed Jackson Key,,46,21.5,987.5,591,12.8,202,309,65.4,0,3,0.0,187,262,71.4,114,184,298,43,17,74,67,132,65.4,69.6,21.8,120.3,16.5,0.1,13.4,21.4,17.5,7.8,0.9,7.9,13.6,0.85,8.67,4.31,4.36,174,127,73,20,8,40,1,0,0,18,21,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
BK KVIS Pardubice,13,Ryan Everett Moffatt,,51,27.5,1403.5,475,9.3,164,385,42.6,105,279,37.6,42,53,79.2,68,164,232,91,79,0,22,100,56.2,58.2,13.5,110.4,11.9,7.0,5.6,13.5,9.6,10.3,2.9,0.0,5.1,0.14,8.58,4.34,4.24,50,36,72,19,7,36.8,13,6,46.2,14,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,8,Goran Filipovic,,20,17.8,356.6,184,9.2,63,155,40.6,32,96,33.3,26,32,81.2,15,38,53,64,11,0,25,30,51.0,54.4,23.3,94.8,11.7,6.1,4.9,12.2,8.6,26.8,1.6,0.0,12.9,0.21,8.53,4.54,3.99,23,16,69.6,16,9,56.2,10,2,20,12,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,40,Jaquan Lawrence,,48,15.6,748.0,271,5.6,88,148,59.5,1,2,50.0,94,143,65.7,105,155,260,41,43,43,52,90,59.8,64.2,15.0,103.1,7.1,0.1,16.6,22.9,19.8,7.4,2.9,6.2,19.8,0.97,8.52,3.61,4.91,97,64,66,4,1,25,0,0,0,16,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,73,František Rylich,,49,18.7,917.6,390,8.0,141,324,43.5,77,210,36.7,31,40,77.5,18,56,74,88,69,4,34,126,55.4,57.1,17.4,103.8,9.9,5.3,2.3,6.8,4.6,13.6,3.8,0.5,9.1,0.12,8.51,3.66,4.85,62,43,69.4,10,1,10,7,1,14.3,14,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,12,Tony Perkins,,22,17.6,387.9,209,9.5,70,155,45.2,22,64,34.4,47,57,82.5,23,37,60,56,21,3,33,48,52.3,58.0,23.3,98.1,11.9,3.6,6.8,11.0,8.9,21.3,2.7,0.9,15.5,0.37,8.39,3.93,4.46,33,24,72.7,20,8,40,8,1,12.5,12,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,6,Keyshawn Maklik Feazell,,13,19.3,250.5,147,11.3,55,89,61.8,4,14,28.6,33,51,64.7,19,56,75,13,16,6,30,36,64.0,66.0,24.0,103.9,13.7,1.3,10.0,24.8,18.0,7.8,3.1,2.5,21.2,0.57,8.15,3.09,5.06,41,32,78,5,3,60,0,0,0,9,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,11,Matěj Svoboda,,49,19.6,960.4,501,10.2,174,408,42.6,78,214,36.4,75,93,80.6,36,111,147,95,43,6,67,69,52.2,55.8,22.9,97.1,12.7,5.4,4.5,12.8,8.8,14.5,2.2,0.7,13.0,0.23,8.11,4.11,3.99,111,63,56.8,20,3,15,10,5,50,23,32,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,31,Martin Kříž,,49,18.5,905.6,396,8.1,145,271,53.5,36,114,31.6,70,107,65.4,64,107,171,76,32,1,47,95,60.1,62.2,17.1,108.5,10.1,2.9,8.4,13.1,10.8,12.0,1.8,0.1,12.9,0.39,7.94,3.88,4.06,98,75,76.5,6,3,50,1,0,0,32,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BK ARMEX ENERGY Děčín,1,Al-Amir Dawes,,11,29.5,324.3,231,21.0,75,183,41.0,34,96,35.4,47,57,82.5,4,35,39,37,13,0,25,20,50.3,55.5,32.1,99.1,27.4,11.4,1.2,12.5,6.5,26.7,2.1,0.0,10.7,0.31,7.81,5.31,2.5,46,24,52.2,28,12,42.9,44,18,40.9,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sršni Photomate Písek,10,Vojtěch Sýkora,,31,25.9,802.8,234,7.5,93,217,42.9,37,117,31.6,11,25,44.0,60,164,224,208,47,4,57,78,51.4,51.3,15.5,82.1,9.4,4.7,8.6,24.0,16.2,40.1,3.0,0.6,20.0,0.12,7.66,3.2,4.46,48,34,70.8,6,5,83.3,7,4,57.1,39,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sršni Photomate Písek,33,Kevin Týml,,32,26.8,857.4,584,18.2,177,358,49.4,72,191,37.7,158,191,82.7,23,86,109,81,35,5,60,67,59.5,66.1,25.3,116.3,22.4,7.3,3.0,11.8,7.3,17.5,2.0,0.6,12.0,0.53,7.65,4.9,2.75,106,74,69.8,6,2,33.3,19,6,31.6,32,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
