Canonical,Team,Numbers,Variations
Tadeáš Slowiak,BK ARMEX ENERGY Děčín,7,Tadeáš Slowiak
Josef Gabriel,BK ARMEX ENERGY Děčín,10,Josef Gabriel
Michal Grill,BK ARMEX ENERGY Děčín,11,Michal Grill
Filip Kroutil,BK ARMEX ENERGY Děčín,13,Filip Kroutil
Petr Macháč,BK ARMEX ENERGY Děčín,14/35,Petr Macháč
Jan Štěrba,BK ARMEX ENERGY Děčín,16,Jan Štěrba
Jaden Dewar Edwards,BK ARMEX ENERGY Děčín,20,Jaden Dewar Edwards
Lloyd Alvin Bryan Jr,BK ARMEX ENERGY Děčín,22,Lloyd Alvin Bryan Jr
Lukáš Feštr,BK ARMEX ENERGY Děčín,44,Lukáš Feštr
Maksim Šturanović,BK ARMEX ENERGY Děčín,47,Maksim Šturanović
David Böhm,SK Slavia Praha,13/7,David Böhm
Tyrel Devonte Bladen,SK Slavia Praha,8,Tyrel Devonte Bladen
Radek Pumprla,SK Slavia Praha,9,Radek Pumprla
Matěj Střelba,SK Slavia Praha,11,Matěj Střelba
Matyáš Ježek,SK Slavia Praha,12/22,Matyáš Ježek
Rubin Patrick Jones,SK Slavia Praha,15,Rubin Patrick Jones
Jan Matušík,SK Slavia Praha,16,Jan Matušík
Matyáš Kraut,SK Slavia Praha,19,Matyáš Kraut
Radovan Mrázek,SK Slavia Praha,22,Radovan Mrázek
Jakub Mršťák,SK Slavia Praha,27,Jakub Mršťák
Matěj Dáňa,SK Slavia Praha,88,Matěj Dáňa
Jhamir Brickus,ERA Basketball Nymburk,2,Jhamir Brickus
Marcus Armani Santos - Silva,ERA Basketball Nymburk,7,Marcus Armani Santos - Silva
David Nejezchleb,ERA Basketball Nymburk,9,David Nejezchleb
Sir Jabari Rice,ERA Basketball Nymburk,10,Sir Jabari Rice
Matěj Svoboda,ERA Basketball Nymburk,11,Matěj Svoboda
Wesley Dreamer,ERA Basketball Nymburk,12,Wesley Dreamer
Jaromír Bohačík,ERA Basketball Nymburk,17,Jaromír Bohačík
Ondřej Sehnal,ERA Basketball Nymburk,19,Ondřej Sehnal
Martin Kříž,ERA Basketball Nymburk,31,Martin Kříž
Jaquan Lawrence,ERA Basketball Nymburk,40,Jaquan Lawrence
František Rylich,ERA Basketball Nymburk,73,František Rylich
Vojtěch Hruban,ERA Basketball Nymburk,77,Vojtěch Hruban
Petr Šlechta,Sršni Photomate Písek,8,Petr Šlechta
Matěj Burda,Sršni Photomate Písek,9,Matěj Burda
Vojtěch Sýkora,Sršni Photomate Písek,10,Vojtěch Sýkora
Michal Kozák,Sršni Photomate Písek,11,Michal Kozák
František Suchánek,Sršni Photomate Písek,12,František Suchánek
Johan Haiblík,Sršni Photomate Písek,13,Johan Haiblík
Jakub Zvolánek,Sršni Photomate Písek,31,Jakub Zvolánek
Kevin Týml,Sršni Photomate Písek,33,Kevin Týml
Jan Karlovský,Sršni Photomate Písek,41,Jan Karlovský
Jakub Šurý,Sršni Photomate Písek,55,Jakub Šurý
Martin Svoboda,Sršni Photomate Písek,71,Martin Svoboda
Josef Svoboda,Sršni Photomate Písek,77,Josef Svoboda
Dominik Heinzl,NH Ostrava,7,Dominik Heinzl
Matej Koza,NH Ostrava,9,Matej Koza
Matěj Snopek,NH Ostrava,10,Matěj Snopek
Adam Číž,NH Ostrava,11,Adam Číž
Mikuláš Čank,NH Ostrava,19,Mikuláš Čank
Michal Svoboda,NH Ostrava,20,Michal Svoboda
Pavel Novák,NH Ostrava,22,Pavel Novák
Lukáš Palyza,NH Ostrava,23,Lukáš Palyza
Keenon Cole,NH Ostrava,24,Keenon Cole
Julian Thomas Tane Roche,NH Ostrava,35,Julian Thomas Tane Roche
Adam Ivánek,NH Ostrava,53,Adam Ivánek
Matyáš Janů,NH Ostrava,77,Matyáš Janů
Adam Pecháček,SLUNETA  Ústí nad Labem,0,Adam Pecháček
Jayhlon Young,SLUNETA  Ústí nad Labem,2,Jayhlon Young
Shamarkus Kennedy,SLUNETA  Ústí nad Labem,3,Shamarkus Kennedy
Tomáš Vyoral,SLUNETA  Ústí nad Labem,4,Tomáš Vyoral
Filip Kábrt,SLUNETA  Ústí nad Labem,8,Filip Kábrt
David Žikla,SLUNETA  Ústí nad Labem,9,David Žikla
Nicholas Johnson,SLUNETA  Ústí nad Labem,10,Nicholas Johnson
Ondřej Hornický,SLUNETA  Ústí nad Labem,11,Ondřej Hornický
Petr Krupka,SLUNETA  Ústí nad Labem,14,Petr Krupka
Josef Potoček,SLUNETA  Ústí nad Labem,31,Josef Potoček
Jordan Glover,SLUNETA  Ústí nad Labem,34,Jordan Glover
Ladislav Pecka,SLUNETA  Ústí nad Labem,44,Ladislav Pecka
Matěj Rychtecký,PUMPA Basket Brno,4,Matěj Rychtecký
Milan Tomáš Stráněl,PUMPA Basket Brno,7,Milan Tomáš Stráněl
Jonáš Musil,PUMPA Basket Brno,10,Jonáš Musil
Šimon Svoboda,PUMPA Basket Brno,11,Šimon Svoboda
Petr Křivánek,PUMPA Basket Brno,12,Petr Křivánek
Adam Kejval,PUMPA Basket Brno,13,Adam Kejval
Viktor Půlpán,PUMPA Basket Brno,18,Viktor Půlpán
Tomáš Jansa,PUMPA Basket Brno,19,Tomáš Jansa
Jacob Austin Groves,PUMPA Basket Brno,20,Jacob Austin Groves
Ross Anthony Williams,PUMPA Basket Brno,33,Ross Anthony Williams
Kevin Chukwuemeka Kalu,PUMPA Basket Brno,34,Kevin Chukwuemeka Kalu
Viktor Ivánek,PUMPA Basket Brno,44,Viktor Ivánek
Lynn Terence Greer,NH Ostrava,3,Lynn Terence Greer
Vojtěch Synáček,ERA Basketball Nymburk,27,Vojtěch Synáček
Marek Houška,BK ARMEX ENERGY Děčín,15,Marek Houška
Matěj Kolík,BK KVIS Pardubice,24,Matěj Kolík
Václav Wiesner,SLUNETA  Ústí nad Labem,5,Václav Wiesner
Marek Půlpán,BK Olomoucko,11/22/3,Marek Půlpán
Pavel Kaštil,BK Opava,55,Pavel Kaštil
David Látal,USK Praha,3,David Látal
Martin Nábělek,BK KVIS Pardubice,5,Martin Nábělek
Marek Simonides,BK KVIS Pardubice,12,Marek Simonides
Nikolaos Noumeros,SK Slavia Praha,13,Nikolaos Noumeros
Maroš Šimko,PUMPA Basket Brno,22,Maroš Šimko
Oliver Žižka,BK ARMEX ENERGY Děčín,9,Oliver Žižka
Jalen Terence Montgomery,USK Praha,0,Jalen Terence Montgomery
Jakub Šimonek,Sršni Photomate Písek,7,Jakub Šimonek
Tomáš Dvořák,BK GAPA Hradec Králové,44,Tomáš Dvořák
Vladimír Vondra,BK KVIS Pardubice,14,Vladimír Vondra
Radek Farský,PUMPA Basket Brno,8,Radek Farský
Keyshawn Maklik Feazell,ERA Basketball Nymburk,6,Keyshawn Maklik Feazell
Filip Petružela,SK Slavia Praha,35,Filip Petružela
Přemysl Dubový,BK Opava,16,Přemysl Dubový
J´d Derryus Eatmon,SLUNETA  Ústí nad Labem,99,J´d Derryus Eatmon
Terry Henderson Jr.,USK Praha,1,Terry Henderson Jr.
Elias Cato,NH Ostrava,25,Elias Cato
Posh Alexander,BK ARMEX ENERGY Děčín,0,Posh Alexander
Tomáš Houzar,PUMPA Basket Brno,14/88,Tomáš Houzar
Samuel Dennis Godwin,NH Ostrava,14,Samuel Dennis Godwin
Filip Zbránek,BK Opava,9,Filip Zbránek
Benjamin Philipp Adler,SLUNETA  Ústí nad Labem,23,Benjamin Philipp Adler
Jay Shumate,ERA Basketball Nymburk,32,Jay Shumate
Luděk Jurečka,BK Opava,23,Luděk Jurečka
Alexandr Krob,BK ARMEX ENERGY Děčín,32,Alexandr Krob
Matyáš Zita,Sršni Photomate Písek,99,Matyáš Zita
Isaac Davidson,SLUNETA  Ústí nad Labem,18,Isaac Davidson
Meschak Wandja Lufile,SK Slavia Praha,24,Meschak Wandja Lufile
Austin Calvin Johnson,BK GAPA Hradec Králové,0/13,Austin Calvin Johnson
Tomáš Rybařík,Sršni Photomate Písek,3,Tomáš Rybařík
Botond Oliver Pavlík,PUMPA Basket Brno,2,Botond Oliver Pavlík
David Jelínek,PUMPA Basket Brno,25,David Jelínek
Ahmad Rand,BK ARMEX ENERGY Děčín,1/24,Ahmad Rand
Cody Chevell Christian John,BK GAPA Hradec Králové,10,Cody Chevell Christian John
Lassi Paavo Verner Nikkarinen,BK GAPA Hradec Králové,11/4,Lassi Paavo Verner Nikkarinen
Vojtěch Zeithammer,SK Slavia Praha,1/11/9,Vojtěch Zeithammer
Vavřinec Zahořík,SK Slavia Praha,19,Vavřinec Zahořík
Matěj Žejdl,Sršni Photomate Písek,21,Matěj Žejdl
František Váňa,BK Opava,3,František Váňa
Michal Růžička,PUMPA Basket Brno,15,Michal Růžička
Jacob Nicholas Evans Iii,BK KVIS Pardubice,11,Jacob Nicholas Evans Iii
David Emmanuel Walker,SK Slavia Praha,19,David Emmanuel Walker
Samuel Wangle,USK Praha,88,Samuel Wangle
Keyshaun Darrius Langley,PUMPA Basket Brno,0,Keyshaun Darrius Langley
Isaiah John Gray,BK Opava,7,Isaiah John Gray
Tony Perkins,ERA Basketball Nymburk,12,Tony Perkins
Jakub Chaloupka,USK Praha,12,Jakub Chaloupka
Martin Kučírek,BK ARMEX ENERGY Děčín,12,Martin Kučírek
Kimani Lawrence,SLUNETA  Ústí nad Labem,3,Kimani Lawrence
Ricky Jamel Clemons,SK Slavia Praha,19/3,Ricky Jamel Clemons
Ryker Broden Cisarik,PUMPA Basket Brno,15/5,Ryker Broden Cisarik
Ondřej Pospíchal,SK Slavia Praha,35,Ondřej Pospíchal
Kevin Mervart,BK Olomoucko,18,Kevin Mervart
Hameir Wright,USK Praha,44,Hameir Wright
Thomas Stanko,ERA Basketball Nymburk,14,Thomas Stanko
Bar Amiel,ERA Basketball Nymburk,27,Bar Amiel
Tevin Thomas Olison,PUMPA Basket Brno,6,Tevin Thomas Olison
Dalibor Fait,Sršni Photomate Písek,93,Dalibor Fait
Ondřej Petrák,ERA Basketball Nymburk,15,Ondřej Petrák
Goran Filipovic,ERA Basketball Nymburk,8,Goran Filipovic
Peda Stamenkovic,BK GAPA Hradec Králové,77,Peda Stamenkovic
Lamb Autrey,BK Olomoucko,24,Lamb Autrey
Ondřej Klement,Sršni Photomate Písek,18,Ondřej Klement
Al-Amir Dawes,BK ARMEX ENERGY Děčín,1,Al-Amir Dawes
Petr Šafarčík,USK Praha,94,Petr Šafarčík
Jan Nádherný,BK ARMEX ENERGY Děčín,26,Jan Nádherný
Oleksandr Belikov,BK ARMEX ENERGY Děčín,31,Oleksandr Belikov
Kryštof Davídek,ERA Basketball Nymburk,6,Kryštof Davídek
David Jakel,SKB FASTAV Zlín,4,David Jakel
Jan Krutílek,SKB FASTAV Zlín,8,Jan Krutílek
Lukáš Hauf,SKB FASTAV Zlín,12,Lukáš Hauf
Štěpán Klanica,SKB FASTAV Zlín,14,Štěpán Klanica
Rostislav Děrda,SKB FASTAV Zlín,15,Rostislav Děrda
Filip Šmíd,SKB FASTAV Zlín,17,Filip Šmíd
Marián Hrabovský,SKB FASTAV Zlín,24,Marián Hrabovský
Michal Jedovnický,SKB FASTAV Zlín,32,Michal Jedovnický
Jakub Krakovič,SKB FASTAV Zlín,33,Jakub Krakovič
