Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,DEF_POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
BK KVIS Pardubice,"Ryan Everett Moffatt, Luboš Kovář, Robert Lee Bonham, Jamonda Roshawn Bryant, Jakub Tůma","BK KVIS Pardubice|13,21,3,4,98",4,10.5,629.0,19,5,18,27.8,2,10,20.0,7,9,77.8,0,0,0,0,0,0,3,0,23,24.0,25.3,79.3,90.9,-11.6,1.81,-4
BK ARMEX ENERGY Děčín,"Posh Alexander, Filip Kroutil, Jan Štěrba, Dashawn Calvin Davis, Tomáš Pomikálek","BK ARMEX ENERGY Děčín|0,13,16,2,5",4,6.4,386.0,21,5,11,45.5,1,3,33.3,10,13,76.9,0,0,0,0,0,0,1,0,12,17.0,14.8,123.4,81.2,42.3,3.26,9
BK KVIS Pardubice,"Luboš Kovář, Zed Jackson Key, Robert Lee Bonham, Jamonda Roshawn Bryant, Jakub Tůma","BK KVIS Pardubice|21,23,3,4,98",5,5.1,306.0,12,2,6,33.3,0,2,0.0,8,10,80.0,0,0,0,0,0,0,1,0,12,10.9,14.5,109.6,82.9,26.8,2.35,0
SLUNETA  Ústí nad Labem,"Nicholas Johnson, Isaac Davidson, Kimani Lawrence, Tomáš Vyoral, Ladislav Pecka","SLUNETA  Ústí nad Labem|10,18,3,4,44",3,5.1,307.0,9,4,11,36.4,1,4,25.0,0,0,0,0,0,0,0,0,0,0,0,4,10.6,13.6,85.2,29.3,55.9,1.76,5
BK ARMEX ENERGY Děčín,"Posh Alexander, Filip Kroutil, Jan Štěrba, Dashawn Calvin Davis, Maksim Šturanović","BK ARMEX ENERGY Děčín|0,13,16,2,47",4,5.0,303.0,13,5,14,35.7,1,6,16.7,2,3,66.7,0,0,0,0,0,0,0,0,9,14.7,9.1,88.4,99.3,-10.9,2.57,4
BK Olomoucko,"Marek Ayers Nelson, Kobe Elvis, Jonathan Leonard Andre, Kyler Filewich, Ondřej Šiška","BK Olomoucko|0,1,10,14,9",4,4.6,278.0,11,3,8,37.5,2,5,40.0,3,4,75.0,0,0,0,0,0,0,2,0,9,11.3,8.8,97.4,101.9,-4.5,2.37,2
BK Opava,"Wesley Lavon Person Jr, Clevon Brown Jr, Šimon Puršl, Radovan Kouřil, Marek Vyroubal","BK Opava|1,13,20,21,25",2,4.5,270.0,9,2,6,33.3,0,2,0.0,5,6,83.3,0,0,0,0,0,0,1,0,17,9.3,15.0,97.3,113.2,-16.0,2.0,-8
NH Ostrava,"Adam Číž, Samuel Dennis Godwin, Mikuláš Čank, Lukáš Palyza, Keenon Cole","NH Ostrava|11,14,19,23,24",2,4.5,269.0,14,4,10,40.0,1,4,25.0,5,8,62.5,0,0,0,0,0,0,1,0,13,13.9,9.8,100.4,132.8,-32.3,3.12,1
SLUNETA  Ústí nad Labem,"Nicholas Johnson, Isaac Davidson, Josef Potoček, Tomáš Vyoral, Ladislav Pecka","SLUNETA  Ústí nad Labem|10,18,31,4,44",2,4.2,252.0,10,1,6,16.7,0,3,0.0,8,8,100.0,0,0,0,0,0,0,2,0,9,11.1,12.0,90.4,74.9,15.5,2.38,1
BK KVIS Pardubice,"Ryan Everett Moffatt, Zed Jackson Key, Robert Lee Bonham, Jamonda Roshawn Bryant, Jakub Tůma","BK KVIS Pardubice|13,23,3,4,98",4,4.0,240.0,5,2,9,22.2,1,6,16.7,0,1,0.0,0,0,0,0,0,0,2,0,8,11.0,11.8,45.5,67.6,-22.1,1.25,-3
PUMPA Basket Brno,"David Jelínek, Kevin Chukwuemeka Kalu, Ryker Broden Cisarik, Tevin Thomas Olison, Radek Farský","PUMPA Basket Brno|25,34,5,6,8",3,4.0,237.0,7,2,10,20.0,1,5,20.0,2,4,50.0,0,0,0,0,0,0,1,0,18,12.2,11.5,57.1,156.8,-99.6,1.77,-11
SLUNETA  Ústí nad Labem,"Nicholas Johnson, Isaac Davidson, Jayhlon Young, Kimani Lawrence, Ladislav Pecka","SLUNETA  Ústí nad Labem|10,18,2,3,44",2,3.9,233.0,11,3,7,42.9,1,4,25.0,4,6,66.7,0,0,0,0,0,0,3,0,8,12.1,11.5,90.7,69.4,21.2,2.83,3
NH Ostrava,"Adam Číž, Samuel Dennis Godwin, Lukáš Palyza, Elias Cato, Lynn Terence Greer","NH Ostrava|11,14,23,25,3",2,3.7,222.0,6,1,4,25.0,0,2,0.0,4,4,100.0,0,0,0,0,0,0,1,0,7,6.5,7.3,92.5,95.4,-3.0,1.62,-1
BK Opava,"Wesley Lavon Person Jr, Clevon Brown Jr, Jakub Šiřina, Jan Švandrlík, Filip Zbránek","BK Opava|1,13,24,8,9",2,3.6,217.0,11,3,7,42.9,2,4,50.0,3,5,60.0,0,0,0,0,0,0,1,0,6,9.8,9.9,112.3,60.6,51.8,3.04,5
