game_id,game_date,team_name,team_code,opponent,home_away,score,opp_score,full_score,p1_score,p2_score,p3_score,p4_score,in_ot,timeouts_left,fouls,attendance,period_type,periods_max,officials,coach,tot_sMinutes,tot_sFieldGoalsMade,tot_sFieldGoalsAttempted,tot_sFieldGoalsPercentage,tot_sThreePointersMade,tot_sThreePointersAttempted,tot_sThreePointersPercentage,tot_sTwoPointersMade,tot_sTwoPointersAttempted,tot_sTwoPointersPercentage,tot_sFreeThrowsMade,tot_sFreeThrowsAttempted,tot_sFreeThrowsPercentage,tot_sReboundsDefensive,tot_sReboundsOffensive,tot_sReboundsTotal,tot_sAssists,tot_sTurnovers,tot_sSteals,tot_sBlocks,tot_sBlocksReceived,tot_sFoulsPersonal,tot_sFoulsOn,tot_sFoulsTotal,tot_sPoints,tot_sPointsFromTurnovers,tot_sPointsSecondChance,tot_sPointsFastBreak,tot_sBenchPoints,tot_sPointsInThePaint,tot_sTimeLeading,tot_sBiggestLead,tot_sBiggestScoringRun,tot_sLeadChanges,tot_sTimesScoresLevel,tot_sFoulsTeam,tot_sReboundsTeam,tot_sReboundsTeamDefensive,tot_sReboundsTeamOffensive,tot_sTurnoversTeam,tot_eff_1,tot_eff_2,tot_eff_3,tot_eff_4,tot_eff_5,tot_eff_6,tot_eff_7
2702595,2025-12-30,Bristol Flyers,Flyers,Leicester Riders,away,73,85,73,15,17,16,25,0,0,4,1000,REGULAR,4,referee1: Bob Bhania; referee2: Steve Stredwick; referee3: Monika Winiarska,Andreas Kapoulas,199:60,27,70,38,10,31,32,17,39,43,9,15,60,25,13,38,17,14,12,2,4,11,12,11,73,15,9,11,32,32,0,,10,0,0,0,3,0,3,0,79,2,55.9,209,76,79,79
2702598,2025-12-30,Surrey 89ers,SUR,Newcastle Eagles,home,82,88,82,17,25,16,24,0,0,8,750,REGULAR,4,referee1: Noel Malone; referee2: Robert Leszczyk; referee3: Andy Broughton,Lloyd Gardner,199:60,35,81,43,4,16,25,31,65,47,8,15,53,32,14,46,24,7,8,0,3,27,19,27,82,10,14,13,18,56,9.655,7,13,9,5,0,4,1,3,0,100,2,62.9,229,89,100,100
2702598,2025-12-30,Newcastle Eagles,NEW,Surrey 89ers,away,88,82,88,25,15,17,31,0,0,4,750,REGULAR,4,referee1: Noel Malone; referee2: Robert Leszczyk; referee3: Andy Broughton,Marc Steutel,199:60,29,64,45,10,26,38,19,38,50,20,29,68,36,7,43,20,12,4,3,0,19,27,19,88,7,6,17,28,36,27.871666666667,15,11,9,5,0,4,3,1,1,102,2,67.4,262,110,102,102
2792599,2026-01-04,B. Braun Sheffield Sharks,SHE,Surrey 89ers,home,88,94,88,25,17,19,27,0,0,4,0,REGULAR,4,referee1: Ingus Bankevics; referee2: Lino Figueiredo; referee3: Joan Laplana,Atiba Lyons,199:60,28,76,36,6,22,27,22,54,40,26,34,76,21,26,47,18,11,6,1,5,15,26,15,88,17,22,10,42,38,6.0983333333333,4,11,12,6,0,6,1,5,1,93,2,69.6,244,99,93,93
2792599,2026-01-04,Surrey 89ers,SUR,B. Braun Sheffield Sharks,away,94,88,94,26,20,20,28,0,0,8,0,REGULAR,4,referee1: Ingus Bankevics; referee2: Lino Figueiredo; referee3: Joan Laplana,Lloyd Gardner,199:60,32,58,55,11,26,42,21,32,65,19,23,82,23,8,31,26,16,7,5,1,26,15,27,94,11,5,24,19,38,31.718333333333,13,8,12,6,1,2,1,1,1,117,2,79.4,268.5,105,117,117
2702601,2026-01-09,Manchester Basketball,MAN,B. Braun Sheffield Sharks,home,84,106,84,20,26,16,22,0,0,4,0,REGULAR,4,referee1: Paul Walton; referee2: Lino Figueiredo; referee3: Jade Butters,Matthew Otten,199:60,29,74,39,11,33,33,18,41,43,15,18,83,26,11,37,18,12,2,4,2,19,14,19,84,12,4,6,34,32,3.2833333333333,6,15,2,3,0,4,0,4,0,85,2,55.9,193.5,78,85,85
2702601,2026-01-09,B. Braun Sheffield Sharks,SHE,Manchester Basketball,away,106,84,106,26,23,28,29,0,0,3,0,REGULAR,4,referee1: Paul Walton; referee2: Lino Figueiredo; referee3: Jade Butters,Atiba Lyons,199:60,42,71,59,13,26,50,29,45,64,9,16,56,33,9,42,28,12,9,2,4,16,19,17,106,11,15,15,44,46,33.396666666667,26,9,2,3,1,1,1,0,0,139,2,98.1,381.5,136,139,139
2702604,2026-01-09,Newcastle Eagles,NEW,London Lions,home,50,76,50,10,16,11,13,0,0,4,0,REGULAR,4,referee1: Christopher Dodds; referee2: Ingus Bankevics; referee3: Matthew Armstrong,Marc Steutel,199:60,17,58,29,3,23,13,14,35,40,13,18,72,18,8,26,9,11,4,2,2,19,19,19,50,6,8,3,17,26,0,,8,0,0,0,3,2,1,1,34,2,18.3,44.5,32,34,34
2702604,2026-01-09,London Lions,LON,Newcastle Eagles,away,76,50,76,18,23,22,13,0,0,7,0,REGULAR,4,referee1: Christopher Dodds; referee2: Ingus Bankevics; referee3: Matthew Armstrong,Tautvydas Sabonis,199:60,28,58,48,7,21,33,21,37,56,13,17,76,37,12,49,19,16,5,2,2,19,19,19,76,11,13,1,24,36,39.733333333333,31,15,0,0,0,2,0,2,2,101,2,60.6,248.5,99,101,101
2714364,2026-01-09,Surrey 89ers,SUR,Bristol Flyers,home,93,80,93,24,24,27,18,0,0,6,0,REGULAR,4,referee1: Beyti Ozgur; referee2: Ian Green; referee3: Jack Davies,Lloyd Gardner,199:60,33,66,50,14,26,53,19,40,47,13,18,72,34,9,43,23,13,5,2,4,15,18,15,93,10,5,16,27,32,36.983333333333,24,6,2,2,0,1,0,1,0,115,2,78,299,114,115,115
2714364,2026-01-09,Bristol Flyers,BRI,Surrey 89ers,away,80,93,80,17,18,19,26,0,0,5,0,REGULAR,4,referee1: Beyti Ozgur; referee2: Ian Green; referee3: Jack Davies,Andreas Kapoulas,199:60,28,69,40,8,25,32,20,44,45,16,24,66,27,11,38,20,9,9,4,2,18,15,18,80,10,6,13,26,36,0.78333333333333,2,8,2,2,0,4,1,3,0,93,2,65.1,235,88,93,93
2702608,2026-01-11,Leicester Riders,LEI,Manchester Basketball,home,102,95,102,27,26,24,25,0,0,7,0,REGULAR,4,referee1: Bob Bhania; referee2: Matthew Godsall; referee3: Joan Laplana,Rob Paternostro,200:00,35,69,50,13,29,44,22,40,55,19,19,100,29,12,41,24,12,4,5,0,17,20,17,102,12,13,10,31,38,17.6,7,6,12,11,0,5,3,2,0,130,2,90.3,337.5,133,130,130
2702608,2026-01-11,Manchester Basketball,MAN,Leicester Riders,away,95,102,95,23,30,25,17,0,0,5,0,REGULAR,4,referee1: Bob Bhania; referee2: Matthew Godsall; referee3: Joan Laplana,Matthew Otten,200:00,34,71,47,11,31,35,23,40,57,16,22,72,22,10,32,20,10,4,0,5,20,17,20,95,10,8,16,34,44,18.416666666667,9,8,12,11,0,2,0,2,0,98,2,70.1,233.5,90,98,98
2702610,2026-01-11,Caledonia Gladiators,CAL,Surrey 89ers,home,73,86,73,23,17,15,18,0,0,2,1100,REGULAR,4,referee1: Christopher Dodds; referee2: Ingus Bankevics; referee3: Matthew Armstrong,Jonny Bunyan,199:60,27,73,36,4,23,17,23,50,46,15,19,78,24,14,38,8,9,11,3,2,15,14,15,73,8,12,14,8,36,13.883333333333,6,6,8,6,0,4,3,1,0,74,2,51.8,187,71,74,74
2702610,2026-01-11,Surrey 89ers,SUR,Caledonia Gladiators,away,86,73,86,19,22,20,25,0,0,6,1100,REGULAR,4,referee1: Christopher Dodds; referee2: Ingus Bankevics; referee3: Matthew Armstrong,Lloyd Gardner,199:60,35,68,51,7,21,33,28,47,59,9,12,75,35,10,45,19,14,7,2,3,14,15,14,86,6,14,17,7,48,22.216666666667,20,9,8,6,0,2,1,1,0,109,2,70.8,295.5,107,109,109
2702614,2026-01-11,Cheshire Phoenix,CHE,Newcastle Eagles,home,101,98,101,26,28,24,23,0,0,7,0,REGULAR,4,referee1: Paul Walton; referee2: Jonathan Vickerstaff; referee3: Lino Figueiredo,James Brice,200:00,35,67,52,9,22,40,26,45,57,22,29,75,35,8,43,19,15,6,3,2,26,24,26,101,8,4,16,50,52,38.166666666667,21,9,0,3,0,7,3,4,0,118,2,77.4,281.5,114,118,118
2702614,2026-01-11,Newcastle Eagles,NEW,Cheshire Phoenix,away,98,101,98,17,23,24,34,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Jonathan Vickerstaff; referee3: Lino Figueiredo,Marc Steutel,200:00,32,75,42,10,31,32,22,44,50,24,28,85,29,9,38,12,9,7,2,3,25,26,25,98,23,6,6,28,36,0,,11,0,3,0,2,1,1,0,101,2,69.5,222,98,101,101
2702593,2026-01-16,Surrey 89ers,SUR,B. Braun Sheffield Sharks,home,88,77,88,29,16,14,29,0,0,5,0,REGULAR,4,referee1: Noel Malone; referee2: Steve Stredwick; referee3: Rob Leszczyk,Lloyd Gardner,199:60,28,56,50,10,26,38,18,30,60,22,29,75,33,8,41,24,19,10,4,3,17,20,17,88,20,9,9,28,32,31.923333333333,15,11,8,5,0,5,3,2,1,113,2,76.5,292,113,113,113
2702593,2026-01-16,B. Braun Sheffield Sharks,SHE,Surrey 89ers,away,77,88,77,19,21,18,19,0,0,8,0,REGULAR,4,referee1: Noel Malone; referee2: Steve Stredwick; referee3: Rob Leszczyk,Atiba Lyons,199:60,30,71,42,6,22,27,24,49,48,11,21,52,22,13,35,18,14,11,3,4,21,17,21,77,17,10,13,32,38,5.3266666666667,4,17,8,5,0,5,1,4,1,79,2,54.3,186,70,79,79
2702619,2026-01-16,Newcastle Eagles,NEW,Bristol Flyers,home,83,85,83,20,17,23,12,1,0,7,0,OVERTIME,4,referee1: Ingus Bankevics; referee2: Paul Walton; referee3: Matthew Armstrong,Marc Steutel,224:60,31,75,41,18,40,45,13,35,37,3,6,50,27,6,33,24,13,6,6,3,15,10,15,83,8,6,10,33,24,13.166666666667,6,11,7,5,0,6,4,2,0,92,2,62,220,83,92,92
2702619,2026-01-16,Bristol Flyers,BRI,Newcastle Eagles,away,85,83,85,25,23,8,16,1,0,3,0,OVERTIME,4,referee1: Ingus Bankevics; referee2: Paul Walton; referee3: Matthew Armstrong,Andreas Kapoulas,224:60,36,74,48,5,17,29,31,57,54,8,13,61,37,12,49,20,15,6,3,6,10,14,10,85,15,8,4,30,58,29.251666666667,13,14,7,5,0,5,3,2,0,105,2,68.2,301.5,103,105,105
2702596,2026-01-18,Bristol Flyers,BRI,Leicester Riders,home,79,84,79,22,17,23,17,0,0,7,0,REGULAR,4,referee1: Bob Bhania; referee2: Steve Stredwick; referee3: Jack Davies,Andreas Kapoulas,199:60,26,58,44,10,24,41,16,34,47,17,23,73,23,11,34,15,12,5,6,2,22,15,22,79,12,13,11,17,30,19.258333333333,12,7,3,1,0,3,0,3,0,89,2,59.9,198,80,89,89
2702596,2026-01-18,Leicester Riders,LEI,Bristol Flyers,away,84,79,84,19,22,25,18,0,0,9,0,REGULAR,4,referee1: Bob Bhania; referee2: Steve Stredwick; referee3: Jack Davies,Rob Paternostro,199:60,26,64,40,12,31,38,14,33,42,20,26,76,23,17,40,18,12,7,2,6,15,22,15,84,18,14,6,20,24,20.341666666667,9,12,3,1,0,3,1,2,3,95,2,69,233,96,95,95
2702599,2026-01-18,Manchester Basketball,MAN,Newcastle Eagles,home,102,98,102,32,26,24,20,0,0,7,0,REGULAR,4,referee1: Tahir Akar; referee2: Beyti Ozgur; referee3: Ian Green,Matthew Otten,199:60,33,63,52,7,25,28,26,38,68,29,34,85,30,9,39,18,7,4,5,1,20,26,20,102,11,15,8,37,52,37.833333333333,15,10,4,3,0,2,2,0,0,126,2,89.5,328.5,130,126,126
2702599,2026-01-18,Newcastle Eagles,NEW,Manchester Basketball,away,98,102,98,30,15,28,25,0,0,8,0,REGULAR,4,referee1: Tahir Akar; referee2: Beyti Ozgur; referee3: Ian Green,Marc Steutel,199:60,31,63,49,16,33,48,15,30,50,20,24,83,25,3,28,17,7,2,1,5,26,19,27,98,2,2,5,51,14,1.2,1,7,4,3,1,4,4,0,0,103,2,71.5,210,91,103,103
2702602,2026-01-18,B. Braun Sheffield Sharks,SHE,London Lions,home,83,92,83,22,25,14,22,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Matthew Godsall; referee3: Robert Leszczyk,Atiba Lyons,199:60,26,61,42,15,30,50,11,31,35,16,20,80,26,8,34,20,12,4,2,1,20,19,20,83,2,3,17,34,22,16.45,13,8,8,3,0,3,1,2,0,92,2,61.9,205.5,90,92,92
2702602,2026-01-18,London Lions,LON,B. Braun Sheffield Sharks,away,92,83,92,17,23,30,22,0,0,5,0,REGULAR,4,referee1: Paul Walton; referee2: Matthew Godsall; referee3: Robert Leszczyk,Tautvydas Sabonis,199:60,34,68,50,8,23,34,26,45,57,16,20,80,28,9,37,14,5,5,1,2,19,20,19,92,14,11,9,42,44,22.066666666667,12,13,8,3,0,3,2,1,0,106,2,74,268,105,106,106
2702605,2026-01-18,Cheshire Phoenix,CHE,Surrey 89ers,home,100,90,100,28,16,27,29,0,0,8,0,REGULAR,4,referee1: Christopher Dodds; referee2: Lino Figueiredo; referee3: Jade Butters,Ben Thomas,199:60,36,71,50,11,36,30,25,35,71,17,21,80,26,9,35,19,13,12,3,2,16,19,16,100,10,7,9,43,50,26.168333333333,12,7,3,5,0,2,1,1,1,117,2,85.2,310.5,116,117,117
2702605,2026-01-18,Surrey 89ers,SUR,Cheshire Phoenix,away,90,100,90,22,28,19,21,0,0,10,0,REGULAR,4,referee1: Christopher Dodds; referee2: Lino Figueiredo; referee3: Jade Butters,Lloyd Gardner,199:60,36,73,49,8,24,33,28,49,57,10,15,66,26,11,37,20,17,2,2,3,20,14,20,90,13,10,9,10,46,11.916666666667,10,7,3,5,0,1,1,0,2,92,2,59.2,224,82,92,92
2702607,2026-01-30,Caledonia Gladiators,CAL,Cheshire Phoenix,home,76,101,76,16,24,14,22,0,0,3,1019,REGULAR,4,referee1: Ingus Bankevics; referee2: Lino Figueiredo; referee3: Matthew Armstrong,Jonny Bunyan,199:60,29,76,38,9,24,37,20,52,38,9,14,64,25,13,38,19,13,9,3,6,17,10,17,76,13,12,18,15,38,0.33333333333333,1,9,2,0,0,3,1,2,0,80,2,53.6,185.5,67,80,80
2702607,2026-01-30,Cheshire Phoenix,CHE,Caledonia Gladiators,away,101,76,101,29,26,21,25,0,0,4,1019,REGULAR,4,referee1: Ingus Bankevics; referee2: Lino Figueiredo; referee3: Matthew Armstrong,Ben Thomas,199:60,37,70,52,11,29,37,26,41,63,16,19,84,34,9,43,20,12,9,6,3,11,17,11,101,13,7,17,51,52,38.9,29,6,2,0,0,3,2,1,0,131,2,92.9,369.5,133,131,131
2702612,2026-01-30,Leicester Riders,Riders,Surrey 89ers,home,80,89,80,22,17,20,21,0,0,4,0,REGULAR,4,referee1: Bob Bhania; referee2: Robert Leszczyk; referee3: Monika Winiarska,Rob Paternostro,199:60,29,68,42,10,28,35,19,40,47,12,14,85,22,13,35,16,14,6,2,7,10,13,10,80,18,14,9,15,36,15.066666666667,11,10,3,3,0,2,1,1,0,84,2,59.5,216,80,84,84
2702612,2026-01-30,Surrey 89ers,89ers,Leicester Riders,away,89,80,89,19,26,14,30,0,0,5,0,REGULAR,4,referee1: Bob Bhania; referee2: Robert Leszczyk; referee3: Monika Winiarska,Lloyd Gardner,199:60,33,60,55,10,19,52,23,41,56,13,15,86,27,6,33,26,16,8,7,2,13,10,13,89,20,6,14,7,40,22.366666666667,12,9,3,3,0,3,3,0,3,118,2,81.6,320,113,118,118
2702613,2026-01-30,Manchester Basketball,MAN,Bristol Flyers,home,80,85,80,21,10,25,24,0,0,8,0,REGULAR,4,referee1: Christopher Dodds; referee2: Matthew Godsall; referee3: Joan Laplana,Matthew Otten,199:60,26,63,41,7,26,26,19,37,51,21,27,77,27,10,37,12,15,6,2,1,21,20,21,80,0,9,3,32,30,9.0133333333333,4,5,5,5,0,5,3,2,1,79,2,51.4,178.5,75,79,79
2702613,2026-01-30,Bristol Flyers,BRI,Manchester Basketball,away,85,80,85,20,22,24,19,0,0,5,0,REGULAR,4,referee1: Christopher Dodds; referee2: Matthew Godsall; referee3: Joan Laplana,Andreas Kapoulas,199:60,30,68,44,9,22,40,21,46,45,16,19,84,28,11,39,11,13,6,1,2,20,19,21,85,18,14,10,13,36,27.253333333333,17,7,5,5,1,2,1,1,1,88,2,57.7,202.5,85,88,88
2702617,2026-02-06,Bristol Flyers,BRI,B. Braun Sheffield Sharks,home,77,67,77,17,19,20,21,0,0,3,0,REGULAR,4,referee1: Bob Bhania; referee2: Harvey West; referee3: Robert Leszczyk,Andreas Kapoulas,199:60,31,68,45,9,22,40,22,46,47,6,10,60,33,12,45,16,14,7,5,9,16,12,16,77,10,15,21,13,44,29.661666666667,13,8,6,8,0,5,1,4,1,95,2,59.8,228.5,82,95,95
2702617,2026-02-06,B. Braun Sheffield Sharks,SHE,Bristol Flyers,away,67,77,67,17,20,18,12,0,0,1,0,REGULAR,4,referee1: Bob Bhania; referee2: Harvey West; referee3: Robert Leszczyk,Atiba Lyons,199:60,23,63,36,7,23,30,16,40,40,14,20,70,27,8,35,17,10,9,9,5,12,16,12,67,11,4,21,32,28,6.6116666666667,4,10,6,8,0,4,3,1,0,81,2,55.8,209.5,80,81,81
2702620,2026-02-06,Cheshire Phoenix,CHE,Manchester Basketball,home,98,99,98,34,17,24,23,0,0,8,0,REGULAR,4,referee1: Paul Walton; referee2: Matt Lloyd; referee3: Tom Muddiman,Ben Thomas,199:60,34,72,47,15,36,41,19,36,52,15,23,65,23,9,32,23,8,7,5,5,22,19,22,98,18,12,0,31,38,23.875,10,11,13,14,0,2,1,1,0,111,2,81,262.5,103,111,111
2702620,2026-02-06,Manchester Basketball,MAN,Cheshire Phoenix,away,99,98,99,31,22,20,26,0,0,5,0,REGULAR,4,referee1: Paul Walton; referee2: Matt Lloyd; referee3: Tom Muddiman,Matthew Otten,199:60,34,78,43,10,23,43,24,55,43,21,24,87,33,21,54,18,14,4,5,5,19,22,20,99,8,18,4,18,42,10.026666666667,8,7,13,14,1,7,2,5,1,119,2,79.9,296,117,119,119
2702622,2026-02-07,Surrey 89ers,SUR,London Lions,home,89,80,89,23,17,24,25,0,0,5,1000,REGULAR,4,referee1: Steve Stredwick; referee2: Noel Malone; referee3: Bence Szilvagyi,Lloyd Gardner,199:60,28,61,45,12,24,50,16,37,43,21,25,84,26,13,39,21,14,8,5,1,15,18,15,89,10,13,1,7,28,16.166666666667,13,8,14,10,0,1,1,0,2,111,2,79,289,113,111,111
2702622,2026-02-07,London Lions,LON,Surrey 89ers,away,80,89,80,25,20,15,20,0,0,5,1000,REGULAR,4,referee1: Steve Stredwick; referee2: Noel Malone; referee3: Bence Szilvagyi,Tautvydas Sabonis,199:60,32,65,49,7,26,26,25,39,64,9,13,69,20,9,29,22,12,6,1,5,18,15,19,80,17,11,8,33,42,20.266666666667,7,8,14,10,1,4,2,2,0,89,2,60.9,214.5,81,89,89
2702623,2026-02-08,Leicester Riders,LEI,Newcastle Eagles,home,102,100,102,18,23,34,27,0,0,6,0,REGULAR,4,referee1: Tahir Akar; referee2: Beyti Ozgur; referee3: Ian Green,Rob Paternostro,199:60,37,59,62,8,19,42,29,40,72,20,26,76,24,8,32,26,20,8,2,1,23,20,23,102,14,5,14,26,48,6.3583333333333,7,8,19,8,0,0,0,0,1,122,2,84.3,309,116,122,122
2702623,2026-02-08,Newcastle Eagles,NEW,Leicester Riders,away,100,102,100,24,23,31,22,0,0,6,0,REGULAR,4,referee1: Tahir Akar; referee2: Beyti Ozgur; referee3: Ian Green,Marc Steutel,199:60,32,63,50,12,28,42,20,35,57,24,29,82,16,8,24,23,12,9,1,2,22,21,22,100,25,9,21,36,34,29.933333333333,10,7,19,8,0,5,2,3,0,109,2,82.1,259,104,109,109
2702624,2026-02-08,Manchester Basketball,MAN,Caledonia Gladiators,home,83,84,83,12,21,28,22,0,0,6,350,REGULAR,4,referee1: Simon Unsworth; referee2: Ingus Bankevics; referee3: Joan Laplana,Matthew Otten,200:00,32,71,45,6,27,22,26,44,59,13,16,81,34,10,44,17,16,8,1,1,17,20,17,83,8,10,8,40,46,3.35,4,11,4,5,0,4,3,1,1,95,2,59.9,244,97,95,95
2702624,2026-02-08,Caledonia Gladiators,CAL,Manchester Basketball,away,84,83,84,18,30,11,25,0,0,6,350,REGULAR,4,referee1: Simon Unsworth; referee2: Ingus Bankevics; referee3: Joan Laplana,Jonny Bunyan,200:00,33,73,45,5,20,25,28,53,52,13,18,72,32,9,41,17,11,11,1,1,20,17,20,84,16,12,5,25,40,31.716666666667,16,14,4,5,0,1,1,0,0,98,2,64.6,247.5,94,98,98
2702627,2026-02-08,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,77,75,77,16,14,22,25,0,0,3,0,REGULAR,4,referee1: Paul Walton; referee2: Tom Muddiman; referee3: Lino Figueiredo,Atiba Lyons,199:60,30,67,44,9,25,36,21,42,50,8,12,66,34,8,42,16,10,6,5,1,13,14,14,77,11,12,3,28,32,0.865,2,10,6,1,1,5,4,1,0,95,2,61.8,255.5,95,95,95
2702627,2026-02-08,Cheshire Phoenix,CHE,B. Braun Sheffield Sharks,away,75,77,75,21,23,14,17,0,0,4,0,REGULAR,4,referee1: Paul Walton; referee2: Tom Muddiman; referee3: Lino Figueiredo,Ben Thomas,199:60,26,70,37,11,35,31,15,35,42,12,17,70,29,12,41,20,9,6,1,5,14,13,14,75,9,7,13,31,28,38.435,19,7,6,1,0,3,2,1,0,85,2,57.6,208.5,79,85,85
2801738,2026-02-18,Manchester Basketball,MAN,Newcastle Eagles,home,105,79,105,23,16,32,34,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Matthew Godsall; referee3: Matthew Armstrong,Matthew Otten,199:60,36,68,52,13,29,44,23,39,58,20,29,68,39,8,47,24,11,3,4,0,19,21,19,105,12,11,6,44,44,32.233333333333,26,11,4,3,0,6,5,1,0,131,2,89.5,351.5,132,131,131
2801738,2026-02-18,Newcastle Eagles,NEW,Manchester Basketball,away,79,105,79,20,14,16,29,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Matthew Godsall; referee3: Matthew Armstrong,Roberto Fois,199:60,27,68,39,8,27,29,19,41,46,17,25,68,29,4,33,10,9,3,0,4,21,18,21,79,8,7,5,24,34,4.8166666666667,8,9,4,3,0,2,2,0,1,67,2,43.1,140,60,67,67
2702630,2026-02-20,Bristol Flyers,BRI,Cheshire Phoenix,home,94,95,94,26,23,25,20,0,0,7,0,REGULAR,4,referee1: Steve Stredwick; referee2: Harvey West; referee3: Bence Szilvagyi,Andreas Kapoulas,199:60,36,73,49,7,24,29,29,49,59,15,16,93,28,14,42,26,14,8,1,2,22,16,22,94,14,10,24,33,58,34.271666666667,13,9,5,2,0,1,0,1,0,119,2,79.2,292.5,111,119,119
2702630,2026-02-20,Cheshire Phoenix,CHE,Bristol Flyers,away,95,94,95,15,27,27,26,0,0,6,0,REGULAR,4,referee1: Steve Stredwick; referee2: Harvey West; referee3: Bence Szilvagyi,Ben Thomas,199:60,29,73,39,16,46,34,13,27,48,21,27,77,24,16,40,18,11,8,2,1,17,22,18,95,2,14,24,33,26,5.0783333333333,6,9,5,2,1,5,3,2,1,102,2,75.7,253,105,102,102
2702631,2026-02-20,Caledonia Gladiators,CAL,B. Braun Sheffield Sharks,home,70,92,70,19,19,15,17,0,0,4,1111,REGULAR,4,referee1: Christopher Dodds; referee2: Jonathan Vickerstaff; referee3: Lino Figueiredo,Miguel Ortega,200:00,26,63,41,12,34,35,14,29,48,6,14,42,17,12,29,21,15,5,3,2,14,14,14,70,8,8,11,31,26,9.485,10,10,6,6,0,3,0,3,3,68,2,47.8,168,66,68,68
2702631,2026-02-20,B. Braun Sheffield Sharks,SHE,Caledonia Gladiators,away,92,70,92,13,26,29,24,0,0,4,1111,REGULAR,4,referee1: Christopher Dodds; referee2: Jonathan Vickerstaff; referee3: Lino Figueiredo,Atiba Lyons,200:00,35,57,61,7,16,43,28,41,68,15,19,78,29,6,35,20,12,10,2,3,14,14,14,92,19,4,15,31,46,27.115,24,13,6,6,0,2,1,1,0,121,2,85.2,333.5,118,121,121
2702633,2026-02-20,London Lions,LON,Leicester Riders,home,95,78,95,24,30,23,18,0,0,3,3565,REGULAR,4,referee1: Bob Bhania; referee2: M.A. Diamond-Hunter; referee3: Jack Davies,Vytautas Pliauga,199:60,36,51,70,9,17,52,27,34,79,14,17,82,33,3,36,19,14,3,3,0,20,14,20,95,2,4,8,42,44,37.683333333333,26,9,2,3,0,2,2,0,1,124,2,80.9,320.5,118,124,124
2702633,2026-02-20,Leicester Riders,LEI,London Lions,away,78,95,78,16,22,17,23,0,0,5,3565,REGULAR,4,referee1: Bob Bhania; referee2: M.A. Diamond-Hunter; referee3: Jack Davies,Rob Paternostro,199:60,29,77,37,6,29,20,23,48,47,14,20,70,15,17,32,12,4,6,0,3,14,20,14,78,8,12,7,24,38,0.13333333333333,1,8,2,3,0,3,1,2,0,70,2,54.5,180,73,70,70
2702635,2026-02-20,Newcastle Eagles,NEW,Surrey 89ers,home,99,72,99,20,31,17,31,0,0,4,0,REGULAR,4,referee1: Paul Walton; referee2: Jonpaul Heron; referee3: Matthew Armstrong,Marc Steutel,199:60,37,69,53,8,31,25,29,38,76,17,24,70,28,7,35,15,4,11,1,3,17,23,17,99,18,7,14,13,56,38.616666666667,29,12,0,1,0,3,0,3,0,118,2,87.4,319,121,118,118
2702635,2026-02-20,Surrey 89ers,SUR,Newcastle Eagles,away,72,99,72,12,17,23,20,0,0,8,0,REGULAR,4,referee1: Paul Walton; referee2: Jonpaul Heron; referee3: Matthew Armstrong,Lloyd Gardner,199:60,29,64,45,5,22,22,24,42,57,9,12,75,27,10,37,16,18,1,3,1,23,17,23,72,4,6,10,24,40,0,,6,0,1,0,4,3,1,0,73,2,39.8,152.5,66,73,73
2702637,2026-02-22,Manchester Basketball,MAN,London Lions,home,74,82,74,21,23,21,9,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Matt Lloyd; referee3: Matthew Armstrong,Matthew Otten,199:60,27,58,46,6,28,21,21,30,70,14,17,82,27,4,31,11,15,5,4,0,20,20,20,74,17,4,9,26,36,25.366666666667,9,10,10,6,0,3,3,0,1,76,2,46.4,172,75,76,76
2702637,2026-02-22,London Lions,LON,Manchester Basketball,away,82,74,82,18,22,19,23,0,0,4,0,REGULAR,4,referee1: Paul Walton; referee2: Matt Lloyd; referee3: Matthew Armstrong,Vytautas Pliauga,199:60,32,66,48,10,26,38,22,40,55,8,12,66,27,9,36,17,14,5,0,4,20,19,21,82,17,11,6,35,36,10.533333333333,8,8,10,6,1,4,3,1,1,88,2,56.3,201,83,88,88
2702639,2026-02-22,B. Braun Sheffield Sharks,SHE,Bristol Flyers,home,85,94,85,22,21,20,22,0,0,6,0,REGULAR,4,referee1: Ingus Bankevics; referee2: Simon Unsworth; referee3: Robert Leszczyk,Atiba Lyons,199:60,30,62,48,8,18,44,22,44,50,17,24,70,20,9,29,14,11,12,1,3,24,18,24,85,14,8,23,44,40,2.5166666666667,5,12,6,4,0,3,2,1,0,91,2,65,203,81,91,91
2702639,2026-02-22,Bristol Flyers,BRI,B. Braun Sheffield Sharks,away,94,85,94,25,26,20,23,0,0,5,0,REGULAR,4,referee1: Ingus Bankevics; referee2: Simon Unsworth; referee3: Robert Leszczyk,Andreas Kapoulas,199:60,32,66,48,8,21,38,24,45,53,22,30,73,25,16,41,17,14,5,3,1,19,23,19,94,10,13,15,28,46,34.866666666667,14,9,6,4,0,3,1,2,0,104,2,73.5,270,106,104,104
