game_id,game_date,team_name,team_code,opponent,home_away,score,opp_score,full_score,p1_score,p2_score,p3_score,p4_score,in_ot,timeouts_left,fouls,attendance,period_type,periods_max,officials,coach,tot_sMinutes,tot_sFieldGoalsMade,tot_sFieldGoalsAttempted,tot_sFieldGoalsPercentage,tot_sThreePointersMade,tot_sThreePointersAttempted,tot_sThreePointersPercentage,tot_sTwoPointersMade,tot_sTwoPointersAttempted,tot_sTwoPointersPercentage,tot_sFreeThrowsMade,tot_sFreeThrowsAttempted,tot_sFreeThrowsPercentage,tot_sReboundsDefensive,tot_sReboundsOffensive,tot_sReboundsTotal,tot_sAssists,tot_sTurnovers,tot_sSteals,tot_sBlocks,tot_sBlocksReceived,tot_sFoulsPersonal,tot_sFoulsOn,tot_sFoulsTotal,tot_sPoints,tot_sPointsFromTurnovers,tot_sPointsSecondChance,tot_sPointsFastBreak,tot_sBenchPoints,tot_sPointsInThePaint,tot_sTimeLeading,tot_sBiggestLead,tot_sBiggestScoringRun,tot_sLeadChanges,tot_sTimesScoresLevel,tot_sFoulsTeam,tot_sReboundsTeam,tot_sReboundsTeamDefensive,tot_sReboundsTeamOffensive,tot_sTurnoversTeam,tot_eff_1,tot_eff_2,tot_eff_3,tot_eff_4,tot_eff_5,tot_eff_6,tot_eff_7
2702621,2026-02-22,Cheshire Phoenix,CHE,Surrey 89ers,home,106,84,106,22,27,31,26,0,0,5,0,REGULAR,4,referee1: Jonpaul Heron; referee2: Tom Muddiman; referee3: Joe Hodgson,Ben Thomas,200:00,36,70,51,23,42,54,13,28,46,11,13,84,32,6,38,33,16,8,2,6,17,11,17,106,28,5,13,38,24,37.566666666667,30,12,1,3,0,1,1,0,1,135,2,94.1,330.5,123,135,135
2702621,2026-02-22,Surrey 89ers,SUR,Cheshire Phoenix,away,84,106,84,16,21,24,23,0,0,2,0,REGULAR,4,referee1: Jonpaul Heron; referee2: Tom Muddiman; referee3: Joe Hodgson,Lloyd Gardner,200:00,34,74,45,6,24,25,28,50,56,10,16,62,27,12,39,23,17,7,6,2,11,17,12,84,11,6,15,19,50,0.73333333333333,3,7,1,3,1,3,2,1,5,96,2,65.8,277,100,96,96
2702625,2026-03-04,London Lions,LON,Manchester Basketball,home,71,72,71,21,16,21,13,0,0,6,0,REGULAR,4,referee1: Tahir Akar; referee2: Ian Green; referee3: Jack Davies,Tautvydas Sabonis,199:60,26,65,40,8,22,36,18,43,41,11,13,84,32,11,43,18,15,5,3,2,24,19,24,71,11,6,2,35,34,24.871666666667,14,8,7,4,0,4,3,1,0,84,2,47.5,170,77,84,84
2702625,2026-03-04,Manchester Basketball,MAN,London Lions,away,72,71,72,21,17,12,22,0,0,6,0,REGULAR,4,referee1: Tahir Akar; referee2: Ian Green; referee3: Jack Davies,Matthew Otten,199:60,26,57,45,8,18,44,18,39,46,12,24,50,28,6,34,14,11,10,2,3,19,24,20,72,14,8,14,19,34,13.005,6,9,7,4,1,1,0,1,0,78,2,52.9,190,80,78,78
2702626,2026-03-06,Manchester Basketball,MAN,Caledonia Gladiators,home,101,78,101,29,27,21,24,0,0,6,0,REGULAR,4,referee1: Tom Muddiman; referee2: Matt Lloyd; referee3: Matthew Godsall,Matthew Otten,199:60,43,82,52,7,28,25,36,54,66,8,12,66,32,15,47,19,9,11,6,3,14,16,15,101,23,15,20,42,64,39.3,36,13,0,0,1,6,2,4,0,132,2,93.2,374.5,130,132,132
2702626,2026-03-06,Caledonia Gladiators,CAL,Manchester Basketball,away,78,101,78,13,19,15,31,0,0,4,0,REGULAR,4,referee1: Tom Muddiman; referee2: Matt Lloyd; referee3: Matthew Godsall,Jonny Bunyan,199:60,28,82,34,12,29,41,16,53,30,10,15,66,26,21,47,19,18,3,3,6,16,13,17,78,4,15,4,17,28,0,,11,0,0,1,6,1,5,2,73,2,46.3,163,64,73,73
2702653,2026-03-06,Newcastle Eagles,NEW,Cheshire Phoenix,home,108,97,108,26,24,26,32,0,0,4,2365,REGULAR,4,referee1: Christopher Dodds; referee2: Christopher Curle; referee3: Nicholas Nassi,Marc Steutel,199:60,37,70,52,13,30,43,24,40,60,21,27,77,24,6,30,20,8,9,2,1,17,23,17,108,30,4,25,15,36,17.133333333333,16,10,9,4,0,3,3,0,0,122,2,92.4,325.5,126,122,122
2702653,2026-03-06,Cheshire Phoenix,CHE,Newcastle Eagles,away,97,108,97,23,34,20,20,0,0,10,2365,REGULAR,4,referee1: Christopher Dodds; referee2: Christopher Curle; referee3: Nicholas Nassi,Ben Thomas,199:60,36,69,52,14,33,42,22,36,61,11,14,78,31,10,41,20,19,5,1,2,24,16,24,97,12,9,21,59,42,20.65,9,12,9,4,0,3,1,2,0,109,2,69.3,248,98,109,109
2702628,2026-03-07,Surrey 89ers,SUR,Leicester Riders,home,80,83,80,20,21,18,21,0,0,6,900,REGULAR,4,referee1: Noel Malone; referee2: Steve Stredwick; referee3: Bence Szilvagyi,Lloyd Gardner,199:60,28,60,46,10,23,43,18,37,48,14,19,73,21,13,34,15,14,5,6,0,15,14,15,80,13,15,10,22,34,7.0466666666667,6,9,12,8,0,3,1,2,0,89,2,62.3,230,88,89,89
2702628,2026-03-07,Leicester Riders,LEI,Surrey 89ers,away,83,80,83,29,13,22,19,0,0,4,900,REGULAR,4,referee1: Noel Malone; referee2: Steve Stredwick; referee3: Bence Szilvagyi,Rob Paternostro,199:60,33,74,44,8,21,38,25,53,47,9,12,75,21,19,40,19,11,7,0,6,14,15,14,83,20,18,11,2,46,28.41,12,9,12,8,0,5,3,2,1,94,2,66.5,241,89,94,94
2761932,2026-03-07,B. Braun Sheffield Sharks,SHE,London Lions,home,79,73,79,25,14,19,21,0,0,3,0,REGULAR,4,referee1: Paul Walton; referee2: Matthew Armstrong; referee3: Matthew Godsall,Atiba Lyons,200:00,25,49,51,6,13,46,19,36,52,23,31,74,26,5,31,15,14,7,6,0,17,23,17,79,6,0,10,19,28,31.998333333333,10,7,4,4,0,2,1,1,1,92,2,63.7,240,97,92,92
2761932,2026-03-07,London Lions,LON,B. Braun Sheffield Sharks,away,73,79,73,18,22,11,22,0,0,9,0,REGULAR,4,referee1: Paul Walton; referee2: Matthew Armstrong; referee3: Matthew Godsall,Tautvydas Sabonis,200:00,28,62,45,8,23,34,20,39,51,9,15,60,22,9,31,19,15,8,0,6,23,16,23,73,12,0,16,20,36,6.285,5,10,4,4,0,2,1,1,1,76,2,48.4,152,63,76,76
2702629,2026-03-08,Bristol Flyers,BRI,Newcastle Eagles,home,76,98,76,16,18,13,29,0,0,6,0,REGULAR,4,referee1: Joe Hodgson; referee2: Harvey West; referee3: Robert Leszczyk,Andreas Kapoulas,199:60,30,66,45,7,27,25,23,39,58,9,19,47,25,20,45,20,18,3,1,1,16,20,16,76,4,12,11,27,46,0.61666666666667,2,8,4,1,0,3,1,2,0,81,2,52.6,216.5,83,81,81
2702629,2026-03-08,Newcastle Eagles,NEW,Bristol Flyers,away,98,76,98,23,22,29,24,0,0,5,0,REGULAR,4,referee1: Joe Hodgson; referee2: Harvey West; referee3: Robert Leszczyk,Marc Steutel,199:60,34,64,53,15,31,48,19,33,57,15,20,75,23,5,28,19,3,10,1,1,20,15,20,98,23,12,8,15,30,38,33,11,4,1,0,2,1,1,0,118,2,88.2,293.5,112,118,118
2702632,2026-03-08,Caledonia Gladiators,CAL,Cheshire Phoenix,home,71,98,71,22,19,16,14,0,0,5,1400,REGULAR,4,referee1: Ingus Bankevics; referee2: Jonpaul Heron; referee3: Jonathan Vickerstaff,Jonny Bunyan,180:50,26,69,37,6,24,25,20,45,44,13,15,86,17,11,28,24,9,7,1,5,20,13,20,71,10,7,9,26,36,13,8,12,2,2,0,6,3,3,0,77,2,52.6,162,65,77,77
2702632,2026-03-08,Cheshire Phoenix,CHE,Caledonia Gladiators,away,98,71,98,19,27,38,14,0,0,2,1400,REGULAR,4,referee1: Ingus Bankevics; referee2: Jonpaul Heron; referee3: Jonathan Vickerstaff,Ben Thomas,180:50,38,60,63,12,27,44,26,33,78,10,19,52,32,9,41,22,13,7,5,1,13,20,13,98,6,7,20,38,52,22.3,32,11,2,2,0,4,2,2,0,129,2,91.2,371,135,129,129
2811017,2026-03-11,London Lions,LON,Surrey 89ers,home,87,72,87,17,18,29,23,0,0,6,0,REGULAR,4,referee1: Simon Unsworth; referee2: Ian Green; referee3: Tahir Akar,Tautvydas Sabonis,199:60,34,64,53,9,22,40,25,42,59,10,18,55,23,13,36,21,11,5,3,2,20,18,21,87,13,11,15,36,46,26.5,27,15,6,3,1,3,3,0,1,103,2,71.4,261.5,99,103,103
2811017,2026-03-11,Surrey 89ers,SUR,London Lions,away,72,87,72,18,13,14,27,0,0,2,0,REGULAR,4,referee1: Simon Unsworth; referee2: Ian Green; referee3: Tahir Akar,Lloyd Gardner,199:60,28,61,45,8,19,42,20,42,47,8,17,47,22,13,35,14,15,4,2,3,18,20,18,72,14,16,3,2,40,11.233333333333,6,7,6,3,0,3,1,2,1,70,2,45.6,166,69,70,70
2702634,2026-03-13,Leicester Riders,LEI,Cheshire Phoenix,home,78,82,78,17,24,25,12,0,0,6,0,REGULAR,4,referee1: Joe Hodgson; referee2: Matt Lloyd; referee3: Tom Muddiman,Rob Paternostro,199:60,29,68,42,9,22,40,20,46,43,11,12,91,33,10,43,16,11,4,3,4,13,20,13,78,4,12,7,13,36,10.361666666667,10,13,6,7,0,3,2,1,1,93,2,59.6,236.5,96,93,93
2702634,2026-03-13,Cheshire Phoenix,CHE,Leicester Riders,away,82,78,82,27,20,12,23,0,0,7,0,REGULAR,4,referee1: Joe Hodgson; referee2: Matt Lloyd; referee3: Tom Muddiman,Ben Thomas,199:60,31,74,41,10,41,24,21,33,63,10,13,76,30,12,42,18,8,4,4,3,20,13,20,82,13,21,12,43,36,26.485,10,9,6,7,0,7,3,4,0,96,2,62.2,224,86,96,96
2702636,2026-03-13,Newcastle Eagles,NEW,Caledonia Gladiators,home,104,80,104,31,31,15,27,0,0,2,0,REGULAR,4,referee1: Christopher Dodds; referee2: Christopher Curle; referee3: Matthew Armstrong,Marc Steutel,199:60,38,73,52,19,38,50,19,35,54,9,13,69,26,6,32,21,7,10,3,2,12,16,12,104,13,7,7,19,34,38.183333333333,24,9,4,1,0,1,1,0,0,124,2,93.5,337.5,126,124,124
2702636,2026-03-13,Caledonia Gladiators,CAL,Newcastle Eagles,away,80,104,80,17,22,23,18,0,0,3,0,REGULAR,4,referee1: Christopher Dodds; referee2: Christopher Curle; referee3: Matthew Armstrong,Jonny Bunyan,199:60,31,70,44,8,27,29,23,43,53,10,16,62,32,13,45,25,16,5,2,3,16,12,16,80,8,13,15,33,38,1.2833333333333,3,7,4,1,0,7,4,3,0,96,2,61.2,249,89,96,96
2702642,2026-03-13,Bristol Flyers,BRI,Manchester Basketball,home,77,86,77,22,19,14,22,0,0,10,0,REGULAR,4,referee1: Paul Walton; referee2: Simon Unsworth; referee3: Bence Szilvagyi,Andreas Kapoulas,199:60,31,78,39,4,23,17,27,55,49,11,17,64,32,13,45,24,12,8,2,5,25,16,25,77,15,8,17,35,48,23.16,13,18,4,6,0,3,2,1,0,91,2,55.3,200,77,91,91
2702642,2026-03-13,Manchester Basketball,MAN,Bristol Flyers,away,86,77,86,15,18,22,31,0,0,7,0,REGULAR,4,referee1: Paul Walton; referee2: Simon Unsworth; referee3: Bence Szilvagyi,Matthew Otten,199:60,28,66,42,6,25,24,22,41,53,24,35,68,36,11,47,19,14,6,5,2,16,25,16,86,15,9,18,14,36,14.38,9,7,4,6,0,1,0,1,0,100,2,67.5,273,107,100,100
2702638,2026-03-14,Surrey 89ers,SUR,B. Braun Sheffield Sharks,home,95,77,95,22,24,23,26,0,0,3,0,REGULAR,4,referee1: Bob Bhania; referee2: Matthew Godsall; referee3: Jack Davies,Lloyd Gardner,199:60,35,66,53,16,29,55,19,37,51,9,13,69,26,10,36,33,9,8,7,3,11,14,11,95,27,10,22,30,38,29.266666666667,21,10,10,6,0,3,1,2,1,135,2,98.6,374,135,135,135
2702638,2026-03-14,B. Braun Sheffield Sharks,SHE,Surrey 89ers,away,77,95,77,24,16,21,16,0,0,4,0,REGULAR,4,referee1: Bob Bhania; referee2: Matthew Godsall; referee3: Jack Davies,Atiba Lyons,199:60,30,74,40,8,29,27,22,45,48,9,12,75,23,20,43,20,14,3,3,7,14,11,14,77,11,22,2,29,30,6.9833333333333,4,9,10,6,0,5,3,2,1,85,2,56.4,209,75,85,85
2702640,2026-03-15,Caledonia Gladiators,CAL,Leicester Riders,home,79,65,79,17,21,24,17,0,0,6,954,REGULAR,4,referee1: Jonpaul Heron; referee2: Ingus Bankevics; referee3: Nicholas Nassi,Jonny Bunyan,199:60,32,69,46,14,32,43,18,37,48,1,3,33,23,9,32,21,8,9,3,0,17,8,17,79,24,2,8,28,30,17.683333333333,15,11,1,0,0,1,1,0,0,97,2,66.9,238,88,97,97
2702640,2026-03-15,Leicester Riders,LEI,Caledonia Gladiators,away,65,79,65,30,13,10,12,0,0,4,954,REGULAR,4,referee1: Jonpaul Heron; referee2: Ingus Bankevics; referee3: Nicholas Nassi,Rob Paternostro,199:60,22,58,37,7,21,33,15,37,40,14,20,70,28,13,41,8,15,3,0,3,8,17,8,65,12,14,9,4,30,22.066666666667,15,7,1,0,0,4,3,1,2,60,2,38.7,165.5,66,60,60
2702641,2026-03-15,London Lions,LON,Newcastle Eagles,home,98,71,98,27,31,20,20,0,0,9,0,REGULAR,4,referee1: Steve Stredwick; referee2: Noel Malone; referee3: Bence Szilvagyi,Tautvydas Sabonis,199:60,34,60,56,7,18,38,27,42,64,23,25,92,28,9,37,31,14,7,2,3,27,19,28,98,15,13,5,54,42,39.7,35,14,0,0,1,3,2,1,0,133,2,88.8,312.5,120,133,133
2702641,2026-03-15,Newcastle Eagles,NEW,London Lions,away,71,98,71,10,16,26,19,0,0,4,0,REGULAR,4,referee1: Steve Stredwick; referee2: Noel Malone; referee3: Bence Szilvagyi,Marc Steutel,199:60,20,56,35,4,22,18,16,34,47,27,35,77,18,9,27,15,12,9,3,2,19,25,20,71,5,10,4,24,26,0,,10,0,0,1,2,2,0,0,69,2,50.3,157,73,69,69
2702644,2026-03-19,London Lions,LON,Surrey 89ers,home,92,84,92,19,18,22,20,1,0,12,0,OVERTIME,4,referee1: Bob Bhania; referee2: Tahir Akar; referee3: Beyti Ozgur,Tautvydas Sabonis,224:60,35,80,43,6,31,19,29,49,59,16,19,84,25,15,40,25,13,8,2,3,31,21,31,92,22,10,15,40,48,18.62,10,10,11,11,0,3,1,2,1,106,2,68.3,220,92,106,106
2702644,2026-03-19,Surrey 89ers,SUR,London Lions,away,84,92,84,19,24,16,20,1,0,8,0,OVERTIME,4,referee1: Bob Bhania; referee2: Tahir Akar; referee3: Beyti Ozgur,Lloyd Gardner,224:60,25,57,43,4,17,23,21,40,52,30,40,75,28,10,38,16,23,6,3,2,21,30,21,84,11,11,11,7,42,20.491666666667,11,10,11,11,0,5,4,1,2,82,2,53.4,197,89,82,82
2702646,2026-03-20,Leicester Riders,LEI,Caledonia Gladiators,home,100,106,100,26,14,18,15,1,0,10,0,OVERTIME,4,referee1: Simon Unsworth; referee2: Joe Hodgson; referee3: Jonathan Vickerstaff,Rob Paternostro,249:60,34,75,45,8,22,36,26,53,49,24,30,80,36,11,47,23,17,5,5,6,17,26,18,100,8,6,12,10,38,26.111666666667,10,9,11,14,1,3,1,2,0,116,2,78,302,119,116,116
2702646,2026-03-20,Caledonia Gladiators,CAL,Leicester Riders,away,106,100,106,16,25,16,16,1,0,11,0,OVERTIME,4,referee1: Simon Unsworth; referee2: Joe Hodgson; referee3: Jonathan Vickerstaff,Jonny Bunyan,249:60,40,87,45,13,41,31,27,46,58,13,17,76,30,13,43,26,12,12,6,5,27,17,28,106,15,11,30,48,44,16.836666666667,9,9,11,14,1,6,3,3,1,130,2,89.2,300.5,114,130,130
2702645,2026-03-25,London Lions,LON,B. Braun Sheffield Sharks,home,87,67,87,26,21,21,19,0,0,9,0,REGULAR,4,referee1: Jonathan Vickerstaff; referee2: Noel Malone; referee3: Bence Szilvagyi,Tautvydas Sabonis,199:60,35,69,50,10,30,33,25,39,64,7,11,63,31,10,41,23,10,4,1,1,25,15,25,87,13,18,18,33,40,34.366666666667,21,8,3,6,0,3,3,0,1,108,2,68.2,250,97,108,108
2702645,2026-03-25,B. Braun Sheffield Sharks,SHE,London Lions,away,67,87,67,19,20,15,13,0,0,3,0,REGULAR,4,referee1: Jonathan Vickerstaff; referee2: Noel Malone; referee3: Bence Szilvagyi,Atiba Lyons,199:60,20,56,35,4,19,21,16,37,43,23,35,65,25,9,34,19,9,7,1,1,15,25,15,67,6,6,12,12,28,1.2833333333333,3,7,3,6,0,2,1,1,0,71,2,50.8,189,80,71,71
2702647,2026-03-27,London Lions,LON,Bristol Flyers,home,77,57,77,18,16,16,27,0,0,4,0,REGULAR,4,referee1: Paul Walton; referee2: Simon Unsworth; referee3: David Griffin,Tautvydas Sabonis,199:60,26,67,38,9,23,39,17,44,38,16,22,72,27,17,44,17,11,9,3,2,21,19,21,77,16,12,4,18,18,37.911666666667,20,10,0,2,0,4,2,2,0,92,2,61.7,212.5,87,92,92
2702647,2026-03-27,Bristol Flyers,BRI,London Lions,away,57,77,57,12,11,25,9,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Simon Unsworth; referee3: David Griffin,Andreas Kapoulas,199:60,19,51,37,5,15,33,14,36,38,14,23,60,25,7,32,13,18,6,2,3,20,20,20,57,2,4,3,19,22,0,,8,0,2,0,2,1,1,1,51,2,28.2,96.5,47,51,51
2702648,2026-03-27,Newcastle Eagles,NEW,Manchester Basketball,home,93,120,93,26,21,18,28,0,0,5,0,REGULAR,4,referee1: Christopher Dodds; referee2: Nicholas Nassi; referee3: Jonpaul Heron,Marc Steutel,199:60,31,73,42,10,36,27,21,37,56,21,32,65,20,14,34,18,8,4,3,1,19,23,20,93,9,15,12,34,38,4.38,5,7,10,7,1,5,2,3,0,91,2,68.8,233,94,91,91
2702648,2026-03-27,Manchester Basketball,MAN,Newcastle Eagles,away,120,93,120,29,24,31,36,0,0,5,0,REGULAR,4,referee1: Christopher Dodds; referee2: Nicholas Nassi; referee3: Jonpaul Heron,Matthew Otten,199:60,47,79,59,11,27,40,36,52,69,15,20,75,33,15,48,29,12,6,1,3,25,19,25,120,8,17,21,49,68,32.936666666667,27,7,10,7,0,3,0,3,0,155,2,106.9,399.5,144,155,155
2702649,2026-03-29,Manchester Basketball,MAN,Leicester Riders,home,89,86,89,27,20,22,20,0,0,3,0,REGULAR,4,referee1: Simon Unsworth; referee2: Jonathan Vickerstaff; referee3: Paul Unsworth,Matthew Otten,199:60,32,68,47,9,29,31,23,39,58,16,21,76,30,11,41,22,11,6,1,2,18,15,18,89,9,12,6,11,40,37.533333333333,12,8,1,2,0,3,2,1,0,107,2,72.8,273.5,102,107,107
2702649,2026-03-29,Leicester Riders,LEI,Manchester Basketball,away,86,89,86,19,21,19,27,0,0,5,0,REGULAR,4,referee1: Simon Unsworth; referee2: Jonathan Vickerstaff; referee3: Paul Unsworth,Rob Paternostro,199:60,30,66,45,7,23,30,23,43,53,19,24,79,24,8,32,15,7,6,2,1,15,18,15,86,10,11,8,17,46,0.28333333333333,2,9,1,2,0,0,0,0,0,93,2,67.5,246.5,95,93,93
2702650,2026-03-29,B. Braun Sheffield Sharks,SHE,Surrey 89ers,home,99,96,99,20,24,25,17,1,0,7,0,OVERTIME,4,referee1: Joe Hodgson; referee2: Ingus Bankevics; referee3: Matthew Godsall,Atiba Lyons,224:60,38,78,48,5,19,26,33,59,55,18,21,85,25,16,41,21,12,7,1,5,17,20,17,99,13,4,16,18,54,19.756666666667,8,7,11,13,0,3,1,2,0,114,2,80.7,300.5,112,114,114
2702650,2026-03-29,Surrey 89ers,SUR,B. Braun Sheffield Sharks,away,96,99,96,22,20,21,23,1,0,8,0,OVERTIME,4,referee1: Joe Hodgson; referee2: Ingus Bankevics; referee3: Matthew Godsall,Lloyd Gardner,224:60,35,66,53,13,33,39,22,33,66,13,25,52,24,7,31,23,13,9,5,1,20,17,20,96,17,8,10,16,42,20.125,6,6,11,13,0,1,1,0,0,108,2,78.7,281.5,104,108,108
2702652,2026-03-29,Cheshire Phoenix,CHE,Bristol Flyers,home,116,73,116,25,31,31,29,0,0,7,0,REGULAR,4,referee1: Paul Walton; referee2: Tom Muddiman; referee3: Matt Lloyd,Ben Thomas,199:60,41,85,48,22,48,45,19,37,51,12,13,92,24,13,37,23,8,12,5,2,20,14,20,116,32,23,8,45,34,39.783333333333,43,10,0,0,0,3,2,1,1,140,2,104.4,346,131,140,140
2702652,2026-03-29,Bristol Flyers,BRI,Cheshire Phoenix,away,73,116,73,12,20,19,22,0,0,1,0,REGULAR,4,referee1: Paul Walton; referee2: Tom Muddiman; referee3: Matt Lloyd,Andreas Kapoulas,199:60,25,61,40,7,25,28,18,36,50,16,24,66,32,14,46,13,24,1,2,5,15,19,17,73,2,9,5,28,30,0,,5,0,0,2,5,4,1,2,67,2,38,161.5,65,67,67
2702654,2026-04-03,B. Braun Sheffield Sharks,SHE,Leicester Riders,home,93,68,93,25,17,24,27,0,0,6,0,REGULAR,4,referee1: Stephen Ferriss; referee2: Jonathan Vickerstaff; referee3: Matthew Armstrong,Atiba Lyons,199:60,34,65,52,10,25,40,24,40,60,15,19,78,24,10,34,26,12,10,2,2,20,18,20,93,19,12,9,27,42,38.883333333333,28,8,1,1,0,3,1,2,0,118,2,83.3,297,114,118,118
2702654,2026-04-03,Leicester Riders,LEI,B. Braun Sheffield Sharks,away,68,93,68,15,17,20,16,0,0,6,0,REGULAR,4,referee1: Stephen Ferriss; referee2: Jonathan Vickerstaff; referee3: Matthew Armstrong,Rob Paternostro,199:60,23,57,40,5,24,20,18,33,54,17,21,80,23,9,32,11,17,7,2,2,18,20,18,68,12,6,9,15,34,0.23333333333333,2,7,1,1,0,2,0,2,3,65,2,40.8,142.5,65,65,65
2811018,2026-04-03,London Lions,LON,Caledonia Gladiators,home,81,68,81,25,16,20,20,0,0,4,0,REGULAR,4,referee1: Noel Malone; referee2: Rob Hickman; referee3: Bence Szilvagyi,Tautvydas Sabonis,199:60,31,63,49,4,18,22,27,45,60,15,22,68,24,12,36,17,5,8,1,1,20,18,20,81,22,14,10,35,48,39.616666666667,20,11,0,0,0,5,3,2,1,99,2,69.7,254,96,99,99
2811018,2026-04-03,Caledonia Gladiators,CAL,London Lions,away,68,81,68,17,18,13,20,0,0,5,0,REGULAR,4,referee1: Noel Malone; referee2: Rob Hickman; referee3: Bence Szilvagyi,Jonny Bunyan,199:60,25,62,40,8,25,32,17,37,45,10,15,66,23,15,38,18,14,2,1,1,18,20,18,68,3,11,5,30,30,0,,6,0,0,0,7,4,3,0,71,2,44.1,162,72,71,71
2702656,2026-04-04,Surrey 89ers,SUR,Manchester Basketball,home,94,77,94,19,32,13,30,0,0,4,0,REGULAR,4,referee1: David Griffin; referee2: Beyti Ozgur; referee3: M.A. Diamond-Hunter,Lloyd Gardner,199:60,32,68,47,5,16,31,27,52,51,25,27,92,34,9,43,22,14,5,2,4,16,16,17,94,8,6,22,8,50,17.3,17,14,10,3,1,3,2,1,0,114,2,76.3,298.5,110,114,114
2702656,2026-04-04,Manchester Basketball,MAN,Surrey 89ers,away,77,94,77,30,16,26,5,0,0,8,0,REGULAR,4,referee1: David Griffin; referee2: Beyti Ozgur; referee3: M.A. Diamond-Hunter,Matthew Otten,199:60,28,77,36,8,30,26,20,47,42,13,20,65,29,17,46,21,13,7,4,2,19,16,21,77,8,18,18,27,36,20.883333333333,13,11,10,3,2,0,0,0,1,86,2,56,208,79,86,86
2702658,2026-04-05,Leicester Riders,Riders,Bristol Flyers,home,85,78,85,26,22,23,14,0,0,7,66,REGULAR,4,referee1: Rob Hickman; referee2: Stephen Ferriss; referee3: Kevin Kinsella,Rob Paternostro,199:60,32,61,52,6,22,27,26,39,66,15,17,88,32,3,35,19,13,3,6,4,13,18,13,85,4,7,20,11,52,37.233333333333,28,11,3,0,0,0,0,0,1,104,2,68.3,279,105,104,104
2702658,2026-04-05,Bristol Flyers,Flyers,Leicester Riders,away,78,85,78,15,14,20,29,0,0,6,66,REGULAR,4,referee1: Rob Hickman; referee2: Stephen Ferriss; referee3: Kevin Kinsella,Andreas Kapoulas,199:60,29,73,39,11,31,35,18,42,42,9,12,75,24,13,37,20,10,7,4,6,18,13,18,78,11,4,7,27,34,2.2166666666667,2,15,3,0,0,5,1,4,0,89,2,60.2,201.5,78,89,89
2702660,2026-04-05,Caledonia Gladiators,CAL,Newcastle Eagles,home,67,96,67,17,14,14,22,0,0,6,1451,REGULAR,4,referee1: Christopher Dodds; referee2: Nicholas Nassi; referee3: Bartek Rasinski,Jonny Bunyan,199:60,25,61,40,8,31,25,17,30,56,9,18,50,25,13,38,18,21,3,3,1,18,18,19,67,6,4,13,33,30,2.25,2,6,8,3,1,2,0,2,0,63,2,36.8,146,62,63,63
2702660,2026-04-05,Newcastle Eagles,NEW,Caledonia Gladiators,away,96,67,96,17,30,18,31,0,0,5,1451,REGULAR,4,referee1: Christopher Dodds; referee2: Nicholas Nassi; referee3: Bartek Rasinski,Marc Steutel,199:60,36,71,50,9,29,31,27,42,64,15,20,75,29,11,40,18,9,10,1,3,18,18,18,96,21,11,16,49,54,34.27,29,14,8,3,0,3,2,1,0,116,2,82.2,302.5,113,116,116
2702662,2026-04-05,Cheshire Phoenix,CHE,London Lions,home,79,99,79,17,23,16,23,0,0,4,0,REGULAR,4,referee1: Paul Walton; referee2: Matt Lloyd; referee3: Ingus Bankevics,Ben Thomas,199:60,26,68,38,5,24,20,21,44,47,22,34,64,31,17,48,11,17,4,3,1,25,25,25,79,11,13,10,27,42,0,,7,0,4,0,4,4,0,0,74,2,45,162.5,72,74,74
2702662,2026-04-05,London Lions,LON,Cheshire Phoenix,away,99,79,99,20,27,30,22,0,0,6,0,REGULAR,4,referee1: Paul Walton; referee2: Matt Lloyd; referee3: Ingus Bankevics,Tautvydas Sabonis,199:60,35,68,51,7,20,35,28,48,58,22,31,70,29,8,37,12,11,7,1,3,27,24,28,99,18,9,9,45,50,37.266666666667,28,11,0,4,1,4,2,2,2,103,2,70.4,237.5,95,103,103
2702651,2026-04-10,Leicester Riders,LEI,Surrey 89ers,home,90,103,90,24,24,24,18,0,0,4,0,REGULAR,4,referee1: Jonathan Vickerstaff; referee2: Paul Walton; referee3: Tom Muddiman,Rob Paternostro,199:60,30,71,42,9,22,40,21,49,42,21,27,77,29,14,43,16,17,6,2,1,18,24,18,90,8,12,26,24,38,0,,8,0,3,0,6,5,1,1,93,2,62.8,233.5,98,93,93
2702651,2026-04-10,Surrey 89ers,SUR,Leicester Riders,away,103,90,103,29,30,20,24,0,0,5,0,REGULAR,4,referee1: Jonathan Vickerstaff; referee2: Paul Walton; referee3: Tom Muddiman,Lloyd Gardner,199:60,38,78,48,9,27,33,29,51,56,18,20,90,31,11,42,23,8,9,1,2,24,18,24,103,18,11,13,16,54,37.483333333333,16,12,0,3,0,5,5,0,0,128,2,88,312.5,120,128,128
2702664,2026-04-10,B. Braun Sheffield Sharks,SHE,Caledonia Gladiators,home,113,75,113,29,35,26,23,0,0,1,0,REGULAR,4,referee1: Ingus Bankevics; referee2: Robert Leszczyk; referee3: Matthew Armstrong,Atiba Lyons,199:60,39,73,53,15,33,45,24,40,60,20,21,95,32,9,41,29,6,11,1,4,10,17,10,113,22,7,24,41,40,38.283333333333,40,19,0,1,0,3,1,2,0,154,2,115,432.5,157,154,154
