# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 136
# Qualified players exported: 110
# Total stints used: 5178
# Garbage time stints excluded: 142
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
London Lions,1,Joel Scott,1053,4.87,2.84,7.71
London Lions,31,Deane Williams,1462,0.77,4.81,5.58
Newcastle Eagles,41,Mitch Clarke,1739,1.33,4.07,5.4
Surrey 89ers,0,Isiah Small,1756,2.25,2.85,5.11
London Lions,23,Kameron Mcgusty,961,1.53,3.46,5.0
Caledonia Gladiators,15,Malcolm Delpeche,589,1.17,3.23,4.4
London Lions,21,Aaryndeep Rai,1495,1.84,2.43,4.27
Bristol Flyers,3,William Yoakum,1653,2.46,1.48,3.94
Manchester Basketball,22,Oluwaseyi Adetukasi,1784,1.4,2.47,3.87
Manchester Basketball,3,Gabriel Osabuohien,471,-1.11,4.96,3.85
Bristol Flyers,7,Cameron Holden,1768,0.57,3.27,3.84
Cheshire Phoenix,13,Patrick Robinson,1622,5.01,-1.41,3.6
Leicester Riders,13,Donald Carey Jr,993,3.37,-0.06,3.31
B. Braun Sheffield Sharks,24,Nick Kern Jr,1451,1.25,2.05,3.3
London Lions,10,Ethan Price,977,0.3,2.99,3.29
Caledonia Gladiators,40,Ethan Wright,1601,1.31,1.76,3.07
Manchester Basketball,34,Matthew Nicholson,1373,2.64,0.36,3.0
Cheshire Phoenix,23,Jaxon Brenchley,1822,5.56,-2.6,2.96
B. Braun Sheffield Sharks,4,William Lee,1028,1.17,1.65,2.82
London Lions,0,Ovie Soko,310,-0.71,3.32,2.61
Surrey 89ers,7,Ronald Polite Iii,1698,0.78,1.73,2.51
London Lions,33,Shavar Reynolds Jr,1138,2.27,0.17,2.43
Leicester Riders,10,Olutomiwa Sulaiman,949,-0.05,2.44,2.39
Cheshire Phoenix,99,Skyler White,1702,3.21,-1.01,2.2
Caledonia Gladiators,11,Totonitoluwa Fagbenle,747,0.24,1.92,2.16
Newcastle Eagles,21,Emmanuel Kanwei,894,-0.25,2.3,2.05
Caledonia Gladiators,15,Daylen Williams,258,1.27,0.73,1.99
Leicester Riders,5,Xavier Bledson,392,-0.01,1.91,1.91
London Lions,15,Chaundee Brown Jr,875,2.53,-0.74,1.79
Cheshire Phoenix,9,Damiri Lindo,1128,0.06,1.67,1.73
Manchester Basketball,0,Patrick Smith Jr,1737,1.99,-0.37,1.62
Newcastle Eagles,25,Marco Anthony,446,-0.63,2.16,1.54
Manchester Basketball,9,Kaiyem Cleary,978,1.09,0.25,1.34
Cheshire Phoenix,5,Frankie Policelli,1729,0.3,1.0,1.3
Bristol Flyers,13,Owen Mccormack,1370,-0.23,1.52,1.29
Newcastle Eagles,2,Josh Ward-Hibbert,321,0.83,0.45,1.28
B. Braun Sheffield Sharks,2,Prentiss Nixon,1363,0.34,0.91,1.26
Newcastle Eagles,9,Sauveur Kande,350,0.79,0.46,1.24
London Lions,16,Karolis Lukosiunas,366,-0.93,2.0,1.07
London Lions,22,Tarik Phillip,1252,-2.43,3.48,1.05
Manchester Basketball,11,Jordan Johnson,1414,-1.06,2.11,1.05
Bristol Flyers,25,Milos Dugalic,487,-2.37,3.4,1.04
Newcastle Eagles,14,Maceo Jack,2020,0.45,0.58,1.02
Cheshire Phoenix,11,Tobias Cameron,1288,0.11,0.79,0.9
Newcastle Eagles,15,Cole Long,2046,0.07,0.81,0.88
B. Braun Sheffield Sharks,5,Mervin James,609,-0.78,1.48,0.7
London Lions,6,Morayo Soluade,633,-0.86,1.56,0.7
London Lions,2,Chasson Jermar Randle,406,0.4,0.26,0.66
B. Braun Sheffield Sharks,25,Fahro Alihodzic,510,2.57,-1.93,0.64
Leicester Riders,9,Emmanuel Akot,389,-1.38,1.96,0.58
Cheshire Phoenix,3,Laquincy Rideau,1768,-2.62,3.11,0.49
Bristol Flyers,1,Cameron Christon,524,1.24,-1.04,0.21
Leicester Riders,9,Michael Joiner,309,-0.51,0.41,-0.1
Leicester Riders,41,Nathaniel Martin,1137,2.29,-2.43,-0.14
Leicester Riders,7,Raequan Battle,1031,-0.13,-0.09,-0.23
B. Braun Sheffield Sharks,3,Rodney Chatman Iii,1445,0.92,-1.18,-0.26
