game_id,game_date,team_name,team_code,opponent,home_away,player_name,scoreboard_name,shirt_number,pno,period,period_type,game_time,clock,action_number,action_type,sub_type,previous_action,shot_value,made,points,x_raw_pct,y_raw_pct,x_pct,y_pct,x_m,y_m,dist_m,zone,fastbreak,second_chance,from_turnover,points_in_paint,blocked,score_home,score_away
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,3,REGULAR,03:49,03:49:00,430,3pt,jumpshot,,3,0,0,4.06,3.39,4.06,3.39,1.14,0.51,7.01,corner_3,0,0,1,0,0,63,41
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Evan Walshe,E. Walshe,77,4,3,REGULAR,03:23,03:23:00,435,3pt,jumpshot,,3,0,0,31.83,60.73,31.83,60.73,8.91,9.11,7.51,above_break_3,0,0,1,0,0,63,41
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Jonathan Brown,J. Brown,9,9,3,REGULAR,03:16,03:16:00,437,3pt,jumpshot,,3,0,0,17.47,94.92,17.47,94.92,4.89,14.24,7.51,above_break_3,0,1,1,0,0,63,41
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Marcus Delpeche,M. Delpeche,21,6,3,REGULAR,03:05,03:05:00,441,2pt,layup,,2,1,2,5.46,50.28,5.46,50.28,1.53,7.54,0.06,rim,0,0,1,1,0,63,43
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Owen McCormack,O. McCormack,13,2,3,REGULAR,01:53,01:53:00,457,3pt,jumpshot,,3,0,0,31.2,43.22,31.2,43.22,8.74,6.48,7.23,above_break_3,0,0,0,0,0,67,43
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Jonathan Brown,J. Brown,9,9,3,REGULAR,00:03,00:03:10,501,3pt,jumpshot,,3,0,0,27.61,73.45,27.61,73.45,7.73,11.02,7.09,above_break_3,0,0,1,0,0,72,43
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Jonathan Brown,J. Brown,9,9,4,REGULAR,09:50,09:50:00,513,2pt,jumpshot,,2,1,2,20.44,53.67,20.44,53.67,5.72,8.05,4.18,paint,0,0,0,0,0,72,45
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Jonathan Brown,J. Brown,9,9,4,REGULAR,09:20,09:20:00,515,3pt,jumpshot,,3,0,0,28.55,76.55,28.55,76.55,7.99,11.48,7.55,above_break_3,0,0,0,0,0,74,45
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Darnell Brodie,D. Brodie,51,13,4,REGULAR,08:44,08:44:00,519,2pt,layup,,2,0,0,5.77,48.87,5.77,48.87,1.62,7.33,0.17,rim,0,0,0,1,1,77,45
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Darnell Brodie,D. Brodie,51,13,4,REGULAR,08:10,08:10:00,527,2pt,jumpshot,,2,0,0,6.24,56.78,6.24,56.78,1.75,8.52,1.03,rim,0,0,0,1,0,79,45
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Evan Walshe,E. Walshe,77,4,4,REGULAR,07:49,07:49:00,533,2pt,layup,,2,1,2,6.24,49.44,6.24,49.44,1.75,7.42,0.19,rim,1,0,0,1,0,79,47
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Cameron Holden,C. Holden,7,5,4,REGULAR,07:16,07:16:00,536,3pt,jumpshot,,3,0,0,5.77,1.69,5.77,1.69,1.62,0.25,7.25,corner_3,0,0,0,0,0,79,47
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Jonathan Brown,J. Brown,9,9,4,REGULAR,06:52,06:52:00,540,2pt,jumpshot,,2,0,0,17.63,68.08,17.63,68.08,4.94,10.21,4.32,midrange,0,0,0,0,0,79,47
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Zachary Anderson,Z. Anderson,4,8,4,REGULAR,06:47,06:47:00,548,3pt,jumpshot,,3,0,0,22.93,87.29,22.93,87.29,6.42,13.09,7.4,above_break_3,0,1,0,0,0,79,47
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Darnell Brodie,D. Brodie,51,13,4,REGULAR,06:23,06:23:00,558,2pt,layup,,2,1,2,6.08,54.52,6.08,54.52,1.7,8.18,0.69,rim,0,0,0,1,0,79,50
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,4,REGULAR,05:51,05:51:00,562,2pt,layup,,2,1,2,4.68,55.65,4.68,55.65,1.31,8.35,0.89,rim,0,0,0,1,0,79,52
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Evan Walshe,E. Walshe,77,4,4,REGULAR,05:26,05:26:00,568,2pt,layup,,2,1,2,5.15,54.52,5.15,54.52,1.44,8.18,0.69,rim,1,0,1,1,0,79,54
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Cameron Holden,C. Holden,7,5,4,REGULAR,04:49,04:49:00,578,2pt,jumpshot,,2,0,0,5.62,51.41,5.62,51.41,1.57,7.71,0.21,rim,0,0,1,1,0,79,54
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,4,REGULAR,04:16,04:16:00,590,2pt,layup,,2,1,2,6.08,56.5,6.08,56.5,1.7,8.47,0.98,rim,1,0,0,1,0,79,56
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,4,REGULAR,02:32,02:32:00,616,3pt,jumpshot,,3,0,0,8.74,96.89,8.74,96.89,2.45,14.53,7.09,corner_3,0,0,0,0,0,82,58
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,4,REGULAR,01:47,01:47:00,641,2pt,layup,,2,1,2,4.99,54.52,4.99,54.52,1.4,8.18,0.7,rim,0,0,0,1,0,86,62
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,4,REGULAR,01:23,01:23:00,648,2pt,layup,,2,1,2,4.21,54.8,4.21,54.8,1.18,8.22,0.82,rim,1,0,1,1,0,86,64
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Joseph Anderson,J. Anderson,22,11,4,REGULAR,00:50,00:50:80,653,3pt,jumpshot,,3,0,0,30.89,55.37,30.89,55.37,8.65,8.31,7.12,above_break_3,0,0,1,0,0,86,64
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Zachary Anderson,Z. Anderson,4,8,4,REGULAR,00:36,00:36:90,661,3pt,jumpshot,,3,0,0,24.02,13.28,24.02,13.28,6.73,1.99,7.54,above_break_3,0,0,0,0,0,89,64
2787331,2026-01-25,Bristol Flyers,BRI,Manchester Basketball,away,Zachary Anderson,Z. Anderson,4,8,4,REGULAR,00:33,00:33:40,664,3pt,jumpshot,,3,1,3,26.83,20.06,26.83,20.06,7.51,3.01,7.44,above_break_3,0,1,0,0,0,89,67
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Dirk Williams,D. Williams,1,12,1,REGULAR,09:24,09:24:00,9,3pt,jumpshot,,3,0,0,25.93,14.8,25.93,14.8,7.26,2.22,7.76,above_break_3,0,0,0,0,0,0,0
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Mervin James,M. James,5,6,1,REGULAR,08:30,08:30:00,18,2pt,jumpshot,,2,0,0,3.46,69.89,3.46,69.89,0.97,10.48,3.04,midrange,0,0,0,0,1,0,2
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Rodney Chatman III,R. Chatman III,3,7,1,REGULAR,08:24,08:24:00,22,3pt,jumpshot,,3,0,0,26.08,80.9,26.08,80.9,7.3,12.14,7.37,above_break_3,0,1,0,0,0,0,2
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Mervin James,M. James,5,6,1,REGULAR,07:47,07:47:00,36,2pt,layup,,2,0,0,4.24,56.05,4.24,56.05,1.19,8.41,0.99,rim,0,0,0,1,0,0,2
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Dirk Williams,D. Williams,1,12,1,REGULAR,07:05,07:05:00,52,3pt,jumpshot,,3,1,3,22.18,90.51,22.18,90.51,6.21,13.58,7.64,above_break_3,0,0,0,0,0,5,5
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Mervin James,M. James,5,6,1,REGULAR,06:29,06:29:00,56,2pt,layup,,2,0,0,5.65,50.68,5.65,50.68,1.58,7.6,0.1,rim,0,0,0,1,0,5,8
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Mervin James,M. James,5,6,1,REGULAR,06:07,06:07:00,66,2pt,layup,,2,1,2,5.65,53.5,5.65,53.5,1.58,8.03,0.53,rim,0,0,0,1,0,7,9
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Mervin James,M. James,5,6,1,REGULAR,05:01,05:01:00,89,3pt,jumpshot,,3,1,3,30.3,35.14,30.3,35.14,8.48,5.27,7.26,above_break_3,0,0,0,0,0,10,9
2778590,2026-01-25,B. Braun Sheffield Sharks,SHE,Cheshire Phoenix,home,Dirk Williams,D. Williams,1,12,1,REGULAR,04:33,04:33:00,92,3pt,jumpshot,,3,1,3,31.7,46.44,31.7,46.44,8.88,6.97,7.32,above_break_3,0,0,0,0,0,13,11
