Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
Derby Trailblazers,"Charlie Brown, Connor Washington, Jai Pathmarajah, Raheem May-Thompson, Sean Mo Walker",Worthing Thunder,"Danny Evans, Elijah Maynard, Elliott Dadds, Justin Hopkins, Matthew Bryan-Amaning",1,1212,20.2,41.3,55,22,35,62.9,7,13,53.8,4,4,100,2,17,19,15,6,2,7,5,43,16,35,45.7,5,16,31.2,6,8,75,3,9,12,7,2,0,6,6,41.2,41.5,133.4,103.7,29.7,103.7,133.4,-29.7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,"Bradley Dean, Hafeez Abdul, Jaron Thames, Messiah Jones, Sam Trunley",Bristol Hurricanes,"Chris Taylor, Corey Samuels, Daniel Edozie, Denzel Ubiaro, Vilmantas Dilys",1,1067,17.8,37.4,38,15,31,48.4,6,19,31.6,2,2,100,1,7,8,8,4,2,7,5,46,19,31,61.3,4,11,36.4,4,6,66.7,4,12,16,14,3,0,9,2,37.6,38.0,101.2,121.1,-20,121.1,101.2,20,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,"Eric Donaldson, Lucas Mcgregor, Luke Okosieme, Ronald Blain, Zack Powell",Newcastle Knights,"Bradley Dean, Hafeez Abdul, Jaron Thames, Messiah Jones, Sam Trunley",1,1118,18.6,36.9,39,16,33,48.5,3,12,25,4,8,50,6,16,22,8,3,3,5,1,32,13,39,33.3,5,18,27.8,1,2,50,6,14,20,10,2,0,5,7,36.1,37.3,108.1,85.8,22.3,85.8,108.1,-22.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,"Chase Thompson, Dashawn Jackson, Jonas Dietrich, Jordan Spencer, Xavier Wilson",Birmingham Rockets,"Eric Donaldson, Lucas Mcgregor, Luke Okosieme, Ronald Blain, Zack Powell",1,912,15.2,31.7,30,13,38,34.2,4,13,30.8,0,0,0,8,18,26,8,1,1,1,3,21,8,29,27.6,2,10,20,3,7,42.9,4,17,21,6,1,2,5,2,30.4,33.0,98.6,63.6,34.9,63.6,98.6,-34.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,"Eric Donaldson, Lucas Mcgregor, Luke Okosieme, Ronald Blain, Zack Powell",Milton Keynes Breakers,"Ben Baker-Mccann, Chase Thompson, Dashawn Jackson, Jonas Dietrich, Xavier Wilson",1,869,14.5,28.6,18,7,20,35,2,5,40,2,2,100,3,10,13,2,2,0,12,3,37,15,28,53.6,6,12,50,1,4,25,4,9,13,9,9,2,2,3,29.4,27.8,61.2,133.2,-71.9,133.2,61.2,71.9,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Dragons,"Corey Johnson, David Ulph, Jack Mielke, Jordan Jefferson, Nick Lewis",Derby Trailblazers,"Charlie Brown, Connor Washington, Jai Pathmarajah, Raheem May-Thompson, Sean Mo Walker",1,970,16.2,27.5,26,11,30,36.7,3,12,25,1,2,50,5,9,14,5,1,2,4,5,35,15,26,57.7,1,5,20,4,4,100,2,8,10,6,3,0,2,3,27.1,27.6,96.1,126.7,-30.6,126.7,96.1,30.6,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,"Dashawn Jackson, Jonas Dietrich, Jordan Spencer, Mike New Jr., Xavier Wilson",Yorkshire Dragons,"Corey Johnson, David Ulph, Jack Mielke, Jordan Jefferson, Nick Lewis",1,827,13.8,27.4,20,9,23,39.1,1,8,12.5,1,4,25,2,9,11,7,4,0,4,2,32,12,23,52.2,7,16,43.8,1,3,33.3,2,13,15,7,3,0,6,3,26.8,28.2,74.7,113.6,-38.8,113.6,74.7,38.8,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derby Trailblazers,"Charlie Brown, Connor Washington, Jai Pathmarajah, Raheem May-Thompson, Sean Mo Walker",Hemel Storm,"Brayden Inger, Darien Nelson-Henry, Jack Burnell, Sam Newman, Veron Eze",1,804,13.4,26.7,38,16,30,53.3,6,11,54.5,0,1,0,4,8,12,9,4,1,0,2,23,11,23,47.8,1,5,20,0,0,0,2,11,13,5,0,1,6,4,26.4,26.4,143.7,87,56.7,87,143.7,-56.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,"Cooper Creek, Jax Bouknight, Malik Bryant, Ty Nsangu, Victor Olarerin",Derby Trailblazers,"Charlie Brown, Jai Pathmarajah, Malcolm Smith, Raheem May-Thompson, Sean Mo Walker",1,837,13.9,26.7,35,15,30,50,4,11,36.4,1,2,50,8,9,17,10,1,1,3,5,29,12,22,54.5,4,10,40,1,4,25,0,8,8,7,3,2,4,3,25.9,27.8,135.4,104.5,30.9,104.5,135.4,-30.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemel Storm,"Brayden Inger, Darien Nelson-Henry, Jack Burnell, Sam Newman, Taylor Johnson",Essex Rebels,"Harry Gent, Kyron Martin, Miles Brown, Remy Udeh, Tom Child",1,639,10.7,25.3,27,12,24,50,3,8,37.5,0,0,0,3,12,15,5,1,0,5,3,24,10,23,43.5,3,8,37.5,1,4,25,1,7,8,5,4,1,2,3,25.1,25.7,107.4,93.4,13.9,93.4,107.4,-13.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
