Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Adrian Mutothori,Birmingham Rockets,5,Adrian Mutothori; A. Mutothori,"F. Mughaal, Larry Duru, Philip Basioudis, Tom Grayling",2,3.9,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0.0,0.0,78.3,0,78.3,0.0,0.0,0,50.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adrian Mutothori,Birmingham Rockets,5,Adrian Mutothori; A. Mutothori,"L. Okosieme, Martyn Gayle, Philip Basioudis, Tom Grayling",1,2.5,4,1,2,50.0,1,1,100.0,1,2,50.0,1,0,1,0,1,0,1,0,3,0,4,4.0,57.5,57.5,0,57.5,75.0,69.4,0.0,25.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Adrian Mutothori,Birmingham Rockets,5,Adrian Mutothori; A. Mutothori,"F. Mughaal, L. Okosieme, Larry Duru, Tom Grayling",1,2.2,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.0,40.0,80.0,0,80.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Mutothori,Birmingham Rockets,5,Adrian Mutothori; A. Mutothori,"E. Donaldson, F. Mughaal, L. McGregor, Orlan Jackman",1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,60.2,0,60.2,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adrian Mutothori,Birmingham Rockets,5,Adrian Mutothori; A. Mutothori,"F. Mughaal, L. Okosieme, Martyn Gayle, Z. Powell",1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,82.0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Bonnick,Birmingham Rockets,10,A. Bonnick,"F. Mughal, Martyn Gayle, Orlan Jackman, Z. Powell",1,4.4,0,0,2,0.0,0,1,0.0,0,0,0,0,3,3,1,0,0,0,1,2,0,0,0.0,0.0,51.6,0,51.6,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. McGregor, L. Okosieme, R. Blain, Z. Powell",22,275.2,112,41,103,39.8,13,34,38.2,17,22,77.3,15,32,47,17,6,0,21,18,114,0,112,5.1,19.7,97.8,0,97.8,46.1,49.7,41.5,13.9,28,15,53.6,10,4,40,1,1,100,14,6,0,1,18,19,10
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. McGregor, Orlan Jackman, R. Blain, Z. Powell",18,91.3,48,17,34,50.0,3,14,21.4,11,16,68.8,5,17,22,9,2,0,7,8,41,0,48,2.7,24.3,116.4,0,116.4,54.4,58.5,52.9,12.3,11,9,81.8,0,0,0,0,0,0,2,4,0,1,11,8,12
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"Martyn Gayle, Orlan Jackman, R. Blain, Z. Powell",13,47.2,26,11,22,50.0,1,6,16.7,3,4,75.0,4,7,11,4,0,0,2,4,21,0,26,2.0,25.4,136.9,0,136.9,52.3,54.7,36.4,6.7,9,6,66.7,1,0,0,0,0,0,2,0,0,0,2,6,4
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. McGregor, L. Okosieme, R. Blain",8,44.4,20,9,16,56.2,2,4,50.0,0,0,0,2,6,8,6,1,0,8,2,21,0,20,2.5,22.2,102.1,0,102.1,62.5,62.5,66.7,26.7,5,3,60,2,0,0,0,0,0,2,6,0,0,2,2,10
