# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 225
# Qualified players exported: 135
# Total stints used: 4644
# Garbage time stints excluded: 327
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Nottingham Hoods,24,Donell Nixon Ii,1374,4.28,4.76,9.05
Milton Keynes Breakers,23,Jordan Spencer,1606,4.0,2.05,6.05
Newcastle Knights,10,Sam Trunley,1685,4.02,1.48,5.5
Worthing Thunder,4,Adrian Scarborough,916,2.57,2.92,5.49
Reading Rockets,4,Jax Bouknight,1393,1.83,3.33,5.16
Essex Rebels,2,Miles Brown,1415,4.61,0.39,5.0
London Cavaliers,10,Juan Manning,1616,3.21,1.5,4.71
Reading Rockets,12,Ty Nsangu,974,2.85,1.7,4.55
Reading Rockets,10,Malik Bryant,1273,2.04,2.06,4.1
Birmingham Rockets,3,Eric Donaldson,1623,1.83,2.24,4.08
Hemel Storm,11,Kai Walker,1176,2.89,0.86,3.75
Worthing Thunder,7,Elliott Dadds,1420,-1.32,5.06,3.74
Hemel Storm,4,Sam Newman,1759,2.64,1.02,3.66
Milton Keynes Breakers,21,Xavier Wilson,1147,1.4,2.13,3.53
Reading Rockets,14,Cooper Creek,1240,1.81,1.65,3.46
Loughborough Riders,31,Jalen Cook,1526,0.86,2.56,3.42
Bristol Hurricanes,31,Denzel Ubiaro,1451,1.34,1.8,3.15
Nottingham Hoods,25,Byrce Johnson,1212,1.82,0.96,2.79
Birmingham Rockets,13,Orlan Jackman,979,1.8,0.93,2.74
Milton Keynes Breakers,7,Blayne Freckleton,670,2.35,0.31,2.66
Birmingham Rockets,8,Martyn Gayle,891,4.44,-1.88,2.57
Derby Trailblazers,9,Malcolm Smith,649,0.92,1.59,2.51
Newcastle Knights,5,Messiah Jones,1301,0.79,1.7,2.49
Yorkshire Dragons,4,Jordan Jefferson,535,1.38,1.05,2.43
Hemel Storm,2,Matt Norman,1318,2.71,-0.44,2.27
