Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
Worthing Thunder,"Adrian Scarborough, Elijah Maynard, Elliott Dadds, Justin Hopkins, Matthew Bryan-Amaning",14,5890,54.1,219,81,182,44.5,15,46,32.6,42,63,66.7,34,80,114,43,21,6,35,32,202,81.9,82.4,81.4,29.1,29.5,48.6,52.2,53.1,32.7,72.1,12.2,34.6,25.3,108.3,173,72,187,38.5,17,70,24.3,12,30,40,31,70,101,45,22,7,39,49,200,43,43.2,16.3,27.9,37.4,86.6,68,37,54.4,7,1,14.3,0,0,0,0,0,0,0,21.7,57,33,57.9,14,6,42.9,0,0,0,0,0,0,0,28,36,56,38,27,37
Bristol Flyers II,"Lanre Ayinla, Nassim Ladjimi, Nikolas Sagkovits, Reggie Eigbe, Yusuf Hafid",12,6211,76.9,182,74,174,42.5,24,67,35.8,10,23,43.5,24,64,88,41,20,3,46,45,198,77.1,76.5,77.8,31.4,30.9,49.4,49.4,55.4,25.3,64.6,17,13.2,38.5,92,219,83,186,44.6,20,62,32.3,33,47,70.2,35,71,106,53,29,8,38,26,201,50,53,15.5,35.4,33.3,108.8,50,26,52,12,4,33.3,2,1,50,0,0,0,0,-16.8,62,37,59.7,9,4,44.4,0,0,0,0,0,0,0,20,12,34,28,31,45
Birmingham Rockets,"Eric Donaldson, Lucas Mcgregor, Orlan Jackman, Ronald Blain, Zack Powell",18,5477,17.7,230,81,165,49.1,13,55,23.6,55,79,69.6,27,61,88,49,22,5,26,49,191,84.2,83.6,84.7,28.7,28.3,53,57.6,60.5,31.4,67,9.5,47.9,33.3,120.5,204,74,172,43,19,67,28.4,37,51,72.5,30,59,89,41,18,5,37,56,193,48.5,52.5,16,33,39,105.5,65,47,72.3,9,5,55.6,1,0,0,0,0,0,0,15,46,31,67.4,8,3,37.5,2,0,0,0,0,0,0,23,60,42,36,36,27
Worthing Thunder,"Bode Adeluola, Elijah Maynard, Elliott Dadds, Justin Hopkins, Matthew Bryan-Amaning",16,5362,45.1,191,68,153,44.4,13,39,33.3,42,58,72.4,13,63,76,34,14,4,31,29,189,82.5,84.4,80.5,28.4,29.8,48.7,53.5,50,15.1,68.5,12.7,37.9,25.5,101.2,214,86,177,48.6,26,64,40.6,16,28,57.1,29,73,102,58,14,5,27,45,180,55.9,56.5,12.5,31.5,36.2,119,52,30,57.7,23,7,30.4,3,3,100,0,0,0,0,-17.8,64,42,65.6,13,3,23.1,3,1,33.3,0,0,0,0,8,35,25,26,45,34
Bristol Hurricanes,"Corey Samuels, Daniel Edozie, Denzel Ubiaro, Elvisi Dusha, Jules Dang-Akodo",9,5762,29.8,183,72,174,41.4,13,60,21.7,26,36,72.2,27,45,72,39,24,2,18,43,174,71.7,72.3,71.1,33.2,33.8,45.1,48.2,54.2,30,65.2,7.3,20.7,34.5,105.4,194,74,145,51,18,57,31.6,28,45,62.2,24,63,87,45,11,6,37,27,171,57.2,58.9,18.3,34.8,39.3,113.7,44,28,63.6,6,3,50,0,0,0,0,0,0,0,-8.2,39,29,74.4,6,4,66.7,0,0,0,0,0,0,0,21,23,28,30,19,18
Bristol Hurricanes,"Corey Samuels, Daniel Edozie, Denzel Ubiaro, Elvisi Dusha, Vilmantas Dilys",9,5624,43.5,195,75,158,47.5,20,47,42.6,25,44,56.8,23,67,90,51,15,5,24,32,171,73.7,73.1,74.2,32.8,32.3,53.8,55,68,26.1,68.4,9.5,27.8,29.7,113.9,174,67,169,39.6,20,72,27.8,20,30,66.7,31,65,96,41,13,4,30,39,174,45.6,47.7,14.1,31.6,42.6,100,55,28,50.9,11,6,54.5,0,0,0,0,0,0,0,13.9,45,28,62.2,7,3,42.9,2,0,0,0,0,0,0,24,24,36,26,27,24
Hemel Storm,"Darien Nelson-Henry, Kai Walker, Matt Norman, Sam Newman, Taylor Johnson",7,5131,48.2,192,76,142,53.5,17,56,30.4,23,31,74.2,10,55,65,56,21,5,31,34,170,80.6,79.3,82,30.3,29.3,59.5,61.7,73.7,16.9,72.4,12.8,21.8,39.4,113.2,191,72,157,45.9,19,49,38.8,28,33,84.8,21,49,70,38,18,8,32,37,175,51.9,55.7,15.7,27.6,31.2,109,65,49,75.4,1,0,0,0,0,0,0,0,0,0,4.2,52,34,65.4,17,7,41.2,1,1,100,0,0,0,0,7,33,35,27,30,37
Reading Rockets,"Cooper Creek, Eliaz (Zain) Poorman, Jax Bouknight, Malik Bryant, Victor Olarerin",19,5439,37.0,191,75,161,46.6,24,65,36.9,17,24,70.8,25,48,73,46,22,6,30,39,169,76.6,74.8,78.5,32.1,30.6,54,55.7,61.3,33.8,69.6,12.1,14.9,40.4,112.7,184,68,149,45.6,21,60,35,27,37,73,21,49,70,43,21,8,41,26,178,52.7,55.7,19.9,30.4,40.3,103.4,48,28,58.3,8,3,37.5,2,1,50,0,0,0,0,9.2,35,19,54.3,7,3,42.9,2,1,50,0,0,0,0,14,52,42,23,31,27
Yorkshire Dragons,"Corey Johnson, David Ulph, Jack Mielke, Jordan Jefferson, Nick Lewis",6,4820,49.4,148,55,144,38.2,18,69,26.1,20,31,64.5,19,52,71,27,16,4,24,22,156,74.9,77.7,72.1,30.9,33.3,44.4,46.9,49.1,24.7,73.2,11.5,21.5,47.9,94.8,136,50,129,38.8,12,52,23.1,24,29,82.8,19,58,77,29,14,3,28,28,145,43.4,48,16.5,26.8,40.3,94,31,18,58.1,9,5,55.6,10,3,30,0,0,0,0,0.8,34,17,50,12,8,66.7,2,0,0,0,0,0,0,18,19,27,16,32,24
Newcastle Knights,"Bradley Dean, Jaron Thames, Mekhi Hendry, Messiah Jones, Will Neighbour",8,4268,55.6,162,69,137,50.4,16,53,30.2,8,9,88.9,14,42,56,38,16,0,22,20,143,80.9,80.4,81.3,29.8,29.5,56.2,57.5,55.1,22.2,72.4,10.9,6.6,38.7,113.3,190,77,137,56.2,20,58,34.5,16,22,72.7,16,49,65,35,17,2,20,8,145,63.5,64.8,12,27.6,42.3,131.3,33,25,75.8,7,4,57.1,1,0,0,0,0,0,0,-18.1,37,29,78.4,9,6,66.7,1,1,100,0,0,0,0,15,32,31,23,29,30
Newcastle Knights,"Bradley Dean, Jaron Thames, Messiah Jones, Sam Trunley, Will Neighbour",9,3925,27.9,188,70,132,53,26,47,55.3,22,27,81.5,15,47,62,35,14,3,15,16,138,83.1,84.5,81.7,28.4,29.4,62.9,65.3,50,26.8,72.3,7.7,20.5,35.6,136.1,142,55,122,45.1,15,39,38.5,17,21,81,18,41,59,33,11,7,26,24,134,51.2,54.1,16.5,27.7,32,106.2,29,22,75.9,10,5,50,3,2,66.7,0,0,0,0,29.9,32,19,59.4,8,6,75,2,1,50,0,0,0,0,25,35,40,14,28,14
Loughborough Riders,"Jalen Cook, Johde Campbell, Michael Joiner, Milo Gordon, Tomide Akinsuku",6,3699,41.4,152,56,112,50,26,53,49.1,14,26,53.8,12,48,60,39,14,6,29,30,135,84.8,87.5,82.2,27.4,29.2,61.6,61.6,69.6,20,72.7,15.1,23.2,47.3,112.7,125,50,112,44.6,6,20,30,19,34,55.9,18,48,66,32,19,3,23,21,127,47.3,49.2,15.3,27.3,17.9,98.7,39,21,53.8,8,3,37.5,4,2,50,0,0,0,0,14.1,49,23,46.9,15,8,53.3,2,1,50,0,0,0,0,19,45,23,12,21,24
Reading Rockets,"Cooper Creek, Jax Bouknight, Malik Bryant, Ty Nsangu, Victor Olarerin",13,4184,36.6,171,63,124,50.8,20,54,37,25,36,69.4,22,44,66,40,18,2,22,25,134,77,77,77,31.2,31.1,58.9,61.1,63.5,35.5,83,10.9,29,43.5,127.4,139,59,116,50.9,11,44,25,10,18,55.6,9,40,49,37,14,3,25,27,134,55.6,56.1,16.8,17,37.9,103.5,26,17,65.4,3,2,66.7,5,3,60,0,0,0,0,23.9,25,21,84,4,2,50,1,0,0,0,0,0,0,36,29,15,8,28,36
Nottingham Hoods,"Byrce Johnson, Donell Nixon Ii, Elliot Bailey, Micah Savery-Richards, Tyrone Williams",9,3942,20.1,163,61,135,45.2,14,53,26.4,27,40,67.5,27,41,68,37,29,2,14,33,134,81.8,81.6,82.1,29.4,29.2,50.4,53.4,60.7,38.6,75.9,6.9,29.6,39.3,121.6,109,39,93,41.9,8,41,19.5,23,35,65.7,13,43,56,27,8,8,45,40,135,46.2,50.3,29.3,24.1,44.1,80.9,61,36,59,6,3,50,2,1,50,0,0,0,0,40.8,31,20,64.5,1,1,100,0,0,0,0,0,0,0,28,44,43,7,18,12
Essex Rebels,"Harry Gent, Kyron Martin, Miles Brown, Remy Udeh, Tom Child",12,3426,32.2,135,47,104,45.2,16,48,33.3,25,35,71.4,15,30,45,25,21,3,26,17,125,86.8,87.7,85.9,27.4,27.9,52.9,56.5,53.2,25,65.2,15.3,33.7,46.2,107.8,136,56,106,52.8,15,39,38.5,9,20,45,16,45,61,31,16,2,29,22,123,59.9,59.2,20.2,34.8,36.8,110.9,32,24,75,6,1,16.7,0,0,0,0,0,0,0,-3,38,30,78.9,4,2,50,2,2,100,0,0,0,0,10,27,22,13,31,18
Loughborough Riders,"Callum Keys, Jalen Cook, Johde Campbell, Michael Joiner, Tomide Akinsuku",10,3375,39.5,122,51,101,50.5,10,33,30.3,10,17,58.8,3,35,38,35,16,2,22,22,122,86.4,87,85.8,27.6,28.0,55.4,56.2,68.6,6.1,61.4,13.3,16.8,32.7,99.7,129,52,107,48.6,12,34,35.3,13,22,59.1,22,46,68,27,16,5,31,13,121,54.2,55.3,21,38.6,31.8,106.9,36,24,66.7,9,6,66.7,1,0,0,0,0,0,0,-7.2,57,31,54.4,4,3,75,2,2,100,0,0,0,0,10,27,37,14,10,17
Newcastle Knights,"Bradley Dean, Jaron Thames, Max Matthews, Messiah Jones, Sam Trunley",10,3349,11.2,127,42,110,38.2,12,46,26.1,31,39,79.5,20,35,55,26,20,2,19,26,121,86.4,86.8,86.1,27.7,27.9,43.6,49.9,61.9,31.7,64.8,11,35.5,41.8,104.9,127,50,108,46.3,8,30,26.7,19,23,82.6,19,43,62,26,10,8,26,30,120,50,53.8,18,35.2,27.8,105.7,32,17,53.1,2,2,100,0,0,0,0,0,0,0,-0.9,45,28,62.2,1,1,100,0,0,0,0,0,0,0,11,19,24,20,27,14
Worthing Thunder,"Adrian Scarborough, Bode Adeluola, Elijah Maynard, Jonathan Lashley, Justin Hopkins",8,3773,25.2,108,41,106,38.7,8,31,25.8,18,27,66.7,13,37,50,19,12,0,18,16,118,75,75,74.9,32.0,32.1,42.5,45.8,46.3,20.3,66.1,11.6,25.5,29.2,91.6,146,58,117,49.6,22,56,39.3,8,15,53.3,19,51,70,41,13,7,18,19,118,59,59.1,12.7,33.9,47.9,124,37,17,45.9,17,8,47.1,2,0,0,0,0,0,0,-32.5,37,28,75.7,4,2,50,5,3,60,0,0,0,0,16,15,17,17,18,18
Yorkshire Dragons,"Corey Johnson, David Ulph, Jack Mielke, Jordan Jefferson, Jordan Whelan",6,3768,30.7,142,56,114,49.1,11,43,25.6,19,23,82.6,18,41,59,26,13,2,17,12,118,75.2,75.3,75.1,31.9,32.0,53.9,57.2,46.4,33.3,83.7,10.2,20.2,37.7,120.1,132,56,106,52.8,14,39,35.9,6,11,54.5,8,36,44,33,12,1,20,23,118,59.4,59.5,15.3,16.3,36.8,111.9,44,31,70.5,5,3,60,2,1,50,0,0,0,0,8.2,43,34,79.1,3,1,33.3,0,0,0,0,0,0,0,21,14,17,16,19,27
Worthing Thunder,"Adrian Scarborough, Bode Adeluola, Elijah Maynard, Justin Hopkins, Matthew Bryan-Amaning",14,3380,16.4,147,58,112,51.8,4,21,19,27,38,71.1,22,37,59,29,16,4,15,24,117,80.7,83,78.4,28.9,30.6,53.6,57.1,50,40,69.8,8.7,33.9,18.8,125.8,123,48,104,46.2,19,50,38,8,16,50,16,33,49,27,10,2,20,21,110,55.3,55.4,15.3,30.2,48.1,111.4,46,33,71.7,11,5,45.5,1,0,0,0,0,0,0,14.4,27,16,59.3,5,1,20,0,0,0,0,0,0,0,28,17,18,14,22,11
Reading Rockets,"Eliaz (Zain) Poorman, Jax Bouknight, Malik Bryant, Ty Nsangu, Victor Olarerin",15,3529,13.8,125,48,110,43.6,13,35,37.1,16,27,59.3,21,29,50,27,14,1,21,23,117,77.5,79.6,75.4,30.2,31.8,49.5,51.3,56.2,36.2,72.5,12.4,24.5,31.8,106.8,122,45,91,49.5,13,33,39.4,19,26,73.1,11,37,48,35,10,2,24,20,111,56.6,59.5,19,27.5,36.3,110.1,46,25,54.3,1,0,0,0,0,0,0,0,0,0,-3.3,31,21,67.7,3,2,66.7,1,1,100,0,0,0,0,25,23,27,21,29,22
Derby Trailblazers,"Charlie Brown, Connor Washington, Jai Pathmarajah, Raheem May-Thompson, Robert Marsden",13,3626,19.7,114,42,106,39.6,9,28,32.1,21,26,80.8,12,45,57,25,10,6,14,13,115,77.6,75.9,79.4,31.6,30.2,43.9,48.5,59.5,20,76.3,8.9,24.5,26.4,99.4,122,45,112,40.2,17,43,39.5,15,18,83.3,14,48,62,25,8,8,19,22,120,47.8,50.9,13.7,23.7,38.4,101.7,42,20,47.6,14,7,50,1,1,100,0,0,0,0,-2.3,35,18,51.4,12,2,16.7,0,0,0,0,0,0,0,17,15,14,15,27,17
Derby Trailblazers,"Charlie Brown, Connor Washington, Jai Pathmarajah, Malcolm Smith, Robert Marsden",9,3493,8.9,125,50,97,51.5,6,23,26.1,19,26,73.1,12,42,54,35,9,1,20,16,112,75.8,76.8,74.8,31.2,32.1,54.6,57.6,70,28.6,76.4,12.2,26.8,23.7,111.8,127,47,101,46.5,17,37,45.9,16,19,84.2,13,30,43,23,11,3,17,26,109,55,58.1,13.5,23.6,36.6,116.7,29,22,75.9,8,6,75,0,0,0,0,0,0,0,-4.9,37,21,56.8,7,3,42.9,0,0,0,0,0,0,0,8,10,11,12,22,20
Essex Rebels,"Daniel Johnson-Thompson, Kyron Martin, Miles Brown, Remy Udeh, Tom Child",8,3355,17.7,117,37,92,40.2,11,43,25.6,32,40,80,14,39,53,29,12,5,19,18,110,80.7,78.7,82.8,30.5,29.0,46.2,53.4,78.4,26.9,75,12.1,43.5,46.7,106.3,119,46,102,45.1,14,37,37.8,13,24,54.2,13,38,51,24,11,3,21,20,116,52,52.9,15.7,25,36.3,102.8,40,24,60,1,1,100,1,0,0,0,0,0,0,3.5,39,23,59,6,3,50,0,0,0,0,0,0,0,5,29,15,15,11,22
Nottingham Hoods,"Byrce Johnson, Elliot Bailey, Sam Akano, Thierry Walker, Tyrone Williams",7,3283,18.4,99,40,94,42.6,11,41,26.8,8,13,61.5,10,31,41,23,14,2,19,24,104,75.5,76.3,74.8,31.5,32.1,48.4,49.6,57.5,22.2,62,13.4,13.8,43.6,94.9,114,40,89,44.9,11,35,31.4,23,33,69.7,19,35,54,26,11,1,22,18,102,51.1,55.1,17.5,38,39.3,111.5,28,15,53.6,1,1,100,0,0,0,0,0,0,0,-16.6,34,24,70.6,1,0,0,0,0,0,0,0,0,0,6,19,17,12,18,13
Essex Rebels,"Kyron Martin, Michael Amako, Miles Brown, Tom Child, Tyreese Hudson",10,3130,10.2,113,37,94,39.4,14,39,35.9,25,30,83.3,14,39,53,25,10,1,13,19,102,78.1,78.2,78.1,30.7,30.7,46.8,52.7,67.6,25.9,66.1,9,31.9,41.5,110.8,102,36,98,36.7,11,46,23.9,19,32,59.4,20,40,60,24,5,4,14,24,102,42.3,45.5,11.1,33.9,46.9,100.2,27,12,44.4,8,3,37.5,1,0,0,0,0,0,0,10.7,26,17,65.4,8,3,37.5,4,0,0,0,0,0,0,17,23,13,16,29,19
Yorkshire Dragons,"David Ulph, Jack Melke, Jordan Whelan, Logan Rooney, Nick Lewis",5,2989,27.5,104,38,82,46.3,9,34,26.5,19,29,65.5,9,31,40,22,7,4,21,18,102,82.3,82.3,82.3,29.2,29.2,51.8,54.9,57.9,21.4,56.4,15.2,35.4,41.5,101.5,133,52,108,48.1,16,43,37.2,13,20,65,24,33,57,21,12,3,14,27,103,55.6,56.9,10.7,43.6,39.8,129.7,24,18,75,9,2,22.2,1,0,0,0,0,0,0,-28.2,36,24,66.7,8,2,25,0,0,0,0,0,0,0,4,19,16,29,15,21
Bristol Hurricanes,"Chris Taylor, Corey Samuels, Daniel Edozie, Denzel Ubiaro, Vilmantas Dilys",3,2853,30.4,104,42,91,46.2,10,28,35.7,10,18,55.6,12,29,41,24,14,0,18,11,101,81,84.7,77.2,28.3,31.1,51.6,52.6,57.1,28.6,82.9,12.8,19.8,30.8,103.3,86,36,78,46.2,10,39,25.6,4,6,66.7,6,30,36,12,9,5,21,12,92,52.6,53.3,20.7,17.1,50,93.7,32,23,71.9,2,1,50,0,0,0,0,0,0,0,9.6,15,11,73.3,3,2,66.7,0,0,0,0,0,0,0,20,10,22,10,11,17
Essex Rebels,"Kyron Martin, Miles Brown, Remy Udeh, Tom Child, Tyreese Hudson",12,2807,10.3,130,47,92,51.1,21,45,46.7,15,30,50,17,30,47,31,15,3,16,21,100,84.2,85.5,82.8,28.1,29.0,62.5,61.8,66,37,66.7,10.5,32.6,48.9,130,101,40,85,47.1,12,33,36.4,9,18,50,15,29,44,22,9,7,23,31,97,54.1,54.3,19.8,33.3,38.8,104.2,35,23,65.7,1,1,100,1,0,0,0,0,0,0,25.7,43,24,55.8,3,1,33.3,0,0,0,0,0,0,0,14,26,34,8,12,20
Birmingham Rockets,"Eric Donaldson, Martyn Gayle, Orlan Jackman, Ronald Blain, Zack Powell",13,2834,10.1,140,50,90,55.6,8,20,40,32,39,82.1,15,33,48,30,10,1,12,14,100,85.1,84.7,85.5,28.3,28.1,60,65.3,60,39.5,75,8,43.3,22.2,140,122,48,95,50.5,16,43,37.2,10,14,71.4,11,23,34,26,7,4,15,23,101,58.9,60.3,12.9,25,45.3,120.8,35,23,65.7,2,1,50,0,0,0,0,0,0,0,19.2,29,20,69,2,1,50,2,1,50,0,0,0,0,11,29,22,13,30,24
Worthing Thunder,"Danny Evans, Elijah Maynard, Elliott Dadds, Jonathan Lashley, Justin Hopkins",10,2670,5.4,76,27,94,28.7,8,40,20,14,25,56,14,23,37,15,14,1,12,23,99,84.6,88.9,80.4,27.0,29.9,33,36.2,55.6,21.2,63.9,9.1,26.6,42.6,76.9,91,36,78,46.2,8,30,26.7,11,14,78.6,13,52,65,26,5,2,22,14,89,51.3,54.1,20.7,36.1,38.5,101.8,25,14,56,8,1,12.5,3,0,0,0,0,0,0,-24.9,27,19,70.4,8,6,75,3,1,33.3,0,0,0,0,10,15,24,13,22,16
