league,season,team,team_abbrev,player_name,Nationality,height,position,age,GP,MIN,PTS,FGM,FGA,FG_pct,ThreePM,ThreePA,ThreeP_pct,FTM,FTA,FT_pct,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PPG,MPG,RPG,APG,SPG,BPG,TOPG,FPG,MIN_pct,POSS,PACE_EST,PTS_per100,AST_per100,REB_per100,OREB_per100,DREB_per100,STL_per100,BLK_per100,TOV_per100,FGA_per100,FTA_per100,ThreePA_per100,ThreePM_per100,PF_per100,TS_pct,eFG_pct,TS_pct_calc,eFG_pct_calc,TM_TS_pct,ThreePA_rate,FT_rate,Total_S_pct,ORB_pct,DRB_pct,TRB_pct,AST_pct,TOV_pct,TOV_pct_calc,STL_pct,BLK_pct,USG_pct,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,AST_TO,AST_ratio,OREB_ratio,DREB_ratio,PCT_PTS_2PT,PCT_PTS_3PT,PCT_PTS_FT,GmSc,GmSc_per_game,BPM,OBPM,DBPM,VORP,Linear_BPM,BPM_Mode,Position_Est,Off_Role_Est,player_url,team_url
SLB,2025-2026,London Lions,,Ethan Price,,,,,34,566.9,249.0,92.0,165.0,55.8,15.0,50.0,0.0,50.0,65.0,0.0,27.0,101.0,128.0,34.0,13.0,10.0,32.0,96.0,7.323529411764706,16.673529411764704,3.764705882352941,1.0,0.38235294117647056,0.29411764705882354,0.9411764705882353,2.823529411764706,41.7,1049.7,30.9,23.7,3.2,12.2,2.6,9.6,1.2,1.0,3.0,15.7,6.2,4.8,1.4,9.1,64.3,60.3,64.3,60.3,58.3,30.3,0.394,150.9,6.1,21.0,13.9,10.0,14.2,14.2,1.2,2.0,19.0,0.6,1.5,219.2,97.9,121.3,180.6,7.6,1.06,13.1,21.1,78.9,61.8,18.1,20.1,186.9,5.5,2.9,-0.2,3.1,0.8,6.7,position (auto),3.6,4.7,,
SLB,2025-2026,Manchester Basketball,,Gabriel Osbuhein,,,,,11,226.0,73.0,29.0,62.0,46.8,0.0,2.0,0.0,15.0,28.0,0.0,26.0,30.0,56.0,45.0,16.0,6.0,17.0,37.0,6.636363636363637,20.545454545454547,5.090909090909091,4.090909090909091,1.4545454545454546,0.5454545454545454,1.5454545454545454,3.3636363636363638,51.4,456.0,41.5,16.0,9.9,12.3,5.7,6.6,3.5,1.3,3.7,13.6,6.1,0.4,0.0,8.1,49.1,46.8,49.1,46.8,56.9,3.2,0.452,117.7,12.9,14.4,13.7,29.3,18.6,18.6,3.5,2.4,17.9,0.8,1.2,207.9,107.9,100.0,96.0,8.8,2.65,33.0,46.4,53.6,79.5,0.0,20.5,83.1,7.6,3.5,0.4,3.1,0.4,7.1,position (team),3.0,3.8,,
SLB,2025-2026,Manchester Basketball,,Max Jones,,,,,35,967.4,625.0,215.0,514.0,41.8,79.0,225.0,0.0,116.0,144.0,0.0,22.0,85.0,107.0,112.0,23.0,7.0,72.0,82.0,17.857142857142858,27.64,3.057142857142857,3.2,0.6571428571428571,0.2,2.057142857142857,2.342857142857143,69.1,1952.1,55.8,32.0,5.7,5.5,1.1,4.4,1.2,0.4,3.7,26.3,7.4,11.5,4.0,4.2,54.1,49.5,54.1,49.5,56.9,43.8,0.28,121.6,2.6,9.5,6.1,19.7,11.1,11.1,1.2,0.7,29.7,0.9,1.2,168.1,107.9,60.2,300.2,8.4,1.56,14.7,20.6,79.4,43.5,37.9,18.6,382.4,10.9,-0.5,1.2,-1.6,0.5,7.8,position (auto),2.5,3.9,,
SLB,2025-2026,Cheshire Phoenix,,Tobias Cameron,,,,,31,651.5,298.0,109.0,219.0,49.8,39.0,105.0,0.0,41.0,57.0,0.0,53.0,70.0,123.0,66.0,21.0,5.0,47.0,67.0,9.612903225806452,21.016129032258064,3.967741935483871,2.129032258064516,0.6774193548387096,0.16129032258064516,1.5161290322580645,2.161290322580645,52.5,1366.9,44.1,21.8,4.8,9.0,3.9,5.1,1.5,0.4,3.4,16.0,4.2,7.7,2.9,4.9,61.0,58.7,61.0,58.7,57.7,47.9,0.26,136.1,8.6,12.0,10.3,15.0,16.1,16.1,1.6,0.7,18.8,0.7,1.4,206.1,108.1,98.0,229.4,8.3,1.4,18.5,43.1,56.9,47.0,39.3,13.8,236.9,7.6,1.3,1.9,-0.6,0.7,7.2,position (auto),3.0,4.2,,
SLB,2025-2026,London Lions,,Morayo Soluade,,,,,23,346.5,90.0,30.0,71.0,42.3,24.0,59.0,0.0,6.0,7.0,0.0,12.0,27.0,39.0,47.0,12.0,0.0,30.0,29.0,3.9130434782608696,15.065217391304348,1.6956521739130435,2.0434782608695654,0.5217391304347826,0.0,1.3043478260869565,1.2608695652173914,37.7,641.6,27.9,14.0,7.3,6.1,1.9,4.2,1.9,0.0,4.7,11.1,1.1,9.2,3.7,4.5,60.7,59.2,60.7,59.2,58.3,83.1,0.099,126.8,4.5,9.2,6.9,20.1,28.8,28.8,1.9,0.0,14.4,0.6,1.3,167.9,97.9,70.0,80.9,4.6,1.57,31.1,30.8,69.2,13.3,80.0,6.7,71.7,3.1,3.0,0.6,2.3,0.5,5.0,position (auto),2.5,4.3,,
SLB,2025-2026,Surrey 89ers,,Tyrin Lawrence,,,,,21,619.3,320.0,119.0,244.0,48.8,19.0,81.0,0.0,63.0,86.0,0.0,10.0,79.0,89.0,70.0,30.0,8.0,56.0,40.0,15.238095238095237,29.490476190476187,4.238095238095238,3.3333333333333335,1.4285714285714286,0.38095238095238093,2.6666666666666665,1.9047619047619047,73.7,1226.0,58.4,26.1,5.7,7.3,0.8,6.4,2.4,0.7,4.6,19.9,7.0,6.6,1.5,3.3,56.8,52.7,56.8,52.7,57.1,33.2,0.352,131.1,1.9,14.0,8.2,18.5,16.6,16.6,2.4,1.2,24.4,0.8,1.3,180.1,111.5,68.6,206.0,7.8,1.25,17.2,11.2,88.8,62.5,17.8,19.7,230.9,11.0,-0.5,-0.3,-0.2,0.3,8.7,position (auto),2.7,3.9,,
SLB,2025-2026,B. Braun Sheffield Sharks,,Rodney Chatman Iii,,,,,35,775.0,393.0,119.0,304.0,39.1,44.0,126.0,0.0,111.0,137.0,0.0,13.0,82.0,95.0,151.0,42.0,5.0,77.0,75.0,11.228571428571428,22.142857142857142,2.7142857142857144,4.314285714285714,1.2,0.14285714285714285,2.2,2.142857142857143,55.4,1500.6,42.9,26.2,10.1,6.3,0.9,5.5,2.8,0.3,5.1,20.3,9.1,8.4,2.9,5.0,53.9,46.4,53.9,46.4,56.7,41.4,0.451,129.3,2.0,12.2,7.2,31.8,17.4,17.4,2.8,0.7,26.4,1.0,1.3,162.6,107.8,54.8,271.6,8.1,1.96,25.5,13.7,86.3,38.2,33.6,28.2,295.3,8.4,1.3,0.7,0.6,0.8,8.6,position (auto),2.2,3.2,,
SLB,2025-2026,Newcastle Eagles,,Cole Long,,,,,37,1051.4,433.0,157.0,335.0,46.9,64.0,176.0,0.0,55.0,75.0,0.0,58.0,147.0,205.0,69.0,26.0,37.0,39.0,109.0,11.702702702702704,28.41621621621622,5.54054054054054,1.864864864864865,0.7027027027027027,1.0,1.054054054054054,2.945945945945946,71.0,2152.2,58.2,20.1,3.2,9.5,2.7,6.8,1.2,1.7,1.8,15.6,3.5,8.2,3.0,5.1,58.8,56.4,58.8,56.4,56.0,52.5,0.224,129.3,6.0,16.8,11.1,10.8,9.6,9.6,1.2,3.3,17.4,0.6,1.3,190.4,109.2,81.2,360.4,7.8,1.77,14.5,28.3,71.7,43.0,44.3,12.7,355.6,9.6,1.1,1.0,0.1,1.0,8.1,position (auto),3.4,4.5,,
SLB,2025-2026,Manchester Basketball,,Kaiyem Cleary,,,,,21,507.8,269.0,91.0,213.0,42.7,29.0,93.0,0.0,58.0,62.0,0.0,25.0,71.0,96.0,30.0,12.0,14.0,23.0,45.0,12.80952380952381,24.18095238095238,4.571428571428571,1.4285714285714286,0.5714285714285714,0.6666666666666666,1.0952380952380953,2.142857142857143,60.5,1024.7,48.8,26.3,2.9,9.4,2.4,6.9,1.2,1.4,2.2,20.8,6.1,9.1,2.8,4.4,56.0,49.5,56.0,49.5,56.9,43.7,0.291,126.3,5.5,15.1,10.4,9.4,8.7,8.7,1.2,2.5,22.9,0.7,1.3,184.5,107.9,76.6,174.8,8.5,1.3,10.2,26.0,74.0,46.1,32.3,21.6,195.3,9.3,0.7,1.1,-0.4,0.4,8.7,position (auto),3.2,4.6,,
SLB,2025-2026,Leicester Riders,,Kedrian Johnson,,,,,8,284.0,153.0,50.0,103.0,48.5,12.0,28.0,0.0,41.0,46.0,0.0,4.0,22.0,26.0,30.0,8.0,1.0,26.0,18.0,19.125,35.5,3.25,3.75,1.0,0.125,3.25,2.25,88.8,561.7,70.2,27.2,5.3,4.6,0.7,3.9,1.4,0.2,4.6,18.3,8.2,5.0,2.1,3.2,62.1,54.4,62.1,54.4,56.5,27.2,0.447,148.5,1.6,8.6,5.2,18.9,17.4,17.4,1.4,0.3,23.8,0.8,1.5,178.2,110.7,67.5,83.0,7.8,1.15,16.7,15.4,84.6,49.7,23.5,26.8,104.8,13.1,-0.7,0.3,-0.9,0.1,7.1,position (team),2.5,3.9,,
SLB,2025-2026,Leicester Riders,,Travis Evee,,,,,34,924.4,413.0,134.0,323.0,41.5,65.0,172.0,0.0,80.0,102.0,0.0,10.0,75.0,85.0,143.0,42.0,2.0,72.0,55.0,12.147058823529411,27.188235294117646,2.5,4.205882352941177,1.2352941176470589,0.058823529411764705,2.1176470588235294,1.6176470588235294,68.0,1828.4,53.8,22.6,7.8,4.6,0.5,4.1,2.3,0.1,3.9,17.7,5.6,9.4,3.6,3.0,56.1,51.5,56.1,51.5,56.5,53.3,0.316,127.9,1.3,9.0,5.2,26.2,16.4,16.4,2.3,0.2,21.5,0.8,1.3,165.1,110.7,54.4,286.2,7.2,1.99,24.5,11.8,88.2,33.4,47.2,19.4,310.7,9.1,0.5,0.6,-0.1,0.7,8.4,position (auto),2.1,3.7,,
SLB,2025-2026,Newcastle Eagles,,Marco Anthony,,,,,7,235.0,85.0,34.0,69.0,49.3,1.0,5.0,0.0,16.0,27.0,0.0,16.0,37.0,53.0,8.0,10.0,6.0,8.0,10.0,12.142857142857142,33.57142857142857,7.571428571428571,1.1428571428571428,1.4285714285714286,0.8571428571428571,1.1428571428571428,1.4285714285714286,83.9,481.1,68.7,17.7,1.7,11.0,3.3,7.7,2.1,1.2,1.7,14.3,5.6,1.0,0.2,2.1,52.5,50.0,52.5,50.0,56.0,7.2,0.391,123.2,7.4,19.0,12.9,5.6,9.0,9.0,2.1,2.4,17.0,0.4,1.2,191.8,109.2,82.6,77.9,7.4,1.0,8.3,30.2,69.8,77.6,3.5,18.8,76.0,10.9,-0.8,-0.6,-0.2,0.1,8.0,position (team),3.5,4.9,,
SLB,2025-2026,Bristol Flyers,,Zachary Anderson,,,,,36,1049.3,398.0,143.0,331.0,43.2,65.0,192.0,0.0,47.0,62.0,0.0,19.0,153.0,172.0,72.0,22.0,18.0,53.0,44.0,11.055555555555555,29.147222222222222,4.777777777777778,2.0,0.6111111111111112,0.5,1.4722222222222223,1.2222222222222223,72.9,2034.2,56.5,19.6,3.5,8.5,0.9,7.5,1.1,0.9,2.6,16.3,3.0,9.4,3.2,2.2,55.5,53.0,55.5,53.0,52.9,58.0,0.187,120.2,2.0,17.2,9.4,11.6,12.9,12.9,1.1,1.8,17.8,0.6,1.2,167.8,106.6,61.2,297.2,5.9,1.36,14.9,11.0,89.0,39.2,49.0,11.8,291.1,8.1,-0.5,-0.6,0.1,0.5,7.8,position (auto),3.0,4.3,,
SLB,2025-2026,London Lions,,Ciaran Sandy,,,,,32,336.6,108.0,40.0,84.0,47.6,11.0,34.0,0.0,17.0,26.0,0.0,9.0,36.0,45.0,13.0,18.0,9.0,9.0,37.0,3.375,10.51875,1.40625,0.40625,0.5625,0.28125,0.28125,1.15625,26.3,623.2,19.5,17.3,2.1,7.2,1.4,5.8,2.9,1.4,1.4,13.5,4.2,5.5,1.8,5.9,56.6,54.2,56.6,54.2,58.3,40.5,0.31,128.6,3.4,12.6,8.2,6.0,8.6,8.6,2.9,3.0,14.8,0.4,1.3,197.9,97.9,100.0,83.8,6.1,1.44,11.1,20.0,80.0,53.7,30.6,15.7,88.3,2.8,3.7,-0.2,3.9,0.6,7.8,position (auto),3.1,5.0,,
SLB,2025-2026,Surrey 89ers,,Michael Graham,,,,,34,750.2,304.0,140.0,243.0,57.6,0.0,1.0,0.0,24.0,56.0,0.0,103.0,177.0,280.0,32.0,17.0,34.0,26.0,57.0,8.941176470588236,22.064705882352943,8.235294117647058,0.9411764705882353,0.5,1.0,0.7647058823529411,1.6764705882352942,55.2,1485.2,43.7,20.5,2.2,18.9,6.9,11.9,1.1,2.3,1.8,16.4,3.8,0.1,0.0,3.8,56.8,57.6,56.8,57.6,57.1,0.4,0.23,125.1,16.2,25.9,21.2,6.9,8.9,8.9,1.1,4.2,17.5,0.5,1.3,255.0,111.5,143.5,365.0,9.8,1.23,9.8,36.8,63.2,92.1,0.0,7.9,316.7,9.3,0.8,1.6,-0.8,0.6,9.7,position (auto),4.3,4.8,,
SLB,2025-2026,London Lions,,Amin Adamu,,,,,34,513.0,216.0,85.0,179.0,47.5,27.0,72.0,0.0,19.0,23.0,0.0,15.0,60.0,75.0,50.0,12.0,0.0,43.0,59.0,6.352941176470588,15.088235294117647,2.2058823529411766,1.4705882352941178,0.35294117647058826,0.0,1.2647058823529411,1.7352941176470589,37.7,949.9,27.9,22.7,5.3,7.9,1.6,6.3,1.3,0.0,4.5,18.8,2.4,7.6,2.8,6.2,57.1,55.0,57.1,55.0,58.3,40.2,0.128,120.7,3.8,13.8,9.0,16.3,18.5,18.5,1.3,0.0,21.6,0.7,1.2,179.0,97.9,81.1,122.6,5.6,1.16,17.7,20.0,80.0,53.7,37.5,8.8,132.0,3.9,0.6,-0.8,1.4,0.4,4.8,position (auto),2.8,4.5,,
SLB,2025-2026,Leicester Riders,,Spencer Johnson,,,,,24,711.5,287.0,95.0,209.0,45.5,29.0,76.0,0.0,68.0,86.0,0.0,43.0,106.0,149.0,58.0,26.0,5.0,46.0,30.0,11.958333333333334,29.645833333333332,6.208333333333333,2.4166666666666665,1.0833333333333333,0.20833333333333334,1.9166666666666667,1.25,74.1,1407.3,58.6,20.4,4.1,10.6,3.1,7.5,1.8,0.4,3.3,14.9,6.1,5.4,2.1,2.1,58.1,52.4,58.1,52.4,56.5,36.4,0.411,137.3,7.0,16.6,11.9,13.6,15.7,15.7,1.8,0.7,18.6,0.6,1.4,184.2,110.7,73.5,248.5,7.6,1.26,16.5,28.9,71.1,46.0,30.3,23.7,245.5,10.2,0.6,0.9,-0.2,0.6,8.4,position (auto),3.1,4.5,,
SLB,2025-2026,B. Braun Sheffield Sharks,,Prentiss Nixon,,,,,32,734.4,384.0,129.0,324.0,39.8,46.0,146.0,0.0,80.0,92.0,0.0,13.0,85.0,98.0,118.0,21.0,1.0,58.0,62.0,12.0,22.95,3.0625,3.6875,0.65625,0.03125,1.8125,1.9375,57.4,1422.0,44.4,27.0,8.3,6.9,0.9,6.0,1.5,0.1,4.1,22.8,6.5,10.3,3.2,4.4,52.7,46.9,52.7,46.9,56.7,45.1,0.284,118.5,2.1,13.3,7.8,27.2,13.7,13.7,1.5,0.1,26.7,0.9,1.2,165.5,107.8,57.7,234.2,7.4,2.03,21.8,13.3,86.7,43.2,35.9,20.8,260.1,8.1,-0.6,0.3,-1.0,0.3,7.5,position (auto),2.4,3.5,,
SLB,2025-2026,Newcastle Eagles,,Terrell Burden Jr,,,,,23,502.4,228.0,77.0,154.0,50.0,12.0,41.0,0.0,62.0,94.0,0.0,8.0,57.0,65.0,85.0,27.0,4.0,37.0,55.0,9.91304347826087,21.843478260869563,2.8260869565217392,3.6956521739130435,1.173913043478261,0.17391304347826086,1.608695652173913,2.391304347826087,54.6,1028.4,44.7,22.2,8.3,6.3,0.8,5.5,2.6,0.4,3.6,15.0,9.1,4.0,1.2,5.3,58.4,53.9,58.4,53.9,56.0,26.6,0.61,148.1,1.7,13.7,7.4,28.0,15.9,15.9,2.6,0.7,20.8,0.9,1.5,181.7,109.2,72.5,179.5,8.5,2.3,26.8,12.3,87.7,57.0,15.8,27.2,191.2,8.3,1.4,0.2,1.3,0.5,8.4,position (auto),2.5,3.4,,
SLB,2025-2026,Manchester Basketball,,Matthew Nicholson,,,,,35,724.0,204.0,80.0,127.0,63.0,0.0,0.0,0.0,44.0,95.0,0.0,84.0,152.0,236.0,20.0,19.0,47.0,26.0,87.0,5.828571428571428,20.685714285714287,6.742857142857143,0.5714285714285714,0.5428571428571428,1.3428571428571427,0.7428571428571429,2.4857142857142858,51.7,1460.9,41.7,14.0,1.4,16.2,5.7,10.4,1.3,3.2,1.8,8.7,6.5,0.0,0.0,6.0,60.4,63.0,60.4,63.0,56.9,0.0,0.748,160.6,13.1,22.7,18.0,4.0,13.3,13.3,1.3,5.9,11.9,0.4,1.6,242.7,107.9,134.8,287.6,8.1,0.77,9.3,35.6,64.4,78.4,0.0,21.6,236.2,6.7,1.2,-0.2,1.4,0.7,7.3,position (auto),4.1,5.0,,
SLB,2025-2026,B. Braun Sheffield Sharks,,Nick Kern Jr,,,,,35,785.2,432.0,169.0,325.0,52.0,8.0,33.0,0.0,86.0,144.0,0.0,47.0,121.0,168.0,82.0,27.0,14.0,60.0,80.0,12.342857142857143,22.434285714285714,4.8,2.342857142857143,0.7714285714285715,0.4,1.7142857142857142,2.2857142857142856,56.1,1520.3,43.4,28.4,5.4,11.1,3.1,8.0,1.8,0.9,3.9,21.4,9.5,2.2,0.5,5.3,55.6,53.2,55.6,53.2,56.7,10.2,0.443,132.9,7.2,17.7,12.6,19.0,13.4,13.4,1.8,1.9,26.5,0.8,1.3,194.5,107.8,86.7,295.0,9.0,1.37,15.5,28.0,72.0,74.5,5.6,19.9,320.3,9.2,0.2,0.1,0.0,0.5,8.0,position (auto),3.1,3.9,,
SLB,2025-2026,London Lions,,Ryan Mikesell,,,,,7,145.6,53.0,18.0,47.0,38.3,8.0,25.0,0.0,9.0,10.0,0.0,4.0,12.0,16.0,12.0,2.0,0.0,7.0,20.0,7.571428571428571,20.8,2.2857142857142856,1.7142857142857142,0.2857142857142857,0.0,1.0,2.857142857142857,52.0,269.6,38.5,19.7,4.5,5.9,1.5,4.5,0.7,0.0,2.6,17.4,3.7,9.3,3.0,7.4,51.6,46.8,51.6,46.8,58.3,53.2,0.213,112.8,3.5,9.7,6.8,12.9,12.0,12.0,0.7,0.0,19.2,0.6,1.1,168.4,97.9,70.5,24.0,4.2,1.71,17.0,25.0,75.0,37.7,45.3,17.0,28.7,4.1,-1.3,-1.7,0.4,0.0,2.7,position (team),2.9,4.7,,
SLB,2025-2026,Leicester Riders,,Marc Loving,,,,,12,358.4,137.0,49.0,113.0,43.4,15.0,44.0,0.0,24.0,26.0,0.0,10.0,43.0,53.0,24.0,11.0,7.0,11.0,19.0,11.416666666666666,29.866666666666664,4.416666666666667,2.0,0.9166666666666666,0.5833333333333334,0.9166666666666666,1.5833333333333333,74.7,708.9,59.1,19.3,3.4,7.5,1.4,6.1,1.6,1.0,1.6,15.9,3.7,6.2,2.1,2.7,55.0,50.0,55.0,50.0,56.5,38.9,0.23,121.2,3.2,13.3,8.4,11.2,8.1,8.1,1.5,1.9,17.1,0.5,1.2,186.9,110.7,76.2,106.2,6.8,2.18,15.1,18.9,81.1,49.6,32.8,17.5,110.7,9.2,0.1,0.2,-0.0,0.2,8.2,position (team),3.0,4.7,,
SLB,2025-2026,Newcastle Eagles,,Maceo Jack,,,,,34,1042.6,515.0,183.0,385.0,47.5,38.0,115.0,0.0,111.0,135.0,0.0,25.0,118.0,143.0,67.0,26.0,10.0,53.0,79.0,15.147058823529411,30.664705882352937,4.205882352941177,1.9705882352941178,0.7647058823529411,0.29411764705882354,1.5588235294117647,2.323529411764706,76.7,2134.2,62.8,24.1,3.1,6.7,1.2,5.5,1.2,0.5,2.5,18.0,6.3,5.4,1.8,3.7,57.9,52.5,57.9,52.5,56.0,29.9,0.351,133.8,2.6,13.6,7.8,11.0,10.7,10.7,1.2,0.9,21.5,0.7,1.3,177.5,109.2,68.3,299.6,7.5,1.26,11.9,17.5,82.5,56.3,22.1,21.6,357.3,10.5,-1.3,-0.2,-1.1,0.2,7.1,position (auto),3.0,4.4,,
SLB,2025-2026,Manchester Basketball,,Donovan Mitchell,,,,,5,111.0,59.0,22.0,46.0,47.8,5.0,19.0,0.0,10.0,13.0,0.0,5.0,23.0,28.0,6.0,3.0,3.0,9.0,9.0,11.8,22.2,5.6,1.2,0.6,0.6,1.8,1.8,55.5,224.0,44.8,26.3,2.7,12.5,2.2,10.3,1.3,1.3,4.0,20.5,5.8,8.5,2.2,4.0,57.0,53.3,57.0,53.3,56.9,41.3,0.283,128.3,5.1,22.4,13.9,8.9,14.8,14.8,1.3,2.5,24.2,0.7,1.3,176.8,107.9,68.9,40.4,8.3,0.67,9.0,17.9,82.1,57.6,25.4,16.9,41.5,8.3,-0.5,-0.3,-0.2,0.1,8.5,position (team),3.5,4.5,,
SLB,2025-2026,London Lions,,Ovie Soko,,,,,14,172.1,57.0,18.0,33.0,54.5,0.0,1.0,0.0,21.0,32.0,0.0,14.0,34.0,48.0,7.0,9.0,3.0,15.0,34.0,4.071428571428571,12.292857142857143,3.4285714285714284,0.5,0.6428571428571429,0.21428571428571427,1.0714285714285714,2.4285714285714284,30.7,318.7,22.8,17.9,2.2,15.1,4.4,10.7,2.8,0.9,4.7,10.4,10.0,0.3,0.0,10.7,60.5,54.5,60.5,54.5,58.3,3.0,0.97,172.7,10.5,23.3,17.2,6.2,24.2,24.2,2.8,1.9,17.2,0.4,1.7,184.2,97.9,86.3,46.8,6.1,0.47,10.1,29.2,70.8,63.2,0.0,36.8,44.1,3.1,0.0,-3.6,3.6,0.1,3.9,position (team),3.8,4.9,,
SLB,2025-2026,Cheshire Phoenix,,Michael Diggins,,,,,35,824.0,356.0,141.0,322.0,43.8,35.0,124.0,0.0,39.0,57.0,0.0,55.0,102.0,157.0,38.0,21.0,22.0,39.0,76.0,10.17142857142857,23.542857142857144,4.485714285714286,1.0857142857142856,0.6,0.6285714285714286,1.1142857142857143,2.1714285714285713,58.9,1728.9,49.4,20.6,2.2,9.1,3.2,5.9,1.2,1.3,2.3,18.6,3.3,7.2,2.0,4.4,51.3,49.2,51.3,49.2,57.7,38.5,0.177,110.6,7.1,13.8,10.4,6.9,10.1,10.1,1.2,2.4,19.8,0.5,1.1,184.6,108.1,76.5,228.6,6.7,0.97,9.0,35.0,65.0,59.6,29.5,11.0,242.5,6.9,-2.3,-1.0,-1.3,-0.1,5.7,position (auto),3.3,5.0,,
SLB,2025-2026,Manchester Basketball,,Oluwaseyi Adetukasi,,,,,35,926.8,345.0,130.0,256.0,50.8,41.0,107.0,0.0,44.0,55.0,0.0,27.0,122.0,149.0,31.0,19.0,6.0,39.0,57.0,9.857142857142858,26.48,4.257142857142857,0.8857142857142857,0.5428571428571428,0.17142857142857143,1.1142857142857143,1.6285714285714286,66.2,1870.1,53.4,18.4,1.7,8.0,1.4,6.5,1.0,0.3,2.1,13.7,2.9,5.7,2.2,3.0,61.6,58.8,61.6,58.8,56.9,41.8,0.215,134.8,3.3,14.2,8.9,5.0,12.2,12.2,1.0,0.6,15.2,0.5,1.3,196.2,107.9,88.3,239.4,6.1,0.79,8.9,18.1,81.9,51.6,35.7,12.8,252.0,7.2,-0.8,-0.3,-0.5,0.4,6.5,position (auto),3.2,5.0,,
SLB,2025-2026,Caledonia Gladiators,,Rian Holland,,,,,29,730.3,290.0,106.0,245.0,43.3,40.0,99.0,0.0,38.0,54.0,0.0,23.0,68.0,91.0,109.0,66.0,2.0,38.0,64.0,10.0,25.182758620689654,3.1379310344827585,3.7586206896551726,2.2758620689655173,0.06896551724137931,1.3103448275862069,2.206896551724138,63.0,1452.9,50.1,20.0,7.5,6.3,1.6,4.7,4.5,0.1,2.6,16.9,3.7,6.8,2.8,4.4,54.0,51.4,54.0,51.4,52.9,40.4,0.22,118.4,3.4,10.8,7.0,24.0,12.4,12.4,4.6,0.3,18.7,0.8,1.2,185.0,116.1,68.9,267.0,8.3,2.87,26.2,25.3,74.7,45.5,41.4,13.1,271.1,9.3,1.9,0.4,1.5,0.9,10.9,position (auto),2.4,4.0,,
SLB,2025-2026,Newcastle Eagles,,Gus Okafor,,,,,28,719.0,341.0,101.0,257.0,39.3,49.0,127.0,0.0,90.0,130.0,0.0,34.0,98.0,132.0,45.0,20.0,10.0,27.0,59.0,12.178571428571429,25.678571428571427,4.714285714285714,1.6071428571428572,0.7142857142857143,0.35714285714285715,0.9642857142857143,2.107142857142857,64.2,1471.8,52.6,23.2,3.1,9.0,2.3,6.7,1.4,0.7,1.8,17.5,8.8,8.6,3.3,4.0,54.3,48.8,54.3,48.8,56.0,49.4,0.506,132.7,5.1,16.4,10.5,10.1,7.9,7.9,1.4,1.3,21.3,0.6,1.3,161.6,109.2,52.4,225.5,7.6,1.67,11.7,25.8,74.2,30.5,43.1,26.4,246.6,8.8,-0.3,0.7,-1.0,0.4,7.9,position (auto),3.3,4.6,,
SLB,2025-2026,Cheshire Phoenix,,Matthew Zona,,,,,35,465.8,222.0,80.0,177.0,45.2,40.0,110.0,0.0,22.0,38.0,0.0,33.0,74.0,107.0,17.0,16.0,17.0,17.0,73.0,6.3428571428571425,13.30857142857143,3.057142857142857,0.4857142857142857,0.45714285714285713,0.4857142857142857,0.4857142857142857,2.085714285714286,33.3,977.3,27.9,22.7,1.7,10.9,3.4,7.6,1.6,1.7,1.7,18.1,3.9,11.3,4.1,7.5,57.3,56.5,57.3,56.5,57.7,62.1,0.215,125.4,7.5,17.8,12.5,5.4,8.1,8.1,1.7,3.3,19.1,0.6,1.3,194.3,108.1,86.2,160.0,8.3,1.0,7.5,30.8,69.2,36.0,54.1,9.9,162.6,4.6,0.5,0.6,-0.1,0.4,8.0,position (auto),3.6,4.9,,
SLB,2025-2026,London Lions,,Nigel Hawkins,,,,,9,126.5,31.0,9.0,30.0,30.0,3.0,11.0,0.0,10.0,13.0,0.0,6.0,12.0,18.0,8.0,4.0,2.0,4.0,18.0,3.4444444444444446,14.055555555555555,2.0,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.4444444444444444,2.0,35.1,234.2,26.0,13.2,3.4,7.7,2.6,5.1,1.7,0.9,1.7,12.8,5.6,4.7,1.3,7.7,43.4,35.0,43.4,35.0,58.3,36.7,0.433,103.3,6.1,11.2,8.8,9.1,10.1,10.1,1.7,1.8,15.0,0.4,1.0,159.8,97.9,61.9,19.6,3.6,2.0,16.8,33.3,66.7,38.7,29.0,32.3,20.0,2.2,-1.4,-3.1,1.7,0.0,2.2,position (team),3.2,5.0,,
SLB,2025-2026,Bristol Flyers,,Owen Mccormack,,,,,33,761.8,281.0,95.0,218.0,43.6,52.0,135.0,0.0,39.0,53.0,0.0,39.0,139.0,178.0,65.0,16.0,11.0,52.0,77.0,8.515151515151516,23.084848484848482,5.393939393939394,1.9696969696969697,0.48484848484848486,0.3333333333333333,1.5757575757575757,2.3333333333333335,57.7,1476.8,44.8,19.0,4.4,12.1,2.6,9.4,1.1,0.7,3.5,14.8,3.6,9.1,3.5,5.2,58.2,55.5,58.2,55.5,52.9,61.9,0.243,128.9,5.7,21.5,13.3,14.2,17.7,17.7,1.1,1.5,17.5,0.6,1.3,172.2,106.6,65.6,242.4,6.3,1.25,18.1,21.9,78.1,30.6,55.5,13.9,216.2,6.6,-0.4,-0.9,0.5,0.4,6.7,position (auto),3.4,4.1,,
