Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
BMET City of Birmingham Rockets EABL,"George Angoy, Jonathan Agbeze, Jude Hyland, Larry Duru, Philip Basioudis",10,7242,54.6,266,103,221,46.6,22,60,36.7,38,77,49.4,43,74,117,61,37,9,48,50,249,80.8,82.7,79,29.0,30.4,51.6,52.2,59.2,35,62.2,13.2,34.8,27.1,106.6,237,90,217,41.5,26,86,30.2,31,44,70.5,45,80,125,65,29,7,57,65,238,47.5,50.1,19.4,37.8,39.6,99.4,65,33,50.8,23,9,39.1,1,0,0,0,0,0,0,7.2,51,31,60.8,13,5,38.5,2,1,50,0,0,0,0,48,44,57,58,39,49
Oaklands Wolves EABL,"Daniel Kostadinov, Dylan Gladstone, Enzo Da Cruz Fatuda, Gavin Mitchell, Liam Mcintosh",10,6380,65.7,224,91,207,44,26,73,35.6,16,39,41,48,78,126,44,17,8,34,37,202,76.1,75.9,76.3,31.6,31.4,50.2,50,48.4,41,66.7,11.3,18.8,35.3,111,196,77,202,38.1,19,82,23.2,23,35,65.7,39,69,108,55,17,19,33,43,203,42.8,45.1,13.2,33.3,40.6,96.6,68,35,51.5,14,9,64.3,2,1,50,0,0,0,0,14.4,72,38,52.8,8,4,50,1,1,100,0,0,0,0,49,22,33,30,42,33
Itchen College EABL,"Benjamin Cope, Dawid Cimochowski, Elijah Lotriet, Ethan Round, Jakub Ofman",10,5240,51.0,196,80,173,46.2,19,56,33.9,17,24,70.8,30,63,93,57,31,6,37,32,183,83.4,83.8,82.9,28.6,28.9,51.7,53.4,71.2,37.5,76.8,13.3,13.9,32.4,107.1,146,56,143,39.2,15,49,30.6,19,31,61.3,19,50,69,30,24,13,51,34,181,44.4,46.6,24.6,23.2,34.3,80.6,72,41,56.9,4,1,25,0,0,0,0,0,0,0,26.5,49,27,55.1,5,2,40,1,1,100,0,0,0,0,34,62,57,17,36,42
Derby College Trailblazers EABL,"Casey Burr, Elias Norman, Elias Rice, Rohan Hobday, William Tallon",9,5664,57.8,154,61,161,37.9,13,49,26.5,19,27,70.4,26,69,95,50,18,5,41,26,180,76.4,76.4,76.4,31.4,31.4,41.9,44.5,82,26.8,76.7,15.5,16.8,30.4,85.4,180,73,164,44.5,18,63,28.6,16,29,55.2,21,71,92,42,29,13,32,29,180,50,50.9,15.3,23.3,38.4,99.9,35,18,51.4,15,7,46.7,0,0,0,0,0,0,0,-14.5,43,29,67.4,13,4,30.8,0,0,0,0,0,0,0,26,22,38,21,52,42
Copleston High School EABL,"Callum Fobister, Isaac Little, Matthew Liddamore, Noah Wilkinson, Timothy Rafiu",11,4601,36.0,130,51,134,38.1,14,54,25.9,14,26,53.8,22,50,72,29,19,6,42,36,159,80.4,82.8,77.9,29.0,30.8,43.3,44.7,56.9,28.9,52.1,19.4,19.4,40.3,81.9,151,57,153,37.3,18,66,27.3,19,33,57.6,46,54,100,32,30,7,34,24,149,43.1,45.1,16.9,47.9,43.1,101.1,46,30,65.2,3,1,33.3,1,0,0,0,0,0,0,-19.3,41,26,63.4,5,1,20,0,0,0,0,0,0,0,24,34,37,29,40,39
City of London Academy - Southwark EABL,"Andrew Nwokolo, Daniel Banjoko, David Banjoko, Jacob Hannick, Toby Gass",9,4074,37.3,128,46,117,39.3,5,43,11.6,31,44,70.5,30,43,73,29,23,15,27,25,128,73.7,75.4,71.9,31.8,33.4,41.5,46.9,63,41.7,71.7,14,37.6,36.8,100,87,31,99,31.3,5,34,14.7,20,30,66.7,17,42,59,16,14,3,32,37,122,33.8,38.8,22.2,28.3,34.3,71.2,48,29,60.4,6,4,66.7,0,0,0,0,0,0,0,28.7,30,13,43.3,10,6,60,1,0,0,0,0,0,0,32,30,30,15,23,19
HHS Reading Rockets EABL,"Ethan Harrington, James Waterhouse, Luca Bakary, Malachi Hassan-Taylor, Matthew Daines",10,3852,32.4,87,32,93,34.4,4,30,13.3,19,28,67.9,12,42,54,15,12,6,32,24,120,76.7,75,78.5,32.0,30.6,36.6,41.3,46.9,21.8,71.2,21,30.1,32.3,72.3,124,52,112,46.4,10,34,29.4,10,21,47.6,17,43,60,29,21,5,27,29,126,50.9,51.1,18.2,28.8,30.4,98.4,33,18,54.5,4,2,50,1,0,0,0,0,0,0,-26.1,33,17,51.5,6,4,66.7,0,0,0,0,0,0,0,9,6,17,22,34,35
City of London Academy - Southwark EABL,"Andrew Nwokolo, Daniel Banjoko, Dante Patel, David Banjoko, Toby Gass",8,2738,18.4,98,43,73,58.9,4,18,22.2,8,21,38.1,13,27,40,28,13,3,22,13,88,76.7,76.8,76.7,31.3,31.3,61.6,59.6,65.1,41.9,65.9,16.6,28.8,24.7,111.9,85,33,73,45.2,9,28,32.1,10,14,71.4,14,18,32,19,16,2,26,28,88,51.4,53.7,24.7,34.1,38.4,97.1,23,17,73.9,5,5,100,0,0,0,0,0,0,0,14.8,22,15,68.2,3,2,66.7,0,0,0,0,0,0,0,13,21,31,22,20,20
Myerscough College EABL,"Cesar Sanchez Falette, Harry Sheehan, Olivier Esingle, Salomi Latidan, Zach Trezvant",5,2392,16.8,79,29,83,34.9,8,36,22.2,13,18,72.2,24,28,52,18,10,2,17,13,81,79.8,80.8,78.8,29.7,30.4,39.8,43.4,62.1,48,77.8,13.5,21.7,43.4,98.1,73,28,65,43.1,11,27,40.7,6,11,54.5,8,26,34,17,13,5,20,17,79,51.5,52.3,22.3,22.2,41.5,92.9,22,11,50,1,0,0,0,0,0,0,0,0,0,5.1,11,5,45.5,8,4,50,0,0,0,0,0,0,0,20,16,26,5,17,21
Oaklands Wolves EABL,"Daniel Kostadinov, Dylan Gladstone, Enzo Da Cruz Fatuda, Gavin Mitchell, Huxley Morrell",7,2470,4.4,52,21,65,32.3,5,27,18.5,5,14,35.7,14,27,41,17,11,3,27,10,81,79.9,78.5,81.3,30.6,29.5,36.2,36.5,81,31.1,62.8,23.4,21.5,41.5,64.4,84,32,79,40.5,7,27,25.9,13,14,92.9,16,31,47,25,16,2,18,10,84,44.9,49.3,17.4,37.2,34.2,100.4,21,12,57.1,12,3,25,1,0,0,0,0,0,0,-36,34,23,67.6,3,0,0,0,0,0,0,0,0,0,12,7,10,11,31,32
