Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
A. Gray,BC Komárno,1,A. Gray,"C. Mckeithan, Elijah Gregory Ormiston, S. Volárik, Tyler Terell Millin",9,39.2,26,11,15,73.3,2,5,40.0,2,2,100.0,1,6,7,1,1,0,3,5,17,0,26,2.9,35.8,140.4,0,140.4,80.0,81.9,9.1,15.1,6,5,83.3,0,0,0,0,0,0,2,1,0,0,2,6,10
A. Gray,BC Komárno,1,A. Gray,"C. Mckeithan, C. Wiggins, Elijah Gregory Ormiston, Tyler Terell Millin",9,38.8,14,4,8,50.0,1,4,25.0,5,8,62.5,2,5,7,3,3,1,0,4,9,0,14,1.6,16.9,108.3,0,108.3,56.2,60.8,75.0,0.0,3,2,66.7,0,0,0,0,0,0,0,0,0,0,3,4,5
A. Gray,BC Komárno,1,A. Gray,"A. Olabode, C. Wiggins, S. Volárik, T. Stevenson",8,31.8,7,2,6,33.3,0,0,0,3,4,75.0,1,2,3,1,3,0,2,3,8,0,7,0.9,11.1,104.6,0,104.6,33.3,45.1,50.0,18.6,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
A. Gray,BC Komárno,1,A. Gray,"C. Mckeithan, K. Lawrence, S. Volárik, Tyler Terell Millin",5,31.4,14,5,8,62.5,2,3,66.7,2,2,100.0,1,5,6,3,2,1,0,3,8,0,14,2.8,23.9,112.5,0,112.5,75.0,78.8,60.0,0.0,4,2,50,0,0,0,0,0,0,0,0,0,0,2,0,0
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, Elijah Gregory Ormiston, Martin Pospišil, S. Volárik",11,28.7,18,5,7,71.4,2,2,100.0,6,6,100.0,1,2,3,1,0,0,0,0,8,0,18,1.6,32.8,125.7,0,125.7,85.7,93.4,20.0,0.0,4,3,75,1,0,0,0,0,0,0,0,0,0,0,6,0
A. Gray,BC Komárno,1,A. Gray,"A. Olabode, Martin Koller, S. Volárik, T. Stevenson",8,28.2,22,9,16,56.2,2,7,28.6,2,4,50.0,1,4,5,2,0,0,1,2,17,0,22,2.8,42.9,105.3,0,105.3,62.5,61.9,22.2,4.8,8,6,75,0,0,0,0,0,0,1,0,0,0,0,10,4
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, Elijah Gregory Ormiston, S. Volárik, Tyler Terell Millin",12,26.1,14,6,7,85.7,2,3,66.7,0,0,0,0,6,6,1,0,0,0,3,7,0,14,1.2,27.9,99.6,0,99.6,100.0,100.0,16.7,0.0,4,4,100,0,0,0,0,0,0,0,0,0,0,0,7,0
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, Martin Koller, S. Volárik, T. Stevenson",8,25.1,9,3,7,42.9,1,3,33.3,2,4,50.0,2,3,5,2,0,0,1,0,7,0,9,1.1,21.5,112.4,0,112.4,50.0,51.4,66.7,8.5,4,2,50,0,0,0,0,0,0,0,0,0,1,2,0,0
A. Gray,BC Komárno,1,A. Gray,"C. Mckeithan, Elijah Gregory Ormiston, K. Lawrence, Martin Pospišil",3,21.4,9,3,4,75.0,1,2,50.0,2,2,100.0,1,4,5,0,1,1,0,0,4,0,9,3.0,20.2,123.7,0,123.7,87.5,92.2,0.0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,2,2
A. Gray,BC Komárno,1,A. Gray,"A. Olabode, C. Wiggins, Elijah Gregory Ormiston, S. Volárik",12,20.7,11,4,7,57.1,1,2,50.0,2,2,100.0,2,3,5,1,1,0,2,1,8,0,11,0.9,23.1,107.1,0,107.1,64.3,69.8,25.0,18.4,4,3,75,0,0,0,0,0,0,0,1,0,1,2,2,5
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, K. Lawrence, S. Volárik, T. Henry",5,20.5,2,1,3,33.3,0,1,0.0,0,0,0,1,5,6,3,2,0,1,3,3,0,2,0.4,5.0,105.9,0,105.9,33.3,33.3,300.0,14.3,1,1,100,0,0,0,0,0,0,0,0,0,1,2,0,0
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, Martin Pospišil, S. Volárik, T. Stevenson",5,20.3,11,3,11,27.3,2,5,40.0,3,4,75.0,2,3,5,0,0,0,0,1,10,0,11,2.2,28.8,99.4,0,99.4,36.4,43.1,0.0,0.0,2,1,50,1,0,0,0,0,0,0,0,0,0,0,0,2
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, Elijah Gregory Ormiston, Martin Koller, S. Volárik",9,19.3,10,4,8,50.0,2,5,40.0,0,0,0,2,2,4,2,0,0,1,0,7,0,10,1.1,31.8,130.6,0,130.6,62.5,62.5,50.0,9.1,1,1,100,1,0,0,0,0,0,1,0,0,0,2,2,0
A. Gray,BC Komárno,1,A. Gray,"C. Mckeithan, Elijah Gregory Ormiston, K. Lawrence, S. Volárik",3,18.3,12,5,7,71.4,0,1,0.0,2,2,100.0,2,2,4,0,1,0,1,0,7,0,12,4.0,32.3,124.0,0,124.0,71.4,76.1,0.0,11.3,1,1,100,0,0,0,0,0,0,0,1,0,0,2,4,2
A. Gray,BC Komárno,1,A. Gray,"C. Mckeithan, Elijah Gregory Ormiston, K. Lawrence, Martin Koller",2,17.8,2,0,5,0.0,0,4,0.0,2,2,100.0,0,3,3,2,1,0,1,3,7,0,2,1.0,5.6,75.0,0,75.0,0.0,17.0,0,11.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A. Gray,BC Komárno,1,A. Gray,"C. Wiggins, K. Lawrence, T. Henry, Tyler Terell Millin",2,16.3,2,1,4,25.0,0,3,0.0,0,0,0,2,1,3,0,0,0,0,2,2,0,2,1.0,7.2,101.4,0,101.4,25.0,25.0,0.0,0.0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
