Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
Dragons Rhöndorf,"Jorge Mejias Sanchez, Benjamin Sadikovic, Juhwan Harris-Dyson, Duje Dujmovic, Kenan Reinhart","Dragons Rhöndorf|15,16,2,3,8",15,Jorge Mejias Sanchez,16,Benjamin Sadikovic,17,34,0,17,12,1.42,2.83
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William Friederici, Quashawn Tyrese Lane","ETB Miners|10,12,26,30,4",4,Quashawn Tyrese Lane,26,Jonathan Almstedt,13,31,5,8,11,1.18,2.82
Hertener Löwen,"Christian Matthew Hinckson, Dario Fiorentino, Faton Jetullahi, Bryant Allen, David Ewald","Hertener Löwen|11,20,22,8,9",9,David Ewald,11,Christian Matthew Hinckson,10,28,8,2,6,1.67,4.67
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William Friederici, Quashawn Tyrese Lane","ETB Miners|10,12,26,30,4",4,Quashawn Tyrese Lane,30,Marc William Friederici,11,28,6,5,8,1.38,3.5
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William Friederici, Quashawn Tyrese Lane","ETB Miners|10,12,26,30,4",30,Marc William Friederici,12,Niclas Jonathan Sperber,10,26,6,4,9,1.11,2.89
OrangeAcademy,"Joel Cwik, Endurance Aiyamenkhue, Meissa Faye, Marko Dordevic, Teo Milicic","OrangeAcademy|1,10,11,36,4",4,Teo Milicic,36,Marko Dordevic,11,25,3,8,8,1.38,3.12
Dragons Rhöndorf,"Jorge Mejias Sanchez, Benjamin Sadikovic, Juhwan Harris-Dyson, Duje Dujmovic, Kenan Reinhart","Dragons Rhöndorf|15,16,2,3,8",15,Jorge Mejias Sanchez,8,Kenan Reinhart,9,25,7,2,7,1.29,3.57
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William Friederici, Quashawn Tyrese Lane","ETB Miners|10,12,26,30,4",12,Niclas Jonathan Sperber,10,Mychael Paulo,9,25,7,2,9,1.0,2.78
LOK BERNAU,"Anthony Watkins, Marco Rahn, Guy Artman Nahmias, Akim-Jamal Jonah, Finn Georg Siedel","LOK BERNAU|0,15,24,34,9",24,Guy Artman Nahmias,0,Anthony Watkins,8,22,6,2,5,1.6,4.4
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William Friederici, Quashawn Tyrese Lane","ETB Miners|10,12,26,30,4",4,Quashawn Tyrese Lane,10,Mychael Paulo,9,22,4,5,7,1.29,3.14
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William Friederici, Quashawn Tyrese Lane","ETB Miners|10,12,26,30,4",4,Quashawn Tyrese Lane,12,Niclas Jonathan Sperber,9,22,4,5,7,1.29,3.14
BBC Coburg,"Tim Herzog, Dylan Fasoyiro, Darius Dawson, Nico Höllerl, Nico Wenzl","BBC Coburg|10,12,13,5,8",8,Nico Wenzl,12,Dylan Fasoyiro,8,22,6,2,5,1.6,4.4
Hertener Löwen,"Gilbert Kofi Gyamfi, Dario Fiorentino, Faton Jetullahi, Bryant Allen, David Ewald","Hertener Löwen|10,20,22,8,9",9,David Ewald,22,Faton Jetullahi,8,21,5,3,7,1.14,3.0
