Canonical,Team,Numbers,Variations
Justin Charles Andrew,TV Langen,0,Justin Charles Andrew
Janosch Kögler,TSV Oberhaching Tropics,8,Janosch Kögler
Luka Pesic,FC Bayern Basketball II,7,Luka Pesic
Leon Fertig,TV Langen,63,Leon Fertig
Desmond Tyson Watson,SKYLINERS Juniors,4,Desmond Tyson Watson; Desmond Watson
Philipp Hadenfeldt,TV Langen,16,Philipp Hadenfeldt
Carlos Hidalgo Guijo,Ahorn Camp Baskets,9,Carlos Hidalgo Guijo
Marcus Domask,SKYLINERS Juniors,12,Marcus Domask
James Wucherer,VR-Bank Würzburg Baskets Akademie,21,James Wucherer
Ivan Kucan,CATL Basketball Löwen,7,Ivan Kucan
Zebedee Taylor Graham Jr,VR-Bank Würzburg Baskets Akademie,5,Zebedee Taylor Graham Jr
Christoph Philipps,VR-Bank Würzburg Baskets Akademie,13,Christoph Philipps
Wisdom Equere Uboh,Dresden Titans,24,Wisdom Equere Uboh
Renke Hillmer,Ahorn Camp Baskets,5,Renke Hillmer
