Canonical,Team,Numbers,Variations
Shuma Nishibe,KYOTO HANNARYZ,7,Shuma Nishibe
Hayate Kanayama,SHIMANE SUSANOO MAGIC,2,Hayate Kanayama
Junpei Iwashita,SHIGA LAKES,2,Junpei Iwashita
Reoto Yonesu,KAWASAKI BRAVE THUNDERS,11,Reoto Yonesu
Shuntaro Buto,KAWASAKI BRAVE THUNDERS,60,Shuntaro Buto
Lucas Tanaka,NAGASAKI VELCA,32,Lucas Tanaka
Haruki Hori,KOSHIGAYA ALPHAS,13,Haruki Hori
Towa Izumi,TOYAMA GROUSES,14,Towa Izumi
Jordan Ngatai,LEVANGA HOKKAIDO,20,Jordan Ngatai
Gakuto Arai,YOKOHAMA B-CORSAIRS,6,Gakuto Arai
Ryusei Sako,HIROSHIMA DRAGONFLIES,14,Ryusei Sako
Yori Iwaya,AKITA NORTHERN HAPPINETS,18,Yori Iwaya
Tim Schneider,IBARAKI ROBOTS,30,Tim Schneider
Hikaru Tsukioka,FIGHTING EAGLES NAGOYA,11,Hikaru Tsukioka
Garrison Brooks,CHIBA JETS,15,Garrison Brooks
Kenta Fukunaga,SAGA BALLOONERS,6,Kenta Fukunaga
Sorata Oishi,SAGA BALLOONERS,17,Sorata Oishi
Shota Arai,SHIMANE SUSANOO MAGIC,5,Shota Arai
Naohide Hotta,AKITA NORTHERN HAPPINETS,7,Naohide Hotta
Louieseandrey Sato,SHIGA LAKES,11,Louieseandrey Sato
Futa Takedomi,SAGA BALLOONERS,11,Futa Takedomi
Max Hisatake,LEVANGA HOKKAIDO,29,Max Hisatake
Angelo Chol,AKITA NORTHERN HAPPINETS,27,Angelo Chol
Mitchell Lightfoot,NAGASAKI VELCA,44,Mitchell Lightfoot
Daichi Harima,FIGHTING EAGLES NAGOYA,5,Daichi Harima
Noriyuki Sugasawa,NAGASAKI VELCA,10,Noriyuki Sugasawa
Maik Kotsar,YOKOHAMA B-CORSAIRS,21,Maik Kotsar
Takato Hayashi,B.LEAGUE U18 JADE,6,Takato Hayashi
Syunsuke Miyazato,B.LEAGUE U18 JADE,7,Syunsuke Miyazato
Yudai Fukuchi,B.LEAGUE U18 JADE,8,Yudai Fukuchi
Ayuki Kawabe,B.LEAGUE U18 JADE,12,Ayuki Kawabe
Keita Nakagawa,B.LEAGUE U18 JADE,13,Keita Nakagawa
Sena Platt,B.LEAGUE U18 JADE,14,Sena Platt
Kanta Ogawa,B.LEAGUE U18 HELIOS,6,Kanta Ogawa
Shusei Takahashi,B.LEAGUE U18 HELIOS,7,Shusei Takahashi
Ryota Komatsu,B.LEAGUE U18 HELIOS,10,Ryota Komatsu
Mirai Nagamine,B.LEAGUE U18 HELIOS,12,Mirai Nagamine
Kanta Mikami,B.LEAGUE U18 HELIOS,13,Kanta Mikami
Adam Elmasri,B.LEAGUE U18 HELIOS,14,Adam Elmasri
