Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
NAGASAKI VELCA,"Ko Kumagai, Stanley Johnson, Yudai Baba, Hyunjung Lee, Jarrell Brantley","NAGASAKI VELCA|11,14,18,5,7",17,60.4,3625.0,131,46,91,50.5,11,33,33.3,28,37,75.7,0,0,0,34,0,0,23,0,96,130.3,100.6,72.5,28.0,2.17,35
SEAHORSES MIKAWA,"Thomas Kennedy, Jake Layman, Yudai Nishida, Davante Gardner, Satoshi Nagano","SEAHORSES MIKAWA|1,10,19,54,7",15,44.6,2676.0,112,38,66,57.6,15,29,51.7,21,23,91.3,0,0,0,25,0,0,6,0,49,82.1,136.4,53.7,82.7,2.51,63
LEVANGA HOKKAIDO,"Shuto Ichiba, Dwight Ramos, Jahlil Okafor, Keisei Tominaga, Kevin Jones","LEVANGA HOKKAIDO|12,2,22,30,5",15,33.4,2006.0,70,25,48,52.1,8,21,38.1,12,20,60.0,0,0,0,13,0,0,12,0,83,68.8,101.7,107.7,-5.9,2.09,-13
NAGASAKI VELCA,"Stanley Johnson, Hayato Yamaguchi, Yudai Baba, Hyunjung Lee, Jarrell Brantley","NAGASAKI VELCA|14,17,18,5,7",14,28.7,1721.0,90,29,58,50.0,11,27,40.7,21,31,67.7,0,0,0,16,0,0,6,0,53,77.6,115.9,85.9,30.0,3.14,37
UTSUNOMIYA BREX,"Shinji Takashima, DJ Newbill, Gavin Edwards, Grant Jerrett, Makoto Hiejima","UTSUNOMIYA BREX|12,25,33,34,6",12,28.6,1715.0,60,18,42,42.9,9,25,36.0,15,18,83.3,0,0,0,10,0,0,8,0,65,57.9,103.6,125.4,-21.8,2.1,-5
FIGHTING EAGLES NAGOYA,"Tensho Sugimoto, Jeremy Jones, Ryuto Yasuoka, Narito Namizato, Sean O'mara","FIGHTING EAGLES NAGOYA|10,22,23,3,54",8,24.5,1468.0,47,15,36,41.7,6,16,37.5,11,15,73.3,0,0,0,13,0,0,9,0,57,51.6,91.1,98.4,-7.3,1.92,-10
LEVANGA HOKKAIDO,"Ren Shimatani, Dwight Ramos, Jahlil Okafor, Keisei Tominaga, Kevin Jones","LEVANGA HOKKAIDO|15,2,22,30,5",13,24.2,1455.0,57,18,41,43.9,6,16,37.5,15,21,71.4,0,0,0,6,0,0,4,0,52,54.2,105.1,89.8,15.3,2.35,5
NAGOYA DIAMOND DOLPHINS,"Aaron Henry, Takumi Saito, Keita Imamura, Kyle Richardson, Scott Eatherton","NAGOYA DIAMOND DOLPHINS|11,2,30,34,43",14,23.8,1430.0,30,9,45,20.0,3,22,13.6,9,12,75.0,0,0,0,6,0,0,4,0,55,54.3,55.3,108.5,-53.3,1.26,-25
SEAHORSES MIKAWA,"Thomas Kennedy, Jake Layman, Yoshiaki Kubota, Yudai Nishida, Davante Gardner","SEAHORSES MIKAWA|1,10,11,19,54",8,23.4,1404.0,46,18,39,46.2,6,15,40.0,4,7,57.1,0,0,0,16,0,0,5,0,39,47.1,97.7,73.4,24.3,1.97,7
SAGA BALLOONERS,"Ryo Abe, Kosuke Kanamaru, Tanner Groves, David Dudzinski, Taiki Sumida","SAGA BALLOONERS|13,14,22,23,25",8,21.2,1275.0,43,14,32,43.8,3,11,27.3,12,14,85.7,0,0,0,14,0,0,6,0,42,44.2,97.4,94.3,3.0,2.02,1
SEAHORSES MIKAWA,"Jake Layman, Yutaro Suda, Yudai Nishida, Davante Gardner, Satoshi Nagano","SEAHORSES MIKAWA|10,13,19,54,7",8,21.1,1266.0,67,22,39,56.4,7,18,38.9,16,18,88.9,0,0,0,9,0,0,0,0,41,46.9,142.8,84.4,58.4,3.18,26
CHIBA JETS,"Yuta Watanabe, DJ Hogg, Yuki Togashi, Shuta Hara, Nassir Little","CHIBA JETS|1,10,2,31,8",9,20.4,1227.0,35,13,40,32.5,6,27,22.2,3,3,100.0,0,0,0,6,0,0,7,0,46,48.3,72.4,101.1,-28.7,1.71,-11
SAGA BALLOONERS,"Ryo Abe, Sori Uchio, Tanner Groves, David Dudzinski, Taiki Sumida","SAGA BALLOONERS|13,18,22,23,25",13,20.1,1206.0,53,17,32,53.1,4,12,33.3,15,22,68.2,0,0,0,13,0,0,8,0,31,49.7,106.7,79.2,27.5,2.64,22
RYUKYU GOLDEN KINGS,"Ryuichi Kishimoto, Yoshiyuki Matsuwaki, Vic Law, Jack Cooley, Ryo Sadohara","RYUKYU GOLDEN KINGS|14,15,4,45,8",9,19.6,1176.0,36,13,40,32.5,5,15,33.3,5,6,83.3,0,0,0,6,0,0,6,0,42,48.6,74.0,117.2,-43.2,1.84,-6
SENDAI 89ERS,"Shota Watanabe, Nathan Boothe, Seiya Funyu, Jarrett Culver, Sergio El Darwich","SENDAI 89ERS|15,45,7,8,9",11,18.9,1135.0,47,16,27,59.3,8,14,57.1,7,10,70.0,0,0,0,10,0,0,6,0,40,37.4,125.7,98.7,27.0,2.48,7
ALVARK TOKYO,"Sebastian Saiz, Marcus Foster, Ryan Rossiter, Taiki Osakabe, Shuto Ando","ALVARK TOKYO|11,17,22,75,9",11,18.8,1127.0,43,15,37,40.5,2,10,20.0,11,16,68.8,0,0,0,8,0,0,7,0,24,51.0,84.2,52.2,32.0,2.29,19
FIGHTING EAGLES NAGOYA,"Jamorko Pickett, Francis Lopez, Ryuto Yasuoka, Narito Namizato, Sean O'mara","FIGHTING EAGLES NAGOYA|0,20,23,3,54",6,18.8,1127.0,35,11,33,33.3,5,17,29.4,8,9,88.9,0,0,0,5,0,0,7,0,34,44.0,79.6,84.9,-5.3,1.86,1
YOKOHAMA B-CORSAIRS,"Kiefer Ravena, Seiya Ando, Koya Sudo, Damien Inglis, Gary Clark","YOKOHAMA B-CORSAIRS|15,3,30,4,8",13,18.0,1078.0,35,12,31,38.7,6,13,46.2,5,13,38.5,0,0,0,7,0,0,6,0,33,42.7,81.9,79.9,2.0,1.95,2
UTSUNOMIYA BREX,"Shinji Takashima, DJ Newbill, Gavin Edwards, Isaac Fotu, Makoto Hiejima","UTSUNOMIYA BREX|12,25,33,42,6",10,17.6,1054.0,41,14,32,43.8,8,21,38.1,5,6,83.3,0,0,0,13,0,0,4,0,35,38.6,106.1,89.1,17.0,2.33,6
TOYAMA GROUSES,"Naoki Uto, Brock Motum, Yuzo Okada, Nyika Williams, Trey Kell","TOYAMA GROUSES|11,12,3,6,8",10,17.6,1054.0,41,11,23,47.8,5,10,50.0,14,19,73.7,0,0,0,8,0,0,6,0,57,37.4,109.7,117.3,-7.5,2.33,-16
SENDAI 89ERS,"Yusei Sugiura, Boubacar Toure, Kazuma Okajima, Nathan Boothe, Sergio El Darwich","SENDAI 89ERS|14,21,3,45,9",8,17.3,1039.0,15,6,22,27.3,2,13,15.4,1,4,25.0,0,0,0,10,0,0,2,0,43,25.8,58.2,125.3,-67.1,0.87,-28
