Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
Leicester Riders,"Donald Carey Jr, Marc Loving, Nathaniel Martin, Raequan Battle, Spencer Johnson",Surrey 89ers,"Isiah Small, Kino Lily Jr, Michael Graham, Ronald Polite Iii, Tyrin Lawrence",2,1426,23.8,49.0,57,22,40,55,9,16,56.2,4,5,80,3,13,16,13,4,1,11,8,59,22,40,55,5,15,33.3,10,10,100,2,14,16,14,6,1,7,5,49.8,48.8,114.5,120.8,-6.4,120.8,114.5,6.4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Basketball,"Matthew Nicholson, Max Jones, Oluwaseyi Adetukasi, Patrick Smith Jr, Zak Irvin",Bristol Flyers,"Cameron Holden, Darnell Brodie, Joseph Anderson, William Yoakum, Zachary Anderson",2,950,15.8,30.1,33,15,28,53.6,3,9,33.3,0,1,0,2,15,17,6,3,1,3,2,30,12,28,42.9,5,11,45.5,1,2,50,2,12,14,5,1,0,4,4,29.5,30.9,112,97.2,14.8,97.2,112,-14.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Eagles,"Cole Long, Deion Hammond, Gus Okafor, Mitch Clarke, Ray'sean Taylor",Leicester Riders,"Kendrian Johnson, Michael Joiner, Travis Evee, Victor Ndoukou, Xavier Bledson",1,715,11.9,23.0,25,10,26,38.5,3,12,25,2,3,66.7,7,5,12,3,1,1,4,7,32,8,13,61.5,3,4,75,13,14,92.9,0,9,9,4,3,1,3,1,23.8,22.2,104.9,144.4,-39.5,144.4,104.9,39.5,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,"Jaxon Brenchley, Michael Diggins, Patrick Robinson, Skyler White, Tobias Cameron",Caledonia Gladiators,"Charles Jet Speelman, Daylen Williams, Ethan Wright, Ria'n Holland, Totonitoluwa Fagbenle",1,626,10.4,21.3,31,12,19,63.2,5,8,62.5,2,2,100,1,6,7,7,3,0,3,2,25,9,18,50,5,9,55.6,2,2,100,1,6,7,6,2,1,3,2,21.8,20.5,142.1,121.9,20.2,121.9,142.1,-20.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,"Cameron Holden, Darnell Brodie, Joseph Anderson, William Yoakum, Zachary Anderson",Caledonia Gladiators,"Charles Jet Speelman, Ethan Wright, Fraser Malcolm, Kevin Allen, Ria'n Holland",1,657,10.9,20.8,27,12,21,57.1,3,8,37.5,0,0,0,2,6,8,7,2,1,2,3,26,10,19,52.6,3,8,37.5,3,3,100,2,6,8,10,2,0,3,1,20.6,20.9,131.1,124.3,6.8,124.3,131.1,-6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,"Jaxon Brenchley, Laquincy Rideau, Michael Diggins, Skyler White, Tobias Cameron",Leicester Riders,"Donald Carey Jr, Marc Loving, Nathaniel Martin, Raequan Battle, Spencer Johnson",1,620,10.3,20.4,17,8,22,36.4,1,9,11.1,0,0,0,2,6,8,3,4,0,2,3,16,8,16,50,0,3,0,0,0,0,1,11,12,3,1,1,4,0,21.7,18.8,78.4,85.2,-6.9,85.2,78.4,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,"Damiri Lindo, Frankie Policelli, Jaxon Brenchley, Laquincy Rideau, Skyler White",Manchester Basketball,"Kaiyem Cleary, Matthew Nicholson, Max Jones, Oluwaseyi Adetukasi, Patrick Smith Jr",1,452,7.5,18.8,29,11,18,61.1,6,11,54.5,1,1,100,0,7,7,9,1,1,1,3,22,10,23,43.5,2,5,40,0,0,0,5,6,11,3,1,2,1,2,19.4,18.2,149.2,120.9,28.3,120.9,149.2,-28.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,"Cameron Holden, Joseph Anderson, Owen Mccormack, William Yoakum, Zachary Anderson",Caledonia Gladiators,"Charles Jet Speelman, Ethan Wright, Kyle Jimenez, Lloyd Alvin Bryan Jr, Matthew Ragsdale",1,577,9.6,18.7,20,8,19,42.1,2,6,33.3,2,2,100,4,10,14,6,2,1,2,0,12,6,18,33.3,0,4,0,0,0,0,1,7,8,0,2,2,3,3,17.6,19.8,113.6,60.5,53.1,60.5,113.6,-53.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,"Cameron Holden, Joseph Anderson, Owen Mccormack, William Yoakum, Zachary Anderson",Surrey 89ers,"Isiah Small, Kino Lily Jr, Michael Graham, Owen Koonce, Ronald Polite Iii",1,585,9.8,18.4,18,5,17,29.4,3,11,27.3,5,9,55.6,3,4,7,3,6,0,2,1,15,7,13,53.8,0,2,0,1,3,33.3,3,6,9,2,1,0,6,5,18.7,17.6,96.4,85.4,11,85.4,96.4,-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caledonia Gladiators,"Charles Jet Speelman, Ethan Wright, Lloyd Alvin Bryan Jr, Matthew Ragsdale, Ria'n Holland",Cheshire Phoenix,"Damiri Lindo, Jaxon Brenchley, Laquincy Rideau, Michael Diggins, Skyler White",1,535,8.9,18.3,11,4,16,25,1,6,16.7,2,2,100,1,8,9,4,3,2,2,2,17,7,17,41.2,1,5,20,2,2,100,2,9,11,3,2,1,3,2,17.6,18.7,62.5,90.7,-28.2,90.7,62.5,28.2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
